GLOBAL MAGNETIC FIELD X,GLOBAL MAGNETIC FIELD Y,GLOBAL MAGNETIC FIELD Z,REF_POINT
-7.44E-07,13.6350295347,-26.6443869723,11
-7.02E-08,13.3479694216,-25.9107169365,11
-5.58E-07,13.3853638587,-26.0983010286,11
-5.50E-07,13.5707421914,-26.1056802438,11
3.06E-07,13.6137459404,-26.376843209,11
4.52E-07,13.9774677869,-26.5613559733,11
8.92E-07,13.9410930919,-26.3777190882,11
-1.55E-07,13.3589157035,-26.9209566524,11
5.65E-07,13.3183515745,-26.1894859552,11
5.91E-07,13.5639208751,-26.0073235048,11
2.92E-07,13.6118936753,-26.5588786083,11
4.84E-07,13.8995086013,-26.5560606296,11
-1.98E-07,10.5516355264,-28.2303094341,12
-4.34E-07,10.9354833303,-28.151873781,12
-2.96E-07,11.0380981294,-28.5149896353,12
1.76E-07,11.0057886195,-28.9693482656,12
-9.16E-09,11.3627721116,-28.5181505823,12
3.83E-07,10.728158617,-28.696831114,12
8.12E-07,10.5942834936,-28.1475526862,12
-1.18E-07,10.6221766264,-28.4189495764,12
-1.75E-07,10.672906487,-28.5110910169,12
-3.59E-07,10.6328583324,-28.5142206675,12
-9.83E-08,10.5474665024,-28.7849238848,12
3.69E-07,10.6504120977,-28.6957615331,12
-4.31E-07,10.7750859457,-28.1503355604,12
-1.84E-07,10.8983281356,-28.0639908352,12
3.71E-07,10.7209910146,-28.3367822993,12
3.39E-08,10.7451111348,-28.331993224,12
-3.94E-07,10.5702507069,-28.3299395579,12
2.72E-07,10.6422435374,-28.5127898992,12
-1.89E-07,10.3698414245,-28.3303611372,12
3.18E-07,10.4132651947,-28.419515289,12
1.52E-07,11.4373052528,-28.7017739081,12
6.46E-07,11.6260181327,-27.8855442396,12
1.14E-07,11.4548444845,-28.155332363,12
3.65E-09,10.9368720103,-28.5134057917,12
7.24E-08,10.2780522658,-28.239827,12
5.10E-07,10.7159009014,-27.9734859872,12
4.02E-08,10.8274155938,-28.7875583304,12
-5.28E-07,10.734620165,-28.4245265117,12
-2.99E-07,10.8940362822,-28.8796958068,12
-2.70E-07,10.2076539962,-28.509641733,12
1.14E-07,10.235443272,-27.9631820016,12
-1.88E-07,10.9342950185,-27.6972108829,12
2.21E-07,10.8410137935,-28.0605062333,12
1.32E-07,10.9341445581,-27.6972651224,12
4.82E-07,11.1047249576,-27.6987451106,12
2.72E-07,10.6745037222,-27.8768246429,12
3.23E-08,10.8378083911,-27.4259036266,12
-4.95E-07,11.2510833852,-28.3388154339,12
-1.00E-07,11.0227501521,-28.6055096922,12
5.09E-07,10.9761720922,-28.1492228845,12
-2.53E-07,11.2361730964,-27.1334048559,13
8.54E-07,11.0055875686,-27.306167964,13
-8.96E-08,11.553197664,-27.6722261811,13
-7.82E-07,10.9366120279,-27.6768775838,13
