06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),18:28:61:9e:ab:5c(MMD),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),00:0f:f7:2e:0a:d0(ESOGU-WIFI),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),c4:6e:1f:58:40:d2(DLink_D01),00:26:5a:52:0b:8c(RFKON_115),4c:5e:0c:23:44:33(RFKON2014-Mesh),18:28:61:58:78:6a(Dlink_DAP-1360),1c:87:2c:7e:23:9c(EROGLU-PRI),1c:87:2c:7e:23:9d(EROGLU-PUB),REF_POINT
-67,-48,-59,-35,-57,-49,-54,-47,-50,-57,-54,-57,-62,-54,-57,-58,-73,-61,-51,-69,NaN,-73,14
-67,-49,-45,-35,-60,-50,-54,-46,-50,-56,-54,-58,NaN,-56,-57,-61,NaN,-62,-52,-74,NaN,-72,14
-67,-50,-50,-36,-57,-49,-54,-48,-47,-56,-56,-56,-63,-56,NaN,-56,-77,-62,-51,-74,-75,-72,14
-67,-52,-46,-74,-57,-49,-55,-47,-49,-50,-55,-57,-63,-55,NaN,-60,-86,-63,-53,-74,-75,NaN,14
-67,-51,-47,-36,-58,-49,-54,-48,-50,-55,-55,-58,-63,-56,-59,-60,-86,-58,-53,NaN,NaN,-69,14
-67,-49,-47,-36,-57,-50,-55,-48,-50,-55,-55,-56,-62,-55,-59,-62,-86,-58,-51,-73,-69,-69,14
-67,-52,-50,-86,-58,-48,-54,-46,-50,-56,-55,-58,-63,-56,-57,-62,-86,-62,-48,-73,-69,-69,14
-67,-51,-46,-35,-55,-48,-53,-48,-50,-54,-55,-58,-63,-55,-54,-60,NaN,-63,-52,-73,NaN,NaN,14
-67,-51,-46,-36,-55,-49,-55,-49,-50,-56,-55,-57,-63,-55,-54,-59,NaN,-63,-52,-73,NaN,NaN,14
-68,-52,-47,-35,-57,-48,-54,-49,-49,-56,-54,-58,NaN,-58,-59,-60,NaN,-63,-56,-71,NaN,NaN,14
-67,-50,-45,-35,-57,-48,-56,-46,-48,-54,-54,-57,-61,-56,-57,-58,NaN,-59,-53,-71,NaN,NaN,14
-67,-50,-48,-36,-57,-48,-55,-50,-50,-54,-54,-58,-64,-60,-55,-61,-73,-62,-54,-72,NaN,NaN,14
-67,-50,-47,-36,-56,-52,-55,-46,-50,-57,-54,-57,-64,-54,-59,-60,-85,-63,-54,-74,NaN,NaN,14
-67,-50,-46,-36,-57,-48,-55,-46,-50,-49,-55,-58,-64,-57,-59,-56,-85,-63,-52,-73,NaN,-61,14
-68,-50,-46,-36,-57,-49,-55,-48,-50,-57,-54,-57,-65,-60,-58,-60,-84,-63,-52,-73,-70,-61,14
-67,-50,-48,-35,-57,-53,-54,-47,-49,-55,-55,-58,-64,-56,-57,-58,-84,-63,-49,-73,-70,NaN,14
-68,-49,-49,-36,-59,-49,-56,-46,-50,-49,-55,-58,-62,-56,-56,-58,NaN,NaN,-58,-73,-71,NaN,14
-67,-49,-49,-35,-55,-48,-55,-48,-49,-49,-54,-58,-66,-56,-60,-58,NaN,-66,-54,-73,-71,NaN,14
-66,-51,-47,-35,-53,-59,-54,-47,-47,-53,-53,-62,-61,-55,-58,-63,NaN,-63,-54,-74,NaN,NaN,14
-67,-51,-47,-36,-58,-49,-54,-46,-50,-53,-55,-58,-60,-57,-68,-61,NaN,-63,-55,-72,NaN,NaN,14
-68,-49,-49,-36,-59,-49,-55,-47,-49,-55,-55,-56,-62,-60,-59,-61,NaN,-63,-54,-73,NaN,NaN,14
-68,-50,-42,-36,-59,-49,-55,-47,-49,-57,-54,-57,-62,-56,-56,-59,-87,-59,-55,-70,NaN,NaN,14
-65,-57,-48,-35,-58,-49,-53,-56,-50,-56,-54,-57,-63,-56,-57,-59,-87,-59,-54,-70,NaN,NaN,14
-64,-50,-73,-36,-59,-50,-56,-47,-50,-60,-52,-55,-57,-56,-65,-57,NaN,-59,-59,NaN,NaN,NaN,14
-67,-50,-47,-35,-59,-48,-58,-47,-50,-56,-54,-59,-57,-57,-58,-59,NaN,-63,-54,-73,NaN,NaN,14
-67,-50,-49,-36,-60,-55,-54,-47,-47,-54,-55,-58,NaN,-57,-58,-59,-84,-63,-55,-75,-71,-71,14
-67,-49,-46,-37,-58,-49,-54,-44,-51,-58,-54,-59,-64,-55,NaN,-57,-83,-63,-54,-75,-71,-70,14
-65,-48,-47,-35,-57,-49,-54,-44,-49,-59,-55,-58,-65,-59,-55,-60,-83,-59,-55,-73,NaN,-70,14
-65,-50,-47,-36,-57,-54,-55,-46,-49,-58,-54,-57,-61,-61,-55,-58,NaN,-62,-58,-73,-71,-72,14
-67,-50,-73,-36,-59,-48,-55,-46,-50,-55,-54,-61,-62,-55,-59,-60,-85,-62,-49,-69,-71,-72,14
-67,-47,-47,-36,-60,-50,-54,-47,-51,-57,-54,-66,-63,-57,-59,-60,-85,-62,-55,-71,NaN,-71,14
-67,-52,-46,-76,-60,-49,-54,-47,-45,-55,-54,-63,-63,-59,-59,-58,NaN,-63,-49,-71,-71,-71,14
-52,-55,-57,-33,-52,-48,-57,-38,-48,-58,-43,-67,-68,-57,-59,-54,-80,-59,-60,-74,-72,-72,15
-52,-51,-44,-29,-55,-48,-58,-40,-45,-61,-45,-64,-65,-57,-57,-53,-80,-59,-63,-70,-72,-72,15
-53,-55,-72,-33,-51,-56,-60,-40,-46,-59,-45,-65,-65,-54,-58,-54,NaN,-63,-63,-73,NaN,NaN,15
-53,-51,-72,-31,-52,-48,-57,-42,-46,-65,-45,-72,-65,-54,-59,-52,NaN,-63,-71,-73,-70,NaN,15
-53,-51,-45,-30,-52,-49,-57,-43,-47,-59,-45,-66,-65,-56,-55,-54,NaN,-64,-64,-72,-70,NaN,15
-53,-52,-71,-30,-64,-49,-57,-40,-46,-64,-45,-72,-67,-55,-58,-53,NaN,-61,-61,-71,-70,-70,15
-53,-50,-71,-31,-50,-51,-57,-41,-43,-65,-45,-66,-66,-57,-58,-54,-83,-62,-61,-71,-70,-70,15
-53,-51,-45,-32,-50,-47,-57,-41,-46,-58,-45,-65,-58,-57,-58,-53,-83,-62,-50,NaN,NaN,NaN,15
-53,-50,-45,-30,-50,-47,-56,-41,-47,-65,-45,-65,-68,-57,-55,-52,-84,-59,-50,-72,-69,-70,15
-53,-52,-44,-30,-50,-48,-57,-41,-47,-65,-45,-65,-66,-59,-58,-53,-84,-62,-50,-71,-69,-73,15
-53,-55,-45,-32,-50,-49,-57,-39,-47,NaN,-45,-65,-66,-55,-58,-53,NaN,-62,-51,-72,-71,-72,15
-53,-51,-45,-34,-51,-48,-56,-40,-47,-59,-45,-64,-69,-54,-58,-53,NaN,-62,-50,-73,-71,-72,15
-53,-51,-45,-30,-51,-49,-78,-40,-46,-57,-45,-65,-66,-57,-57,-53,NaN,-62,-51,-73,-70,-70,15
-53,-56,-44,-31,-49,-48,-55,-39,-47,-66,-45,-60,-66,-54,-57,-53,NaN,-83,-52,NaN,-71,-72,15
-53,-53,-46,-32,-51,-48,-58,-40,-50,-65,-45,-65,-66,-55,-57,-54,NaN,-58,-52,NaN,-72,-72,15
-52,-50,-66,-33,-49,-49,-58,-40,-47,-65,-46,-61,-65,-53,-59,-53,-83,-65,-52,-73,-71,NaN,15
-53,-51,-43,-30,-57,-54,-57,-40,-46,-58,-45,-59,-66,-54,-53,-53,-85,-62,-50,-72,-69,-69,15
-53,-57,-43,-30,-56,-48,-58,-42,-47,-64,-45,-64,-66,-55,-59,-53,-85,-62,-50,-72,-68,-69,15
-53,-56,-44,-30,-52,-48,-58,-40,-47,-66,-45,-63,-66,-53,-57,-54,NaN,-63,-50,NaN,-72,-72,15
-53,-52,-44,-30,-52,-48,-58,-41,-47,-60,-45,-65,-60,-59,-59,-54,-87,-63,-50,-73,-68,-69,15
-53,-56,-46,-30,-52,-48,-58,-41,-72,-67,-46,-69,-66,-58,-58,-54,-87,-56,-51,-71,-68,-70,15
-53,-55,-46,-34,-51,-47,-58,-40,-49,-65,-45,-70,-66,-59,-57,-54,-85,-63,-51,-72,NaN,-70,15
-53,-51,-46,-29,-50,-47,-56,-41,-46,-65,-46,-66,-66,-54,-57,-53,-83,-63,-51,-71,-71,-68,15
-53,-51,-47,-32,-50,-52,-57,-40,-48,-59,-45,-69,-66,-58,-57,-53,-85,-62,-50,-71,-69,-68,15
-53,-55,-45,-31,-52,-52,-57,-39,-46,-59,-45,-71,-66,-58,-61,-54,-85,-62,-49,-70,-70,-70,15
-52,-52,-45,-30,-52,-47,-56,-40,-46,-66,-45,-70,-65,-53,-57,-53,NaN,-88,-51,-70,-70,-71,15
-52,-53,-45,-33,-52,-48,-56,-40,-44,-63,-45,-65,-65,-58,-56,-53,NaN,-62,-51,-70,-69,-70,15
-52,-52,-46,-70,-51,-48,-56,-41,-49,-66,-45,-66,-67,-55,-59,-52,NaN,-63,-50,-69,-71,-71,15
-54,-54,-48,-70,-51,-58,-58,-41,-46,-59,-46,-65,-67,-58,-57,-52,-84,-63,-51,-69,-69,-82,15
-53,-53,-45,-32,-52,-48,-56,-39,-46,-58,-49,-63,-65,-54,-58,-52,-84,-58,-51,-71,-70,-70,15
-52,-55,-45,-32,-50,-48,-56,-40,-46,-66,-45,-65,-66,-56,-56,-52,-85,-62,-47,-71,-73,-86,15
-53,-57,-45,-30,-50,-47,-55,-40,-45,-66,-45,-65,-66,-58,-58,-53,-85,-62,-47,-71,-73,-86,15
-53,-58,-46,-30,-56,-47,-55,-40,-46,-71,-45,-66,-67,-59,-57,-53,NaN,-61,NaN,NaN,NaN,-69,15
-53,-52,-46,-32,-56,-49,-55,-40,-47,-60,-45,-65,-65,-58,-58,-52,NaN,-62,-49,NaN,NaN,-72,15
-53,-57,-46,-31,NaN,-48,-55,-41,-47,-61,-45,-66,-66,-58,-61,-52,NaN,-62,-50,NaN,-71,-72,15
-53,-53,-49,-31,-55,-48,-55,-40,-45,-64,-44,-60,-66,-57,-57,-53,NaN,-62,-51,-70,-71,NaN,15
-52,-53,-48,-31,-53,-47,-55,-45,-51,-59,-44,-71,-68,-60,-56,-56,-87,-68,-52,-72,NaN,-75,15
-53,-51,-49,-32,-53,-48,-55,-45,-45,-63,-44,-60,-68,-58,-53,-55,-87,-63,-51,-72,-69,-68,15
-53,-53,-48,-32,-53,-46,-56,-39,-45,-64,-45,-62,NaN,-53,-58,-53,NaN,-60,-48,NaN,-69,-68,15
-53,-53,-46,-32,-54,-47,-56,-41,-43,-64,-45,-63,NaN,-53,-58,-53,-85,-60,-50,NaN,NaN,-71,15
-53,-51,-47,-29,-66,-48,-55,-41,-45,-65,-44,-63,NaN,-55,-58,-53,-85,-61,-48,-70,-69,-70,15
-53,-53,-48,-33,-70,-48,-54,-39,-45,-66,-44,-63,-65,-54,-58,-53,-85,-64,-48,-71,-69,-70,15
-53,-57,-47,-34,-53,-47,-57,-40,-45,-58,-44,-61,-65,-60,-57,-53,-85,-62,-50,-73,NaN,-69,15
-53,-52,-47,-33,-53,-48,-56,-40,-49,-58,-44,-62,NaN,-55,-57,-54,NaN,-62,-50,-73,NaN,-69,15
-53,-57,-46,-31,-53,-57,-56,-41,-46,NaN,-44,-57,-64,-54,-57,-53,NaN,-61,NaN,NaN,NaN,-71,15
-53,-58,-46,-31,-54,-47,-58,-39,-46,-57,-44,-62,-64,-55,-57,-53,NaN,-61,-50,NaN,NaN,-70,15
-53,-58,-46,-33,-51,-48,-57,-42,-46,-59,-44,-63,-67,-60,-57,-52,-85,-61,-49,NaN,NaN,-70,15
-53,-53,-49,-33,-53,-48,-58,-41,-46,-59,-44,-62,-65,-60,-56,-53,-81,-61,-52,-69,NaN,NaN,15
-53,-51,-46,-30,-53,-47,-56,-40,-44,-65,-43,-59,-68,-53,-57,-54,-86,-61,-58,-69,-69,NaN,15
-53,-53,-46,-30,-52,-48,-58,-40,-46,-64,-44,-59,-68,-57,-57,-53,-86,-61,-50,NaN,-70,NaN,15
-53,-58,-47,-30,-53,-48,-79,-41,-47,-64,-44,-63,-68,-54,-60,-53,-71,-61,-48,NaN,-70,NaN,15
-53,-53,-46,-31,-51,-47,-56,-41,-52,-65,-44,-62,-66,-54,-57,-54,-71,-58,-49,NaN,-71,NaN,15
-52,-54,-47,-30,-51,-48,-65,-41,-47,-65,-43,-62,-66,-55,-56,-54,NaN,-58,-48,-73,-71,NaN,15
-53,-55,-44,-33,-52,-50,-57,-41,-47,-64,-43,-63,-65,-55,-57,-53,-88,-59,-48,-73,-71,NaN,15
-53,-51,-46,-31,-53,-49,-57,-39,-42,-66,-45,-62,-65,-58,-53,-57,-88,-61,-50,-74,NaN,NaN,15
-53,-53,-45,-33,-52,-49,-58,-40,-47,-59,-44,-60,-65,-60,-57,-54,-84,-59,-49,-74,NaN,NaN,15
-53,-54,-48,-30,-54,-49,-57,-39,-47,-65,-45,-63,-68,-55,-57,-54,-85,-64,-60,-72,NaN,NaN,15
-53,-58,-47,-33,-53,-48,-58,-41,-47,-57,-44,-58,-68,-58,-57,-54,-85,-62,-63,-72,-71,NaN,15
-53,-57,-46,-31,-52,-49,-58,-40,-47,-59,-43,-62,-67,-54,-58,-52,NaN,-72,-61,-71,-72,-72,15
-53,-53,-46,-33,-53,-49,-57,-40,-46,-59,-44,-58,-68,-59,-57,-53,NaN,-72,-62,-71,-72,-74,15
-53,-57,-46,-33,-53,-48,-57,NaN,-47,-65,-44,-63,-67,-54,-58,-54,-77,-61,-62,NaN,-72,-73,15
-53,-59,-45,-32,-52,-48,-57,NaN,-47,-71,-44,-63,-66,-55,-57,-53,-77,-62,-63,-70,-72,-73,15
-53,-57,-48,-32,-52,-48,-56,-41,-47,-58,-44,-63,-64,-57,-55,-54,-88,-63,-60,-70,-72,NaN,15
-53,-57,-45,-31,-54,-48,-56,-40,-47,-65,-44,-62,-66,-54,-57,-53,-77,-63,-61,-69,NaN,NaN,15
-53,-51,-44,-39,-54,-48,-60,-44,-53,-60,-52,-69,-61,-58,-58,-56,-89,-59,-59,-78,-61,-67,15
-53,-55,-46,-32,-59,-50,-60,-39,-43,NaN,-43,-69,-62,-57,-57,-56,NaN,-66,-59,NaN,-69,-67,15
-52,-51,-48,-31,-53,-49,-56,-37,-44,-64,-44,-63,-64,-60,-58,-56,NaN,-67,-59,-69,-66,NaN,15
-51,-54,-47,-31,-54,-49,-56,-39,-45,-59,-45,-67,-55,-59,-58,-56,NaN,-67,-51,-70,-66,-66,15
-52,-51,-45,-31,-51,-70,-56,-40,-44,-60,-45,-67,-61,-58,NaN,-55,-83,-67,-51,-69,-64,-66,15
-54,-52,-45,-30,-53,-49,-56,-39,-45,-60,-45,-65,-54,-61,NaN,-55,-83,-67,-48,-69,-64,-66,15
-54,-53,-44,-31,-52,-49,-55,-39,-44,-60,-45,-67,-55,-58,-53,-55,-84,-61,-50,-69,-65,-83,15
-53,-53,-44,-31,-54,-50,-58,-40,-44,-59,-45,-68,-55,-59,-58,-55,-84,-67,-49,-70,-66,-83,15
-53,-52,-44,-31,-52,-49,-56,-39,-44,-54,-45,-68,-60,-59,-58,-55,NaN,-61,-50,-71,-64,-65,15
-53,-52,-46,-32,-52,-50,-56,-39,-44,-60,-45,-67,-60,-58,-57,-55,NaN,-62,-49,-70,-65,-65,15
-54,-51,-45,-32,-55,-50,-56,-39,-44,-60,-45,-67,-61,-59,-58,-55,NaN,-68,-49,-70,-65,-65,15
-53,-53,-45,-32,-58,-49,-56,-41,-48,-60,-45,-67,-61,-58,-57,-55,-71,-65,-51,-69,NaN,NaN,15
-52,-53,-43,-31,-53,-48,-56,-40,-44,-56,-45,-68,-63,-57,-58,-55,-71,-64,-50,-69,-65,-66,15
-53,-52,-44,-32,-49,-49,-56,-39,-44,-53,-49,-67,-63,-58,-57,-56,-84,-64,-50,-69,-65,-66,15
-54,-50,-44,-31,-53,-49,-60,-38,-44,-53,-45,-61,-61,-58,-57,-55,-84,-59,-59,-69,NaN,-65,15
-53,-51,-43,-32,-53,-48,-60,-41,-44,-53,-44,-68,-61,-57,-57,-55,NaN,-61,-53,-70,NaN,-65,15
-58,-53,-46,-45,-46,-60,-63,-45,-49,-52,-51,-64,-55,-61,-61,-51,-84,-51,-49,-66,-65,-68,16
-59,-50,-51,-32,-44,-59,-52,-43,-49,-55,-44,-67,-57,-62,-56,-50,NaN,-51,-55,-67,-65,-68,16
-59,-50,-50,-30,-42,-60,-59,-43,-49,-57,-45,-65,-59,-62,-61,-51,-84,-51,-55,-67,-67,-57,16
-59,-50,-50,-31,-44,-61,-52,-43,-50,-57,-44,-68,-57,-60,-59,-52,-86,-51,-55,-68,-65,-65,16
-59,-50,-53,-31,-44,-61,-59,-45,-49,-55,-45,-65,-57,-59,-59,-52,-83,-51,-56,-65,-65,-65,16
-59,-52,-51,-31,-44,-62,-60,-45,-49,-45,-45,-65,-57,-59,-58,-51,-83,-51,-55,-68,-69,NaN,16
-59,-50,-49,-31,-44,-61,-60,-45,-48,-55,-44,-67,-57,-60,-58,-51,-82,-51,-55,-68,-70,-82,16
-59,-50,-49,-31,-44,-62,-58,-44,-50,-58,-45,-65,-57,-59,-59,-51,-87,-51,-56,-66,-70,-82,16
-59,-51,-52,-33,-44,-60,-58,-45,-50,-61,-45,-68,-57,-59,-59,-51,-87,-52,-54,-67,NaN,-70,16
-59,-50,-51,-31,-45,-61,-59,-46,-50,-56,-45,-65,-56,-58,-57,-56,-83,-52,-55,-65,NaN,-70,16
-59,-51,-50,-30,-43,-61,-60,-45,-50,-59,-45,-64,-58,-60,-58,-51,-83,-52,-54,-67,-73,NaN,16
-59,-50,-51,-31,-44,-60,-60,-45,-49,-60,-44,-65,-57,-60,-61,-51,-84,-51,-55,-67,-72,-72,16
-59,-50,-53,-31,-44,-61,-61,-48,-50,-60,-44,-68,-57,-60,-56,-50,-84,-51,-56,NaN,-72,-72,16
-59,-51,-51,-66,-57,-64,-60,-46,-47,-58,-45,-69,-57,-59,-58,-47,NaN,-50,-50,NaN,NaN,NaN,16
-59,-50,-51,-31,-45,-59,-59,-47,-50,-57,-45,-69,-57,-59,-59,-46,NaN,-51,-50,NaN,NaN,NaN,16
-59,-51,-52,-31,-44,-59,-60,-44,-49,-57,-46,-67,-57,-60,-63,-50,NaN,-52,-47,NaN,NaN,NaN,16
-59,-53,-46,-31,-44,-64,-58,-44,-48,-51,-46,-68,-58,-59,-51,-47,NaN,-51,-52,-64,-66,NaN,16
-59,-51,-58,-30,-45,-64,-58,-47,-44,-51,-45,-66,-60,-60,-51,-48,NaN,-51,-52,-64,-66,-67,16
-59,-49,-57,-31,-44,-60,-56,-44,-49,-57,-44,-64,-57,-58,-59,-51,NaN,-51,-59,NaN,NaN,-67,16
-59,-50,-50,-30,-45,-59,-60,-44,-46,-57,-44,-64,-57,-60,-59,-51,NaN,-51,-48,NaN,-69,NaN,16
-59,-51,-48,-31,-46,-59,-69,-44,-51,-56,-47,-63,-59,-59,-60,-52,NaN,-52,-51,-70,-69,NaN,16
-58,-49,-48,-40,-45,-58,-63,-44,-55,-58,-47,-71,-59,-59,-58,-46,NaN,-50,-51,-70,NaN,NaN,16
-59,-51,-49,-31,-44,-60,-59,-41,-46,-59,-44,-66,-58,-64,-61,-51,NaN,-51,-51,-69,-69,NaN,16
-58,-52,-51,-31,-44,-53,-52,-46,-49,-59,-44,-68,-60,-60,-59,-50,NaN,-51,-51,-69,-83,-68,16
-59,-50,-57,-31,-44,-62,-59,-45,-49,-59,-44,-68,-57,-60,-57,-51,NaN,-52,-54,-67,-83,-68,16
-60,-49,-70,-67,-44,-60,-59,-47,-50,-59,-44,-67,-58,-60,-54,-52,NaN,-52,-51,-67,NaN,NaN,16
-60,-50,-57,-31,-44,-62,-57,-45,-49,-57,-44,-67,-57,-56,-60,-52,NaN,-51,-56,-67,NaN,-70,16
-60,-51,-55,-31,-43,-61,-58,-45,-49,-54,-45,-67,-56,-58,-58,-52,NaN,-51,-57,-67,-68,-70,16
-59,-49,-55,-31,-44,-62,-58,-44,-49,-58,-44,-67,-56,-59,-57,-51,NaN,-52,-55,-69,-66,NaN,16
-59,-50,-53,-31,-43,-62,-58,-48,-53,-56,-46,-62,-51,-60,-61,-52,-84,-51,-52,-68,-66,NaN,16
-59,-51,-55,-65,-44,-62,-58,-45,-49,-57,-49,-65,-56,-60,-58,-50,-84,-53,-50,-67,NaN,NaN,16
-59,-50,-53,-30,-44,-66,-58,-44,-49,-60,-44,-65,-56,-62,-59,-51,-85,-51,-49,-68,NaN,NaN,16
-59,-50,-54,-31,-41,-66,-59,-43,-50,-59,-45,-69,-55,-60,-60,-52,-80,-50,-48,-68,-68,NaN,16
-59,-51,-53,-31,-43,-58,-59,-45,-49,-44,-44,-68,-58,-63,-59,-47,-80,-51,-49,-68,-68,NaN,16
-59,-50,-54,-31,-44,-61,-58,-44,-49,-58,-45,-69,-57,-60,-59,-51,-84,-52,-52,-67,NaN,NaN,16
-59,-50,-53,-31,-43,-61,-59,-44,-49,-59,-45,-65,-58,-62,-60,-50,-84,-52,-48,-67,-67,NaN,16
-59,-51,-54,-31,-44,-61,-58,-44,-49,-58,-45,-65,-57,-62,-57,-52,NaN,-50,-49,-68,-67,NaN,16
-59,-52,-54,-31,-44,-65,-58,-44,-49,-55,-46,-66,-56,-63,-57,-50,-83,-51,-47,-68,NaN,NaN,16
-59,-50,-52,-30,-44,-66,-57,-45,-49,-55,-46,-65,-56,-59,-58,-51,-83,-52,-48,-68,NaN,NaN,16
-59,-50,-51,-30,-42,-61,-60,-44,-50,-56,-45,-65,-55,-58,-59,-49,NaN,-50,-45,-68,NaN,NaN,16
-60,-51,-52,-31,-47,-61,-58,-44,-47,-57,-45,-67,-56,-58,-58,-50,-82,-51,-48,-68,-68,-69,16
-59,-50,-52,-31,-43,-61,-58,-44,-50,-54,-45,-65,-56,-62,-58,-51,-82,-53,-47,-70,-68,-69,16
-59,-51,-53,-31,-56,-58,-59,-44,-51,-61,-44,-65,-57,-60,-56,-52,NaN,-52,-45,-66,NaN,-67,16
-59,-49,-51,-31,-45,-63,-58,-44,-52,-60,-46,-66,-56,-62,-56,-55,NaN,-51,-45,-65,NaN,-67,16
-59,-52,-51,-68,-44,-65,-58,-44,-51,-61,-46,-66,-56,-60,-59,-49,-79,-53,-48,-65,NaN,NaN,16
-60,-51,-53,-33,-47,-65,-60,-42,-59,-59,-47,-70,-56,-58,-58,-50,-83,-51,-49,-69,-70,NaN,16
-59,-50,-52,-31,-44,-57,-60,-45,-51,-59,-46,-71,-57,-60,-56,-50,-82,-51,-47,-69,-70,-70,16
-59,-50,-52,-69,-43,-61,-59,-45,-48,NaN,-45,-69,-60,-59,-59,-49,-82,-51,-91,-69,NaN,-67,16
-59,-51,-53,-31,-42,-61,-60,-44,-50,NaN,-46,-62,-56,-61,-59,-50,NaN,-52,-63,-69,-69,-67,16
-59,-50,-54,-30,-43,-61,-60,-45,-50,-60,-46,-69,-58,-61,-58,-51,NaN,-52,-48,-66,-69,NaN,16
-59,-51,-54,-33,-44,-62,-60,-45,-85,-61,-45,-71,-56,-64,-58,-50,NaN,-51,-64,-66,NaN,-68,16
-59,-51,-52,-34,-43,-62,-59,-45,-50,-45,-46,-70,-57,-63,-57,-50,NaN,-51,-66,NaN,NaN,-68,16
-59,-50,-47,-30,-44,-62,-60,-44,-49,-45,-46,-70,-57,-62,-58,-52,NaN,-51,-48,-67,NaN,-68,16
-59,-51,-63,-31,-43,-61,-63,-43,-49,-60,-44,-70,-57,-60,-65,-52,-80,-52,-45,-68,NaN,-68,16
-59,-52,-58,-30,-44,-62,-58,-44,-50,-61,-47,-66,-56,-59,-59,-51,-84,-51,-48,-66,NaN,-70,16
-59,-49,-51,-30,-41,-62,-60,-44,-50,-59,-46,-72,-56,-59,-58,-51,-84,-51,-49,-66,NaN,-70,16
-60,-50,-55,-66,-49,-63,-60,-44,-51,-59,-46,-71,-56,-58,-58,-51,-85,-52,-49,-66,-69,NaN,16
-60,-49,-53,-31,-44,-62,-61,-43,-50,-60,-46,-66,-60,-60,-58,-50,-85,-52,-45,-67,-69,-70,16
-60,-52,-49,-31,-45,-61,-59,-44,-50,-57,-46,-70,-56,-59,-58,-50,NaN,-51,-47,-66,NaN,-70,16
-60,-52,-49,-31,-45,-65,-57,-45,-49,-57,-45,-66,-57,-61,-56,-51,-84,-52,-48,-66,NaN,NaN,16
-60,-51,-54,-30,-44,-63,-60,-44,-47,-56,-45,-71,-57,-61,-56,-51,-84,-52,-50,-67,-67,NaN,16
-60,-53,-53,-56,-42,-61,-60,-45,-50,-56,-45,-70,-56,-60,NaN,-47,NaN,-51,-50,-67,-70,-87,16
-60,-50,-65,-31,-45,-61,-61,-44,-50,-57,-45,-71,-56,-61,-56,-52,NaN,-52,-49,-67,-67,-87,16
-60,-53,-54,-31,-45,-60,-58,-44,-49,-45,-46,-70,-56,-60,-57,-52,-84,-52,-56,-67,-67,-67,16
-60,-53,-65,-31,-45,-60,-58,-44,-49,-58,-45,-64,-56,-64,-59,-50,-84,-53,-62,-69,NaN,-67,16
-60,-50,-54,-31,-45,-61,-59,-44,-50,-59,-46,-71,-56,-61,-57,-53,NaN,-51,-54,-66,NaN,NaN,16
-60,-50,-53,-30,-45,-62,-60,-46,-49,-47,-45,-71,-56,-60,-57,-51,NaN,-51,-58,-66,-67,-67,16
-60,-50,-54,-31,-43,-60,-57,-45,-50,-58,-46,-70,-60,-61,-61,-52,NaN,-51,-57,-67,-67,-67,16
-60,-52,-50,-31,-45,-60,-48,-44,-50,-58,-45,-71,-57,-61,-58,-51,-84,-52,-65,-67,-70,NaN,16
-60,-51,-66,-31,-44,-60,-48,-44,-50,-58,-45,-71,-57,-61,-58,-51,-84,-52,-65,-64,-70,NaN,16
-61,-50,-54,-31,-45,-62,-61,-44,-50,-58,-46,-67,-56,-62,-60,-51,NaN,-52,-67,-67,NaN,NaN,16
-61,-51,-56,-31,-56,-62,-59,-47,-48,-57,-45,-70,-57,-64,-60,-52,NaN,-51,-55,-67,NaN,NaN,16
-61,-50,-55,-30,-48,-62,-59,-45,-48,-59,-46,-69,-56,-61,-58,-52,NaN,-50,-56,-67,NaN,-67,16
-61,-51,-55,-31,-45,-64,-62,-45,-49,-60,-44,-71,-57,-59,-59,-52,NaN,-52,-92,-67,-67,-67,16
-60,-51,-54,-31,-46,-64,-60,-44,-50,-60,-45,-69,-57,-59,-57,-51,-84,-51,-56,-66,-68,-69,16
-60,-51,-66,-30,-46,-60,-59,-45,-50,-54,-45,-69,-55,-59,-58,-54,-84,-58,-49,-66,-68,-69,16
-60,-50,-52,-31,-66,-63,-83,-44,-49,-56,-45,-70,-61,-59,-59,-51,NaN,-60,-46,NaN,NaN,NaN,16
-60,-51,-54,-68,-47,-64,-82,-45,-49,-55,-45,-70,-61,-60,-57,-51,NaN,-52,-49,-68,NaN,NaN,16
-60,-51,-54,-31,-47,-67,-60,-44,-51,-55,-44,NaN,-60,-63,-62,-51,NaN,-52,-47,-68,NaN,-68,16
-60,-54,-54,-30,-45,-66,-60,-44,-49,-59,-45,-70,-57,-61,-58,-51,-81,-51,-48,-68,NaN,-68,16
-67,-57,-43,-40,-50,-53,-58,-41,-59,-64,-57,-65,-65,-52,-52,-56,-81,-69,-48,-67,-70,-70,17
