LOCAL MAGNETIC FIELD X,LOCAL MAGNETIC FIELD Y,LOCAL MAGNETIC FIELD Z,ORIENTATION X,ORIENTATION Y,ORIENTATION Z,GLOBAL MAGNETIC FIELD X,GLOBAL MAGNETIC FIELD Y,GLOBAL MAGNETIC FIELD Z,REF_POINT
-17.63763428,1.32522583,-20.27359009,-1.010881124,-0.233020708,84.52070864,5.01E-07,17.63561753,-20.31860762,2
-17.46063232,0.780487061,-20.09220123,-0.98249838,-0.258686798,86.29017843,6.93E-07,17.4062137,-20.15448129,2
-17.8144455,-0.218200684,-20.18318176,-0.996517983,-0.265731871,89.56582787,-7.49E-07,17.72115552,-20.26631572,2
-18.43395233,0.144958496,-20.00141144,-0.990210197,-0.223663442,88.46514971,-1.00E-06,18.36232134,-20.06771601,2
-17.81463623,0.87146759,-19.72846985,-0.970773399,-0.271374942,86.10347521,-8.48E-07,17.76205377,-19.79501675,2
-17.63763428,0.962257385,-20.7277298,-0.98315856,-0.234780336,85.70250895,-1.13E-07,17.60204024,-20.78025611,2
-17.46063232,0.780487061,-20.36476135,-1.001518002,-0.219728426,86.25595235,-3.10E-07,17.41958395,-20.41480936,2
-17.90313721,1.053237915,-20.36495209,-0.983201035,-0.228416787,85.49633969,-1.39E-07,17.8770062,-20.41508155,2
-18.08013916,0.599098206,-20.72811127,-0.984842095,-0.243004043,86.95657949,-6.25E-08,18.01747641,-20.79123592,2
-18.08013916,0.871276855,-20.45574188,-0.999556777,-0.247810549,86.09108524,-7.98E-07,18.03344844,-20.51542514,2
-18.08013916,1.3256073,-20.27397156,-1.001537212,-0.234198089,84.66362352,-3.07E-07,18.07545961,-20.32142587,2
-18.08013916,0.962257385,-20.27378082,-0.95677482,-0.24161354,85.86178213,1.03E-06,18.04152176,-20.33093831,2
-17.99163818,1.23462677,-20.0012207,-0.971426216,-0.234355903,84.97492988,-2.09E-07,17.97877928,-20.05082724,2
-18.43395233,1.23462677,-20.27378082,-1.002062923,-0.275013592,85.04245996,-6.21E-07,18.40528226,-20.33732223,2
-18.07994843,1.14364624,-20.27397156,-0.999332768,-0.239205258,85.2402076,8.10E-07,18.05742298,-20.32623576,2
-17.63763428,1.325416565,-20.63713074,-0.989122382,-0.233762024,84.52419204,-1.09E-06,17.63376011,-20.68295292,2
-17.81463623,0.871276855,-20.36457062,-0.986321151,-0.250799717,86.05288399,3.41E-07,17.76746867,-20.42432816,2
-18.08013916,0.417327881,-19.72866058,-1.0071369,-0.270044629,87.56295686,5.41E-07,18.00323729,-19.80325958,2
-18.08013916,0.689697266,-20.18280029,-0.979638985,-0.233142718,86.7058091,-8.33E-07,18.02765169,-20.24145045,2
-17.81463623,0.871276855,-20.09220123,-1.00689272,-0.252889035,86.04475607,5.16E-07,17.76810058,-20.1522093,2
-18.16864014,0.417327881,-20.00141144,-0.996574759,-0.23764616,87.57330459,1.90E-07,18.10175755,-20.06630211,2
-17.99163818,0.417327881,-20.18299103,-0.967963203,-0.268084685,87.56952067,5.46E-07,17.91312061,-20.25700974,2
-17.90313721,1.325416565,-20.54653168,-0.968383367,-0.226190866,84.63503918,8.59E-07,17.9003002,-20.59170385,2
-17.99163818,1.416397095,-20.45555115,-0.961980811,-0.218410226,84.3862632,1.76E-07,17.99985933,-20.49731353,2
-17.72613525,0.962257385,-20.18299103,-1.009559909,-0.256793635,85.72230967,-1.34E-06,17.68476467,-20.24213516,2
-17.19512939,0.87146759,-20.72811127,-0.966682863,-0.216725958,85.91595236,-8.75E-07,17.16017642,-20.7753429,2
-17.81463623,1.143836975,-20.36476135,-0.999385595,-0.243961657,85.16297865,5.49E-07,17.79112485,-20.41737027,2
-17.99163818,0.871276855,-20.72811127,-1.02063282,-0.255421701,86.03134841,-8.78E-07,17.94207868,-20.78928997,2
-17.99163818,0.871276855,-20.81890106,-0.983117579,-0.234302222,86.07171483,6.12E-07,17.94852097,-20.87427614,2
-17.72613525,1.325416565,-20.27378082,-0.991878684,-0.256146608,84.56615672,5.66E-08,17.71492972,-20.32683089,2
-16.41731262,8.228492737,-22.44319916,-0.516376815,0.426713507,63.05668208,8.43E-07,18.60329362,-22.24524446,3
-16.30973816,8.054351807,-22.37091064,-0.65620829,0.439312805,63.24558462,-1.11E-07,18.45667842,-22.15149672,3
-16.52412415,7.691574097,-22.49946594,-0.643819768,0.437753921,64.55842211,3.37E-07,18.48848504,-22.28472301,3
-16.57562256,7.774162292,-22.81646729,-0.632441313,0.401310513,64.38283161,8.26E-07,18.55935451,-22.612616,3
-16.04480743,7.683563232,-22.99804688,-0.629074136,0.402025468,63.91361127,9.59E-07,18.04387338,-22.79916189,3
-15.95630646,7.955932617,-22.27172852,-0.620696749,0.400442865,63.03878698,-1.61E-06,18.07621014,-22.07217927,3
-16.48712158,8.409881592,-21.81777954,-0.641044737,0.370562869,62.50995276,-4.51E-07,18.74428038,-21.61524331,3
-16.66412354,7.955932617,-21.81777954,-0.62832415,0.417552356,64.03191698,9.00E-08,18.71186572,-21.60720857,3
-16.57562256,7.683563232,-21.72698975,-0.641139612,0.415025212,64.65689978,-7.84E-07,18.51437498,-21.51902437,3
-16.31011963,8.046722412,-21.72698975,-0.673540696,0.409367094,63.2467116,-6.52E-07,18.43874737,-21.51381935,3
-16.66412354,8.228302002,-22.36251831,-0.653576373,0.411585919,63.24642473,5.49E-07,18.84127682,-22.14692936,3
-17.10662842,8.409881592,-22.5440979,-0.651027858,0.421738248,63.36068014,-1.34E-06,19.32333902,-22.32056818,3
-16.75262451,8.319091797,-22.5440979,-0.625511019,0.414400517,63.14908088,1.98E-06,18.95934571,-22.33018757,3
-17.01812744,8.137512207,-22.72567749,-0.647277284,0.443341629,63.98273279,-1.08E-07,19.13229257,-22.49994589,3
-16.57562256,8.319091797,-22.6348877,-0.617098627,0.420933673,62.91618509,-3.77E-07,18.8034206,-22.42159821,3
-16.57562256,7.774162292,-22.6348877,-0.632781702,0.397451082,64.38427961,-3.46E-07,18.55603642,-22.43213133,3
-16.84112549,7.774353027,-22.45330811,-0.65466947,0.42145082,64.72656771,-5.98E-07,18.80591903,-22.23853698,3
-16.66412354,8.046722412,-22.36251831,-0.653419012,0.387063805,63.72866341,-8.24E-07,18.75171527,-22.15622157,3
-16.75262451,8.137512207,-21.99935913,-0.649713367,0.397423308,63.61767284,-2.74E-07,18.87016434,-21.78894749,3
-16.57562256,8.500671387,-22.36251831,-0.63664935,0.4097399,62.40431705,-9.77E-07,18.88331244,-22.14758257,3
-16.22161865,8.046531677,-22.36251831,-0.64623568,0.447697076,63.15920322,3.95E-07,18.37555669,-22.14291592,3
-16.48712158,8.319091797,-21.63619995,-0.638241638,0.420090838,62.78991538,-3.66E-07,18.71656442,-21.42073367,3
-16.39862061,7.955932617,-22.27191925,-0.650374882,0.401577984,63.6297691,-1.88E-07,18.47698291,-22.06470283,3
-16.66412354,8.409881592,-22.81665802,-0.627082709,0.41533073,62.7763233,-3.39E-07,18.925507,-22.60186253,3
-17.01812744,8.773040771,-22.18093872,-0.641335767,0.377464135,62.27837519,-6.67E-08,19.38944143,-21.96876213,3
-16.66412354,8.682250977,-22.6348877,-0.670122186,0.423875137,62.01149238,9.97E-07,19.06038972,-22.4079044,3
-17.28363037,8.500671387,-22.81646729,-0.646702961,0.43356472,63.36074161,-3.38E-07,19.5288282,-22.58763691,3
-17.10662842,8.046722412,-22.45330811,-0.620509026,0.398144853,64.35293587,-1.17E-06,19.14883532,-22.24544061,3
-16.39862061,8.046722412,-22.45330811,-0.644040522,0.429507054,63.3963064,4.47E-07,18.52813491,-22.23789021,3
-16.22180939,8.409881592,-21.99935913,-0.628413956,0.413338262,62.16409247,1.46E-06,18.52347076,-21.78820877,3
-15.95630646,8.954620361,-22.18093872,-0.62349131,0.39753694,60.28559237,-1.18E-06,18.54886729,-21.97094687,3
-15.86761475,8.591461182,-22.45330811,-0.618910121,0.420651768,61.14911953,-1.61E-06,18.30394422,-22.24210138,3
-16.57562256,7.865142822,-21.99935913,-0.670734342,0.419005612,64.11630397,-1.29E-06,18.60219338,-21.78398353,3
-16.92962646,8.409881592,-21.90856934,-0.631518864,0.407641244,63.14867107,7.46E-07,19.14976806,-21.69355098,3
-16.66412354,8.228302002,-22.36251831,-0.621952223,0.376872096,63.26088424,9.32E-07,18.8237879,-22.16179599,3
-16.57562256,7.865142822,-22.09014893,-0.649917259,0.409339987,64.13120744,-1.87E-06,18.59646509,-21.88053703,3
-16.39862061,8.319091797,-21.99935913,-0.675076794,0.406853905,62.61272661,3.81E-07,18.64409769,-21.7828251,3
-16.22161865,8.228302002,-22.6348877,-0.627979812,0.445462803,62.66877514,1.50E-07,18.4575806,-22.41655024,3
-16.57562256,8.137512207,-22.45330811,-0.623179149,0.443202731,63.42008229,6.91E-07,18.72816846,-22.23459285,3
-16.48712158,8.319091797,-22.09014893,-0.644084544,0.393076853,62.75999232,6.33E-07,18.71368613,-21.88161551,3
-14.27593231,-3.76033783,-24.63264465,-1.077294255,-0.211894906,103.0795689,2.29E-07,14.56253669,-24.75160786,4
-14.62974548,-3.396987915,-24.08771515,-1.082279973,-0.241278887,101.4411226,-3.79E-07,14.82272153,-24.20896378,4
-14.09893036,-3.033256531,-23.90594482,-1.048268939,-0.223262342,100.4944516,2.18E-07,14.24393481,-24.01218444,4
-14.45293427,-3.124237061,-23.27060699,-1.044650006,-0.199674177,100.6344431,5.38E-07,14.62290352,-23.37391727,4
-14.45274353,-3.57837677,-22.99804688,-1.097327413,-0.215903347,102.3150795,1.36E-06,14.70433348,-23.11664579,4
-14.01042938,-3.6693573,-23.81534576,-1.073496029,-0.275751812,103.0517085,-7.10E-07,14.26414026,-23.94705224,4
-14.01042938,-3.6693573,-23.99673462,-1.065802462,-0.24266779,103.0398786,6.50E-07,14.27682196,-24.11994904,4
-13.83342743,-3.487586975,-23.81515503,-1.077127556,-0.188032853,102.4562458,1.44E-07,14.08678538,-23.92176967,4
-14.27574158,-3.48777771,-23.63357544,-1.050864518,-0.228129892,102.1481018,-2.12E-07,14.50637133,-23.75020989,4
-14.36405182,-3.578567505,-23.90613556,-1.037695166,-0.204203113,102.4180719,-6.38E-07,14.62082046,-24.01805688,4
-14.09873962,-3.033256531,-24.08771515,-1.078284952,-0.245812238,100.4383279,6.97E-07,14.23078056,-24.20078532,4
-14.4525528,-3.033256531,-23.45199585,-1.076584129,-0.228142459,100.2286206,-1.05E-07,14.59095003,-23.56219883,4
-14.4525528,-3.6693573,-23.81534576,-1.066504477,-0.247400417,102.6637948,1.29E-06,14.70736672,-23.94169007,4
-14.27593231,-3.396606445,-23.36120605,-1.090675983,-0.262175237,101.7614175,5.10E-07,14.47274352,-23.48669458,4
-14.45274353,-3.124046326,-23.63376617,-1.076059058,-0.217620072,100.5641332,5.36E-07,14.6105177,-23.7429808,4
-14.62955475,-3.396606445,-23.72455597,-1.091869345,-0.231457208,101.4465731,4.58E-07,14.82853247,-23.84386689,4
-14.54086304,-3.6693573,-23.81515503,-1.068408712,-0.225977689,102.578636,-2.58E-07,14.80210151,-23.93658875,4
-13.74511719,-3.124046326,-23.99692535,-1.070958614,-0.216153182,101.0802496,4.84E-07,13.9138577,-24.10279864,4
-14.01062012,-3.215026855,-24.08771515,-1.061386744,-0.196020826,101.2378152,1.26E-07,14.20039696,-24.19092022,4
-14.01042938,-3.669166565,-23.8155365,-1.069824589,-0.235250525,103.0423717,-7.63E-07,14.28092637,-23.9372061,4
-13.92192841,-3.578567505,-24.17869568,-1.043088561,-0.212644986,102.7775652,6.47E-08,14.18333262,-24.29132842,4
-14.01062012,-3.760528564,-23.81515503,-1.066664773,-0.197034562,103.3897824,-7.13E-07,14.3178387,-23.92906507,4
-13.74511719,-3.578567505,-23.90594482,-1.080570291,-0.217151657,102.8953997,3.83E-07,14.00770141,-24.02109263,4
-14.1872406,-3.851127625,-24.4512558,-1.058716461,-0.227391165,103.5573338,8.32E-08,14.49395066,-24.57434199,4
-14.36424255,-3.669548035,-23.8155365,-1.073607233,-0.217987902,102.7190032,-3.29E-07,14.63259088,-23.93457979,4
-15.07167816,-3.941917419,-24.08771515,-1.083625307,-0.220975976,103.0961253,7.50E-08,15.37864445,-24.21589378,4
-14.01023865,-3.487586975,-23.81515503,-1.062927912,-0.228591624,102.3400233,-6.53E-07,14.24420335,-23.93145064,4
-14.09893036,-3.6693573,-23.45199585,-1.058481886,-0.212259641,102.998556,3.58E-07,14.38044102,-23.56783922,4
-14.54143524,-3.396987915,-23.90594482,-1.054209923,-0.225727213,101.5617847,1.86E-07,14.74635691,-24.02149083,4
-14.54124451,-3.39679718,-23.99692535,-1.060691132,-0.25705561,101.554415,8.74E-07,14.73198174,-24.12067916,4
-14.8065567,-3.124427795,-23.72436523,-1.055914909,-0.212867181,100.3411411,-6.32E-07,14.96133936,-23.83275059,4
-14.80617523,-3.66973877,-24.08771515,-1.08246268,-0.213197031,102.3159469,-8.29E-07,15.06310149,-24.20765999,4
-14.80636597,-3.30619812,-23.54278564,-1.052810375,-0.213727598,101.0415497,1.38E-07,14.99604104,-23.65461748,4
-14.36424255,-3.39679718,-24.08771515,-1.083685071,-0.229453162,101.6416501,3.84E-07,14.56733032,-24.20497064,4
-14.01023865,-3.48777771,-24.17850494,-1.043055264,-0.215705565,102.3441829,-3.04E-07,14.2485246,-24.29055431,4
-14.01042938,-3.669548035,-24.17831421,-1.071070138,-0.240654805,103.0186436,7.18E-07,14.27568221,-24.30130633,4
-14.36405182,-3.75995636,-23.99692535,-1.082680393,-0.208870627,103.0338544,-1.00E-06,14.65400801,-24.11588132,4
-14.36424255,-3.760147095,-23.72455597,-1.098994833,-0.234049585,103.0360401,-1.91E-07,14.64462555,-23.85077921,4
-13.83361816,-3.851127625,-23.17962646,-1.067115886,-0.217187543,103.9631905,6.18E-08,14.16419184,-23.29959072,4
-14.45274353,-3.578567505,-23.72455597,-1.049488555,-0.224502502,102.3437184,4.67E-07,14.69948439,-23.84255975,4
-13.03710938,-2.306747437,-28.90148163,-0.478568997,0.291018779,98.90553782,4.62E-07,13.34460843,-28.85315183,5
-13.47961426,-2.034187317,-28.1747818,-0.486146665,0.309948622,97.50419474,-1.30E-07,13.74959237,-28.1176983,5
-13.83361816,-2.306556702,-28.35655212,-0.464934339,0.31067465,98.44628273,-5.98E-08,14.14053987,-28.29891121,5
-13.56811523,-1.943206787,-28.62873077,-0.45451894,0.309624908,97.13035117,3.54E-07,13.82957873,-28.5695079,5
-13.56811523,-2.124977112,-28.44715118,-0.45807224,0.324831604,97.87141303,-8.41E-08,13.85976191,-28.38585368,5
-13.56811523,-2.488136292,-28.26538086,-0.471146342,0.299340858,99.34148148,2.16E-07,13.89993595,-28.21361567,5
-13.39111328,-2.397346497,-28.35636139,-0.46982342,0.32208424,99.0792227,-7.12E-07,13.72222879,-28.29934369,5
-13.21411133,-1.852607727,-28.53794098,-0.477106536,0.317951923,96.88859662,-3.13E-07,13.46950614,-28.47861256,5
-13.65661621,-2.125167847,-28.71952057,-0.466758373,0.285323228,97.80572027,9.78E-07,13.92852218,-28.66751884,5
-12.77160645,-2.124977112,-28.62873077,-0.494759854,0.294318107,98.2724271,5.95E-08,13.05432631,-28.58003235,5
-13.03710938,-2.397537231,-28.53794098,-0.487305076,0.294115043,99.28492751,1.25E-07,13.35844988,-28.49000347,5
-13.21392059,-1.852416992,-28.35636139,-0.432910543,0.285142122,96.99509976,1.62E-07,13.45502812,-28.30343788,5
-13.47942352,-2.124977112,-28.35636139,-0.500486914,0.271431904,97.85341548,7.31E-07,13.74249901,-28.30966864,5
-13.12561035,-2.579307556,-28.44715118,-0.47114853,0.289244718,100.0257776,4.18E-07,13.47481822,-28.40077744,5
-13.12561035,-2.670288086,-28.44715118,-0.489095066,0.305426983,100.3631002,-5.05E-07,13.49724003,-28.39853883,5
-13.39111328,-2.306556702,-28.083992,-0.460208755,0.318538759,98.73522023,5.59E-07,13.70601978,-28.02673273,5
-13.39111328,-3.033447266,-28.90148163,-0.486367846,0.296497365,101.6370739,3.82E-07,13.82466103,-28.85650888,5
-13.39111328,-2.579116821,-28.35636139,-0.453972685,0.270435204,99.87700929,-5.81E-07,13.72828268,-28.31238677,5
-13.3026123,-2.034187317,-28.26538086,-0.462392548,0.304143121,97.64872837,7.13E-07,13.57323025,-28.20986685,5
-13.65661621,-2.124786377,-28.53794098,-0.455037074,0.318539719,97.82545952,-3.43E-07,13.94492598,-28.47755253,5
-13.12561035,-2.124977112,-29.17385101,-0.525565554,0.294544838,97.96685127,-6.52E-07,13.40478998,-29.1242573,5
-13.47961426,-2.760696411,-28.81031036,-0.46207441,0.314272158,100.5053321,5.68E-07,13.86992603,-28.75727004,5
-13.74511719,-2.215766907,-28.90129089,-0.50015629,0.289474463,98.04754995,-7.71E-07,14.02911426,-28.84972163,5
-13.65642548,-1.761627197,-28.8105011,-0.485230993,0.254922537,96.28468496,-4.79E-07,13.86781679,-28.76334331,5
-13.30242157,-1.489448547,-28.44715118,-0.475361583,0.278988441,95.329845,4.35E-07,13.49914431,-28.3934216,5
-12.9486084,-2.488327026,-28.99208069,-0.464489896,0.287185335,99.76624411,3.49E-07,13.28630803,-28.94603587,5
-13.3026123,-2.306747437,-28.7197113,-0.462120941,0.282225017,98.77643359,-1.16E-08,13.6031934,-28.67151068,5
-13.65661621,-2.488517761,-28.90110016,-0.482247,0.27168286,99.24721121,1.01E-07,13.97512229,-28.85594279,5
-13.47942352,-2.215766907,-28.62873077,-0.465394843,0.306145834,98.27950317,-1.37E-07,13.77578084,-28.57335418,5
-13.47942352,-2.397537231,-28.1747818,-0.482947628,0.284722439,99.01418564,1.66E-07,13.78957371,-28.12666048,5
-13.47961426,-1.580047607,-28.62911224,-0.470367434,0.295497862,95.63911597,-4.54E-07,13.6933548,-28.57122072,5
-13.03710938,-2.124977112,-29.08325195,-0.482739521,0.280630408,98.12003192,1.10E-07,13.31287037,-29.03592215,5
-13.03710938,-2.124786377,-28.62873077,-0.487103265,0.31343466,98.11794871,5.39E-08,13.32707034,-28.57401546,5
-12.9486084,-1.943206787,-28.44696045,-0.483705032,0.279203619,97.416379,-7.78E-07,13.19748302,-28.39891746,5
-13.03710938,-2.397346497,-28.62873077,-0.475317613,0.311206204,99.30007004,-3.75E-07,13.36813257,-28.57640195,5
-13.03710938,-2.397346497,-28.44696045,-0.476173201,0.308470206,99.30625819,1.96E-07,13.36599544,-28.39530271,5
-13.21411133,-2.033996582,-28.26538086,-0.460512912,0.272731295,97.71041181,-4.74E-07,13.4702932,-28.21759799,5
-13.5679245,-2.306365967,-28.44696045,-0.435236329,0.266317507,98.67668551,-1.01E-06,13.85860928,-28.40028885,5
-13.5679245,-2.488136292,-29.3554306,-0.479998801,0.327419045,99.27363721,-4.57E-07,13.91735519,-29.29723414,5
-13.65642548,-2.488136292,-28.7197113,-0.476317169,0.308994716,99.25255241,6.71E-07,13.99317302,-28.66533979,5
-9.93976593,-5.122375488,-26.90353394,-0.928544794,-0.009524511,115.2495521,1.47E-06,10.9847971,-26.98466321,6
-9.762954712,-4.577636719,-26.99432373,-0.933735952,-0.002713476,112.9678386,-3.26E-08,10.60217386,-27.06579882,6
-9.851264954,-4.305267334,-27.5390625,-0.939766262,-0.038506599,111.3974211,-9.50E-09,10.56067858,-27.61258371,6
-10.11676788,-5.031585693,-27.26669312,-0.966106352,-0.010061833,114.3252431,-2.72E-07,11.09716486,-27.34943021,6
-10.55927277,-5.031585693,-26.99432373,-0.931226711,-0.022622417,113.5249703,4.08E-07,11.50482294,-27.07669956,6
-10.29396057,-4.486656189,-27.08511353,-0.940317266,-0.005077037,111.440178,-6.97E-08,11.05668629,-27.15600801,6
-9.93976593,-4.940605164,-26.81274414,-0.928004996,0.007209241,114.377576,-4.60E-07,10.91638734,-26.88799476,6
-9.851646423,-4.850006104,-27.17590332,-0.938381761,-0.001710823,114.0893216,4.38E-07,10.79058389,-27.25198189,6
-9.674453735,-4.486846924,-27.08511353,-0.949865657,4.37E-04,112.6507403,8.99E-07,10.48323709,-27.15569858,6
-9.497642517,-4.668617249,-27.26669312,-0.922384817,-0.049663609,114.0547062,1.63E-07,10.375004,-27.34653627,6
-9.409332275,-5.031585693,-27.44827271,-0.975365848,-0.008486698,115.8834483,7.33E-07,10.45396714,-27.53133912,6
-10.20526886,-4.850006104,-27.17590332,-0.970110764,-0.008055047,113.2798075,-9.18E-08,11.10560282,-27.25555684,6
-10.47058105,-5.031585693,-26.81274414,-0.911251075,-0.012246747,113.7493079,2.08E-07,11.43304136,-26.89161088,6
-10.38208008,-4.486656189,-26.99432373,-0.95424146,-0.032245937,111.2735897,-3.07E-07,11.12495668,-27.07113819,6
-10.11676788,-5.031585693,-27.08511353,-0.96029813,-0.019691864,114.362092,-5.86E-08,11.09543143,-27.16911156,6
-9.851455688,-4.850006104,-27.17590332,-0.949234825,0.007326789,114.0555463,-6.08E-07,10.79222838,-27.25126174,6
