06:18:d6:c2:98:24(inonet),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),4c:5e:0c:71:aa:15(RFKON2014-Mesh),18:28:61:1c:0b:69(EVOSOFT),dc:02:8e:c2:23:52(ILKSEM),e8:37:7a:6c:7f:55(PYR),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),00:26:5a:52:0b:8c(RFKON_115),18:28:61:13:0d:9d(EROGLU),REF_POINT
-59,-60,-42,-47,-52,-47,-53,-53,-54,-47,-60,-55,-52,-70,-86,-74,-60,-56,-64,NaN,13
-59,-60,-46,-48,-52,-48,-54,-48,-53,-47,-60,-55,-53,-71,-87,-74,-61,-57,-64,-79,13
-60,-60,-48,-48,-54,-46,-52,-49,-55,-47,-61,-60,-52,-71,-87,-74,-59,-58,-64,-80,13
-60,-68,-46,-52,-52,-45,-52,-49,-54,-46,-61,-56,-51,-69,-86,-73,-61,-57,-64,-80,13
-61,-60,-43,-51,-52,-47,-52,-48,-53,-47,-60,-55,-51,-73,-86,-73,-60,-57,-64,-78,13
-61,-60,-45,-51,-54,-47,-53,-48,-55,-47,-61,-55,-51,-68,NaN,NaN,-60,-57,-64,-78,13
-61,NaN,-46,-48,-52,-46,-53,-47,-54,-46,-61,-54,-52,-68,NaN,-74,-61,-58,-64,NaN,13
-60,-69,-43,-48,-57,-46,-53,-49,-53,-60,-61,-56,-52,-68,NaN,-74,-63,-58,-64,NaN,13
-61,-69,-45,-49,-56,-46,-53,-49,-52,-46,-60,-55,-52,-69,NaN,-73,-65,-57,-65,NaN,13
-61,NaN,-46,-49,-55,-47,-53,-49,-54,-47,-60,-55,-51,-74,-88,-73,-64,-57,-65,NaN,13
-61,NaN,-45,-48,-56,-47,-51,-49,-53,-47,-60,-55,-52,-74,-86,-73,-60,-57,-64,-81,13
-60,-61,-46,-48,-56,-47,-52,-49,-54,-47,-61,-56,-52,NaN,-86,-76,-60,-57,-59,-81,13
-59,-60,-42,-49,-56,-47,-52,-48,-53,-47,-60,-56,-51,NaN,NaN,-76,-65,-56,-64,NaN,13
-59,-59,-48,-50,-55,-47,-53,-49,-53,-46,-64,-56,-52,-71,NaN,-73,-59,-59,-60,-79,13
-58,-59,-47,-50,-58,-48,-53,-46,-55,-47,-59,-56,-51,-71,NaN,-75,-59,-59,-60,-80,13
-58,-59,-87,-49,-54,-46,-51,-48,-53,-47,-63,-58,-52,-68,-85,-74,-69,-57,-65,-80,13
-59,-59,-49,-52,-55,-44,-53,-88,-53,-46,-62,-57,-51,-69,-87,-73,-86,-56,-65,-80,13
-58,-59,-46,-48,-53,-48,-52,-51,-54,-46,-60,-57,-52,-69,-85,-73,-68,-57,-65,-80,13
-59,-59,-47,-48,-54,-48,-52,-49,-53,-47,-60,-56,-52,-68,-85,NaN,-51,-58,-65,NaN,13
-58,-58,-46,-49,-55,-49,-53,-49,-53,-47,-61,-53,-51,-68,NaN,NaN,-51,-58,-64,NaN,13
-61,-58,-84,-48,-51,-46,-53,-49,-54,-44,-60,-57,-53,-68,-86,NaN,-63,-57,-65,-79,13
-61,-67,-46,-48,-52,-48,-53,-49,-54,-51,-63,-56,-52,-70,-86,NaN,-65,-57,-59,-79,13
-61,-60,-46,-48,-54,-48,-53,-49,-54,-48,-60,-55,-51,-69,-85,-85,-64,-57,-65,NaN,13
-60,-65,-46,-48,-53,-49,-53,-49,-54,-51,-61,-56,-53,-69,-87,-74,-63,-58,-65,-78,13
-61,-65,-42,-48,-55,-48,-54,-48,-54,-47,-58,-55,-52,-69,-87,-73,-64,-59,-65,-78,13
-61,-60,-45,-48,-54,-47,-54,-47,-54,-47,-59,-63,-52,-69,NaN,-73,-64,-58,-65,NaN,13
-60,-66,-45,-48,-52,-48,-54,-48,-54,-47,-60,-56,-51,-74,NaN,NaN,-65,-58,-65,NaN,13
-61,-62,-45,-48,-52,-73,-53,-53,-54,-47,-60,-55,-52,-70,NaN,NaN,-64,-58,-65,NaN,13
-61,-59,-45,-47,-55,-47,-53,-49,-54,-48,-61,-56,-51,-70,-87,-75,-64,-58,-65,-78,13
-61,-59,-49,-48,-55,-47,-49,-48,-54,-48,-61,-56,-51,NaN,-87,-75,-65,-61,-66,-78,13
-60,-60,-43,-48,-55,-47,-53,-49,-54,-47,-60,-55,-52,-68,NaN,NaN,-59,-58,-60,NaN,13
-59,-59,-44,-48,-54,-47,-54,-49,-53,-47,-60,-55,-51,-68,NaN,-87,-60,-58,-60,NaN,13
-60,-60,-45,-48,-53,-49,-54,-49,-53,-47,-64,-55,-51,-68,NaN,-87,-60,-59,NaN,NaN,13
-59,-59,-44,-48,-55,-47,-54,-49,-53,-48,-63,-55,-52,-68,NaN,NaN,NaN,-58,-65,NaN,13
-61,-60,-44,-48,-57,-47,-54,-54,-54,-47,-60,-56,-51,-68,NaN,NaN,-61,-58,-65,NaN,13
-61,-59,-44,-48,-57,-48,-52,-48,-53,-48,-63,-56,-52,-69,NaN,-77,-61,-58,-65,NaN,13
-61,-59,-48,-48,-50,-47,-54,-48,-53,-45,-60,-56,-50,-68,-87,-84,-67,-59,-65,NaN,13
-61,-59,-44,-49,-55,-49,-54,-47,-54,-48,-60,-57,-52,-69,-87,-84,-67,-59,-65,NaN,13
-61,-59,-48,-48,-54,-48,-53,-49,-55,-47,-60,-55,-58,-69,-85,-75,-65,-59,-65,NaN,13
-62,-59,-43,-48,-54,-44,-55,-48,-54,-47,-60,-55,-52,-69,-85,-75,-65,-57,-59,NaN,13
-61,-59,-44,-49,-62,-44,-54,-48,-54,-43,-60,-56,-52,-68,NaN,-85,-65,-57,-65,NaN,13
-61,-66,-44,-48,-54,-49,-54,-48,-54,-48,-63,-56,-52,-68,-85,-76,-64,-58,-60,NaN,13
-61,-60,-44,-49,-57,-47,-53,-48,-54,-48,-63,-55,-52,-69,-85,-78,-78,-58,-65,NaN,13
-61,-59,-41,-49,-57,-43,-53,-48,-54,-49,-63,-54,-52,-69,NaN,-78,-65,-58,-64,NaN,13
-61,-66,-44,-49,-54,-46,-53,-52,-55,-48,-60,-61,-52,NaN,NaN,NaN,-65,-58,-64,NaN,13
-62,-57,-50,-48,-56,-45,-54,-45,-54,-50,-63,-61,-51,-68,NaN,-72,NaN,-60,-72,NaN,13
-62,-59,-48,-48,-54,-50,-54,-53,-54,-50,-63,-54,-52,-68,NaN,-72,NaN,-58,-65,NaN,13
-61,-59,-45,-48,-51,-47,-55,-51,-54,-48,-63,-54,-52,NaN,NaN,NaN,-65,-60,-65,NaN,13
-63,-59,-44,-49,-54,-48,-54,-50,-53,-47,-63,-54,-52,-69,NaN,NaN,-65,-59,-64,NaN,13
-63,-60,-42,-48,-51,-48,-52,-49,-54,-47,-63,-54,-53,-70,NaN,-76,-64,-59,-71,NaN,13
-62,-58,-42,-49,-53,-49,-55,-50,-54,-48,-63,-56,-53,-68,NaN,-76,-64,-59,-64,NaN,13
-62,-57,-44,-49,-58,-49,-54,-49,-54,-47,-61,-56,-52,-68,-87,-75,-59,-57,-64,NaN,13
-62,-59,-43,-48,-55,-49,-54,-50,-54,-48,-63,-56,-51,-69,-87,-75,-62,-60,-64,-81,13
-62,-59,-43,-48,-55,-49,-55,-50,-54,-48,-63,-56,-51,-68,-87,NaN,-61,-57,-65,-81,13
-63,-58,-44,-49,-56,-77,-53,-49,-54,NaN,-61,-55,-52,-70,-87,-87,-60,-59,-64,NaN,13
-62,-64,-48,-48,-54,-50,-52,-50,-54,-47,-63,-56,-51,-69,NaN,-87,-60,-60,-64,NaN,13
-63,-65,-45,-48,-50,-49,-55,-50,-54,-48,-64,-59,-52,-69,NaN,NaN,-60,-58,-64,NaN,13
-63,-59,-47,-48,-55,-49,-51,-50,-54,-48,-64,-59,-51,-71,NaN,NaN,-64,-64,-66,NaN,13
-64,-66,-44,-53,-60,-44,-51,-32,-58,-51,-68,-56,-55,-69,-84,-72,-54,-59,-79,NaN,14
-65,-53,-44,-49,-55,-52,-45,-31,-58,-42,-63,-55,-54,-70,-67,-71,-55,-58,-65,NaN,14
-65,-53,-49,-49,-60,-73,-46,-72,-57,-41,-60,-54,-50,-77,-87,-71,-54,-61,-65,NaN,14
-65,-53,-48,-50,-54,-53,-47,-31,-57,-44,-61,-55,-49,-77,-87,-69,-55,-61,-65,NaN,14
-66,-61,-51,-49,-58,-51,-46,-36,-62,-84,-59,-56,-50,-68,-84,-70,-54,-60,-65,NaN,14
-66,-53,-51,-49,-59,-51,-53,-31,-58,-44,-62,-55,-50,-69,-84,-74,-48,-60,-65,NaN,14
-65,-53,-47,-49,-64,-51,-70,-31,-61,-45,-62,-57,-54,-67,-83,-74,-48,-62,-65,NaN,14
-65,-53,-51,-49,-61,-51,-45,-31,-61,-43,-59,-57,-50,-69,-85,-76,-49,-61,-66,NaN,14
-66,-54,-49,-50,-57,-48,-46,-31,-60,-46,-60,-58,-49,-75,-85,-74,-49,-60,-66,NaN,14
-65,-54,-84,-49,-60,-49,-46,-31,-61,-44,-62,-53,-49,-69,-84,-69,NaN,-61,NaN,-73,14
-66,-53,-50,-50,-62,-51,-46,-31,-62,-44,-63,-56,-50,-69,-85,-69,-47,-60,-65,-73,14
-67,-53,-48,-50,-63,-50,-45,-31,-58,-44,-60,-56,-49,-71,-85,-84,-49,-61,-66,NaN,14
-67,-53,-48,-50,-61,-50,-46,-31,-60,-43,-62,-56,-50,-71,-83,-84,-54,-60,-59,NaN,14
-68,-52,-46,-49,-58,-52,-46,-32,-60,-43,-62,-57,-50,-71,-83,-72,-53,-60,-60,NaN,14
-67,-52,-51,-49,-58,-50,-46,-85,-60,-41,-62,-55,-50,-76,NaN,-84,-57,-59,-66,NaN,14
-67,-52,-51,-50,-58,-53,-46,-31,-59,-44,-62,-58,-49,-66,-84,-71,-55,-62,-66,-74,14
-68,-52,-49,-50,-60,-84,-45,-31,-60,-43,-60,-55,-50,-70,-84,-70,-55,-64,-64,-74,14
-68,-54,-48,-50,-60,-51,-45,-35,-60,-44,-62,-57,-50,-75,-83,-71,-54,-63,-65,NaN,14
-68,-53,-49,-50,-60,-49,-45,-36,-61,-44,-63,-56,-50,-72,-83,-71,-53,-57,-67,NaN,14
-67,-54,-83,-50,-66,-51,-48,-31,-65,-44,-62,-56,-50,-69,NaN,-75,-53,-61,-67,-70,14
-66,-53,-48,-49,-60,-52,-46,-31,-57,-45,-62,-54,-49,-69,NaN,-72,-54,-62,-65,-70,14
-66,-53,-47,-50,-61,-68,-45,-31,-65,-44,-63,-57,-50,-69,-84,-83,-57,-64,-65,NaN,14
-67,-53,-48,-49,-60,-51,-46,-36,-61,-44,-60,-56,-50,-69,-83,-83,-57,-61,-65,NaN,14
-66,-52,-53,-49,-60,-49,-46,-31,-60,-43,-63,-56,-49,-66,-83,-71,-54,-61,-65,NaN,14
-65,-84,-51,-50,-61,-51,-84,-31,-59,-44,-62,-56,-51,-67,-84,-67,-54,-61,-67,NaN,14
-67,-53,-49,-49,-67,-49,-48,-31,-59,-42,-60,-55,-50,-67,-84,-71,-56,-61,-65,NaN,14
-67,-53,-49,-49,-66,-49,-46,-31,NaN,-43,-58,-57,-50,-69,NaN,-71,-48,-56,-60,-90,14
-68,-53,-47,-49,-63,-50,-45,-32,-60,-45,-62,-55,-50,-68,-84,-73,-48,-56,-60,-90,14
-67,-52,-49,-49,-64,-49,-45,-31,-56,-44,-62,-56,-50,-68,-84,-71,-48,-62,NaN,NaN,14
-67,-82,-48,-50,-63,-75,-45,-31,-60,-45,-61,-55,-50,-67,-84,-74,-47,-63,-65,NaN,14
-66,-54,-48,-49,-60,-49,-46,-31,-60,-44,-61,-56,-49,-67,-84,-74,-48,-64,-65,NaN,14
-66,-53,-48,-50,-59,-51,-43,-31,-59,-40,-61,-56,-50,-76,NaN,-70,-48,-63,-63,-78,14
-67,-54,-48,-49,-64,-52,-46,-32,-58,-76,-61,-56,-50,-71,NaN,-74,NaN,-60,-66,-78,14
-67,-54,-48,-85,-64,-52,-46,-32,-61,-44,-62,-54,-50,-71,NaN,-74,-50,-60,-65,NaN,14
-65,-54,-46,-52,-62,-77,-46,-32,-61,-44,-60,-55,-50,-75,-84,NaN,-53,-63,-67,NaN,14
-65,-53,-50,-49,-57,-52,-85,-85,NaN,-46,-62,-57,-56,-68,-84,NaN,-53,-63,-65,NaN,14
-67,-54,-48,-49,-62,-53,-47,-31,NaN,-41,-60,-55,-51,-68,NaN,NaN,-56,-60,-65,NaN,14
-66,-53,-48,-49,-61,-50,-46,-31,-60,-41,-60,-56,-50,-67,NaN,-71,-56,-59,NaN,NaN,14
-66,-53,-45,-49,-61,-54,-49,-72,-60,-44,-61,-56,-51,-67,NaN,-71,-53,-62,NaN,NaN,14
-65,-54,-46,-50,-60,-52,-45,-31,-61,-42,-61,-56,-50,-74,-86,NaN,-52,-60,NaN,NaN,14
-66,-53,-48,-49,-62,-51,-43,-31,-60,-44,-61,-53,-51,-68,-85,NaN,-47,-60,-65,NaN,14
-66,-54,-48,-50,-61,-54,-46,-32,-64,-43,-63,-53,-50,-66,-85,-76,-48,-62,-66,NaN,14
-67,-54,-47,-49,-58,-49,-46,-31,-67,-43,-59,-56,-51,-74,-85,-80,-48,-61,-66,-77,14
-66,-54,-47,-49,-58,-82,-47,-31,-65,-44,-61,-55,-50,-69,-82,-75,-49,-61,NaN,-76,14
-66,NaN,-48,-49,-63,-53,-47,-32,-65,-43,-62,-56,-50,-68,-83,-71,-48,-60,NaN,-76,14
-67,-53,-47,-50,-66,-53,-46,-31,-60,-73,-59,-56,-50,-67,-84,-71,-48,-63,-93,-77,14
-64,-51,-48,-50,-64,-49,-45,-31,-60,-44,-60,-57,-50,-67,-84,-69,-49,-62,-93,-77,14
-66,-61,-48,-49,-62,-50,-44,-31,-60,-45,-61,-56,-50,-67,-85,-73,-49,-64,NaN,NaN,14
-67,-54,-47,-49,-63,-58,-45,-31,-60,-65,-62,-55,-50,-67,-85,-75,-47,-62,NaN,-73,14
-67,-54,-84,-49,-66,-51,-48,-31,NaN,-44,-63,-67,-49,-69,NaN,-79,-48,-60,-68,-73,14
-67,-53,-48,-49,-65,-52,-45,-32,-61,-73,-62,-55,-50,-70,-83,-75,-48,-62,-67,NaN,14
-67,-53,-47,-49,-63,-82,-48,-75,-60,-42,-90,-55,-50,-69,-83,-75,NaN,-60,-64,-73,14
-67,-54,-85,-49,-66,-52,-44,-31,-58,-43,-62,-54,-49,-67,-85,-75,NaN,-61,-64,-73,14
-65,-85,-49,-49,-60,-52,-45,-31,-58,-43,-61,-52,-50,-64,-85,-70,NaN,-60,-65,-78,14
-66,-63,-47,-49,-66,-55,-44,-31,-58,-43,-61,-55,-50,-66,-84,-70,-54,-60,-63,-78,14
-65,-52,-47,-49,-65,-54,-45,-31,-60,-43,-62,-55,-49,-67,-84,-73,-54,-61,-63,-76,14
-66,-53,-47,-48,-60,-52,-45,-35,-60,-43,-62,-55,-51,-67,-85,-73,-56,-63,-65,-76,14
-65,-54,-48,-49,-70,-86,-45,-31,-65,-42,-59,-55,-50,-67,-85,-74,-53,-61,-66,NaN,14
-66,-54,-48,-49,-70,-52,-45,-31,-58,-44,-62,-55,-54,-68,-83,-74,-53,-61,-66,NaN,14
-66,-54,-49,-49,-61,-50,-45,-31,-62,-44,-63,-55,-50,-66,-83,-74,-54,-61,-66,-71,14
-67,-52,-49,-49,-58,-46,-45,-31,-62,-44,-62,-56,-50,-66,-84,-74,-54,-60,-66,-76,14
-67,-55,-48,-49,-68,-66,-45,-31,-61,-43,-63,-55,-50,-66,-84,-72,NaN,-63,NaN,-76,14
-66,-54,-48,-49,-71,-56,-46,-31,-60,-43,-62,-55,-50,-67,-83,-75,-56,-61,NaN,-74,14
-66,-64,-47,-49,-60,-51,-46,-31,-59,-43,-64,-54,-50,-67,-83,-74,-56,-67,-67,-74,14
-66,-54,-48,-49,-60,-50,-48,-32,-64,-44,-60,-56,-49,-66,-85,-71,-54,-67,-67,NaN,14
-66,-54,-48,-49,-61,-50,-48,-31,-58,-44,-62,-56,-50,-67,-85,-71,-50,-62,NaN,NaN,14
-66,-57,-49,-49,-60,-51,-45,-31,-60,-44,-62,-57,-50,-67,-85,-74,-55,-62,-70,NaN,14
-66,-53,-48,-49,-60,-51,-45,-31,-60,-44,-61,-55,-50,-67,-86,-74,-48,-59,-66,-75,14
-66,-53,-48,-49,-66,-51,-45,-32,-59,-44,-61,-52,-52,-65,-83,NaN,-48,-60,-66,-75,14
-66,-54,-52,-49,-59,-51,-45,-32,-61,-43,-62,-55,-49,-65,-83,NaN,-55,-59,-64,-74,14
-67,-57,-49,-49,-60,-52,-45,-31,-61,-44,-60,-56,-50,NaN,-84,NaN,-48,-60,-64,-74,14
-67,-54,-48,-49,-60,-51,-45,-31,-60,-43,-62,-55,-50,NaN,-85,-68,-55,-59,NaN,NaN,14
-67,-54,-46,-50,-65,-53,-45,-83,-60,-44,-59,-56,-54,-64,-85,-68,-55,-60,NaN,-72,14
-66,-54,-47,-50,-59,-54,-66,-31,-58,-40,-61,-56,-50,-67,-83,NaN,-47,-60,NaN,-73,14
-66,-55,-48,-50,-66,-53,-45,-31,-63,-42,-60,-56,-51,-67,-83,-68,-54,-56,-66,-75,14
-67,-55,-48,-49,-62,-53,-45,-36,-58,-55,-56,-55,-50,NaN,NaN,-68,-54,-58,-65,-75,14
-66,NaN,-49,-49,-60,-54,-45,-31,-62,-44,-58,-57,-51,-66,-83,-69,-54,-59,-66,NaN,14
-67,NaN,-49,-49,-60,-55,-45,-84,-62,-44,-59,-57,-50,-66,-77,-69,-56,-60,-66,NaN,14
-67,-54,-48,-49,-62,-50,-46,-31,-63,-60,-63,-57,-49,-65,-77,-67,-58,-60,-66,NaN,14
-65,-51,-47,-49,-61,-55,-45,-31,-63,-43,-62,-56,-49,-66,-83,-67,-84,-62,-68,-73,14
-56,-56,-43,-44,-51,-50,-52,-31,-64,-42,-67,-55,-52,-64,-82,-72,-60,-64,-59,-73,15
-53,-56,-49,-44,-51,-53,-52,-32,-55,-43,-63,-66,-50,-64,-82,-72,-61,-65,-58,NaN,15
-53,-56,-84,-44,-52,-49,-48,-32,-56,-43,-69,-57,-51,-78,NaN,NaN,-67,-65,-57,NaN,15
-53,-56,-86,-43,-55,-52,-49,-32,-54,-42,-69,-56,-52,-78,NaN,NaN,-67,-67,-57,NaN,15
-52,-57,-50,-43,-50,-50,-49,-32,-55,-42,-90,-58,-52,-64,-85,-67,-57,-63,-57,NaN,15
-54,-56,-50,-44,-52,-51,-50,-31,-57,-69,-90,-59,-51,-64,-84,-67,-57,-66,-58,NaN,15
-53,-56,-49,-43,-54,-51,-83,-32,-55,-43,-70,-53,-51,-85,-86,-69,-56,-68,-59,NaN,15
-54,-56,-49,-43,-53,-85,-50,-32,-56,-43,-70,-53,-51,-85,-83,-85,-56,-65,-63,NaN,15
-54,-57,-49,-43,-55,-48,-48,-32,-56,-43,-70,-59,-52,-64,-84,-70,-56,-64,-58,-76,15
-55,-57,-48,-43,-57,-48,-49,-32,-55,-43,-71,-53,-51,-65,-84,-70,-56,-65,-58,-77,15
-54,NaN,-49,-44,-51,-52,-48,-32,-57,-43,-68,-61,-52,-65,NaN,-70,-57,-64,-58,-77,15
-54,-69,-50,-44,-53,-52,-49,-32,-56,-42,-70,-64,-52,-65,NaN,NaN,-59,-66,-58,NaN,15
-54,-51,-46,-43,-52,-51,-49,-32,-56,-42,-68,-59,-51,-65,NaN,-69,-58,-67,-65,NaN,15
-54,-84,-46,-43,-59,-52,-49,-32,-56,-48,-67,-60,-52,-65,NaN,-69,-83,-67,-58,NaN,15
-54,-84,-50,-44,-52,-50,-49,-32,-56,-42,-69,-62,-52,-65,NaN,-67,-83,-65,-58,NaN,15
-54,-56,-49,-43,-50,-51,-48,-32,-56,-43,-69,-64,-52,-65,NaN,-68,-55,-65,-58,NaN,15
-54,-55,-50,-44,-49,-50,-48,-33,-54,-40,-68,-62,-51,-65,NaN,-68,-57,-69,-57,NaN,15
-54,-56,-48,-43,-51,-50,-48,-32,-56,-44,-68,-62,-52,-65,NaN,NaN,-54,-64,-58,NaN,15
-54,-57,-49,-43,-53,-51,-47,-31,-56,-43,-71,-63,-52,-65,NaN,NaN,-55,-69,-58,-76,15
-55,-57,-49,-43,-52,-48,-48,-32,-56,-43,-69,-59,-52,NaN,-85,-71,-56,-66,-58,-78,15
-54,-68,-49,-43,-51,-51,-49,-33,-54,-69,-66,-59,-53,-65,-83,-70,-55,-67,-58,-78,15
-54,-56,-50,-43,-57,-50,-49,-32,-54,-43,-67,-54,-53,-65,-82,-70,-57,-66,-57,-77,15
-54,-67,-51,-43,-51,-50,-70,-31,-54,-43,-67,-59,-53,-65,-82,-70,-57,-65,-58,-77,15
-54,-67,-49,-44,-55,-69,-49,-32,-56,-43,-67,-64,-52,-64,NaN,-70,-56,-63,-57,NaN,15
-54,-56,-51,-43,-55,-52,-49,-32,-56,-41,-68,-55,-52,-64,NaN,-69,-56,-65,-58,NaN,15
-54,-57,-51,-48,-58,-47,-49,-32,-54,-48,-68,-60,-52,-65,NaN,-68,-63,-65,-57,NaN,15
-53,-69,-50,-44,-58,-51,-49,-32,-56,-43,-70,-59,-51,-65,-80,-68,-58,-65,-60,NaN,15
-54,-83,-49,-43,-58,-52,-73,-31,-56,-41,-69,-59,-52,-65,-80,-68,-66,-64,-59,NaN,15
-54,-56,-50,-43,-58,-52,-73,-31,-56,-48,-70,-63,-52,NaN,NaN,NaN,-66,-65,-58,NaN,15
-53,-58,-51,-43,NaN,-51,-50,-33,-56,-42,-70,-64,-52,NaN,NaN,-71,-65,-65,-58,NaN,15
-54,-58,-57,-43,-58,-50,-50,-75,-55,-42,-70,-61,-52,-72,NaN,-71,-65,-65,-57,NaN,15
-54,-68,-51,-43,-59,-50,-48,-32,-54,-39,-70,-61,-52,-65,-86,-71,-63,-64,-57,NaN,15
-54,-57,-51,-43,-57,-50,-50,-32,-55,-43,-68,-60,-55,-65,-81,-71,-54,-64,-57,-82,15
-53,-57,-50,-43,-54,-53,-49,-88,-55,-43,-68,-64,-52,-65,-79,NaN,-54,-64,-55,-82,15
-54,-57,-50,-43,-52,-52,-49,-32,-55,-43,-68,-65,-52,-64,-79,-70,-54,-64,-58,NaN,15
-53,-67,-51,-43,-53,-53,-82,-32,-56,-41,-70,-60,-52,-65,NaN,-68,-55,-65,-58,-81,15
-53,-56,-51,-43,-53,-53,-48,-75,-56,-43,-67,-60,-51,-64,NaN,-71,-55,-66,-58,-81,15
-54,-56,-50,-43,-52,-52,-49,-33,-54,-43,-69,-61,-52,-64,-83,-71,-56,-64,-57,NaN,15
-54,-56,-50,-43,-50,-51,-48,-32,-56,-43,-68,-63,-52,-64,-82,-68,-58,-64,-57,NaN,15
-54,-58,-51,-43,-55,-52,-49,-32,-56,-69,-68,-54,-52,NaN,-82,-69,-57,-67,-57,-78,15
-54,-57,-53,-43,-52,-70,-57,-31,-55,-43,-70,-60,-52,-65,-82,-70,-54,-63,-57,-78,15
-54,-68,-50,-43,-52,-49,-49,-33,-55,-43,-71,-61,-49,-65,-82,-69,-57,-66,-57,-78,15
-54,-58,-51,-43,-54,-50,-57,-32,-55,-44,-71,-60,-54,-66,-82,-67,-58,-66,-59,-78,15
-54,-56,-51,-43,-54,-51,-46,-33,-56,-42,-69,-61,-53,-65,-82,-67,-56,-66,-59,NaN,15
-55,-60,-49,-43,-52,-47,-49,-32,-55,-43,-69,-54,-53,-65,NaN,NaN,-55,-61,-58,NaN,15
-55,-60,-50,-43,-52,-47,-47,-81,-56,-41,-66,-67,-51,-64,NaN,NaN,-56,-61,-54,NaN,15
-54,NaN,-56,-43,-56,-48,-55,-33,-54,-41,-70,-59,-52,-65,NaN,-82,-60,-64,-57,NaN,15
-54,-58,-56,-44,-52,-48,-49,-32,-54,-43,-70,-61,-53,-65,NaN,-76,-93,-60,-56,NaN,15
-54,-56,-48,-43,-50,-48,-48,-33,-56,-54,-71,-65,-52,NaN,NaN,-81,-93,-62,-57,NaN,15
-54,-57,-51,-44,-51,-52,-48,-32,-56,-43,-71,-60,-52,-65,-82,-81,NaN,-63,-58,NaN,15
-54,-56,-49,-44,-52,-49,-49,-32,-54,-43,-68,-59,-52,-66,-82,NaN,-57,-65,-58,NaN,15
-54,-56,-49,-43,-59,-49,-49,-33,-56,-43,-69,-63,-52,-66,-82,-69,-58,-64,-58,-90,15
-54,-57,-49,-43,-56,-50,-49,-32,-57,-43,-71,-61,-53,-72,NaN,-71,-58,-63,-69,-79,15
-54,-57,-50,-44,-50,-49,-48,-32,-55,-43,-73,-63,-52,-64,NaN,-71,-62,-65,-67,-79,15
-54,-56,-50,-44,-58,-51,-49,-32,-55,-43,-71,-63,-51,-63,-83,-71,-62,-64,-59,NaN,15
-54,-56,-48,-43,-54,-49,-52,-33,-56,-42,-69,-67,-52,-63,-83,-68,-69,-64,-59,NaN,15
-55,-57,-50,-43,-57,-50,-48,-33,-55,-43,-92,-63,-52,-63,-84,-72,-69,-64,-58,-77,15
-55,-56,-58,-43,-88,-51,-48,-32,-56,-55,-69,-62,-52,-63,-84,-72,-61,-62,-57,-77,15
-54,-66,-49,-43,-56,-50,-48,-32,-54,-43,-70,-62,-52,-64,-83,NaN,-62,-65,-58,NaN,15
-55,-66,-50,-43,-52,-49,-48,-33,-56,-43,-69,-68,-51,-64,-83,-68,-84,-65,-58,NaN,15
-54,-55,-49,-43,-52,-51,-49,-72,-56,-42,-69,-61,-53,-65,-83,-68,-64,-64,-58,NaN,15
-55,-59,-49,-43,-51,-49,-49,-33,-56,-43,-70,-61,-51,-65,-84,NaN,-64,-64,-58,NaN,15
-55,-56,-49,-43,-51,-50,-83,-82,-55,-42,-70,NaN,-52,-63,-84,NaN,-64,NaN,-58,NaN,15
-55,-55,-53,-43,-51,-50,-48,-64,-56,-41,-68,-62,-51,-73,NaN,-83,-63,-66,-57,NaN,15
-55,-56,-49,-43,-53,-50,-48,-64,-56,-43,-68,-61,-52,-63,NaN,-83,-63,-65,-58,NaN,15
-54,-56,-48,-43,-51,-51,-48,-33,-56,-43,-68,-62,-52,-65,NaN,NaN,-60,-65,-58,NaN,15
-54,-54,-49,-44,-52,-52,-49,-32,-54,-48,-71,-54,-53,-64,-82,-69,-60,-65,-60,NaN,15
-55,-54,-48,-43,-51,-51,-49,-32,-56,-43,-69,-63,-53,-62,-82,-70,-56,-65,-59,NaN,15
-55,-69,-50,-43,-56,-51,-49,-32,-56,-43,-69,-63,-53,-62,NaN,-70,-54,-65,-58,NaN,15
-55,-58,-51,-44,-54,-52,-50,-33,-56,-43,-74,-59,-53,-64,NaN,-73,-60,-65,-58,NaN,15
-55,-56,-50,-44,-55,-50,-49,-32,-56,-42,-70,-61,-53,-63,NaN,-69,-55,-63,-60,-77,15
-55,-56,-47,-93,-51,-52,-48,-75,-55,-43,-71,-60,-53,-63,-82,-69,-55,-64,-58,-77,15
-55,-57,-47,-43,-52,-52,-49,-32,-55,-43,-68,-62,-53,-64,-82,-69,-55,-64,-58,-77,15
-55,-57,-49,-43,-52,-54,-49,-32,-54,-43,-67,-54,-52,-64,NaN,-69,-59,-64,-58,-77,15
-55,-57,-48,-43,-53,-50,-48,-32,-55,-43,-70,-66,-52,-64,-83,-76,-66,-64,-60,NaN,15
