06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),64:66:b3:d0:4a:8d(DLINK_D04A8D),e4:8d:8c:20:4d:c1(UPLAT),00:0f:f7:2e:0a:d0(ESOGU-WIFI),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),00:26:5a:52:0b:8c(RFKON_115),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:13:0d:9d(EROGLU),REF_POINT
-62,-51,-44,-60,-62,-44,-60,-50,-73,-52,-60,-60,-61,-49,-70,-61,-49,-66,-47,-62,-87,NaN,17
-62,-52,-44,-57,-61,-43,-57,-49,-71,-56,-58,-61,-57,-47,-72,-61,-50,-66,-47,-65,NaN,-79,17
-63,-51,-44,-59,-62,-43,-58,-46,-75,-56,-58,-60,-66,-49,-72,-61,-50,-66,-46,-65,NaN,-79,17
-62,-52,-43,-59,-63,-44,-58,-48,-74,-52,-58,-62,-66,-48,-64,-60,-49,-66,-62,-65,-87,NaN,17
-63,-52,-43,NaN,-62,-44,-57,-47,-74,-55,-59,-61,-66,-54,-59,-61,-50,NaN,-62,-65,-87,NaN,17
-63,-53,-43,NaN,-60,-43,-58,-48,-73,-52,-58,-62,-63,-50,-71,-60,-49,-67,-58,-62,NaN,NaN,17
-63,-53,-45,-59,-62,-45,-59,-47,-72,-52,-58,-61,-60,-47,-72,-60,-49,-69,-63,-62,NaN,NaN,17
-63,-54,-43,-58,-60,-43,-56,-48,-73,-52,-58,-62,-60,-48,-71,-61,-48,-69,-64,-65,NaN,NaN,17
-62,-54,-44,-59,-61,-44,-57,-48,-73,-52,-62,-60,-60,-47,-71,-60,-49,NaN,-65,-65,NaN,NaN,17
-63,-52,-44,-57,-61,-43,-58,-48,NaN,-58,-58,-62,-61,-47,-71,-60,-50,NaN,-63,-82,NaN,NaN,17
-62,-53,-43,-56,-60,-43,-56,-48,-71,-53,-57,-61,-61,-49,-71,-61,-49,-66,-64,-65,NaN,NaN,17
-62,-53,-43,-59,-60,-42,-57,-47,-71,-52,-58,-60,NaN,-49,-71,-59,-49,-66,-64,-65,NaN,-77,17
-62,-52,-44,-59,-61,-43,-57,-48,-73,-52,-58,-60,NaN,-49,NaN,-60,-50,NaN,-64,-65,NaN,-77,17
-63,-57,-44,-59,-62,-44,-55,-48,-73,-48,-57,-60,NaN,-48,NaN,-59,-49,NaN,-63,-66,NaN,NaN,17
-63,-52,-42,-58,-61,-44,-56,-47,-75,-52,-58,-61,NaN,-48,-71,-59,-49,NaN,-64,-64,NaN,NaN,17
-62,-52,-43,-59,-59,-39,-57,-48,-75,-52,-57,-61,-60,-48,-64,-61,-49,NaN,-65,-61,NaN,NaN,17
-62,-52,-43,-59,-62,-42,-56,-48,NaN,-52,-56,-61,-65,-48,-64,-63,-50,NaN,-42,-61,NaN,NaN,17
-63,-52,-43,-60,-62,-42,-58,-47,NaN,-52,-57,-61,-65,NaN,-72,-63,-52,-70,-82,-65,NaN,-81,17
-63,-52,-63,-59,-63,-43,-57,-49,NaN,-52,-58,-62,-61,-50,-73,-64,-49,-70,-47,-75,NaN,-81,17
-62,-54,-43,-59,-63,-44,-56,-48,-72,-49,-58,-61,-61,-57,-72,-60,-49,-66,-48,-63,NaN,NaN,17
-62,-53,-45,-60,-62,-44,-53,-48,-72,-55,-58,-62,-57,-57,-72,-60,-49,-66,-48,-63,NaN,NaN,17
-63,-53,-43,-59,-62,-43,-57,-47,-69,-52,-58,-60,-57,-49,-71,-59,-50,-66,-47,-64,NaN,-77,17
-63,-53,-42,-59,-61,-43,-57,-48,-69,-52,-57,-60,NaN,-48,-71,-61,-49,-65,-48,-62,NaN,-77,17
-62,-56,-43,-60,-61,-43,-57,-47,-72,-52,-59,-61,-60,-48,-69,-64,-49,-66,-47,-65,NaN,-77,17
-63,-52,-44,-60,-61,-47,-58,-49,-73,-52,-60,-62,-60,-48,-72,-59,-50,-67,-47,-65,-86,NaN,17
-63,-57,-43,-54,-61,-44,-58,-52,-73,-52,-59,-60,-60,-48,-72,-64,-49,-66,-48,-64,-82,NaN,17
-63,-53,-44,-60,-62,-43,-54,-48,-73,-52,-59,-60,-62,-48,-64,-63,-49,-65,-47,-61,-82,NaN,17
-62,-52,-43,-61,-62,-44,-58,-49,-74,-55,-58,-61,-62,-48,-72,-60,-49,-64,-47,-61,NaN,NaN,17
-62,-54,-43,-59,-61,-44,-55,-50,-74,-52,-57,-61,NaN,-48,-72,-62,-49,-64,-47,-63,NaN,NaN,17
-62,-53,-44,-59,-62,-43,-56,-49,-73,-52,-60,-61,-60,NaN,-70,-60,-49,NaN,-61,-64,NaN,NaN,17
-62,-53,-43,-59,-62,-43,-57,-48,-73,-55,-59,-62,-60,-48,-72,-62,-50,-66,-63,-64,NaN,NaN,17
-62,-53,-43,-59,-59,-44,-57,-48,-73,-52,-58,-60,-60,-48,-72,-61,-49,-67,-60,-63,NaN,NaN,17
-62,-53,-43,-59,-62,-43,-56,-48,-73,-53,-58,-61,-61,-49,-72,-61,-49,-68,-59,-64,NaN,-80,17
-62,-53,-43,-59,-62,-43,-56,-48,-73,-52,-59,-60,-60,-49,-72,-60,-49,-66,-63,-63,NaN,-79,17
-57,-53,-43,-59,-60,-43,-53,-47,-73,-53,-60,-61,-61,-49,-71,-63,-49,-66,-63,-64,NaN,-75,17
-62,-53,-43,-60,-60,-42,-57,-48,-73,-52,-59,-60,-61,-48,-71,-63,-48,-67,-64,-64,-87,-75,17
-63,-52,-43,-58,-62,-44,-56,-48,NaN,-55,-59,-62,-61,-48,-64,-63,-49,-67,-62,-61,-87,NaN,17
-62,-52,-43,-57,-62,-43,-57,-48,-73,-52,-58,-61,-59,-49,-64,-60,-48,NaN,-64,-63,NaN,-77,17
-62,-53,-44,-58,-61,-43,-57,-48,-73,-53,-58,-61,-59,-47,-64,-61,-49,NaN,-63,-61,-86,-77,17
-62,-53,-44,-60,-60,-44,-56,-48,-73,-52,-58,-60,NaN,-48,-71,-62,-49,-69,-61,-61,-86,-78,17
-62,-53,-43,-59,-60,-43,-58,-49,-69,-55,-58,-61,-60,-48,-71,-60,-49,-69,-62,-72,NaN,-78,17
-61,-51,-43,-59,-60,-44,-89,-48,-70,-52,-59,-60,-60,-48,NaN,-60,-50,NaN,-61,-64,NaN,-73,17
-61,-51,-41,-57,-60,-44,-53,-48,-73,-53,-59,-60,-56,-47,-65,-60,-49,-67,-60,-65,-87,-76,17
-55,-51,-43,-60,-60,-44,-56,-48,-73,-52,-59,-60,-56,-48,-69,-60,-48,-68,-60,-64,-87,-76,17
-62,-58,-43,-59,-60,-48,-57,-48,-69,-56,-59,-62,-56,-48,-70,-72,-49,-67,-63,-65,NaN,NaN,17
-61,-51,-43,-57,-59,-44,-57,-48,-69,-52,-59,-60,-56,-48,-72,-62,-50,-68,-63,-65,NaN,NaN,17
-61,-51,-42,-58,-59,-43,-58,-48,-74,-51,-58,-62,-60,-52,-71,-55,-49,-67,-61,-65,NaN,-79,17
-61,-51,-44,-58,-59,-43,-58,-48,-74,-52,-58,-61,-61,-48,-71,-60,-49,-66,-60,-65,NaN,-79,17
-61,-52,-40,-59,-59,-41,-56,-49,-73,-55,-59,-62,-61,-53,-70,-61,-49,-67,-60,-64,NaN,NaN,17
-61,-52,-43,-59,-59,-43,-55,-49,-73,-53,-58,-60,-60,-47,-72,-63,-49,-66,-63,-64,NaN,NaN,17
-61,-52,-44,-60,-59,-43,-57,-48,-76,-52,-58,-61,-56,-48,-63,-61,-49,-67,-64,-61,NaN,-79,17
-61,-52,-43,-56,-59,-44,-58,-66,-73,-56,-59,-60,-62,-49,-69,-62,-49,-67,-59,-64,NaN,-79,17
-60,-52,-42,-58,-59,-45,-55,-66,-72,-51,-59,-60,-60,-49,-74,-59,-49,-67,-59,-64,NaN,NaN,17
-61,-51,-46,-58,-59,-44,-57,-48,-73,-52,-64,-60,-59,-47,-72,-52,-49,-66,NaN,-65,NaN,NaN,17
-54,-54,-39,-57,-57,-43,-45,-54,-73,-57,-74,-66,-60,-54,-72,-48,-55,-66,-52,-59,NaN,NaN,18
-51,-56,-41,-57,-49,-36,-45,-52,-67,-50,-64,-66,-67,-54,NaN,-47,-59,NaN,-53,-55,NaN,NaN,18
-51,-54,-40,-62,-51,-39,-44,-51,-67,-51,-65,-62,-67,-54,NaN,-47,-55,-70,-53,-54,NaN,NaN,18
-51,-53,-40,-58,-51,-39,-43,-51,-69,-51,-67,-63,NaN,-54,NaN,-47,-59,-70,-57,-55,NaN,-78,18
-51,-57,-42,-59,-51,-38,-44,-50,-69,-50,-67,-62,-66,-55,NaN,-47,-56,-68,-59,-55,NaN,-78,18
-51,-54,-41,-57,-51,-40,-43,-51,-66,-52,-67,-62,-66,-53,-73,-48,-56,-68,-58,-57,NaN,NaN,18
-50,-56,-40,-59,-50,-39,-44,-54,-67,-50,-66,-61,NaN,-52,-73,-49,-55,NaN,-58,-55,NaN,NaN,18
-51,-54,-40,-63,-51,-38,-44,-54,-67,-50,-67,-60,NaN,-52,NaN,-49,-55,NaN,-52,-56,NaN,NaN,18
-51,-54,-41,-60,-49,-40,-43,-50,-63,-55,-67,-60,NaN,NaN,NaN,-50,-55,NaN,-51,-55,NaN,NaN,18
-52,-55,-40,-60,-50,-38,-44,-50,-67,-51,-67,-62,-64,-55,-72,-49,-59,NaN,-51,-54,NaN,-72,18
-52,-54,-41,-62,-51,-40,-42,-49,-66,-51,-67,-63,-64,-53,-72,-51,-66,NaN,-51,-51,NaN,-72,18
-52,-54,-40,-62,-51,-38,-43,-50,-67,-55,-66,-62,NaN,-53,NaN,-47,-55,NaN,-51,-55,NaN,NaN,18
-51,-54,-40,-62,-49,-39,-40,-49,-67,-55,-66,-62,NaN,NaN,-71,-48,-56,NaN,NaN,-55,NaN,NaN,18
-51,-53,-41,-62,-49,-40,-42,-49,-64,-51,-65,-62,-64,NaN,-70,-48,-56,-69,-52,-55,NaN,NaN,18
-52,-53,-40,-63,-51,-45,-42,-50,-65,-52,-66,-63,-64,-53,-73,-48,-56,-69,-50,-55,NaN,-73,18
-52,-57,-41,-63,-51,-39,-44,-50,-66,-55,-66,-63,-65,-53,-85,-48,-54,NaN,-59,-55,NaN,-73,18
-51,-53,-41,-62,-50,-39,-44,-51,-67,-51,-65,-63,-61,-53,-72,-49,-60,NaN,-51,-54,NaN,-69,18
-52,-52,-41,-62,-50,-39,-44,-50,-66,-51,-65,-63,-64,NaN,-73,-50,-56,NaN,-52,-64,NaN,-69,18
-51,-54,-41,NaN,-54,-38,-45,-50,-65,-51,-63,-62,-61,NaN,-74,-52,-54,-66,-50,-56,NaN,NaN,18
-52,-54,-40,-58,-51,-44,-44,-50,-59,-55,-68,-62,-63,-54,-72,-48,-60,-66,-52,-55,NaN,NaN,18
-52,-52,-41,-59,-50,-36,-44,-50,-67,-51,-66,-61,-63,-52,-72,-47,-55,NaN,-52,-56,NaN,NaN,18
-51,-55,-41,-63,-51,-40,-43,-50,-67,-51,-66,-61,-63,-54,NaN,-48,-55,-68,-53,-54,NaN,NaN,18
-52,-55,-40,-63,-54,-38,-44,-50,-66,-55,-65,-63,-66,-54,NaN,-48,-56,-68,-56,-55,NaN,-75,18
-52,-57,-39,-61,-50,-40,-44,-57,-67,-51,-65,-60,-66,-58,-73,-49,-56,NaN,-58,-55,NaN,-73,18
-51,-55,-41,-59,-50,-40,-44,-50,-65,-55,NaN,-60,-63,-74,-73,-48,-55,NaN,-59,-55,NaN,-73,18
-51,-55,-41,-57,-50,-38,-44,-52,-65,-50,-65,-61,-63,-55,NaN,-48,-59,NaN,-52,-55,NaN,-72,18
-51,-56,-42,-55,-50,-39,-43,-51,-65,-51,-69,-62,-64,-55,-74,-49,-56,-71,-57,-55,NaN,-72,18
-52,-57,-42,-56,-51,-38,-43,-52,-69,-51,-64,-62,-64,-55,-73,-48,-56,-70,-56,-55,NaN,NaN,18
-52,-56,-43,-55,-51,-39,-44,-53,-66,-51,-64,-60,-64,-52,-72,-48,-59,-69,-60,-54,NaN,-75,18
-51,-55,-39,-56,-51,-38,-44,-53,-66,-51,-64,-76,-64,-53,-72,-49,-56,-69,-89,-54,NaN,-76,18
-51,-54,-41,-56,-50,-38,-44,-51,-67,-51,-66,-62,-63,-56,-67,-47,-56,NaN,-59,-55,NaN,-75,18
-51,-53,-41,-52,-49,-38,-44,-52,-67,-51,-66,-62,-62,-56,-68,-47,-55,NaN,-64,-54,NaN,-78,18
-51,-53,-41,-52,-51,-38,-44,-53,-68,-52,-65,-62,-63,-55,-72,-46,-61,-69,-55,-54,NaN,-73,18
-51,-56,-41,-55,-51,-40,-54,-53,-68,-55,-67,-63,-64,-53,-71,-47,-54,-68,-56,-55,-85,-74,18
-52,-56,-42,-60,-51,-35,-44,-51,-66,-55,-66,-61,-64,-52,-71,-46,-55,-68,-52,-55,-85,-74,18
-52,-56,-41,-55,-51,-40,-44,-49,-66,-50,-65,-62,-64,-54,-71,-48,-56,-69,-57,-55,-85,NaN,18
-52,-56,-39,-57,-50,-40,-44,-55,-61,-50,-60,-63,-63,-52,-67,-48,-56,-69,-57,-55,-85,NaN,18
-52,-57,-41,-57,-50,-39,-43,-50,-65,-55,-66,-62,-63,-54,-67,-46,-55,-70,-55,-55,NaN,NaN,18
-52,-57,-42,-56,-51,-39,-45,-50,-66,-51,-65,-63,-64,-59,-71,-47,-59,-71,-56,-55,NaN,NaN,18
-52,-55,-42,-59,-51,-39,-43,-49,-66,-51,-66,-62,-64,-59,-71,-47,-56,-71,-56,-55,NaN,NaN,18
-55,-56,-42,-63,-49,NaN,-43,-52,-70,-56,-73,-63,-65,-55,-70,-47,-54,-64,-56,-55,NaN,NaN,18
-52,-57,-40,-63,-51,-36,-44,-48,-68,-55,-63,-63,-62,-58,-70,-47,-55,-64,-59,-53,NaN,NaN,18
-52,-56,-40,-57,-51,-40,-44,-51,-67,-51,-66,-63,-64,-58,-70,-46,-54,NaN,-53,-54,NaN,-74,18
-52,-56,-41,-59,-51,-40,-43,-51,-67,-51,-65,-61,-64,-54,-70,-48,-55,-71,-52,-65,NaN,-74,18
-52,-56,-41,-60,-50,-39,-44,-51,-66,-51,-65,-61,-64,-54,-70,-47,-56,-71,-52,-55,NaN,-71,18
-52,-55,-41,-60,-51,-38,-44,-52,-68,-51,-64,-62,-64,-55,NaN,-47,-55,-67,-59,-55,NaN,-71,18
-52,-55,-41,-60,-50,-39,-44,-50,-67,-50,-65,-61,-63,-56,NaN,-46,-59,-67,-56,-54,NaN,NaN,18
-52,-54,-41,-59,-51,-39,-44,-50,-66,-52,-66,-61,-63,-54,-70,-47,-59,NaN,-62,-54,NaN,NaN,18
-52,-56,-41,-59,-50,-45,-44,-51,-68,-55,-69,-61,-65,-54,-70,-47,-60,NaN,-59,-54,NaN,-75,18
-52,-56,-40,-59,-50,-38,-44,-52,-68,-52,-67,-63,-64,NaN,NaN,-47,-55,NaN,-55,-54,NaN,-75,18
-52,-55,-40,-58,-51,-38,-44,-50,NaN,-51,-65,-61,-65,-75,NaN,-47,-55,NaN,-56,-56,NaN,NaN,18
-52,-55,-41,-58,-51,-42,-44,-51,-67,-51,-67,-62,-65,-75,NaN,-48,-55,-67,-53,-54,NaN,NaN,18
-52,-55,-41,-57,-51,-38,-44,-52,-67,-51,-57,-61,-65,-55,-67,-46,-55,-67,-56,-55,NaN,NaN,18
-52,-57,-41,-61,-51,-38,-45,-51,-67,-50,-67,-59,NaN,-52,-67,-48,-50,-67,-58,-54,NaN,NaN,18
-52,-57,-41,-61,-51,-40,-45,-51,-68,-51,-67,-65,-64,-52,NaN,-67,-60,-67,-85,-54,NaN,NaN,18
-52,-55,-37,-57,-51,-38,-44,-51,-67,-51,-66,-63,-64,-52,-71,-46,-58,NaN,-55,-57,NaN,NaN,18
-52,-57,-40,-58,-51,-39,-44,-51,-66,-52,-66,-63,-68,-53,-71,-46,-60,-67,-55,-55,NaN,NaN,18
-51,-57,-41,-56,-50,-38,-44,-52,-66,-52,-66,-61,-68,-52,NaN,-47,-55,-67,-54,-56,NaN,NaN,18
-52,-56,-41,-56,-51,-38,NaN,-52,-69,-51,-66,-63,-64,-54,NaN,-47,-55,NaN,-54,-55,NaN,NaN,18
-52,-56,-41,-59,-51,-40,-44,-52,-59,-51,NaN,-63,-64,-55,-70,-47,-55,NaN,-54,-55,NaN,NaN,18
-52,-57,-41,-53,-50,-39,-44,-52,-67,-52,-65,-61,NaN,-55,-70,-46,-55,NaN,-57,-55,NaN,-72,18
-51,-57,-37,-53,-50,-38,-44,-52,-67,-52,-65,-60,NaN,NaN,-71,-47,-60,-68,-56,-55,NaN,-72,18
-52,-56,-41,NaN,-51,-38,-44,-52,-68,-50,-66,-61,-61,-54,-71,-47,-55,-68,-56,-56,NaN,NaN,18
-52,-56,-41,NaN,-49,-38,-44,-52,-68,-53,-67,-60,-66,-55,-70,-46,-60,-69,NaN,-55,-84,NaN,18
-52,-56,-42,-59,-54,-40,-44,-51,-68,-50,-66,-62,-66,-55,-64,-47,-55,-69,-57,-54,-84,NaN,18
-52,-57,-40,-57,-50,-38,-44,-51,-64,-51,-69,-62,NaN,NaN,-66,-47,-59,NaN,-57,-55,NaN,NaN,18
-52,-57,-40,-58,-50,-38,-44,-52,-66,-50,-65,-63,NaN,NaN,-68,-46,-54,NaN,NaN,-55,NaN,NaN,18
-52,-57,-40,-59,-50,-38,-44,-70,-65,-51,-65,-60,-66,NaN,-72,-47,-60,NaN,-59,-55,NaN,NaN,18
-52,-56,-41,-59,-51,-38,-44,-52,-65,-54,-65,-62,-65,-57,-70,-47,-60,-66,-59,-55,NaN,NaN,18
-52,-56,-42,-59,-50,-36,-44,-52,-67,-50,-65,-61,-65,-57,-70,-46,-55,-66,-56,-54,-86,NaN,18
-51,-55,-41,-59,-51,-38,-69,-52,-67,-51,-67,-63,-65,-54,-71,-46,-54,-70,-54,-56,-86,-74,18
-51,-55,-41,-59,-51,-36,-69,-52,-67,-51,-66,-63,-65,-56,-71,-46,-56,-70,-54,-55,-76,-70,18
-51,-53,-40,-59,-51,-38,-45,-50,NaN,-52,-69,-63,-65,-55,NaN,-46,-55,NaN,-57,-55,-76,-70,18
-51,-56,-41,-55,-50,-37,-47,-50,-66,-58,-69,-65,-67,-55,NaN,-45,-57,NaN,-52,-53,NaN,NaN,18
-51,-55,-38,-57,-49,-37,-43,-51,-65,-51,-64,-61,-65,-55,NaN,-46,-61,NaN,-53,-56,-87,NaN,18
-51,-56,-42,-60,-51,-39,-44,-52,-65,-51,-66,-61,-57,-53,-72,-48,-57,NaN,-54,-54,-87,NaN,18
-51,-55,-42,-59,-51,-38,-46,-53,NaN,-51,-66,-63,-69,-59,-72,-48,-58,NaN,-60,-53,NaN,NaN,18
-51,-52,-41,-62,-50,-37,-45,-51,NaN,-50,NaN,-63,-68,-55,NaN,-47,-55,NaN,-59,-70,NaN,NaN,18
-51,-54,-44,-59,-50,-38,-45,-52,-67,-51,-68,-60,-67,-63,-72,-48,-57,NaN,-53,-58,NaN,-74,18
-55,-58,-46,-67,-52,-37,-45,-51,-67,-51,-63,-63,-67,-59,-69,-47,-58,NaN,-53,-55,NaN,-74,18
-66,-61,-44,-55,-64,-39,-46,-66,-76,-56,-60,-63,-67,-54,-72,-52,-67,-69,NaN,-45,NaN,-65,19
-67,-63,-48,-66,-62,-38,NaN,-66,-76,-65,-66,-63,-67,-56,-72,-80,-64,-72,-65,-62,-89,-70,19
-68,-61,-46,-66,-60,-38,-65,-57,NaN,-64,-57,-64,-63,-56,-74,-57,-63,-72,-47,-45,-89,-74,19
-67,-60,-45,-64,-59,-38,-62,-54,NaN,-64,-59,-70,-63,-52,-74,-50,-63,-66,-47,-46,NaN,-69,19
-66,-73,-46,-59,-60,-37,-66,-56,-75,-65,-58,-65,-61,-52,-74,-50,-61,-73,-45,-46,NaN,-72,19
-67,-60,-46,-60,-60,-37,-57,-55,-73,-65,-59,-65,-61,-52,-74,-51,-61,-73,-47,-46,NaN,-71,19
-72,-62,-47,-63,-64,-37,-68,-57,-73,-65,-59,-66,-63,-53,-63,-51,-59,-73,-47,-46,NaN,-72,19
-67,-59,-46,-60,-58,-39,-60,-56,-74,-64,-67,-68,-66,-52,-73,-49,-60,-73,-46,-48,NaN,-67,19
-68,-58,-46,-60,-60,-37,-66,-55,-74,-65,-59,-64,-67,-52,-73,-51,-56,NaN,-46,-46,NaN,-67,19
-68,-60,-47,-60,-60,-38,-63,-57,NaN,-65,-58,-64,-61,-52,-75,-51,-63,-74,-51,-46,NaN,-68,19
-67,-60,-47,-60,-60,-38,-67,-56,NaN,-66,-58,-66,-64,-52,-76,-52,-62,-74,-46,-46,NaN,-68,19
-69,-60,-48,-62,-61,-38,-63,-56,NaN,-66,-58,-66,-63,-52,-74,-51,-62,-74,-47,-46,NaN,-70,19
-68,-63,-47,-60,-60,-37,-64,-57,-76,-65,-59,-65,-63,NaN,-74,-50,-63,-73,-47,-46,NaN,-71,19
-68,-61,-47,-60,-59,-37,-66,-58,-76,-64,-57,-66,-63,NaN,-75,-49,-60,-71,-47,-46,NaN,-71,19
-67,-63,-46,-63,-60,-38,-64,-56,NaN,-65,-59,-72,-61,-51,-75,-50,-63,-72,-47,-54,NaN,NaN,19
-67,-62,-46,-63,-60,-38,-64,-56,-77,-64,-58,-66,-62,-53,-75,-50,-63,-72,-47,-46,NaN,-72,19
-67,-61,-45,-62,-59,-38,-64,-56,-77,-66,-59,-67,-62,-52,-76,-51,-61,NaN,-47,-46,-86,-72,19
-67,-60,-47,-63,-60,-37,-65,-57,-74,-64,-58,-65,-63,-52,-74,-50,-61,NaN,-46,-46,-86,-71,19
-66,-66,-46,-60,-61,-37,-64,-57,-74,-65,-59,-67,-61,-52,-74,-50,-63,-76,-46,-46,NaN,-72,19
-67,-62,-45,-60,-60,-37,-64,-58,NaN,-63,-58,-66,-63,-52,-74,-51,-65,-73,-45,-46,-90,-71,19
-67,-61,-47,-63,-60,-37,-64,-60,NaN,-65,-58,-66,-61,-52,-74,-51,-63,-72,-48,-46,-90,-72,19
-67,-61,-46,-60,-60,-39,-63,-58,-77,-66,-58,-71,-64,-51,-76,-51,-63,-72,-47,-46,NaN,-71,19
-67,-61,-46,-60,-59,-37,-64,-56,-74,-67,-58,-71,-64,-51,-74,-51,-64,-74,-46,-46,NaN,-71,19
-67,-61,-46,-59,-60,-37,-63,-54,-77,-64,-64,-65,NaN,-53,-68,-51,-63,-74,-46,-54,NaN,NaN,19
-67,-64,-46,-60,-60,-37,-66,-56,-78,-66,-58,-66,-61,-52,-68,-50,-64,NaN,-46,-46,NaN,NaN,19
-67,-66,-45,-61,-61,-37,-64,-56,-77,-65,-58,-66,-63,-52,NaN,-77,-64,NaN,-46,-46,NaN,NaN,19
-66,-61,-46,-59,-60,-37,-64,-56,-77,-66,-57,-66,-64,-50,-76,-50,-62,NaN,-46,-45,-91,NaN,19
-67,-61,-46,-61,-59,-37,-64,-56,-77,-66,-82,-66,-62,-50,-74,-50,-63,NaN,-46,-46,-91,NaN,19
-67,-60,-47,-60,-59,-36,-64,-56,-77,-65,-59,-76,-61,NaN,-76,-50,-62,-72,-46,-54,NaN,NaN,19
-66,-62,-46,-61,-59,-38,-62,-57,-73,-65,-59,-76,-64,-51,-75,-49,-62,-72,NaN,-46,NaN,NaN,19
-67,-63,-45,-65,-60,-37,-64,-58,-73,-67,-58,-74,-62,-52,-75,-52,-63,-72,NaN,-45,NaN,NaN,19
-67,-62,-46,-61,-62,-37,-64,-56,-77,-66,-58,-66,-62,-52,-73,-50,-62,-74,-43,-46,NaN,NaN,19
-68,-63,-46,-65,-61,-38,-64,-57,-77,-66,-58,-66,-61,NaN,-73,-51,-62,-75,-43,-46,NaN,-74,19
-67,-63,-46,-60,-61,-37,-63,-55,-76,-66,-58,-65,-61,-50,-71,-50,-77,-75,-43,-47,NaN,-69,19
-67,-63,-46,-61,-62,-76,-64,-56,-79,-65,NaN,-64,-61,-50,-71,-51,-60,NaN,-47,-46,NaN,-70,19
-67,-63,-46,-61,-59,-37,-64,-54,-79,-65,-57,-64,-61,-47,NaN,-51,-64,-71,-50,-46,NaN,-70,19
-67,-63,-46,NaN,-58,-38,-63,-57,NaN,-66,-57,NaN,NaN,-57,NaN,-51,-60,-71,-47,-46,NaN,NaN,19
-67,-63,-46,NaN,-61,-38,-63,-57,-74,-65,-58,NaN,-61,-51,-74,-50,-63,-71,-46,-46,NaN,-69,19
-67,-64,-46,-61,-60,-37,-64,-55,-75,-65,-58,-66,-61,-50,-77,-50,-61,-74,-47,-46,NaN,-63,19
-67,-63,-46,-60,-61,-74,-63,-58,-75,-67,-59,-64,-61,-54,-77,-51,-63,-73,-46,-46,NaN,-66,19
-67,-62,-46,-59,-60,-38,-64,-57,-75,-64,-57,-65,-62,-50,-73,-52,-61,-68,-46,-45,NaN,-66,19
-67,-62,-45,-59,-63,-40,-65,-58,-75,-66,-58,-74,-61,-50,-73,-51,-60,-75,-46,-46,NaN,-72,19
-67,-63,-45,-61,-61,-36,-62,-55,-74,-67,-65,-65,-61,-50,NaN,-51,-63,-75,-50,-45,NaN,-72,19
-67,-62,-46,-64,-61,-38,-63,-58,-73,-66,-58,-65,NaN,-52,-74,-51,-63,-76,-50,-46,NaN,-70,19
-67,-64,-48,-61,-60,-39,-64,-63,-74,-66,-59,-64,-60,-51,-74,-50,-61,-76,-47,-46,NaN,-70,19
-67,-62,-46,-64,-60,-37,-63,-58,-74,-66,-58,-64,-60,-50,-75,-50,-63,NaN,-47,-46,NaN,-70,19
-67,-64,-46,-61,-62,-38,-63,-57,NaN,-65,-60,NaN,NaN,-50,-70,-50,-62,-78,NaN,-46,NaN,NaN,19
-67,-65,-46,-61,-60,-37,-64,-58,-70,-65,-58,NaN,NaN,-50,-75,-50,-63,-74,-43,-45,NaN,NaN,19
-68,-68,-47,-56,-64,-38,-65,-57,-70,NaN,-59,-65,-62,-50,-75,-50,-63,-74,-47,-54,NaN,NaN,19
-67,-64,-46,-61,-60,-37,-63,-57,NaN,-66,-58,-66,-61,-50,-72,-51,-62,NaN,-44,-46,NaN,NaN,19
-67,-62,-48,-60,-63,-37,-62,-59,-74,-67,-58,-66,-61,-50,-74,-50,-63,-74,-43,-46,NaN,NaN,19
-67,-64,-46,-60,-62,-36,-63,-59,-74,-67,-59,-65,-61,-54,-74,-50,-64,-75,-43,-46,NaN,-71,19
-67,-65,-45,-60,-64,-37,-64,-58,NaN,-67,-60,-75,-61,-49,NaN,-50,-64,-79,-48,-46,NaN,-71,19
-67,-63,-45,-60,-64,-37,-63,-59,NaN,-68,-59,-75,-60,-50,NaN,-50,-63,-79,-47,-46,NaN,-71,19
-68,-62,-46,-60,-63,NaN,-63,-58,NaN,-66,-59,-64,-65,-50,NaN,-51,-63,-75,-46,-46,NaN,-71,19
-68,-64,-45,-60,-63,-35,-63,-58,NaN,-66,-59,-64,-61,-50,-75,-51,-63,-74,-47,-45,NaN,NaN,19
-68,-63,-46,-58,-62,-36,-60,-56,-74,-65,-58,-65,-61,-50,-75,-52,-61,-74,-47,-46,NaN,NaN,19
