04:18:d6:c1:98:24_inonet,e8:37:7a:6c:7f:55_PYR,18:28:61:1c:0b:69_EVOSOFT,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,REF_POINT
-43,-45,-61,-40,-52,NaN,-45,-55,-53,-56,-27,-51,-45,NaN,-40,-50,-61,-44,-54,19
-44,-45,-61,-40,-54,-55,-50,-55,-54,-59,-34,-44,-43,NaN,-40,-50,-60,-43,-54,19
-44,-45,-61,-41,-54,-55,-44,-55,-52,-59,-34,-44,-49,-64,-37,-50,-59,-42,-55,19
-43,-45,-62,-40,-55,-60,-45,-55,-53,-59,-34,-45,-43,-64,-37,-49,-59,-43,-55,19
-46,-45,-62,-40,-55,-60,-45,-55,-53,-59,-34,-45,-43,-64,-37,-49,-59,-43,-55,19
-54,-57,-62,-66,-61,-56,-58,-54,-63,-57,-34,-45,-43,-65,-36,-44,-59,-44,-51,20
-57,-59,NaN,NaN,-59,-56,-58,NaN,-63,-54,NaN,-45,-43,-63,-27,-45,NaN,-46,-38,20
-56,-58,NaN,-62,-59,-56,-58,NaN,-63,-55,NaN,-45,-40,-64,-36,-54,-63,-44,-38,20
-56,-59,NaN,-62,-59,-50,-57,-72,-62,-56,-47,-44,-42,-62,-36,-44,-63,-41,-38,20
-56,-58,NaN,-61,-59,-51,-57,-72,-60,-53,-47,-45,-43,-64,-36,-51,-63,-42,-38,20
-54,-59,NaN,-64,NaN,-51,-56,-72,-61,-53,-46,-47,-43,-63,-43,-49,-63,-43,-37,20
-54,-57,NaN,-62,NaN,-51,-54,-72,-62,-52,-45,-46,-39,-64,-37,-45,NaN,-44,-38,20
-55,-61,NaN,-57,-61,-51,-54,NaN,-60,-52,-43,-46,-41,-64,-35,-42,NaN,-42,-40,20
-56,-56,NaN,-61,-55,-55,-58,-68,-61,-54,-41,-51,-41,-66,-27,-41,-60,-43,-39,20
-54,-58,NaN,-60,-55,-56,-55,-68,-62,-54,-39,-45,-39,-63,-27,-46,-59,-41,-39,20
-55,-61,NaN,-60,-55,-56,-55,-68,-62,-54,-39,-45,-39,-63,-27,-46,-59,-41,-39,20
-55,-56,NaN,-60,-54,-56,-54,-69,-58,-54,-49,-49,-39,-60,-27,-40,-59,-41,-39,20
-57,-55,-76,-60,-55,-54,-54,-69,-59,-54,-41,-49,-43,-63,-27,-40,-59,-41,-39,20
-57,-57,-76,-64,-55,-54,-54,-69,-60,-54,-41,-49,-38,-63,-26,-41,-59,-42,-39,20
-55,-60,-76,-59,-55,-51,-54,-69,-61,-54,-40,-44,-37,-63,-27,-40,NaN,-42,-40,20
-57,-55,-78,-60,-60,-52,-54,NaN,-62,-53,-41,-49,-42,-62,-27,-40,NaN,-41,-39,20
-57,-60,-78,-58,-60,-52,-57,NaN,-59,-53,-40,-46,-38,-62,-26,-41,NaN,-42,-39,20
-57,-55,-78,-59,-57,-55,-57,NaN,-60,-53,-39,-46,-38,-62,-22,-40,NaN,-41,-39,20
-56,-55,-78,-62,-61,-55,-58,NaN,-67,-56,-43,-46,-40,-62,-23,-41,NaN,-41,-39,20
-55,-57,NaN,-60,-60,-51,-58,NaN,-61,-56,-39,-46,-37,-62,-27,-40,-59,-40,-39,20
-54,-57,NaN,-59,-59,-51,-60,NaN,-59,-56,-40,-42,-38,-62,-27,-40,-59,-42,-38,20
-55,-59,NaN,-64,-60,-51,-60,NaN,-67,-56,-46,-45,-38,-62,-27,-41,-59,-41,-38,20
-54,-57,-80,-58,-60,-58,-60,NaN,-67,NaN,-49,-45,-39,-61,-34,-46,-60,-42,-39,20
-53,-55,-80,-63,-54,-56,-56,NaN,-63,NaN,-40,-45,-40,-61,-24,-40,-60,-42,-39,20
-55,-57,-80,-62,-54,-53,-56,NaN,-63,-53,-41,-45,-42,-62,-26,-45,-60,-42,-39,20
-57,-56,-77,-64,-62,-52,-58,NaN,-60,-55,-40,-45,-38,-62,-35,-40,-60,-41,-39,20
-54,-56,-77,-66,-62,-52,-57,-65,-62,-55,-40,-46,-39,-62,-27,-40,-58,-42,-39,20
-56,-58,-77,-58,-62,-53,-61,-65,-61,-54,-42,-46,-39,-60,-74,-46,-58,-46,-39,20
-55,-62,-77,-58,-62,-53,-61,-65,-61,-54,-42,-46,-39,-60,-74,-46,-58,-46,-39,20
-54,-60,-77,-59,-60,-53,-56,-65,-61,-54,-40,-48,-38,-62,-27,-40,-58,-41,-56,20
-56,-57,-77,-63,-61,-53,-55,-69,-61,-61,-47,-47,-37,-60,-34,-41,-61,-40,-39,20
-55,-55,NaN,-58,-65,-53,-57,-69,-66,-61,-40,-46,-39,-59,-27,-40,-61,-41,-39,20
-55,-58,NaN,-60,-56,-56,-57,-69,-62,-53,-40,-50,-43,-61,-27,-42,-62,-40,-40,20
-55,-55,NaN,-62,-56,-56,-56,-69,-62,-53,-41,-50,-43,-60,-34,-42,-60,-40,-39,20
-55,-61,NaN,-64,-58,-56,-56,NaN,-59,-52,-48,-45,-39,-62,-27,-42,-60,-42,-39,20
-54,-60,NaN,-64,-56,-56,-57,NaN,-61,-52,-47,-44,-39,-61,-27,-40,-61,-41,-39,20
-55,-56,-78,-60,-56,-51,-61,-65,-60,-53,-40,-46,-39,-61,-26,-42,-60,-40,-39,20
-54,-56,-78,-59,-56,-57,-61,-65,-61,-53,-47,-46,-37,-61,-35,-40,-60,-39,-39,20
-55,-61,-78,-59,-61,-49,-57,-65,-59,-52,-43,-46,-44,-61,-27,-41,-60,-39,-48,20
-56,-56,-78,-58,-65,-52,-55,-65,-61,-62,-38,-43,-44,-61,-27,-41,-60,-41,-39,20
-55,-55,NaN,-62,-62,-59,-60,-69,-65,-62,-42,-42,-40,-61,-27,-40,-58,-41,-39,20
-56,-56,NaN,-58,-58,-53,-60,-69,-60,-52,-45,-44,-37,-61,-27,-40,-59,-41,-42,20
-57,-56,-75,-56,-58,-50,-56,-67,-60,-52,-40,-44,-37,-61,-27,-46,-59,-42,-39,20
-56,-55,-76,-57,-59,-56,-57,-67,-60,-64,-41,-44,-38,-62,-36,-40,-59,-42,-39,20
-57,-54,-82,-57,-56,-53,-59,-70,-62,-64,-39,-44,-38,-61,-27,-40,-59,-40,-39,20
-60,-56,-82,-58,-56,-51,-57,-70,-62,-52,-40,-46,-38,-62,-27,-40,-59,-41,-39,20
-60,-56,-82,-58,-56,-51,-57,-70,-62,-52,-40,-46,-38,-62,-27,-40,-59,-41,-39,20
-56,-54,-77,-58,-60,-57,-57,-70,-60,-52,-40,-45,-37,-62,-26,-41,-59,-41,-39,20
-56,-55,-77,-62,-60,-53,-57,-71,-60,-53,-40,-49,-37,-61,-27,-45,-58,-41,-39,20
-60,-57,-77,-59,-61,-53,-59,-71,-60,-53,-39,-45,-37,-61,-34,-41,-59,-41,-49,20
-55,-55,-77,-58,-62,-53,-55,-71,-62,-51,-40,-46,-44,-61,-27,-41,-58,-42,-39,20
-56,-55,NaN,-58,-62,-56,-54,-71,-61,-51,-41,-46,-37,-61,-40,-47,-58,-41,-39,20
-55,-56,NaN,-62,-60,-52,-56,NaN,-63,-54,-46,-44,-39,-62,-34,-46,-59,-43,-39,20
-57,-55,NaN,-62,-60,-52,-59,NaN,-63,-53,-43,-49,-43,-62,-27,-41,-59,-41,-39,20
-59,-58,NaN,-62,-60,-56,-59,NaN,-63,-53,-43,-45,-37,-63,-34,-40,-61,-40,-38,20
-55,-56,NaN,-62,-60,-56,-59,-70,-63,-54,-47,-46,-37,-63,-27,-40,-61,-40,-38,20
-57,-57,NaN,NaN,-57,-55,-57,-70,-62,-53,-42,-46,-42,-61,-34,-46,-61,-41,-39,20
-55,-56,NaN,NaN,-57,-51,-56,-70,-61,-54,-41,-45,-42,-62,-27,-41,-61,-41,-39,20
-57,-56,NaN,NaN,-57,-51,-61,-70,-59,-54,-43,-50,-42,-62,-27,-41,-59,-41,-40,20
-56,-57,NaN,NaN,-60,-51,-59,NaN,-62,-54,-41,-44,-42,-61,-27,-41,-59,-43,-39,20
-57,-56,NaN,-62,-62,-51,-59,NaN,-62,-54,-44,-43,-38,-66,-35,-46,-60,-41,-39,20
-58,-59,NaN,-62,-62,NaN,-59,NaN,-59,-53,-45,-46,-38,-60,-34,-40,-60,-40,-39,20
-56,-62,NaN,-57,-54,NaN,-59,NaN,-59,-53,-40,-45,-43,-60,-42,-40,-60,-41,-39,20
-57,-56,NaN,-59,-54,-52,-55,NaN,-60,-53,-39,-45,-34,-61,-27,-40,-62,-41,-39,20
-57,-54,-75,-59,-60,-52,-55,NaN,-62,-54,-48,-46,-36,-60,-36,-40,-60,-41,-39,20
-57,-52,-76,-56,-60,-50,-55,-72,-58,-54,-41,-48,-36,-60,-35,-45,-58,-41,-39,20
-57,-56,-75,-60,-60,-50,-55,-72,-58,-58,-49,-45,-35,-61,-35,-41,-58,-41,-39,20
-57,-58,-75,-57,-60,-55,NaN,-72,-58,-58,-41,-48,-35,-63,-36,-42,-58,-42,-39,20
-57,-55,-79,-58,NaN,-55,NaN,-72,-57,-63,-40,-43,-34,-63,-34,-41,-58,-42,-39,20
-56,-56,-77,-58,-62,-55,NaN,-67,-57,-52,-46,-44,-36,-63,-23,-41,-61,-43,-40,20
-57,-55,-77,-63,-60,-52,NaN,-67,-57,-50,-46,-48,-35,-62,-24,-41,-61,-41,-49,20
-56,-58,-80,-63,-60,-54,-58,-67,-60,-53,-42,-47,-37,-62,-34,-40,-61,-43,-42,20
-57,-57,-84,-59,-56,-50,-61,-65,-62,-60,-41,-50,-36,-60,-38,-42,-56,-47,-38,20
-55,-60,-84,-61,-55,-54,-52,-68,-60,-60,-40,-50,-35,-60,-36,-43,-56,-42,-43,20
-56,-56,-75,-57,-66,-63,-59,-68,-55,-60,-44,-43,-48,-65,-34,-53,-62,-52,-43,21
-56,-58,-70,-63,-66,-63,-52,NaN,-54,-60,-42,-44,-40,-63,-27,-51,-61,-51,-47,21
-54,-59,-74,-55,-64,-53,-52,NaN,-54,-60,-38,-49,-39,-64,-34,-50,-59,-50,-41,21
-56,-59,-73,-56,-64,-52,-54,NaN,-57,-60,-49,-44,-42,-70,-46,-51,-61,-51,-41,21
-59,-57,-73,-58,-67,-53,-56,NaN,-58,-63,-50,-42,-38,-64,-22,-51,-58,-50,-42,21
-56,-55,-73,-56,-67,-57,-56,NaN,-58,-60,-42,-44,-38,-65,-35,-51,-57,-50,-41,21
-55,-57,-80,-60,-67,-54,-55,NaN,-56,-60,-43,-43,-44,-66,-38,-51,-57,-59,-47,21
-55,-57,-72,-60,-70,-54,-59,NaN,-56,-60,-48,-42,-39,-65,-36,-51,-59,-52,-41,21
-54,-64,-78,-55,-64,-54,-52,NaN,-55,-60,-42,-42,-38,-65,-36,-52,-59,-52,-42,21
-55,-63,-78,-55,-64,-52,-56,NaN,-56,-60,-47,-47,-38,-66,-35,-52,-57,-54,-47,21
-56,-57,-76,-60,-64,-52,-56,NaN,-67,-62,-46,-43,-38,-65,-36,-51,-57,-51,-41,21
-55,-58,-72,-60,-61,-52,-53,NaN,-55,-62,-43,-42,-40,-64,-36,-50,-57,-54,-41,21
-54,-57,-69,-56,-63,-50,-52,NaN,-55,-62,-43,-43,-43,-65,-46,-49,-57,-51,-42,21
-54,-59,-69,-56,-63,-50,-60,NaN,-55,-62,-43,-43,-43,-64,-36,-50,-59,-56,-42,21
-54,-58,-69,-56,-63,-50,-52,NaN,-53,-62,-42,-42,-42,-64,-36,-51,-59,-51,-41,21
-63,-64,-69,-56,-63,-50,-52,NaN,-53,-62,-42,-42,-42,-64,-36,-51,-59,-51,-41,21
-54,-58,-69,-56,-59,-51,-52,NaN,-56,-61,-42,-43,-43,-67,-36,-51,-57,-53,-42,21
-56,-58,NaN,-61,-59,-52,-52,NaN,-55,-61,-47,-43,-38,-66,-46,-53,-57,-52,-42,21
-54,-58,NaN,-55,-62,-52,-51,NaN,-56,-61,-42,-43,-43,-66,-36,-54,-60,-52,-47,21
-54,-57,NaN,-55,-62,-52,-59,NaN,-56,-61,-41,-43,-42,-66,-36,-52,-60,-52,-42,21
-56,-58,NaN,-60,-62,-52,-58,NaN,-55,-61,-42,-43,-43,-66,-27,-51,-60,-52,-47,21
-55,-57,NaN,-55,-62,-53,-58,NaN,-55,-60,-46,-43,-39,NaN,-36,-54,-60,-52,-42,21
-54,-58,NaN,-60,-56,-53,-52,NaN,-54,-61,-42,-43,-43,NaN,-36,-51,NaN,-54,-46,21
-55,-57,-72,-55,-56,-53,-52,NaN,-54,-61,-43,-44,-42,-66,-35,-50,NaN,-51,-41,21
-57,-57,-72,-60,-58,-51,-59,NaN,-54,-61,-46,-43,-43,-66,-36,-51,-61,-52,-42,21
-57,-64,-72,-61,-64,-51,-54,NaN,-53,-61,-42,-43,-44,-66,-46,-53,-61,-54,-41,21
-54,-63,-72,-60,-64,-51,-60,NaN,-65,-65,-42,-43,-41,-67,-36,-51,-60,-53,-42,21
-55,-57,NaN,-57,-64,-51,-60,NaN,-55,-63,-41,-47,-38,-67,-35,-52,-60,-53,-47,21
-54,-57,NaN,-60,-56,-50,-58,NaN,-54,-64,-42,-47,-38,-67,-35,-51,-60,-52,-42,21
-57,-58,NaN,-61,-60,-50,-49,NaN,-55,-64,-42,-47,-38,-67,-36,-51,-60,-51,-41,21
-54,-57,NaN,-57,-60,-51,-52,NaN,-56,-64,-43,-44,-42,-67,-36,-52,-60,-52,-41,21
-55,-57,NaN,-56,-60,-51,-50,NaN,-54,-64,-41,-48,-46,NaN,-35,-52,-60,-51,-42,21
-53,-57,NaN,-60,-63,-51,-51,NaN,-55,-63,-41,-43,-39,NaN,-36,-52,-60,-52,-40,21
-56,-58,NaN,-56,-63,-51,-51,NaN,-55,-63,-46,-44,-45,NaN,-37,-52,-60,-51,-41,21
-55,-62,NaN,-59,-63,-51,-51,NaN,-54,-63,-41,-46,-40,NaN,-35,-52,-60,-52,-41,21
-56,-59,NaN,-60,-63,-51,-52,NaN,-55,-63,-41,-43,-39,NaN,-36,-56,-60,-53,-42,21
-55,-63,NaN,-60,NaN,NaN,-51,NaN,-55,-63,-42,-44,-39,-66,-36,-51,-60,-53,-40,21
-55,-68,NaN,-60,-63,NaN,-51,NaN,-54,-63,-42,-43,-39,-66,-36,-52,-59,-52,-41,21
-55,-60,-72,-59,-63,-55,-54,NaN,-56,-61,-42,-43,-45,-64,-46,-53,-59,-54,-41,21
-53,-59,-76,-58,-63,-50,-52,NaN,-56,-62,-43,-43,-45,-65,-46,-53,-61,-53,-41,21
-53,-57,-73,-55,-63,-54,-52,NaN,-57,-62,-42,-44,-40,-66,-35,-52,-61,-54,-41,21
-54,-58,-75,-55,-60,-52,-52,NaN,-66,-66,-42,-45,-45,-66,-38,-52,-61,-53,-42,21
-54,-57,-73,-60,-60,-52,-52,NaN,-54,-60,-42,-45,-40,-66,-46,-52,-60,-54,-41,21
-54,-57,-73,-56,-60,-50,-52,NaN,-66,-60,-40,-44,-40,-66,-36,-55,-60,-54,-42,21
-53,-64,-73,-60,-63,-51,-52,NaN,-54,-60,-42,-45,-45,-66,-35,-51,-58,-53,-43,21
-56,-61,-73,-65,-63,-51,-55,NaN,-56,NaN,-38,-48,-46,-66,-34,-51,-60,-61,-41,21
-59,-64,NaN,-58,-63,-52,-55,NaN,-64,NaN,-49,-42,-46,NaN,-36,-51,-60,-53,-42,21
-57,-65,NaN,-60,-63,-52,-57,NaN,-64,NaN,-44,-44,-39,-66,-34,-50,-61,-52,-40,21
-54,-56,NaN,-55,-58,-52,-52,NaN,-55,NaN,-42,-49,-46,-66,-34,-52,-61,-52,-41,21
-54,-63,-75,-59,-66,NaN,-57,NaN,-66,NaN,-47,-45,-41,-66,-35,-53,-61,-52,-58,21
-55,-60,-74,-57,-65,NaN,-50,NaN,-68,NaN,-42,-45,-46,-66,-35,-52,-61,-52,-40,21
-55,-56,-74,-57,-65,NaN,-54,-80,-57,NaN,-47,-44,-46,-66,-38,-56,-62,-54,-40,21
-55,-63,-75,-56,-65,-58,-54,-80,-54,NaN,-42,-47,-37,-68,-36,-53,-62,-51,-41,21
-54,-58,-79,-56,-59,-58,-52,-80,-56,NaN,-42,-46,-39,-68,-34,-53,-59,-54,-40,21
-54,-57,-77,-56,-59,-52,-51,-80,-54,-64,-42,-42,-39,-68,-36,-52,-59,-50,-41,21
-54,-57,-76,-55,-66,-52,-52,NaN,-55,-64,-47,-43,-40,-71,-36,-53,-60,-56,-41,21
-53,-63,-76,-60,-65,-51,-51,NaN,-55,-64,-44,-43,-43,-71,-46,-50,-60,-61,-41,21
-57,-57,-78,-57,-65,-51,-52,NaN,-64,-64,-44,-43,-43,-65,-46,-51,-60,-53,-41,21
-55,-63,-74,-60,-65,-51,-52,NaN,-54,-61,-42,-47,-38,-71,-36,-54,-60,-53,-41,21
-53,-63,-69,-56,-62,-51,-51,NaN,-56,-61,-42,-43,-38,-70,-35,-52,-59,-54,-41,21
-54,-58,-74,-56,-61,-52,-52,NaN,-53,-61,-38,-44,-39,-68,-37,-54,-59,-54,-41,21
-53,-63,-74,-57,-61,-51,-52,NaN,-55,-61,-47,-43,-41,-68,-36,-52,-60,-54,-41,21
-55,-57,-74,-55,-61,-51,-59,NaN,-55,-65,-42,-44,-44,-69,-46,-52,-59,-55,-41,21
-54,-58,-79,-57,-65,-51,-59,NaN,-55,-65,-42,-44,-39,-69,-36,-51,-60,-59,-41,21
-55,-63,-75,-59,-67,-51,-52,NaN,-53,-65,-42,-47,-39,-65,-36,-52,-60,-53,-41,21
-53,-57,-73,-56,-61,-51,-58,NaN,-55,-65,-42,-47,-40,-66,-35,-53,-61,-52,-47,21
-57,-63,-73,-56,-61,-51,-58,NaN,-55,-65,-42,-47,-40,-66,-35,-53,-61,-52,-47,21
-54,-58,-73,-60,-66,-51,-53,NaN,-55,-63,-43,-44,-42,-66,-36,-53,-61,-52,-41,21
-54,-57,-79,-60,-67,-51,-59,NaN,-55,-63,-42,-43,-43,-66,-36,-53,-58,-55,-41,21
-54,-63,-73,-60,-67,-51,-59,NaN,-55,-61,-42,-43,-38,-66,-36,-53,-57,-52,-41,21
-54,-57,-75,-56,-67,-51,-59,NaN,-55,-61,-42,-44,-38,-66,-48,-57,-58,-52,-42,21
-54,-58,-72,-56,-67,-51,-54,NaN,-54,-61,-41,-44,-39,-67,-36,-52,-59,-53,-42,21
-54,-58,-72,-55,NaN,-51,-54,NaN,-54,-59,-46,-45,-39,-67,-36,-52,-59,-52,-49,21
-56,-57,-70,-57,NaN,-51,-54,NaN,-52,-59,-79,-44,-39,-67,-36,-52,-57,-53,-49,21
-54,-64,-75,-55,NaN,-51,-50,NaN,-53,-59,-44,-43,-37,-67,-36,-52,-58,-52,-41,21
-53,-63,-75,-60,NaN,-52,-59,NaN,-66,-61,-44,-43,-36,-70,-36,-53,-58,-50,-41,21
-54,-57,-75,-60,-62,-52,-52,NaN,-55,-61,-42,-44,-36,-70,-36,-52,-57,-60,-41,21
-53,-59,-75,-60,-62,-51,-51,NaN,-55,-61,-42,-43,-36,-65,-47,-55,-57,-51,-47,21
-53,-64,NaN,-60,-62,-51,-51,NaN,-55,-63,-42,-46,-36,-65,-36,-54,-60,-53,-46,21
-53,-57,NaN,-60,-62,-51,-51,NaN,-55,-62,-47,-43,-39,-65,-35,-54,-60,-52,-46,21
