4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,4c:5e:0c:67:ab:cf_evarobot,18:28:61:1c:0b:69_EVOSOFT,00:66:4b:1f:08:23_TeknoTAM,1c:87:2c:7e:23:9c_EROGLU-PRI,1c:87:2c:7e:23:9d_EROGLU-PUB,4e:0b:3a:ce:61:92_coskun,e4:8d:8c:95:5c:60_evarobot,4c:5e:0c:69:1c:51_evarobot,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:6f:20:2e_evarobot,REF_POINT
-23,-39,-42,-54,-54,-51,-47,NaN,-60,-70,NaN,-63,-68,-61,NaN,-61,NaN,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-22,-26,-42,-54,-57,-51,-46,NaN,-59,-67,-78,-60,-67,-61,NaN,-64,NaN,NaN,NaN,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-33,-43,-54,-60,-53,-47,NaN,-59,-71,-78,-60,-67,-61,NaN,-62,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-26,-43,-56,-52,-51,-47,NaN,-59,-65,-78,-65,-67,-61,NaN,-62,NaN,NaN,NaN,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-18,-26,-43,-57,-57,-50,-46,NaN,-61,-65,-78,-65,-67,-61,NaN,-61,NaN,NaN,NaN,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-33,-44,-57,-52,-51,-46,NaN,-61,-65,-78,-65,-67,NaN,NaN,-64,NaN,-79,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-33,-51,-54,-53,-51,-47,NaN,-60,-65,-72,-65,NaN,-61,NaN,-60,NaN,-79,NaN,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-33,-43,-55,-58,-50,-48,-72,-60,-65,-77,-61,NaN,-61,NaN,-61,NaN,-79,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-22,-39,-43,-62,-55,-51,-47,-72,-63,-65,-77,-64,NaN,-62,NaN,-61,NaN,-82,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-22,-39,-44,-54,-55,-50,-47,-72,-63,-65,-77,-64,NaN,-62,-79,-64,NaN,-82,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-33,-42,-58,-55,-51,-48,-72,-62,-63,-76,-64,NaN,-62,-79,-61,NaN,-82,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-23,-33,-42,-58,-57,-50,-47,-72,-59,-75,-76,-64,NaN,-62,-79,-64,NaN,-83,NaN,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-17,-33,-42,-58,-58,-50,-46,NaN,-62,-75,-76,-70,NaN,-64,-79,-60,-90,-83,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-14,-33,-42,-59,-58,-50,-47,NaN,-59,-65,-76,-73,NaN,-61,-79,-61,-90,-83,NaN,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-14,-39,-43,-62,-57,-50,-47,NaN,-60,-65,-76,-76,NaN,-66,NaN,-60,-90,-83,NaN,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-21,-39,-43,-56,-57,-51,-46,NaN,-61,-67,NaN,-76,NaN,-60,NaN,-61,-90,-83,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-33,-43,-64,-56,-51,-46,NaN,-62,-67,NaN,-76,NaN,-60,NaN,-61,-90,-82,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-33,-43,-56,-54,-50,-47,NaN,-61,-66,NaN,-76,NaN,-66,NaN,-61,NaN,-82,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-34,-43,-58,-57,-50,-47,NaN,-62,-66,NaN,-76,-74,-60,NaN,-61,-87,-82,NaN,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-34,-51,-67,-56,-50,-47,NaN,-61,-66,NaN,NaN,-74,-61,NaN,-61,-87,-82,NaN,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-33,-51,-65,-57,-50,-47,NaN,-61,-66,NaN,NaN,-74,-67,NaN,-62,-87,-82,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-35,-51,-59,-54,-50,-47,NaN,-61,-71,NaN,-73,-74,-63,NaN,-62,-87,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-35,-51,-54,-56,-51,-47,NaN,-61,-71,NaN,-73,-74,-61,NaN,-60,-87,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-17,-35,-51,-56,-53,-51,-47,NaN,-61,-68,NaN,-73,NaN,-62,NaN,-63,NaN,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-34,-50,-57,-55,-52,-46,NaN,-61,-68,NaN,-73,NaN,-62,NaN,-60,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-18,-33,-51,-69,-57,-49,-47,-74,-62,-67,NaN,-73,NaN,-62,NaN,-61,NaN,NaN,NaN,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-39,-51,-57,-55,-51,-47,-74,-61,-67,-78,-66,NaN,-60,NaN,-61,NaN,NaN,NaN,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-33,-44,-57,-56,-49,-46,-74,-61,-67,-78,-71,NaN,-64,NaN,-61,NaN,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-40,-44,-56,-55,-51,-47,-74,-59,-69,-78,-78,NaN,-59,NaN,-61,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-40,-45,-58,-58,-51,-47,-74,-59,-69,-78,-78,NaN,-62,NaN,-60,NaN,NaN,NaN,-44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-17,-33,-45,-57,-55,-50,-47,NaN,-59,-69,-78,-76,NaN,-62,NaN,-62,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-39,-45,-57,-56,-50,-46,NaN,-58,-69,-79,-76,NaN,-62,NaN,-61,NaN,NaN,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-18,-39,-51,-56,-54,-50,-47,NaN,-56,-69,-79,-76,NaN,-65,NaN,-62,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-21,-39,-45,-58,-55,-51,-47,NaN,-59,NaN,-79,-74,NaN,-62,NaN,-64,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-33,-45,-64,-54,-50,-47,NaN,-58,-68,-79,-74,NaN,-62,NaN,-60,NaN,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-22,-33,-45,-59,-56,-49,-47,NaN,-61,-65,-79,-74,NaN,-73,NaN,-60,NaN,NaN,NaN,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-16,-33,-45,-60,-55,-49,-47,NaN,-59,-73,NaN,-73,-72,-73,NaN,-61,NaN,NaN,NaN,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-21,-33,-45,-60,-55,-50,-47,NaN,-64,-73,NaN,-73,-72,-70,NaN,-61,NaN,NaN,NaN,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-15,-33,-44,-58,-58,-50,-44,NaN,-64,-73,NaN,-74,-72,-72,NaN,-61,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-13,-37,-52,-44,-48,-57,-61,-63,-70,-57,NaN,-72,-62,-51,NaN,-65,-79,NaN,NaN,-44,NaN,-82,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-20,-47,-46,-43,-45,-62,-61,-62,-63,-58,-72,-72,-64,-51,NaN,-65,-79,NaN,-66,-39,NaN,-82,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-20,-40,-47,-45,-51,-58,-55,-62,-66,-56,-76,-72,-64,-50,NaN,-63,-79,NaN,-66,-49,NaN,-82,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-23,-45,-51,-51,-50,-55,-55,-62,-66,-53,-77,-72,-64,-53,NaN,-63,-77,NaN,-66,-50,NaN,-85,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-17,-39,-53,-45,-48,-55,-55,-62,-67,-57,-77,-73,-63,-53,NaN,-63,-77,NaN,-65,-50,NaN,-79,-83,NaN,NaN,NaN,NaN,NaN,NaN,8
-33,-39,-52,-43,-47,-57,-58,-62,-67,-53,-73,-73,-63,-59,NaN,-63,-77,NaN,-65,-49,NaN,-79,-83,NaN,NaN,NaN,NaN,NaN,NaN,8
-21,-48,-52,-45,-48,-57,-56,-61,-67,-54,-73,-71,-63,-58,NaN,-63,-77,NaN,-65,-49,NaN,-79,-83,NaN,NaN,NaN,NaN,NaN,NaN,8
-17,-38,-60,-44,-50,-60,-56,-61,-71,-55,-73,-71,-64,-53,NaN,-66,-77,NaN,-65,-56,NaN,-79,-79,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-45,-59,-45,-47,-56,-56,-61,-70,-55,-73,-72,-64,-59,NaN,-65,NaN,NaN,-65,-56,NaN,-79,-79,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-44,-55,-46,-46,-58,-58,-61,-66,-53,-73,-67,-63,-53,NaN,-65,NaN,NaN,NaN,-49,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-19,-43,-50,-45,-48,-56,-60,-61,-66,-55,NaN,-67,-61,-55,NaN,-64,NaN,NaN,NaN,-50,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-17,-39,-51,-44,-48,-52,-58,-60,-66,-54,NaN,-67,-62,-52,NaN,-65,NaN,NaN,-66,-47,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-18,-40,-52,-44,-47,-58,-54,-60,-66,-55,-73,-67,-62,-53,-79,-65,NaN,NaN,-66,-50,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-22,-42,-52,-46,-48,-54,-55,-60,-75,-54,-73,-69,-62,-53,-79,-65,NaN,NaN,-66,-51,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-22,-38,-50,-44,-48,-54,-56,-63,-66,-56,-73,-67,-62,-52,-79,-65,NaN,NaN,-66,-48,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-83,-38,-50,-45,-49,-58,-59,-63,-67,-54,-73,-72,-62,-54,-79,-65,NaN,NaN,-66,-48,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-39,-51,-46,-48,-52,-56,-63,-65,-56,-73,-72,NaN,-53,-79,-65,NaN,NaN,NaN,-50,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-18,-39,-51,-44,-47,-60,-56,-64,-63,-55,NaN,-74,NaN,-52,NaN,-64,-78,NaN,NaN,-48,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-39,-49,-44,-48,-55,-56,-64,-66,-55,NaN,-71,-63,-52,NaN,-64,-78,NaN,-65,-52,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-17,-36,-51,-45,-48,-55,-55,-64,-65,-55,NaN,-71,-62,-53,NaN,-64,-78,NaN,-65,-50,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-34,-36,-51,-44,-48,-57,-55,-64,-65,-55,NaN,-72,-62,-53,NaN,-64,-78,NaN,-65,-49,NaN,-78,-79,NaN,NaN,NaN,NaN,NaN,NaN,8
-14,-36,-51,-45,-49,-61,-55,-64,-65,-55,NaN,-72,-62,-59,NaN,-64,-78,NaN,-65,-49,NaN,-78,-79,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-37,-52,-45,-48,-54,-55,-62,-68,-55,NaN,-71,-60,-55,NaN,NaN,NaN,NaN,-65,-49,NaN,-81,-79,NaN,NaN,NaN,NaN,NaN,NaN,8
-22,-37,-49,-44,-47,-54,-56,-62,-64,-57,NaN,-71,-63,-54,NaN,-65,-79,NaN,NaN,-55,NaN,-82,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-42,-49,-45,-48,-58,-54,-62,-65,-55,NaN,-69,-63,-58,NaN,-65,-79,NaN,NaN,-50,NaN,-81,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-42,-46,-44,-47,-55,-53,-62,-63,-54,NaN,-69,-63,-59,NaN,-65,-75,NaN,NaN,-50,NaN,-83,-83,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-38,-50,-44,-48,-59,-53,-62,-67,-55,NaN,-75,-63,-56,NaN,-65,-75,NaN,-67,-48,NaN,-83,-83,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-38,-50,-44,-49,-63,-54,NaN,-61,-55,NaN,-70,-62,-58,NaN,-65,-77,NaN,-70,-47,NaN,-83,-83,NaN,NaN,NaN,NaN,NaN,NaN,8
-17,-37,-49,-45,-48,-60,-57,NaN,-64,-57,NaN,-71,-62,-53,NaN,NaN,-77,NaN,-70,-47,NaN,-83,-83,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-36,-55,-44,-53,-59,-60,NaN,-64,-57,NaN,-71,-63,-53,NaN,NaN,-77,NaN,-70,-49,NaN,-83,-83,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-44,-50,-45,-47,-55,-60,NaN,-64,-55,NaN,-70,-63,-58,NaN,-65,-77,NaN,-70,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-33,-37,-53,-44,-48,-58,-54,NaN,-65,-56,NaN,-70,-63,-53,NaN,-65,-77,NaN,-65,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-84,-37,-57,-45,-51,-53,-53,NaN,-66,-55,NaN,-70,-63,-53,NaN,-65,NaN,NaN,-65,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-14,-37,-58,-45,-48,-63,-59,NaN,-65,-55,NaN,-70,-66,-53,NaN,-65,NaN,NaN,-65,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-14,-37,-58,-44,-48,-54,-57,NaN,-65,-56,NaN,-70,-62,-53,NaN,-65,NaN,NaN,-65,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-21,-37,-58,-45,-48,-56,-56,NaN,-65,-55,NaN,-67,-64,-53,NaN,NaN,NaN,NaN,-65,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-21,-37,-53,-45,-46,-54,-54,NaN,-63,-55,NaN,-67,-64,-53,NaN,NaN,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-21,-37,-53,-44,-47,-54,-54,NaN,-65,-55,NaN,-67,-64,-59,NaN,NaN,NaN,NaN,-66,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-36,-51,-44,-47,-55,-61,-62,-62,-56,NaN,-67,-65,-53,NaN,NaN,NaN,NaN,-67,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-45,-51,-44,-47,-57,-61,-62,-62,-54,NaN,-67,-63,-50,NaN,NaN,NaN,NaN,-67,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-51,-44,-47,-55,-61,-62,-62,-55,NaN,-60,-63,-50,NaN,NaN,NaN,NaN,-67,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-51,-45,-48,-55,-57,-62,-67,-55,NaN,-61,-60,-54,NaN,NaN,NaN,NaN,-67,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-36,-52,-42,-48,-56,-57,-62,-67,-56,NaN,-62,-65,-54,NaN,NaN,NaN,NaN,-67,-49,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-53,-44,-47,-59,-58,-62,-65,-54,NaN,-63,-62,-53,NaN,NaN,NaN,NaN,NaN,-46,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-37,-52,-44,-47,-57,-58,-62,-67,-55,NaN,-63,-62,-54,NaN,-64,NaN,NaN,NaN,-49,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-38,-58,-44,-48,-59,-58,-62,-83,-56,NaN,-62,-62,-54,NaN,-64,NaN,NaN,NaN,-49,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-52,-44,-48,-62,-57,NaN,-65,-57,-73,-61,-62,-54,NaN,-65,NaN,NaN,-65,-47,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-52,-44,-51,-62,-60,NaN,-65,-56,-73,-61,-59,-53,NaN,-65,-76,NaN,-65,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-33,-37,-52,-45,-48,-62,-62,NaN,-65,-56,-73,-61,-60,-54,NaN,-65,-77,NaN,-65,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-39,-55,-44,-48,-56,-61,-65,-65,-56,-73,-61,-60,-54,NaN,-65,-77,NaN,-65,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-36,-47,-44,-47,-55,-59,-65,-66,-57,-73,-60,-60,-53,NaN,-65,-77,NaN,-65,-49,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-49,-45,-47,-56,-60,-65,-66,-53,-73,-65,-60,-58,NaN,-65,-77,NaN,-67,-49,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-36,-48,-44,-48,-59,-58,-65,-64,-58,-72,-65,-63,-53,NaN,-65,-77,NaN,-66,-48,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-36,-48,-45,-51,-62,-57,-65,-64,-53,-72,-68,-64,-53,NaN,-66,NaN,NaN,-66,-48,NaN,-79,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-43,-54,-44,-48,-54,-57,-61,-74,-53,-72,-66,-63,-54,NaN,-66,NaN,NaN,-66,-48,NaN,-79,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-36,-55,-44,-47,-56,-58,-61,-74,-55,-72,-65,-62,-53,NaN,-66,NaN,NaN,-66,-49,NaN,-79,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-36,-49,-45,-47,-55,-57,-61,-71,-55,-72,-61,-62,-57,NaN,-66,NaN,NaN,-66,-47,NaN,-79,-80,NaN,NaN,NaN,NaN,NaN,NaN,8
-33,-36,-49,-44,-48,-55,-57,-61,-66,-57,NaN,-61,-62,-53,NaN,-66,NaN,NaN,NaN,-51,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-17,-43,-49,-45,-51,-58,-56,-61,-66,-57,-72,-60,-63,-53,NaN,NaN,NaN,NaN,-67,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-13,-37,-49,-46,-46,-58,-56,-60,-66,-55,-70,-61,-63,-53,NaN,NaN,NaN,NaN,-67,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-14,-36,-48,-45,-46,-54,-55,-60,-67,-55,-70,-61,-63,-53,NaN,NaN,NaN,NaN,-67,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-17,-36,-52,-45,-46,-56,-54,-60,-71,-57,-70,-61,-63,-53,NaN,-65,NaN,NaN,-67,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-36,-48,-50,-47,-56,-56,-60,-67,-54,-70,-61,-63,-57,NaN,-65,NaN,NaN,-67,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-36,-48,-45,-47,-61,-55,-60,-67,-55,-70,-61,-62,-54,NaN,-67,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-36,-49,-45,-48,-60,-55,NaN,-73,-55,NaN,-62,-64,-56,NaN,-67,NaN,NaN,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-36,-48,-46,-48,-62,-61,NaN,-73,-55,NaN,-62,-64,-58,NaN,-67,NaN,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-33,-36,-51,-46,-48,-54,-54,NaN,-65,-56,NaN,-61,-64,-53,NaN,-65,NaN,NaN,NaN,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-33,-36,-57,-45,-47,-55,-54,-61,-66,-55,-74,-61,-66,-53,NaN,-65,NaN,NaN,-64,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-35,-57,-43,-48,-55,-54,-61,-67,-55,-74,-61,-66,-53,NaN,-65,NaN,NaN,-66,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-36,-50,-45,-50,-59,-55,-63,-67,-55,-74,-61,-64,-53,NaN,-64,NaN,NaN,-66,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-33,-36,-49,-44,-48,-54,-55,-63,-68,-56,-74,-61,-62,-58,NaN,-66,NaN,NaN,-66,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-48,-44,-48,-58,-55,-63,-79,-54,-74,-63,-62,-52,NaN,-66,NaN,NaN,-66,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-50,-45,-49,-58,-53,-64,-65,-54,-73,-62,-62,-53,NaN,-64,-77,NaN,-64,-46,NaN,-84,-81,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-44,-50,-49,-49,-53,-53,-60,-66,-54,-73,-66,-62,-53,NaN,-64,-77,NaN,-64,-46,NaN,-79,-78,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-51,-44,-51,-59,-52,-62,-66,-53,-73,-68,-62,-52,NaN,-65,-77,NaN,-64,-47,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-36,-50,-45,-51,-59,-52,-62,-66,-53,-73,-61,-64,-54,-82,-65,-77,NaN,-64,-47,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-50,-47,-47,-59,-52,-64,-66,-54,-73,-61,-62,-55,-82,-66,-77,NaN,-64,-49,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-49,-45,-48,-54,-53,-64,-67,-55,NaN,-61,-65,-55,-79,-66,NaN,NaN,-67,-49,NaN,-81,-79,NaN,NaN,NaN,NaN,NaN,NaN,8
-16,-43,-50,-44,-47,-53,-52,-64,-65,-55,NaN,-61,-65,-53,-79,-66,NaN,NaN,-64,-49,NaN,-81,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-15,-37,-55,-44,-49,-53,-53,-61,-66,-54,NaN,-61,-65,-57,-79,-65,NaN,NaN,-64,-49,NaN,-82,-82,NaN,NaN,NaN,NaN,NaN,NaN,8
-14,-42,-39,-47,-53,-51,-48,NaN,NaN,-56,NaN,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-14,-46,-43,-47,-48,-51,-49,-63,-65,-57,NaN,-64,NaN,-54,NaN,-60,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-13,-37,-43,-50,-48,-49,-49,-63,-61,-57,NaN,-67,NaN,-54,NaN,-58,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-42,-40,-42,-46,-48,-52,-48,-63,-64,-55,-73,-67,NaN,-57,NaN,-62,NaN,NaN,-61,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-18,-45,-42,-47,-47,-51,-50,-63,-62,-56,-73,-67,NaN,-54,NaN,-65,NaN,NaN,-61,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-13,-45,-42,-47,-45,-51,-49,-63,-62,-60,-73,-65,NaN,-54,NaN,-65,NaN,NaN,-61,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-13,-39,-42,-51,-45,-51,-49,NaN,-60,-61,-73,-65,NaN,-54,NaN,-65,NaN,NaN,-61,-48,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,9
-14,-36,-42,-51,-44,-51,-49,NaN,-60,-61,-73,-65,NaN,-53,NaN,-65,NaN,NaN,-61,-48,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,9
-14,-37,-43,-51,-45,-50,-50,NaN,-60,-55,NaN,-66,NaN,-53,NaN,-65,NaN,NaN,NaN,-47,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,9
-14,-36,-43,-47,-45,-51,-50,NaN,-60,-55,NaN,-64,NaN,-53,NaN,-65,NaN,NaN,NaN,-49,NaN,-81,-80,NaN,NaN,NaN,NaN,NaN,NaN,9
-14,-38,-42,-47,-46,-52,-50,NaN,-62,-55,NaN,-64,NaN,-55,NaN,-64,NaN,NaN,-63,-48,NaN,-81,-80,NaN,NaN,NaN,NaN,NaN,NaN,9
-16,-38,-42,-47,-46,-51,-49,NaN,-61,-55,NaN,-65,-67,-55,NaN,-64,NaN,NaN,-63,-48,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
