04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,00:26:5a:52:0b:8c_RFKON_115,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,REF_POINT
-49,-47,-47,-35,-59,-52,-53,-47,-57,-59,-40,-46,NaN,-69,-51,-67,-56,NaN,-50,16
-49,-48,-47,-35,-59,-51,-53,-61,-56,-60,-40,-43,-56,NaN,NaN,-67,-54,NaN,-51,16
-50,-48,-45,-35,-59,-52,-53,-46,-55,-60,-40,-44,-54,-62,-51,-67,-55,-66,-49,16
-49,-49,-47,-35,-59,NaN,-52,-46,-56,-60,-40,-43,-56,NaN,-50,-69,-55,NaN,-51,16
-52,-47,-47,-35,-59,-52,-52,-59,-58,-60,-40,-44,-58,NaN,-47,-60,-55,NaN,-55,16
-49,-48,-47,-35,-59,-53,-52,-60,-56,-60,NaN,-43,-52,NaN,-51,-66,-54,-67,-52,16
-52,-48,-47,-35,-59,-50,-52,-45,-56,-60,-40,-43,-54,-58,-51,NaN,-55,NaN,-50,16
-52,-47,NaN,-35,-59,-52,-53,-46,-56,-60,-40,-44,-54,NaN,-51,NaN,-54,NaN,-49,16
-53,-47,-47,-35,-59,-52,-53,-46,-56,-60,-38,-43,-55,NaN,NaN,NaN,-55,NaN,-51,16
-50,-48,-46,-35,-59,-52,-53,-47,-56,-60,-40,-43,-54,-61,-50,NaN,-55,NaN,-51,16
-49,-48,-47,-35,-60,-54,-53,-46,-56,-59,-40,NaN,-54,NaN,-51,-60,-54,NaN,-58,16
-48,-48,-47,-34,-59,-50,-53,-45,-55,-60,-40,-43,-52,NaN,-50,NaN,-54,NaN,-50,16
-50,-47,-47,-35,-59,NaN,-52,-47,-57,-60,NaN,-43,-58,NaN,-50,-66,-54,NaN,-52,16
-49,-48,-44,-35,-59,-50,-53,-47,-55,-59,NaN,-43,-54,NaN,NaN,NaN,-55,NaN,-53,16
-49,-48,-46,-35,-58,-49,-53,-47,-56,-59,NaN,-90,-52,-63,-49,-60,-54,-67,-52,16
-49,-69,-47,-35,-59,-52,-53,-60,-57,-59,-40,-44,NaN,-62,-50,-61,NaN,-69,-51,16
-49,-47,-47,-35,-58,-51,-53,-47,-56,-59,-40,-43,-86,-60,-49,-59,-54,-69,-51,16
-50,-48,-47,-35,-59,-51,-52,-47,-56,-53,-40,-43,-49,NaN,-50,-60,-54,-71,-51,16
-49,-47,-46,-35,-59,-51,NaN,-48,-55,-60,-40,-43,-49,-61,-50,-67,-54,NaN,-51,16
-50,-51,-47,-35,-59,-50,-52,-45,NaN,-59,-40,-44,-53,-67,-49,NaN,-55,-69,-51,16
-50,-68,-47,-35,-59,-52,-53,-45,-58,-59,-40,-43,NaN,NaN,-49,-65,-55,-70,-51,16
-49,-46,-47,-35,-57,-52,-53,-45,-56,-59,-40,-43,NaN,-59,NaN,-60,-54,NaN,-53,16
-49,-47,-47,-35,-59,-53,-51,-46,-55,-59,-40,-43,-55,-60,-49,-66,-53,-69,NaN,16
-50,-47,NaN,-35,-59,-53,-52,-56,-56,-60,-40,-43,-53,-63,-49,-68,-54,-69,-53,16
-49,-50,-46,-72,-58,-53,-51,-46,NaN,-59,-39,-43,NaN,NaN,-49,-66,-55,NaN,-51,16
-48,-46,NaN,-35,-59,-50,-51,-47,-56,-59,-40,-43,-55,-59,-50,-60,-54,NaN,-51,16
-48,-50,-46,-40,-59,-49,-51,-47,-57,-59,-40,-42,-52,NaN,-49,NaN,-54,NaN,-52,16
-49,-47,-47,-35,-59,NaN,-52,-47,-56,-59,-40,-43,-56,-63,-49,NaN,NaN,-67,-53,16
-49,-47,-46,-40,NaN,-52,-50,-48,-56,-59,-40,NaN,-54,-62,-50,-65,NaN,-66,-52,16
-50,-47,-46,-35,-59,-52,-53,-47,-57,-59,-40,-44,-50,-61,-50,-67,-54,-68,-52,16
-49,-47,-47,-35,-59,-52,-53,-46,-54,-59,-40,-43,-49,-60,-51,NaN,-54,NaN,-52,16
-49,-51,-46,-35,-59,-51,-50,-46,-56,-59,-40,-43,NaN,-61,NaN,NaN,-54,-66,-52,16
-49,-47,-47,-35,-60,-52,-50,-46,-58,-59,-40,-43,-50,-61,-50,NaN,-53,-65,-54,16
-51,-47,-47,-36,-59,-52,-52,-46,-56,-59,-39,-43,-50,-64,-51,NaN,-53,NaN,-54,16
-49,-47,-47,-35,-60,-52,-51,-47,-56,-59,-39,-43,-49,-67,-49,NaN,-56,NaN,-50,16
-53,-47,-47,-36,-60,-51,-51,-46,-56,-58,-41,-44,-50,-67,-51,-60,-54,-65,-49,16
-49,-48,-46,-35,-60,-52,-52,-46,-56,-59,-40,-43,-55,-62,-54,NaN,-52,NaN,-55,16
-50,-46,-46,-35,-59,-52,-52,-46,-57,-58,-39,-43,-59,-59,-51,-67,-54,NaN,-53,16
-49,-46,-47,-34,-59,-52,-52,-47,-55,-58,-39,-45,-56,-68,-49,-67,-54,-67,-55,16
-49,-47,-47,-34,-59,-50,-52,-46,-57,-59,NaN,-42,NaN,NaN,NaN,-61,-55,NaN,-52,16
-49,-47,-47,-35,-59,-52,-52,-47,-54,-58,-40,-46,-53,NaN,-51,NaN,NaN,NaN,-51,16
-52,-52,-50,-37,-63,-60,-55,-55,-59,-63,-45,-45,-51,-65,-60,-72,-63,-66,-56,17
-55,-49,-53,-43,-66,-61,NaN,NaN,-64,-61,NaN,-44,-51,NaN,-47,NaN,-70,-70,NaN,17
-51,-59,-56,-41,-64,-58,-61,-52,-64,-56,-44,-47,-55,NaN,-45,NaN,-59,-66,-56,17
-51,-50,NaN,-41,-63,NaN,-59,-53,-64,-67,-45,-49,-58,NaN,-44,-71,-58,NaN,-54,17
-53,-54,-53,-41,-64,-62,-58,-52,-64,-65,-45,-46,-52,NaN,-46,-65,-57,-67,-53,17
-51,-50,-54,-41,-64,-67,-56,-51,-67,-65,-49,-45,-52,-62,-45,-70,-58,NaN,-54,17
-49,-50,-51,-41,-64,NaN,-66,-52,-66,-67,-44,-44,NaN,NaN,-44,-72,-58,NaN,-55,17
-51,-49,-52,-40,-69,-63,-56,-52,-65,-65,-46,-45,NaN,NaN,-46,-71,-57,NaN,-54,17
-49,-51,NaN,-41,NaN,-60,-57,-52,-65,-56,NaN,-46,-55,NaN,NaN,NaN,-58,-67,-52,17
-54,-49,-50,-39,-58,-67,-62,-51,-61,-63,-45,-46,-52,NaN,-52,-70,-59,NaN,-53,17
-53,-49,NaN,-38,-64,NaN,-59,-51,-62,-64,-48,-46,-52,NaN,-46,-69,-60,-66,-52,17
-54,-48,NaN,-44,NaN,NaN,-56,-54,-61,-65,-47,-45,-52,NaN,NaN,-69,-59,NaN,-52,17
-52,-67,-49,-39,NaN,NaN,-57,-53,-63,-65,-48,-46,-59,-63,-44,NaN,-59,NaN,-53,17
-52,-49,-52,-38,-64,-69,-62,-51,-60,-65,-45,-46,-60,-63,-45,-73,-59,-70,-54,17
-51,NaN,-52,-39,-63,NaN,-57,-51,-61,-64,-47,-46,-61,NaN,NaN,NaN,-59,NaN,-53,17
-52,NaN,-51,-43,NaN,-59,-61,-52,-64,-64,-46,-46,NaN,-62,-45,NaN,-59,-67,-52,17
-52,NaN,-52,-43,NaN,NaN,-61,-56,-61,-64,-45,-46,-60,-62,-44,-72,NaN,NaN,-53,17
-54,-49,-53,-41,-64,NaN,-61,-51,-64,-64,-47,-45,-60,-62,-45,-71,-60,-68,-52,17
-52,-61,-52,-43,-64,NaN,-61,-52,-61,-65,-47,-45,-65,-62,-45,NaN,-58,-67,-53,17
-53,-49,-52,-42,-58,NaN,-62,-51,-63,-57,-46,-45,-54,NaN,-44,-74,-58,NaN,-53,17
-53,-49,-50,-42,-64,-68,-63,-52,-65,-65,-43,-46,-52,-64,-46,-73,-67,-67,-52,17
-52,-49,-52,-42,-63,-67,-62,-51,-60,-64,-48,-45,-55,-63,-45,-71,-67,-67,-52,17
-54,-49,-51,-43,-63,-66,-60,-51,-60,-64,-47,-46,-53,-62,-52,NaN,-67,NaN,-52,17
-52,-49,-52,-42,-57,NaN,-62,-51,-63,-64,-47,-46,-52,-65,NaN,NaN,-59,NaN,-52,17
-52,-49,-52,-42,-63,-68,-63,-51,-61,-64,-46,-45,-55,-64,NaN,-71,-58,NaN,-53,17
-52,-46,-51,-42,-64,NaN,-59,-50,-62,-66,-47,NaN,-52,NaN,-52,NaN,-59,NaN,-52,17
-53,-49,-52,-42,-63,NaN,-60,-51,-62,-57,-46,-45,-53,NaN,-44,NaN,-58,NaN,-55,17
-53,-49,NaN,-43,-63,-58,-62,-51,-61,-65,-46,-45,NaN,NaN,-44,-69,-66,NaN,-53,17
-52,-49,-52,-42,-64,-63,-64,-51,-63,-66,-82,-45,-63,NaN,-45,NaN,-65,NaN,-47,17
-53,-49,NaN,-42,-63,-56,-62,-51,-62,-65,-48,-48,-69,-62,-45,NaN,-59,-66,-52,17
-53,NaN,-52,-43,-57,-60,-69,-55,-62,-65,-47,-45,-61,NaN,-45,-61,-58,NaN,-49,17
-52,-49,-52,-43,-64,-68,-62,-56,-62,-65,-47,-45,-61,-64,-45,-72,-60,NaN,-53,17
-54,-49,-52,-42,-64,-68,-63,-50,-61,-65,-46,-45,-61,-66,-52,NaN,-59,-67,-53,17
-52,-49,-52,-43,-64,-67,-64,-51,-62,-64,-46,-45,-61,-66,-44,NaN,-60,NaN,-53,17
-52,-49,-51,-43,NaN,-67,-66,-52,NaN,-64,-46,-46,NaN,NaN,-45,NaN,-59,-67,-51,17
-53,-61,-51,-41,-63,-65,-61,-52,NaN,-64,-46,-45,-53,-65,-45,NaN,-61,-68,-53,17
-53,-49,-52,-42,-64,-64,-60,-52,-63,-63,-46,-45,NaN,-64,-52,-69,-60,-68,-52,17
-53,-48,NaN,-41,-63,-62,-57,-52,-62,-65,-47,-45,NaN,-65,-45,-71,-60,-67,-53,17
-53,-49,-66,-41,-63,-64,-60,-52,-62,-65,-46,-45,-56,NaN,-45,-73,-59,-69,-54,17
-52,-61,-52,-43,-64,-60,-59,-49,-61,-64,-48,-45,-52,-67,-84,-70,-59,-69,-51,17
-55,-49,-64,-43,-64,-68,-59,-54,-64,-64,-47,-55,NaN,-63,-48,-67,-59,-68,NaN,17
-53,-49,-52,-42,-64,-56,-59,-56,-59,-63,-47,-45,NaN,-64,-48,-73,-61,-70,-54,17
-53,-50,-52,-43,-65,-67,-57,-58,-64,-66,-47,-45,NaN,NaN,-45,-70,-59,-71,-49,17
-53,NaN,-52,-42,-63,-68,-59,-52,-62,-64,-46,-51,NaN,-65,-44,-71,-58,-68,-53,17
-53,-47,-52,-43,-63,NaN,-58,-52,-62,-64,-46,-44,-69,NaN,NaN,-73,-61,NaN,-51,17
-53,NaN,-52,-40,-63,-68,-59,-52,-61,-65,-47,-48,-66,-66,-44,-69,-59,-69,-54,17
-53,-61,-52,-43,NaN,NaN,-59,-52,-61,-65,-48,-46,-69,-66,-52,-72,-59,NaN,-52,17
-54,-49,-52,-48,-62,-69,-58,-50,-62,-65,-47,-46,-61,-64,-44,-69,-58,NaN,-53,17
-54,-49,-52,-42,-63,-62,-58,NaN,-61,-64,-47,-45,NaN,-63,-45,NaN,-60,NaN,-53,17
-53,-50,-52,-43,-64,-69,-57,-53,-62,-65,-46,-45,-55,-63,-45,-70,-66,NaN,NaN,17
-53,-49,-50,-42,NaN,-61,-60,-51,-65,-64,-47,-45,-55,NaN,-46,NaN,-59,NaN,-54,17
-53,-49,-54,-43,-65,-57,-58,-72,NaN,-65,-46,-45,NaN,-63,NaN,NaN,-60,NaN,-58,17
-53,-50,NaN,-43,-63,NaN,-62,-53,-61,-64,-47,-45,-52,-64,-45,-71,-59,NaN,-56,17
-53,-50,-53,-42,-63,-62,-53,-51,-64,-65,-48,-43,-52,-64,-45,-60,-60,-68,-55,17
-53,-50,-54,-43,-64,NaN,-58,-56,-62,-65,-47,NaN,-51,-64,-45,-69,-60,-67,NaN,17
-55,-51,-54,-43,-63,-67,-59,-52,-63,-64,-47,-44,-52,-64,-45,-71,-60,-69,-56,17
-55,-49,-55,-42,-65,-65,-59,-55,-63,-64,-46,-45,-53,-65,-45,NaN,-78,-69,-56,17
-53,-50,-54,-43,-64,-69,-57,-51,-60,-64,-46,-44,-51,-64,-46,NaN,-59,NaN,-54,17
-52,-49,-52,-43,NaN,NaN,-60,NaN,-60,-59,-47,-44,-53,-65,-45,-69,-59,-69,-54,17
-53,-49,NaN,-42,-64,NaN,NaN,-57,NaN,-65,-48,-45,-52,-64,-44,-72,-59,NaN,-56,17
-53,-50,-53,-42,-63,NaN,-62,-57,-64,-64,-47,-45,-58,-65,NaN,-72,-59,NaN,-56,17
-53,-51,-53,-42,-61,-65,-60,-55,-62,-65,-46,-45,-53,-65,-45,-64,-67,NaN,-56,17
-53,-50,-54,-42,NaN,-68,-60,-50,-64,-65,-47,-45,-57,NaN,-45,-70,-59,NaN,-55,17
-52,-49,NaN,-43,-64,-62,-56,NaN,-64,-65,-48,-46,NaN,-64,-53,-71,-59,NaN,-54,17
-53,-48,-54,-43,NaN,NaN,-61,-53,-64,-65,-47,NaN,-53,NaN,-54,NaN,-59,NaN,NaN,17
-53,-49,-53,NaN,NaN,NaN,-65,-53,-63,-57,-50,-45,-52,-64,NaN,-71,-60,NaN,-57,17
-53,-48,-54,-42,NaN,-66,-62,-57,-63,-65,-46,-45,-50,-64,-53,-71,-60,-67,-57,17
-53,-61,-53,-42,NaN,NaN,-63,-54,NaN,-65,-46,-45,-53,NaN,-44,-70,-77,NaN,-55,17
-53,-60,NaN,-42,-63,-60,-67,-55,-64,-66,-46,-45,-49,NaN,-45,-70,-58,NaN,-55,17
-53,-48,-55,-42,-64,-66,-69,-52,-63,-66,-48,-45,-52,NaN,-52,NaN,NaN,NaN,NaN,17
-54,-49,-53,-42,NaN,NaN,-62,-52,-63,-66,-47,-44,-56,NaN,-46,NaN,-61,NaN,-53,17
-53,-49,-53,-42,-63,NaN,-68,-51,-59,-66,-50,-45,-52,-64,-45,-71,-60,NaN,-54,17
-53,-49,-53,-42,-64,-68,NaN,-53,-61,-66,-47,-45,-48,-64,-45,NaN,-60,-70,-57,17
-53,-49,-53,-43,-63,-68,-68,-51,-62,-65,-47,-44,-50,NaN,-53,NaN,-59,NaN,-56,17
-53,NaN,-54,-43,-63,-65,-61,-52,-63,-66,-46,-45,-48,NaN,-44,-71,-59,-67,-56,17
-53,-49,-54,-42,-64,-61,-58,-52,-63,-65,NaN,-45,-51,NaN,-44,-71,-61,NaN,-55,17
-53,-61,-54,-39,-64,-70,-59,-52,NaN,-63,-47,-45,-52,NaN,-44,-72,-58,-68,-55,17
-52,-50,-52,-42,-63,NaN,-57,-52,-61,-65,-54,-45,-59,NaN,-53,-72,-58,-73,-55,17
-52,-50,-53,-43,-63,-69,-58,-51,-62,-67,-48,-45,-60,-61,NaN,-67,-59,NaN,-54,17
-52,-50,-52,-43,-64,-72,-60,-52,-65,-66,-48,-45,-73,-63,-44,-71,-59,-66,-56,17
-44,-49,-51,-52,-63,-54,-51,-57,-58,-51,-37,-48,-43,-59,-55,-67,-54,-69,-49,18
-56,-59,-54,-46,-69,NaN,-48,-51,-55,-51,NaN,-55,-54,NaN,-55,-68,-51,NaN,NaN,18
-46,-58,NaN,-51,-70,-57,-47,-50,-55,-50,-39,NaN,-49,-60,-53,-66,-50,NaN,-70,18
-44,NaN,-54,-46,NaN,NaN,-49,-50,-60,-50,-39,-55,-43,NaN,NaN,-65,-51,NaN,-53,18
-46,-47,-55,-45,-70,-57,-49,-53,-60,-50,-39,-55,-42,-60,-53,NaN,NaN,NaN,-51,18
-46,-59,NaN,-45,-70,-50,-46,-51,-53,-50,NaN,-56,-41,NaN,NaN,NaN,NaN,NaN,-56,18
-50,-48,-55,-46,-70,-56,-51,-51,-60,-51,-38,-55,-44,NaN,NaN,-64,-51,NaN,-54,18
-47,-48,-57,-46,-66,NaN,-48,-50,-65,-50,NaN,-57,-42,NaN,NaN,NaN,-71,NaN,-54,18
-46,-48,NaN,-75,-70,NaN,-48,-51,NaN,-50,-39,-57,-42,NaN,-47,-65,NaN,NaN,-50,18
-52,-48,NaN,-68,-69,-57,-51,-50,-49,-50,-41,-56,-45,-65,-52,-57,NaN,NaN,-51,18
-45,-49,-65,-45,NaN,-57,-51,-55,-54,-51,-38,-54,-55,NaN,-50,NaN,-50,NaN,-49,18
-44,-51,-55,-46,-70,-57,-49,-56,-53,-50,-39,-52,-43,-59,-51,-64,-60,-68,-48,18
-51,-48,-53,-44,NaN,-57,-50,-49,-53,-54,-39,-58,NaN,NaN,-50,NaN,-51,NaN,-51,18
-45,-58,NaN,-69,NaN,-57,-52,-51,-54,-50,-38,-56,-42,-57,-50,NaN,-51,-69,-48,18
-45,-51,-59,-44,NaN,-55,-52,-53,-55,-51,-40,NaN,-43,-58,-51,-70,-51,-65,-52,18
-47,-50,-57,-45,NaN,-56,-51,-50,NaN,-51,-40,-56,-44,-56,-51,NaN,-51,NaN,NaN,18
-48,-51,-58,-44,-72,-55,-52,-50,-53,-51,-40,-54,-42,-53,-49,-66,-51,NaN,-51,18
-47,-50,-55,-46,-71,NaN,-52,-50,NaN,-55,-38,-56,-42,NaN,-52,-64,-51,NaN,-54,18
-48,-46,-53,-49,NaN,-56,-49,-51,-54,-51,-39,-58,-43,-59,-50,-65,-70,-69,-50,18
-44,-51,-51,-43,NaN,-55,-48,-57,-54,-53,-39,-55,-43,-59,-50,NaN,-50,NaN,-48,18
-44,-55,-54,-39,-62,-51,-51,-55,-53,-52,-40,-49,-45,-58,-52,-67,-51,-66,-50,18
-47,-50,-52,-49,-72,NaN,-49,-49,-53,-52,-39,-55,-44,-58,-52,-64,-50,-67,-48,18
-44,-50,-51,-50,NaN,NaN,-49,-49,-61,-53,-39,-55,-44,-58,-52,-66,-58,NaN,-49,18
-48,-48,-51,-49,NaN,-51,-48,-50,-54,-53,-39,NaN,NaN,-60,-57,NaN,-51,NaN,-49,18
-45,-50,-50,-45,-77,-55,-49,-48,-54,-52,-40,-54,-43,NaN,-51,-51,-51,NaN,-49,18
-45,-51,-51,-49,-73,-55,-48,-50,-52,-53,-41,-54,-45,-60,NaN,-65,-52,NaN,-45,18
-45,-52,-55,-50,NaN,NaN,-49,-47,-55,-53,-40,-54,-44,NaN,-59,-72,-51,NaN,-50,18
-47,-50,-52,-48,NaN,-55,-48,-50,NaN,-53,-40,-55,-44,NaN,-53,NaN,-51,NaN,-48,18
-44,-50,-53,-47,-69,-56,-48,-50,-54,-53,-39,-55,-44,-60,-50,-70,-51,NaN,-47,18
-44,-51,-53,-48,-72,-56,-49,-50,-55,-53,-39,-56,-42,NaN,-52,-67,-50,-76,-46,18
-51,NaN,-52,-47,NaN,NaN,-49,-51,-53,-53,-39,-53,-42,NaN,-51,-65,-51,NaN,-48,18
-43,-51,-52,-46,NaN,-50,-49,-49,-53,-53,-39,-54,-41,-60,-51,-64,NaN,NaN,-46,18
-47,NaN,-53,-45,-70,-56,-48,-50,-54,-53,-40,-55,-43,-61,-52,-64,-51,-71,-46,18
-44,-52,-51,-45,-70,-54,-50,-50,-54,-53,-39,NaN,-43,-58,-53,-62,-51,NaN,-46,18
-45,-48,-52,-48,-68,-53,-49,-49,-55,-54,NaN,-55,-43,NaN,NaN,NaN,-52,NaN,-66,18
-44,-50,-53,-47,-64,-57,-48,-50,-53,-54,-39,-55,-43,-61,-51,-64,-51,NaN,-46,18
-46,-52,-52,-47,-73,-49,-47,-50,-53,-54,-39,-54,NaN,NaN,NaN,-64,-52,NaN,-47,18
-48,-50,-52,-44,-74,-57,-47,-49,-53,-54,-41,-55,-43,NaN,-49,-67,-52,-70,-48,18
-44,-51,-51,-47,-71,-56,-48,-50,-52,-53,-41,-54,-43,NaN,-47,NaN,-49,NaN,-47,18
-44,NaN,-51,-48,-72,NaN,-48,-49,NaN,-53,-40,-54,NaN,NaN,NaN,NaN,-50,NaN,-45,18
-44,-50,-50,-47,-70,-56,-49,-51,-53,-54,-40,-54,NaN,-61,-53,NaN,-49,-73,-46,18
-47,-50,-51,-38,-71,-58,-51,-51,-55,-54,-41,-54,-45,-62,-49,-61,-50,NaN,-50,18
-44,-51,-50,-44,-68,-55,-49,-89,-53,-54,-41,-54,-43,-60,-53,-67,-50,NaN,-48,18
-44,-51,-49,-47,-68,-55,-49,-50,-53,-55,-40,-54,-43,NaN,-50,NaN,-49,-70,-48,18
-47,-50,-49,-47,NaN,-57,-49,-50,-53,-56,-38,-55,-43,-56,NaN,-63,-49,NaN,-48,18
-44,-51,-50,NaN,-70,-49,-47,-49,-52,-53,-39,-54,-43,-61,-51,NaN,-49,NaN,-48,18
-45,NaN,-53,-44,NaN,NaN,-44,-56,-60,-53,-40,-50,-43,-60,NaN,NaN,-50,NaN,-48,18
-48,NaN,NaN,-54,-71,-57,-48,-50,-61,-53,-40,-55,-44,NaN,-50,-64,-49,NaN,-49,18
-48,-51,-51,-46,NaN,-55,-50,-51,-54,-53,-39,-54,-43,-60,-49,-64,-49,-65,-47,18
-44,-51,-52,-46,NaN,-48,-49,-50,-60,-53,-40,-54,-43,-64,-56,-66,-50,NaN,-48,18
-45,-50,-51,-46,NaN,-56,-49,-55,-54,-53,-40,-55,-44,-61,-51,NaN,-49,NaN,-47,18
-44,-51,-51,-46,-71,-52,-49,-50,-60,-51,NaN,-54,-44,NaN,-50,-69,-49,NaN,-47,18
-48,-51,-51,-45,-71,-56,-49,-50,-52,-54,-39,-54,-44,-62,-55,-68,-50,-67,-51,18
-45,-51,-49,-47,-67,-56,-49,-50,-55,-55,-40,-54,-44,-61,-51,-70,-50,NaN,NaN,18
-44,-51,-51,-45,-74,-50,-49,-51,-53,-53,-40,-54,-44,-60,NaN,-64,-49,-70,-51,18
-45,-51,-50,-49,-68,-53,-49,-50,-54,-55,NaN,-53,-43,-62,-52,-67,-50,-69,-49,18
-44,-50,-46,-44,-73,-54,-49,-50,-54,-53,-40,-54,-42,-60,-74,-70,-50,-68,-51,18
-44,-51,NaN,-48,-72,-55,-49,-82,-53,-53,-40,-54,-44,NaN,-51,NaN,-50,NaN,-47,18
-45,-52,-51,-47,-74,-49,-49,-50,-54,-56,-41,-54,-49,-63,NaN,-61,-49,NaN,-47,18
-44,-53,-51,-46,-73,-54,-49,-56,-54,-53,NaN,-55,-43,-60,NaN,NaN,-50,NaN,-51,18
-44,-52,NaN,-48,NaN,-56,-49,-50,-54,-53,NaN,-55,-44,NaN,-52,-64,-49,-69,-48,18
-48,-51,NaN,-47,NaN,-56,-47,-50,-47,-52,-40,-55,-44,NaN,-52,-62,-49,-70,-50,18
-45,-51,-51,-47,-71,NaN,-49,-49,-53,-53,-41,-55,-47,-60,NaN,-64,-49,NaN,-49,18
-44,-51,-51,-47,NaN,-55,-49,-49,-59,-53,NaN,-55,-44,-60,-59,NaN,-50,-72,-49,18
-44,-51,-51,-47,NaN,NaN,-48,-50,-55,-53,-40,-55,-44,-64,NaN,NaN,-49,-69,-47,18
-48,-52,-52,-46,-71,-53,-49,-49,-54,-52,-39,-55,-43,-58,-46,NaN,-50,-69,-49,18
-44,-50,NaN,-55,NaN,-48,-48,-50,-53,-53,-40,NaN,-42,-64,-54,NaN,-50,-67,-49,18
-45,NaN,-52,NaN,NaN,-51,-48,-54,NaN,-53,-40,-55,-42,-69,-46,NaN,-50,-67,-50,18
-48,-50,-52,-51,-71,-50,-48,-50,-52,-53,NaN,-54,-52,-59,-55,NaN,-50,NaN,-48,18
-45,-50,-52,-47,-73,-51,-49,-49,-53,-53,-40,-55,-44,NaN,NaN,NaN,-49,-66,NaN,18
-51,-50,-52,-47,-71,-50,-48,-49,-54,-53,-41,-54,-43,-59,-85,-68,-50,NaN,-48,18
-44,-52,-52,-47,-70,-50,-49,-51,-53,-53,-40,-54,-43,NaN,-52,-65,-49,-69,-48,18
-45,-50,-52,-46,-66,-54,-50,-49,-53,-53,-39,-55,-43,-58,-48,-65,-51,-71,-49,18
-45,-51,-51,-44,-70,-55,-48,-50,-54,-52,-41,-56,NaN,-67,NaN,-68,-47,-68,-49,18
-44,-51,-53,-44,-73,-54,-46,-50,-61,-53,-40,-55,-44,-63,NaN,-63,-50,-69,-47,18
-44,-54,-53,NaN,-71,NaN,-49,-50,-54,-53,-40,-56,-45,-70,NaN,-65,-50,-70,-48,18
-48,-52,-55,-47,-71,-54,NaN,-50,-59,-53,-40,-56,-44,-70,NaN,-65,-50,NaN,-48,18
-44,-52,NaN,-45,-75,-55,-49,-49,-54,-53,-41,-57,-43,NaN,NaN,NaN,-48,-71,-54,18
-44,-51,-52,-47,NaN,-55,-49,-49,-54,-53,-42,-55,NaN,NaN,-50,NaN,-50,-67,-48,18
-45,NaN,-52,-44,NaN,-54,-46,-50,-53,-53,-40,-54,-45,NaN,-48,-63,-50,NaN,-48,18
-61,-61,NaN,-48,NaN,-54,-63,-67,-52,-66,-36,-68,-49,-66,-51,-67,-39,-64,-51,19
-61,-61,-61,-55,NaN,NaN,NaN,-65,-62,-66,-31,-59,-54,NaN,-52,-61,-40,NaN,-55,19
-61,-66,-60,-43,NaN,NaN,-57,NaN,-64,-66,-35,-55,-58,-60,NaN,-61,-39,-63,-47,19
-61,NaN,-60,-43,-72,NaN,-64,-63,-62,-66,-33,-59,NaN,-58,-52,-64,-40,NaN,-49,19
-63,-68,-58,-46,NaN,NaN,-66,-65,-64,-68,-33,-55,-61,-59,-51,-65,-39,-64,-53,19
-63,-69,NaN,-44,NaN,NaN,NaN,-62,-64,-67,-35,-56,-49,-58,-51,-67,-39,NaN,-50,19
-60,-72,-63,-45,-57,NaN,-68,-63,-64,-66,NaN,NaN,-51,-59,-52,-67,-60,-65,-49,19
-65,-73,NaN,-48,NaN,-63,-63,-64,-63,-66,-33,-57,-49,-59,-52,-66,-39,-65,-49,19
-64,-72,-60,-45,-72,NaN,-63,-56,-62,-65,-33,NaN,NaN,NaN,-51,-61,-39,-64,-49,19
-64,NaN,NaN,-65,-71,NaN,NaN,-56,-64,-67,-34,-58,-50,NaN,-51,-66,-39,NaN,-50,19
-64,-72,-62,-46,-75,-73,NaN,-62,-65,-66,-33,-55,-49,-58,NaN,-62,-39,NaN,NaN,19
-63,-72,NaN,-44,-73,-67,-64,-63,NaN,-66,-34,-56,-61,-59,-52,-62,-40,-62,-50,19
-63,-76,-62,-44,-72,-65,-64,-65,-63,-66,-33,-66,-62,NaN,NaN,-61,-40,-65,-50,19
-63,-72,NaN,-44,NaN,-73,-61,-63,-64,-66,-33,-56,-49,-58,-71,-62,-39,-63,-49,19
-64,-70,NaN,-64,NaN,NaN,-64,NaN,-64,-66,-33,-56,-50,-54,-53,-61,-40,-63,-48,19
-64,NaN,-61,-45,-71,NaN,-62,-62,-64,-66,-33,-55,-58,-57,-53,-66,-39,-62,-49,19
-61,NaN,-62,-44,-73,NaN,-62,-68,-64,-65,-33,-57,-50,-58,-52,-64,-39,-61,-48,19
-63,-72,-62,-45,NaN,-75,-63,-65,-63,-66,-34,-58,-49,-58,-51,-63,-39,-63,-49,19
