04:18:d6:c1:98:24_inonet,06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:13:0d:9d_EROGLU,REF_POINT
-43,-57,-47,-54,-48,-64,-50,-33,-50,-46,-60,-47,-45,-66,-59,-68,-66,-71,-73,-77,13
-43,-58,-46,-60,-45,-64,-49,-37,-53,-47,-59,-47,-46,-63,-61,NaN,-66,-70,-73,-74,13
-44,-61,-38,-59,-49,-63,-56,-37,-52,-49,-59,-47,-45,-64,-61,NaN,NaN,-70,NaN,-73,13
-44,-61,-40,-55,-50,-66,-50,-35,-51,-45,-60,-48,-45,-66,-61,-67,-65,-74,-79,-73,13
-42,-62,-41,-63,-49,-66,-50,-76,-52,-45,-60,-48,-45,-66,-64,-67,-60,-72,-79,-73,13
-43,-62,-41,-60,-49,-69,-50,-37,-52,-45,-59,-47,-46,-65,-69,NaN,-59,-71,-77,-74,13
-43,-61,-42,-60,-60,-69,-50,-36,-53,-47,-59,-46,-46,-65,-62,-67,-59,-70,-78,-74,13
-43,-63,-42,-59,-50,-67,-50,-35,-53,-44,-69,-48,-46,-65,-65,-67,-60,-72,-78,-73,13
-43,-60,-41,-58,-49,-66,-51,-36,-60,-45,-59,-47,-46,-66,-65,-66,-60,-70,-77,-72,13
-44,-61,-43,-50,-47,-64,-48,-37,-53,-46,-60,-47,-46,-66,-68,-68,-63,-71,-79,-73,13
-42,-59,-42,-53,-47,-64,-50,-37,-52,-45,-61,-47,-46,-66,-67,-67,-59,-72,-77,-73,13
-43,-59,-43,-64,-47,-64,-50,-35,-53,-46,-59,-46,-47,-66,-68,-67,-64,-71,-77,-72,13
-44,-58,-47,-52,-52,-64,-53,-36,-51,-45,-66,-45,-44,-66,-68,NaN,-64,-71,NaN,-72,13
-50,-57,-44,-60,-49,-65,-59,-34,-54,-47,-60,-46,-46,-65,-70,NaN,-60,-70,-76,-72,13
-46,-54,-43,-62,-46,-68,-57,-32,-52,-49,-60,-45,-44,-68,-67,-65,-60,-74,-81,-74,13
-46,-55,-43,-60,-46,-68,-55,-34,-53,-48,-59,-43,-44,-66,-66,-66,-61,-76,-79,-74,13
-46,-56,-44,-59,-47,NaN,-59,-34,-56,-47,-59,-43,-45,-65,-66,-65,-61,-72,-79,NaN,13
-47,-54,-42,-59,-46,-66,-57,-32,-53,-45,-60,-43,-43,-64,-66,-67,-59,-72,-79,NaN,13
-49,-53,-42,-57,-47,-63,-56,-32,-53,-45,-60,-46,-44,-64,-66,-65,-59,-69,-79,NaN,13
-47,-54,-45,-56,-49,-63,-57,-34,-52,-49,-59,-45,-44,-64,-67,-67,-61,-68,-78,NaN,13
-45,-54,-46,-53,-47,-65,-61,-34,-54,-51,-62,-45,-43,-65,-66,-67,-61,-77,-78,NaN,13
-47,-59,-46,-58,-49,-65,-52,-34,-54,-43,-62,-45,-42,-66,-68,-65,-63,-71,-69,NaN,13
-48,-56,-47,-63,-50,-63,-52,-33,-53,-45,-60,-53,-41,-64,-68,-65,-67,-71,-77,-73,13
-54,-65,-47,-61,-54,-64,-54,-49,-59,-44,-51,-55,-47,-57,-57,-67,-57,-58,-71,-74,14
-59,-67,-49,-69,-48,-66,-53,-35,-59,-51,-56,-51,-45,-56,-57,-63,-58,-59,-72,-76,14
-59,-67,-43,-69,-49,-60,-51,-33,-60,-50,-56,-51,-43,-57,-57,-63,-58,-59,-72,-76,14
-58,-67,-43,-58,-49,-60,-52,-33,-59,-48,NaN,-50,-44,-57,-64,-65,-58,-58,-72,-77,14
-61,-67,-42,-63,-61,-61,-57,-33,-59,-47,-56,-50,-45,-56,-64,-66,-60,-58,-72,-77,14
-58,-65,-44,-64,-53,-66,-52,-34,-61,-52,-58,-50,-43,-57,-63,-66,-62,-59,-72,NaN,14
-57,-67,-40,-60,-47,-64,-51,-34,-61,-48,-52,-50,-44,-55,-60,-62,-58,-58,-71,-74,14
-61,-67,-44,-64,-48,-61,-51,-34,-58,-48,-57,-50,-44,-56,-57,-65,-58,-59,-71,-74,14
-57,-67,-45,-60,-48,-59,-51,-33,-58,-48,-57,-50,-44,-56,-65,-65,-58,-59,-72,NaN,14
-58,-67,-44,-62,-48,-58,-50,-34,-60,-48,-56,-49,-45,-58,-65,-67,NaN,-60,-63,-77,14
-57,-68,-59,-66,-48,-58,-50,-35,-59,-47,-56,-43,-45,-58,-61,-67,NaN,-60,-74,-77,14
-57,-68,-44,-59,-48,-61,-51,-33,-60,-48,NaN,-49,NaN,-58,-65,-67,NaN,-56,-71,NaN,14
-57,-68,-41,-64,-51,-61,-54,-34,-59,-49,-61,-49,-44,-57,-63,-62,-59,-59,-72,NaN,14
NaN,-68,-45,-64,-52,-59,-57,-34,-59,-48,-60,-50,-45,-58,-63,-62,-59,-59,-72,NaN,14
-57,-68,-44,-65,-51,-59,-50,-34,-60,-49,-61,-49,-44,-57,-59,NaN,-59,-58,-65,NaN,14
-56,-67,-40,-65,-46,-60,-51,-32,-61,-49,-66,-49,-44,-59,-63,NaN,-60,-58,-63,NaN,14
-58,-67,-44,-65,-48,-60,-57,-34,-59,-49,-63,-50,-46,-57,-63,-64,-60,-58,-63,NaN,14
-58,-67,-45,-62,-47,-59,-51,-33,-60,-49,-63,-49,-44,-57,-63,-63,-60,-58,-71,-75,14
-59,-68,-45,-66,-48,-60,-50,-34,-60,-48,-58,-49,-44,-57,-63,-63,-61,-59,-62,-76,14
-56,-67,-44,-66,-49,-60,-51,-34,-61,-49,-56,-50,-46,-56,-59,-65,-60,-57,-62,-78,14
-56,-67,-44,-66,-48,-67,-48,-33,-59,-47,-59,-50,-44,-57,-61,-65,-60,-58,-67,-78,14
-56,-67,-49,-63,-52,-59,-58,-32,-64,-51,-56,-50,-44,-57,-59,-65,-60,-59,-64,-75,14
-60,-65,-47,-68,-47,-58,-51,-39,-57,-52,-56,-51,-43,-58,-58,-65,-59,-59,-64,-75,14
-55,-66,-43,-68,-50,-59,-51,-39,-57,-66,-65,-56,-46,-59,-58,-66,-57,-60,-64,NaN,14
-57,-68,-59,NaN,-49,-61,-60,-37,-62,-52,-66,-56,-47,-58,-57,-66,-59,-59,NaN,NaN,14
-61,-66,-43,-69,-48,-59,-51,-40,-61,-50,-65,-56,-46,-58,-55,-65,-60,-59,-72,NaN,14
-58,-68,-43,-67,-48,-57,-51,-37,-62,-49,-68,-53,-45,-62,-56,-64,-62,-59,-72,-77,14
-59,-67,-49,-68,-47,-61,-59,-31,-58,-52,-64,-55,-43,-57,-48,-65,-59,-59,-65,-77,14
-56,-67,-48,-59,-45,-58,-72,-34,-61,-47,-63,-49,-45,-57,-57,-63,-58,-58,-71,-74,14
-56,-67,-46,-69,-50,-58,-50,-33,-60,-49,-63,-49,-44,-58,-57,-68,-59,-58,-72,-74,14
-58,-67,-45,-63,-48,-58,-51,-34,-62,-48,-65,-49,-44,-58,-59,-68,-59,-59,-72,NaN,14
-57,-67,-45,-65,-48,-58,-57,-34,-60,-48,-60,-50,-44,-58,-59,-66,-59,-59,-71,NaN,14
-59,-67,-44,-65,-48,-58,-50,-34,-61,-48,-63,-50,-44,-57,-67,-66,-60,-59,-65,NaN,14
-57,-68,-44,-70,-48,-57,-51,-34,-60,-50,-63,-50,-43,-58,-66,-65,-59,-59,-72,NaN,14
-56,-68,-45,-65,-48,-57,-57,-72,-60,-50,-69,-50,-44,-57,-59,-64,-60,-59,-64,-77,14
-56,-68,-63,-49,-49,-60,-57,-34,-61,-50,-56,-50,-44,-61,-58,-64,-59,-61,-71,-76,14
-58,-67,-44,-66,-48,-60,-51,-34,-60,-50,-56,-50,-44,-62,-57,-64,-60,-61,-63,-76,14
-56,-68,-44,-66,-48,-61,-51,-34,-60,-48,-57,NaN,-44,-57,-59,-64,-59,-59,-63,NaN,14
-58,-67,-43,-66,-48,-61,-50,-34,-60,-49,-57,-50,-43,-57,-57,-64,-63,-59,NaN,-78,14
-63,-67,-43,-66,-51,-60,-50,-34,-61,-49,NaN,-50,-44,-59,-57,-66,-59,-60,NaN,-80,14
-60,-67,-44,-66,-51,-60,-45,-34,-60,-49,NaN,-45,-46,-59,-57,-68,-59,-57,-73,-80,14
-55,-67,-44,-66,-48,-60,-51,-34,-60,-48,-56,-50,-44,-59,-57,-65,-56,-59,-73,NaN,14
-56,-67,-44,-64,-56,-60,-50,-34,-59,-50,-57,-47,-44,-59,-58,-66,-56,-60,-64,NaN,14
-57,-67,-44,-68,-48,-60,-55,-33,-61,-51,-56,-50,-44,-55,-58,-66,-58,-59,-71,-75,14
-59,-67,-44,-65,-48,-59,-58,-34,-60,-81,-56,-50,-44,-59,-58,-64,-58,-60,-63,-73,14
-56,-67,-44,-63,-47,-58,-57,-33,-60,-49,-58,-50,-44,-57,-58,-64,-58,-59,-70,-73,14
-60,-67,-44,-64,-48,-59,-58,-34,-60,-49,-54,-49,-43,-57,-57,-64,-65,-59,-63,-73,14
-56,-66,-56,-65,-47,-60,-51,-33,-60,-49,-56,-49,-45,-60,-55,NaN,-58,-59,-71,-76,14
-59,-66,-45,-58,-49,-61,-58,-33,-60,-43,-55,-49,-44,-59,-58,-63,-59,-59,-72,-76,14
-54,-66,-47,-65,-46,-60,-50,-33,-60,-52,-56,-50,-44,-58,-58,-64,-60,-59,-64,-76,14
-54,-67,-55,-65,-46,-61,-50,-34,-60,-50,-56,-50,-44,-58,-59,-64,-60,-59,-64,-76,14
-54,-67,-43,-66,-49,-60,-51,-34,-59,-64,-60,-50,-44,-59,-59,-65,-59,-60,-64,NaN,14
-56,-62,-44,-63,-49,-60,-49,-34,-59,-44,-87,-49,-44,-59,-60,-65,-59,-60,-72,NaN,14
-56,-65,-45,-64,-49,-60,-50,-34,-59,-44,-63,-49,-44,-59,-60,NaN,-59,-59,-73,NaN,14
-56,-66,-44,-66,-49,-60,-50,-34,-62,-46,-62,-49,-44,-59,-61,-64,-57,-61,-63,-77,14
-57,-66,-44,-66,-49,-61,-50,-34,-61,-44,-63,-50,-43,-56,-60,-64,-57,-59,-72,-77,14
-61,-65,-47,-60,-45,-64,-49,-34,-60,-46,-61,-50,-44,-60,-58,-64,-59,-59,-66,NaN,14
-58,-63,-41,-63,-50,-63,-67,-34,-60,-48,-63,-51,-44,-60,-58,NaN,-65,-59,-66,-78,14
-52,-67,-53,-66,-50,-65,-55,-33,-61,-46,-58,-52,-43,-58,-56,-64,-57,-63,-74,-78,14
-52,-65,-52,-64,-50,-60,-56,-34,-62,-46,-60,-48,-43,-58,-55,-65,-62,-59,-60,NaN,14
-53,-64,-43,-65,-50,-61,-54,-30,-59,-45,-60,-51,-43,-59,-58,-65,-60,-62,-65,-81,14
-50,-65,-48,-64,-50,-65,-53,-33,-63,-45,-71,-53,-45,-57,-58,-65,-59,-60,-72,-81,14
-56,-64,-47,-65,-49,-60,-50,-41,-61,-44,-61,-51,-44,-57,-58,-65,-58,-60,-70,-76,14
-59,-65,-47,-67,-48,-62,-52,-38,-59,-45,-60,-50,-44,-59,-57,-65,-60,-62,-71,-75,14
-57,-65,-47,-67,-49,-64,-54,-34,-61,-46,-59,-57,-43,-53,-58,NaN,-60,-60,-73,-75,14
-66,-65,-46,-66,-50,-58,-51,-46,-57,-45,-58,-63,-48,-60,-58,NaN,-56,-59,-72,NaN,14
-61,-65,-45,-66,-52,-59,-54,-46,-54,-45,-58,-62,-48,-60,-58,-68,-56,-59,-72,-77,14
-56,-66,-46,-65,-49,-63,-58,-40,-59,-43,-58,-61,-45,-58,-60,-68,-61,-61,-71,-77,14
-58,-63,-39,-60,-50,-64,-70,-33,-58,-48,-54,-49,-45,-57,-57,-65,-58,-59,-66,-78,14
-53,-65,-43,-66,-50,-64,-52,-34,-59,-43,-54,-49,-44,-58,-57,-65,-60,-61,-67,-73,14
-53,-63,-85,-64,-52,-60,-49,-34,-58,-42,-55,-49,-46,-58,-59,-65,-60,-59,-71,-73,14
-59,-64,-49,-64,-50,-63,-51,-34,-61,-43,-63,-63,-42,-59,-56,-64,-59,-59,-73,NaN,14
-54,-65,-42,-67,-48,-58,-52,-36,-60,-76,-57,-47,-43,-59,-54,-66,-57,-61,-72,-73,14
-58,-64,-56,-68,-49,-64,-53,-32,-60,-76,-57,-50,-43,-58,-59,-69,-58,-59,-68,-77,14
-54,-64,-39,-67,-50,-60,-54,-34,-60,-66,-54,-51,-48,-58,-59,-65,-59,-60,-71,-77,14
-51,-67,-44,-60,-50,-66,-55,-33,-65,-49,-54,-52,-48,-59,-59,-65,-58,-60,-66,NaN,14
-54,-65,-41,-66,-50,-64,-63,-34,-56,-51,-56,-48,-42,-59,-61,-65,-59,-59,-66,-80,14
-55,-65,-45,-68,-51,-64,-50,-33,-58,-50,-55,-52,-46,-60,-59,-64,-59,-60,-72,-80,14
-65,-66,-50,-63,-48,-63,-54,-76,-59,-44,-55,-62,-46,-58,-58,-66,-55,-61,-72,NaN,14
-55,-66,-44,-63,-54,-63,-57,-34,-58,-52,-55,-48,-46,-61,-58,-64,-55,-63,-72,NaN,14
-55,-57,-49,-68,-50,-67,-70,-36,-62,-54,-59,-40,-52,-54,-56,-73,-56,-63,-74,-73,15
-51,-54,-48,-60,-50,-68,-58,-31,-65,-58,-60,-40,-45,-55,-56,-64,-56,-63,-73,-73,15
-51,-56,-57,-65,-49,-66,-60,-33,-57,-58,-66,-41,-44,-56,-55,-64,NaN,-63,-71,NaN,15
-51,-56,-46,-67,-48,-66,-58,-33,-57,-60,-69,-39,-44,-56,-55,NaN,NaN,-62,-71,NaN,15
-50,-55,-44,-64,-50,-67,-60,-32,-57,-57,-69,-40,-67,-56,-55,-68,NaN,-69,-75,NaN,15
-50,-56,-46,-64,-50,-66,-59,-32,-56,-57,-57,-41,-67,NaN,-55,-65,-56,-59,-71,NaN,15
NaN,-56,-46,-65,-51,-66,-59,-32,-58,-62,-62,-44,-43,-53,-56,-65,-57,-63,-71,-74,15
-48,-56,-49,-64,-50,-66,-59,-32,-63,-60,-60,-39,-44,-53,-56,-65,-57,-62,-69,-76,15
-51,-56,-46,-64,-50,-67,-59,-33,-58,-58,-58,-40,-44,-55,-56,-67,-56,-71,-73,-76,15
-49,-56,-46,-64,-50,-67,-60,-32,-57,-61,-57,-40,-44,-55,-55,-66,-55,-71,-69,NaN,15
-50,-56,-46,-63,-50,-67,-57,-32,-57,-62,-57,-41,-45,-55,-56,-66,-53,-63,-69,NaN,15
-50,-57,-69,-63,-50,-67,-58,-32,-58,-53,-59,-40,-45,-58,-49,NaN,-53,-63,-71,NaN,15
-51,-57,-47,-65,-50,-67,-59,-32,-57,-58,-58,-40,-44,-57,-56,-65,-54,-62,-81,NaN,15
-50,-56,-48,-64,-51,-66,-60,-33,-56,-55,-58,-41,-44,-57,-59,-68,-54,-70,-72,NaN,15
-49,-56,-48,-64,-52,-66,-58,-32,-56,-60,-59,-41,-44,-54,-54,-68,-55,-51,-69,NaN,15
-51,-56,-49,-64,-50,-65,-59,-32,-57,-60,-58,-40,-39,-57,-56,NaN,-55,-51,-69,-71,15
-49,-56,-49,-64,-51,-66,-59,-32,-56,NaN,-55,-40,-43,-55,-55,-67,-54,-63,-69,-71,15
-50,-56,-45,-63,-51,-66,-58,-32,-57,-56,-59,-41,-44,-55,-56,-66,-54,-64,-72,NaN,15
-50,-56,-44,-63,-50,-70,-64,-32,-57,-59,-59,-39,-44,-56,-55,-66,-54,-64,-75,-73,15
-49,-56,-45,-58,-51,-67,-57,-33,-57,-61,-61,-40,-41,-56,-56,-69,-57,-64,-73,-76,15
-49,-56,-49,-64,-54,-66,-59,-32,-57,-66,-57,-41,-44,-55,-56,-67,-54,-64,-69,-76,15
-50,-57,-44,-64,-51,-66,-59,-33,-57,-62,-69,-40,-44,-55,-55,-68,-55,-64,-68,-79,15
-50,-56,-43,-60,-51,-66,-59,-33,-58,-63,-60,-40,-43,-57,-56,-67,-56,-64,-72,-79,15
-50,-57,-48,-64,-51,-66,-59,-33,-58,-66,-59,-40,-44,-58,-55,-65,-55,-64,-72,NaN,15
-50,-56,-44,-59,NaN,NaN,-59,-33,-57,-68,-60,-41,-43,-58,-55,-65,-55,-64,-72,NaN,15
-49,-57,-45,-62,-51,-66,-59,-68,-56,-66,-59,-40,-44,NaN,-55,NaN,-54,-64,-72,NaN,15
-50,-57,-45,-64,-52,-66,-59,-66,-56,-63,-59,-39,-45,-56,-54,NaN,-54,-64,-68,NaN,15
-50,-57,-45,-64,-50,NaN,-59,-33,-56,-68,-58,-39,-44,-57,-54,-66,-54,-64,-71,NaN,15
-48,-57,-45,NaN,-50,-66,-59,-33,-57,-66,-56,-40,-41,-55,-55,-67,-53,-65,-70,-76,15
-49,-56,-44,-65,-50,-66,-60,-30,-58,-62,-56,-41,-44,-56,-56,-67,-54,-62,-70,-76,15
-50,-56,-44,-64,-52,-66,-60,-32,-57,-62,-66,-41,-44,-55,-53,NaN,-54,-64,NaN,NaN,15
-51,-56,-44,-64,-52,-67,-60,-27,-61,-58,-67,-41,-45,-56,-54,-67,-60,-64,-70,-85,15
-49,-56,-44,-63,-53,-66,-59,-32,-57,-57,-58,-41,-44,-56,-55,-67,-52,-63,-72,-85,15
-51,-56,-44,-61,-51,-67,-59,-32,-63,-56,-60,-40,-48,-56,-55,-65,-56,-63,-72,NaN,15
-51,-56,-44,-60,-50,-66,-60,-32,-57,-57,-60,-41,-43,-57,-56,-65,-56,-64,-68,-80,15
-51,-56,-44,-60,-50,-66,-59,-31,-57,-58,-58,-41,-44,-58,-55,-68,-52,-63,-69,-81,15
-49,-57,-44,-64,-50,-66,-64,-32,-57,-59,-59,-41,-44,-56,-55,-68,-55,-63,-69,-81,15
-50,-56,-45,-64,-51,NaN,-64,-32,-57,-53,-60,-40,-43,-57,-55,-67,-56,-63,-72,NaN,15
-49,-56,-45,-64,-53,-66,-59,-32,-58,-55,-60,-41,-41,-58,-64,-69,-56,-64,-68,NaN,15
-49,-57,-44,-78,-53,-66,-59,-33,-57,-60,-57,-39,-43,-57,-64,-67,-56,-64,-68,NaN,15
-51,-56,-48,-78,-52,-64,-60,-33,-57,-58,-57,-40,-44,-57,-64,-66,-57,-70,-72,NaN,15
-49,-56,-44,-58,-51,-62,-60,-32,-57,-61,-57,-40,-44,-59,-62,-67,-56,-65,-68,-78,15
-53,-56,-44,-63,-51,-67,-59,-33,-58,-57,-66,-40,-47,-76,-61,-67,-56,-64,-72,-78,15
-50,-56,-44,-59,-51,-85,-59,-32,-56,-59,-57,-40,-44,-57,-62,NaN,-56,-64,-73,NaN,15
-51,-57,-45,-64,-51,-66,-60,-70,-56,-58,-59,-39,-44,-56,-63,NaN,-56,-64,-69,NaN,15
-50,-56,-44,-64,-51,-66,-60,-32,-61,-58,-69,-41,-43,-58,-61,-66,-56,-65,-69,NaN,15
-50,-56,-45,-64,-52,-66,-59,-31,-56,-57,-61,-39,-44,-56,-64,-66,-56,-65,-72,NaN,15
-51,-57,-45,-64,-70,-66,-59,-30,-57,-53,-61,-43,-43,-56,-65,NaN,-56,-64,-70,NaN,15
-52,-57,-45,-60,-51,-66,-58,-32,-58,-55,NaN,-40,-43,-57,-63,-66,-56,-65,-68,NaN,15
-50,-57,-45,-64,-51,-62,-57,-32,-56,-54,-59,-40,-44,-57,-63,-66,-55,-70,-73,-80,15
-49,-57,-44,-65,-50,-62,-60,-32,-57,-53,-59,-40,-44,-57,-63,-66,-55,-64,-73,-80,15
-51,-56,-56,-64,-52,NaN,-60,-32,-61,-55,-56,-39,-44,-54,-64,-65,-55,-78,-67,NaN,15
-51,-56,-45,-64,-52,NaN,-71,NaN,-57,-56,-56,-40,-43,-57,-62,-65,-56,-78,-67,NaN,15
-49,-56,-45,-64,-49,NaN,-59,-33,-58,-66,NaN,-41,-44,-57,-62,-65,-53,-62,-72,NaN,15
-50,-57,-45,-64,-51,-64,-59,-32,-61,-59,-57,-40,-42,-57,-65,-66,-53,-64,-74,NaN,15
-51,-57,-45,-64,-51,-66,-59,-33,-58,-59,-57,-41,-44,-57,-59,-65,-52,-64,-72,NaN,15
-50,-56,-44,-64,-51,-66,-59,-33,-57,-60,-56,-41,-43,-57,-61,-65,-52,-64,-76,NaN,15
-51,-56,-45,NaN,-51,-64,-60,-30,-57,-54,-56,-39,-43,-56,-63,NaN,-57,-64,-76,NaN,15
-53,-56,-45,-65,-51,-66,-60,-33,-57,-54,-67,-41,-45,-55,-62,NaN,-57,-64,-73,NaN,15
-49,-56,-45,-61,-51,-66,-60,-32,-58,-56,-58,-41,-43,-55,-64,-64,-53,-64,-68,-79,15
-50,-57,-45,-61,-51,-64,-60,-32,-56,-56,-58,-41,-43,-55,-60,-65,-55,-65,-72,-79,15
-51,-56,-44,NaN,-55,-66,-59,-32,-57,-54,-60,-41,-43,-55,-66,-65,-56,-64,-74,NaN,15
-49,-56,-45,-65,-50,-66,-59,-32,-56,-52,-73,-39,-44,-54,-64,-66,-59,-64,-74,-79,15
-50,-56,-45,-65,-60,-65,-63,-32,-58,-53,-62,-40,-43,-57,-62,-62,-55,-63,-72,-79,15
-49,-56,-45,-65,-52,-65,-63,-32,-58,-50,-62,-44,-44,-56,-62,-65,-57,-63,-72,NaN,15
-50,-56,NaN,-65,-52,-66,-59,-33,-56,-55,-60,-40,-43,-56,-60,-66,-56,-63,-68,NaN,15
-49,-56,-45,-65,-52,-61,-62,-33,-59,-52,-61,-40,-43,-57,-61,-64,-56,-64,-73,NaN,15
-49,-56,-44,-65,-52,-61,-60,-32,-58,-51,-57,-39,-43,-56,-62,-66,-56,-64,-73,-79,15
-50,-57,-48,-65,-51,-66,-61,-32,-58,-57,-56,-40,-44,-57,-56,-66,-57,-63,-73,-79,15
-50,-56,-43,-59,-52,-65,-59,-32,-61,-56,-67,-40,-43,-57,-60,-69,-57,-63,-70,NaN,15
-50,-57,-45,-58,-51,-61,-59,-32,-56,-53,-58,-43,-43,-58,-61,-66,-55,-63,-70,NaN,15
-50,-57,-45,-65,-52,-66,-58,-32,-57,-52,-57,-38,-43,-57,-63,-66,-56,-63,-68,NaN,15
-49,-57,-45,-66,-51,-64,-59,-33,-57,-56,-55,-39,-44,-58,-64,-67,-57,-64,-73,-79,15
-50,-57,-44,-64,-71,-66,-60,-33,-61,-55,-56,-40,-43,-57,-63,-66,-56,-63,-68,-81,15
-50,-57,-44,-58,-50,-66,-58,-31,-56,-54,-56,-41,-43,-57,-64,-63,-59,-63,-72,-81,15
-51,-57,-43,-64,-50,-65,-59,-28,-57,-53,-58,-39,-44,-57,-66,-66,-55,-64,-72,-82,15
-50,-56,-44,-64,-54,-66,-56,-31,-56,-51,-56,-39,-43,-58,-62,-66,-55,-63,-68,-82,15
-50,-56,-44,-63,-54,-66,-56,-33,-58,-50,-57,-40,-44,-57,-67,-68,-55,-63,-72,NaN,15
-50,-55,-45,-63,-51,NaN,NaN,-32,-57,-50,-57,-39,-43,-57,-60,-65,-55,-62,-72,NaN,15
-51,-56,-44,-58,-51,-65,-59,-32,-56,-47,-58,-40,-44,NaN,-62,-65,-55,-64,-71,NaN,15
-55,-58,-44,-58,-52,-69,-51,-39,-60,-45,-51,-47,-47,-56,-59,-65,-55,-57,-73,-77,16
-53,-59,-43,-58,-55,-69,-54,-39,-59,-47,-51,-51,-47,-56,-57,-64,-55,-58,-73,NaN,16
-56,-58,-45,-63,-55,NaN,-53,-40,-59,-58,-49,-50,-53,NaN,-59,-65,-66,-56,NaN,NaN,16
-55,-58,-51,-64,-56,-75,-53,-67,-63,-68,-50,-47,-42,NaN,-58,-64,-66,-58,-72,NaN,16
-54,-58,-45,-65,-56,-77,-53,-37,-65,-54,-50,-53,-48,-61,-59,-63,NaN,-64,-71,NaN,16
-57,-59,-48,-62,-52,-74,-52,-40,-61,-51,-52,-50,-46,-58,-59,-66,-60,-58,-71,NaN,16
-60,-59,-43,-56,-52,-77,-54,-44,-62,-48,-52,-50,-46,-57,-58,-66,-60,-58,-70,NaN,16
-54,-58,-44,-59,-52,-68,-55,-41,-58,-48,-51,-48,-46,-60,-65,-67,-58,-64,-70,NaN,16
-57,-59,-44,-59,-53,-74,-52,-44,-61,-47,-51,-49,-46,-60,-57,-65,-58,-57,-69,NaN,16
-53,-59,-41,NaN,-54,-80,-56,-40,-61,-47,-50,-50,-45,-54,-59,-65,NaN,-57,-72,NaN,16
-56,-58,-63,-63,-53,-76,-55,-43,-60,-51,-50,-49,-45,-59,-58,-65,-57,-57,-71,NaN,16
-55,-59,-44,-59,-54,-71,-56,-39,-63,-52,-51,-50,-46,-58,-60,NaN,-58,-64,-71,NaN,16
-61,-59,-44,-59,-54,-71,-55,-43,-61,-51,-51,-51,-45,-58,-60,NaN,-58,-58,-70,NaN,16
-56,-59,-44,-63,-53,NaN,-53,-44,-60,-51,-49,-51,-50,NaN,-58,-65,-59,-61,-70,NaN,16
-53,-58,-47,-64,-52,NaN,-55,-41,-61,-53,-52,-51,-50,-59,-56,-64,-55,-56,-70,NaN,16
-56,-59,-42,-60,-52,NaN,-57,-43,-63,-50,-50,-50,-47,-64,-59,-64,-55,-58,-70,NaN,16
-54,-59,-44,-63,NaN,-81,-54,-43,-61,-50,-51,-50,-68,-58,-60,-64,-56,-57,-77,-74,16
-57,-58,-43,-62,-53,-81,-54,-42,-60,-50,-46,-52,-50,-58,-60,-66,-56,-57,-70,-74,16
-51,-60,-41,-64,-52,-74,-51,-42,-66,-50,-47,-51,-46,NaN,-59,-66,NaN,NaN,-70,NaN,16
-63,-59,-44,-63,-51,-76,-54,-42,-62,-51,-50,-50,-47,-57,-60,NaN,-57,-56,-69,-72,16
-54,-59,-44,-64,-54,-77,-55,-42,-62,-51,-50,-50,-46,-57,-59,-65,-58,-64,-69,-72,16
-53,-59,-44,-63,-52,-77,-54,-42,-63,-50,-50,-50,-46,-58,-59,-64,-57,-56,-71,-71,16
-54,-59,-44,-57,-55,-76,-54,-39,-62,-49,-50,-51,-46,-58,-58,-64,-57,-56,-70,-71,16
-50,-60,-44,-65,-60,-78,-55,-43,-62,-49,-50,-51,-46,NaN,-60,-65,-57,-57,-69,NaN,16
-51,-60,-43,-59,-57,-76,-53,-43,-61,-49,-49,-51,-46,-71,-58,-65,-57,-57,-71,NaN,16
-62,-59,-43,-61,-54,-76,-56,-43,-62,-48,-49,-51,-47,-61,-61,-63,-56,-57,-67,NaN,16
-56,-60,-44,-63,-54,NaN,-52,-43,-64,-48,-49,-50,-47,-61,-61,-63,-60,-57,-72,NaN,16
-55,-60,-44,-57,-53,NaN,-53,-43,-58,-50,-50,-50,-45,-59,-58,NaN,-56,-59,-72,NaN,16
-55,-59,-43,-57,-53,NaN,-53,-43,-62,-51,-50,-51,-47,-60,-58,-61,-56,-57,NaN,NaN,16
-54,-59,-43,-63,NaN,NaN,-53,-43,-60,-50,-50,-50,-49,-58,-59,-63,-57,-57,-70,NaN,16
-54,-59,-49,-63,-50,-76,-56,-46,-61,-52,-50,-50,-46,-58,-59,-50,-57,-57,-70,NaN,16
