04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,06:18:d6:c2:98:24_inonet,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:69:1c:51_evarobot,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:67:ab:cf_evarobot,e8:50:8b:6e:ec:95_Aksins,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:6f:20:2e_evarobot,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:66:4b:1f:08:23_TeknoTAM,18:28:61:58:78:6a_Dlink_DAP-1360,64:66:b3:d0:4a:8d_Cisco_KRD,00:26:5a:52:0b:8c_RFKON_115,18:28:61:13:0d:9d_EROGLU,1c:87:2c:7e:23:9d_EROGLU-PUB,1c:87:2c:7e:23:9c_EROGLU-PRI,66:9a:be:03:d1:e8_iPhone,08:62:66:03:0f:1a_My ASUS,REF_POINT
-58,NaN,-49,-34,NaN,-58,-58,-59,-71,-63,-67,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-85,-79,NaN,NaN,NaN,NaN,18
-58,-36,-52,-34,-48,-58,-55,-58,-69,-63,-67,-76,NaN,-67,NaN,NaN,NaN,NaN,NaN,-79,NaN,-78,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-59,-37,-52,NaN,-50,-58,-56,-61,-70,NaN,-65,NaN,NaN,-66,NaN,NaN,NaN,-59,NaN,NaN,NaN,-76,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-60,-37,-51,-34,-48,-57,-57,-59,-70,-65,-66,-77,NaN,NaN,-74,-83,NaN,-59,NaN,-79,NaN,-74,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,18
-62,-37,-50,-34,-49,-57,-57,-60,-68,NaN,-67,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,18
-60,-37,-53,-34,-48,-57,-57,-59,-68,-61,-68,-79,NaN,-65,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,18
NaN,-37,-53,-32,-49,-57,-57,-60,-70,NaN,-68,NaN,NaN,-65,-74,NaN,NaN,-59,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-58,-36,-53,-34,-48,-57,-56,-66,-69,NaN,-69,NaN,NaN,-63,-73,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-53,-34,-48,-57,-56,-59,-70,NaN,NaN,NaN,NaN,-65,-72,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-36,-54,-34,-48,-57,-57,-60,-69,NaN,NaN,NaN,NaN,-65,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-61,-36,-53,-34,-48,-58,-57,NaN,-69,-63,NaN,-75,NaN,-66,-73,-85,NaN,NaN,NaN,-68,NaN,-75,NaN,NaN,-78,-83,NaN,NaN,NaN,NaN,NaN,18
-60,-37,-54,-35,-51,-58,-57,-59,-70,-65,-68,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,-86,NaN,NaN,NaN,NaN,NaN,18
-58,-37,-52,-34,-49,-58,-57,NaN,-70,NaN,-67,NaN,NaN,-66,NaN,NaN,NaN,-59,NaN,-68,NaN,-74,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-37,-53,-34,-50,-58,-56,-63,-69,NaN,-68,-78,NaN,-66,-73,NaN,NaN,-59,NaN,-68,NaN,-78,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-66,-36,-54,-34,-48,-57,-56,-59,-69,NaN,-67,NaN,NaN,-64,-71,-81,NaN,-59,NaN,-68,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-41,-52,-33,-51,-69,-57,NaN,-70,NaN,NaN,NaN,NaN,-70,NaN,-81,NaN,-60,NaN,NaN,NaN,-76,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-54,-34,-48,-57,-57,-60,-70,-61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-85,-87,NaN,NaN,NaN,NaN,18
-88,-36,-54,-34,-48,-57,-57,-59,-69,NaN,NaN,NaN,NaN,NaN,NaN,-83,NaN,-59,NaN,NaN,NaN,-78,NaN,NaN,-79,NaN,NaN,NaN,-90,NaN,NaN,18
-64,-36,-52,-33,-49,-58,-57,-59,-70,NaN,-67,NaN,NaN,-65,-73,NaN,NaN,-58,NaN,NaN,NaN,-75,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-60,-36,-52,-34,-47,-57,-57,-62,-70,NaN,-66,NaN,NaN,-66,-72,-79,NaN,-59,NaN,NaN,NaN,-74,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,18
-65,-36,-55,-34,-48,-57,-56,-62,-69,-63,-66,-78,NaN,-65,NaN,-75,NaN,-59,NaN,-83,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-36,NaN,-33,-49,-57,NaN,-65,-69,NaN,-66,-78,NaN,-65,-72,-75,NaN,-59,NaN,-82,NaN,-75,-85,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,18
NaN,-37,-56,-33,-49,-58,-56,-65,-69,-63,-69,-76,NaN,-66,-73,NaN,NaN,-59,NaN,-82,NaN,-75,NaN,NaN,-78,NaN,-80,NaN,NaN,NaN,NaN,18
-68,-36,-54,-33,-49,-58,-57,-59,-68,NaN,-66,NaN,NaN,-66,NaN,-80,NaN,-59,NaN,NaN,NaN,-75,NaN,-88,-77,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-37,NaN,-33,-49,-58,-57,NaN,-69,NaN,-67,NaN,NaN,-64,-73,-85,NaN,NaN,NaN,-81,NaN,-76,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-64,-36,-53,-33,-48,-58,NaN,NaN,-70,NaN,-68,NaN,NaN,NaN,NaN,-85,NaN,-59,NaN,NaN,NaN,-76,NaN,NaN,-79,-86,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-53,-33,-47,-59,-57,-64,-69,NaN,NaN,NaN,NaN,-65,NaN,NaN,NaN,NaN,NaN,-69,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-58,-37,NaN,-34,-48,-58,NaN,NaN,-70,NaN,NaN,NaN,NaN,-70,NaN,-79,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-60,-36,-51,-34,-51,-59,-56,NaN,-70,-63,-66,-87,NaN,-66,NaN,-83,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,18
-63,-36,-52,-34,-48,-57,-57,-66,-69,NaN,-66,NaN,NaN,-67,-73,-81,NaN,NaN,NaN,-68,NaN,NaN,NaN,-90,-79,-85,NaN,NaN,NaN,NaN,NaN,18
-60,-36,-50,-34,-49,-57,-59,-58,-69,NaN,NaN,-76,NaN,-65,-74,NaN,NaN,-59,NaN,-70,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-64,-36,-53,-34,-49,-57,-57,-59,-68,NaN,-66,-75,NaN,-65,-73,-83,NaN,-59,NaN,-68,NaN,-75,NaN,NaN,-78,-86,NaN,NaN,NaN,NaN,NaN,18
-65,-36,-52,-34,-47,-59,-57,-59,-70,-63,-65,-76,NaN,-66,-74,-79,NaN,-59,NaN,-68,NaN,-76,NaN,NaN,-80,NaN,-79,NaN,NaN,NaN,NaN,18
NaN,-36,-50,-34,-48,-57,-57,-59,-69,NaN,-65,NaN,NaN,-65,NaN,NaN,NaN,-59,NaN,-83,NaN,NaN,NaN,NaN,-79,-86,NaN,NaN,NaN,NaN,NaN,18
-59,-36,NaN,-34,-48,-57,-57,NaN,-69,NaN,NaN,NaN,NaN,-65,NaN,-85,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,18
-62,-37,NaN,-34,-47,-56,-56,-58,-70,NaN,-66,NaN,NaN,-65,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-77,-84,NaN,NaN,NaN,NaN,NaN,18
-60,-36,-52,-32,-49,-57,-57,-58,-69,NaN,-66,-78,NaN,-66,-72,NaN,NaN,-56,NaN,-81,NaN,-77,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-61,-36,-50,-32,-51,-58,-57,-67,-69,NaN,-66,-75,NaN,-65,NaN,NaN,NaN,-57,NaN,-79,NaN,-78,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,18
-70,-36,-50,-34,-47,-58,-57,-59,-70,-64,-66,-79,NaN,-66,-73,NaN,NaN,NaN,NaN,-78,NaN,-76,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-36,-52,-33,-47,-58,NaN,-68,-69,NaN,NaN,-76,NaN,NaN,-74,NaN,NaN,NaN,NaN,-78,NaN,-77,NaN,-88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-62,-36,NaN,-34,NaN,-58,-58,-60,-69,-67,-65,NaN,NaN,NaN,-77,NaN,NaN,-59,NaN,-69,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-66,-72,-50,-34,-48,-58,-58,-59,-69,-63,-65,-77,NaN,-65,-74,NaN,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,-73,-83,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-52,-34,-47,-59,-63,-58,-70,NaN,-66,NaN,NaN,-68,-73,NaN,NaN,-59,NaN,-68,NaN,-77,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-60,-36,-50,-32,-47,-58,-63,-59,-69,-65,-65,-81,NaN,-66,NaN,NaN,NaN,NaN,NaN,-68,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-50,-34,-48,-59,-58,-59,-68,NaN,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-66,-36,-51,-34,-47,-59,-59,-59,-68,NaN,-66,NaN,NaN,-66,NaN,NaN,NaN,-59,NaN,-68,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-60,-36,-50,-34,-48,-59,-58,-58,-69,-64,NaN,NaN,NaN,-66,NaN,NaN,NaN,-60,NaN,-68,NaN,-76,-91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-37,NaN,-39,-48,-59,-59,-67,-69,NaN,-65,NaN,NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-79,-82,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-52,-34,-46,-62,-58,-59,-68,-63,-65,NaN,NaN,-65,-74,NaN,NaN,-59,NaN,NaN,NaN,-76,NaN,NaN,-78,NaN,-81,NaN,NaN,NaN,NaN,18
NaN,-36,-50,-34,-48,-58,-58,-59,-70,NaN,NaN,NaN,NaN,-62,NaN,-83,NaN,-59,NaN,-72,NaN,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,18
-62,-36,-50,-33,-48,-58,NaN,-58,-70,-62,-65,-77,NaN,-66,-73,-85,NaN,-59,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-64,-36,-50,-34,-46,-58,-58,-58,-69,-63,NaN,NaN,NaN,-65,NaN,-85,NaN,-59,NaN,NaN,NaN,-75,NaN,NaN,-80,NaN,-80,NaN,NaN,NaN,NaN,18
NaN,-36,-50,-34,-49,-58,-58,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-59,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-36,-50,-34,-48,-58,-59,-59,-69,NaN,-65,NaN,NaN,-66,-74,NaN,NaN,-60,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-52,-34,-48,-58,-58,-58,-70,-63,-65,-90,NaN,NaN,-74,NaN,NaN,-60,NaN,-68,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-52,-34,-48,-58,-58,-60,-70,-62,-64,-79,NaN,-66,NaN,NaN,NaN,-59,NaN,NaN,NaN,-76,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-64,-36,-50,-30,-47,-57,-58,-59,-70,-62,NaN,NaN,NaN,-66,NaN,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-84,NaN,NaN,-92,NaN,NaN,18
NaN,-36,-66,-34,-48,-59,-58,-61,-69,-61,NaN,NaN,NaN,-64,NaN,NaN,NaN,-59,NaN,-81,NaN,NaN,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-54,-34,-49,-58,-59,-59,-70,NaN,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,-83,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-61,-36,-54,-34,-48,-58,-58,-59,-69,-62,-65,-77,NaN,-66,-73,NaN,NaN,NaN,NaN,-83,NaN,-76,NaN,NaN,-78,-84,-79,NaN,NaN,NaN,NaN,18
NaN,-36,-50,-34,-48,-59,NaN,-59,-70,-62,-65,NaN,NaN,-68,-74,NaN,NaN,NaN,NaN,-82,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-36,-58,-34,-48,-58,-62,-59,-69,NaN,NaN,-74,NaN,-66,-76,NaN,NaN,-58,NaN,-85,NaN,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-36,-50,-33,-48,-58,-58,-59,-69,-59,-65,NaN,NaN,-65,NaN,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-38,-50,-35,-48,-58,-59,-60,-69,-62,NaN,-75,NaN,-65,NaN,NaN,NaN,-59,NaN,-68,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-63,-38,-51,-34,-49,-59,-57,-60,-70,NaN,-66,NaN,NaN,-66,-76,NaN,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,NaN,-34,-49,-58,-57,-58,-70,NaN,NaN,NaN,NaN,-66,NaN,-83,NaN,NaN,NaN,-69,NaN,-76,NaN,-88,NaN,-84,NaN,NaN,NaN,NaN,NaN,18
-57,-37,-52,-34,-48,-58,-57,-61,-70,NaN,-65,NaN,NaN,-66,NaN,NaN,NaN,-60,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-37,-50,-34,-48,-58,-56,-58,-70,-62,-65,-81,NaN,-65,-75,NaN,NaN,NaN,NaN,-67,NaN,-77,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,18
-65,-37,-52,-34,-48,-58,NaN,-58,-70,-63,-65,NaN,NaN,-66,-73,NaN,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
NaN,-36,-52,-34,-48,-58,-57,-59,-70,-63,NaN,NaN,NaN,-65,NaN,NaN,NaN,NaN,NaN,-68,NaN,-76,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,18
-61,-36,-89,-39,-49,-59,-56,-68,-70,-63,-65,-82,NaN,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-64,-36,-50,-33,-49,-59,-58,-60,-70,NaN,-65,NaN,NaN,-67,NaN,NaN,NaN,-59,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18
-63,-36,-52,-32,-48,-58,-52,-62,-70,NaN,-65,NaN,NaN,-64,NaN,NaN,NaN,-59,NaN,-74,NaN,NaN,NaN,NaN,-77,-83,NaN,NaN,NaN,NaN,NaN,18
-63,-36,-52,-32,-49,-58,-57,-66,-69,NaN,-66,NaN,NaN,-67,NaN,NaN,NaN,-59,NaN,-69,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-63,-36,-51,-34,-48,-59,-57,-59,-70,NaN,NaN,NaN,NaN,-67,-74,-83,NaN,-60,NaN,-68,NaN,NaN,NaN,NaN,-79,-81,NaN,NaN,NaN,NaN,NaN,18
-64,-36,-52,-34,-49,-59,NaN,NaN,-70,NaN,-65,-75,NaN,-65,-75,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,-88,-78,NaN,NaN,NaN,NaN,NaN,NaN,18
-66,-41,-53,-36,-53,-56,-57,-58,-69,-72,-64,-75,NaN,-69,-75,-82,NaN,-59,NaN,-71,NaN,-75,NaN,NaN,-78,-84,NaN,NaN,NaN,NaN,NaN,19
-66,-41,-47,-38,-49,-55,-61,-61,-71,NaN,-69,NaN,NaN,-69,-75,-82,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,19
-65,-41,-49,-36,-51,-55,-63,-56,-71,NaN,NaN,NaN,NaN,-67,-75,-82,NaN,NaN,NaN,-69,NaN,-73,NaN,NaN,NaN,-82,-82,NaN,NaN,NaN,NaN,19
-66,-42,-47,-37,-52,-52,-67,-60,-69,NaN,-67,NaN,NaN,-65,-71,-82,NaN,-67,NaN,-68,NaN,-72,NaN,-84,-78,-84,NaN,NaN,NaN,NaN,NaN,19
-63,-41,-48,-38,-50,-54,-61,NaN,-69,NaN,-66,NaN,NaN,-67,NaN,NaN,NaN,-66,NaN,-68,NaN,NaN,NaN,NaN,-78,NaN,-91,NaN,NaN,NaN,NaN,19
-65,-41,-47,-38,-55,-57,-63,-85,-70,NaN,-66,NaN,NaN,-66,NaN,-81,NaN,NaN,NaN,-68,NaN,NaN,NaN,-84,-78,NaN,NaN,NaN,NaN,NaN,NaN,19
-65,-42,-47,-38,-54,-55,-63,-56,-69,-77,NaN,NaN,NaN,-66,-76,-80,NaN,NaN,NaN,-69,NaN,-73,NaN,NaN,NaN,NaN,-84,-92,-90,NaN,NaN,19
-65,-42,-48,-38,-53,-55,-62,-60,-69,NaN,-64,NaN,NaN,-66,-76,-83,NaN,-66,NaN,-68,NaN,-72,NaN,-83,-78,-85,-82,NaN,NaN,NaN,NaN,19
-67,-43,-47,-39,-53,-55,-61,-59,-70,NaN,-66,NaN,NaN,-66,-74,-82,NaN,-65,NaN,-68,NaN,-74,NaN,NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,19
-63,-41,-49,-37,-54,-54,-61,-57,-70,NaN,NaN,NaN,NaN,-66,NaN,-83,NaN,-66,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-63,-44,-49,-37,-51,-53,-61,NaN,-69,NaN,-68,NaN,NaN,-66,NaN,-77,NaN,-66,NaN,-68,NaN,-72,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,19
-62,-39,-52,-37,-55,-47,-64,NaN,-70,NaN,-66,-76,NaN,-68,NaN,-80,NaN,-67,NaN,-68,NaN,-72,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-64,-41,-46,-37,-50,-55,NaN,NaN,-70,NaN,-65,-82,NaN,-69,NaN,NaN,NaN,-65,NaN,NaN,NaN,-73,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,19
-64,-40,-47,-37,-51,-44,-65,-56,-69,NaN,-66,NaN,NaN,-68,NaN,-79,NaN,-66,NaN,NaN,NaN,-82,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,19
-62,-37,-48,-36,-50,-54,-63,NaN,-70,NaN,-69,NaN,NaN,-67,-74,-82,NaN,-66,NaN,-77,NaN,-81,NaN,NaN,-77,-84,-81,NaN,NaN,NaN,NaN,19
-64,-38,-46,-36,-48,-54,-68,-55,-70,NaN,-65,NaN,NaN,-66,-74,-82,NaN,-66,NaN,-77,NaN,-72,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,19
-64,-38,-47,-34,-49,-54,NaN,NaN,-68,-75,-66,-73,NaN,-68,-74,-83,NaN,-65,NaN,-77,NaN,-71,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,19
-64,-42,-52,-37,-50,-55,-63,-55,-69,NaN,-69,-75,NaN,-70,-75,-82,NaN,-65,NaN,NaN,NaN,NaN,NaN,NaN,-78,-83,NaN,NaN,NaN,NaN,NaN,19
-66,-40,-49,-36,-50,-56,-63,-56,-71,-73,-65,NaN,NaN,-71,NaN,-81,NaN,-65,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-64,-41,-49,-35,-51,-54,NaN,-54,-68,NaN,-64,-73,NaN,-67,NaN,-84,NaN,-65,NaN,-67,NaN,-73,-85,NaN,-75,-85,NaN,NaN,NaN,NaN,NaN,19
-63,-40,-46,-36,-53,-55,-65,-53,-69,NaN,-66,NaN,NaN,-67,-75,-83,NaN,-66,NaN,-67,NaN,-72,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,19
-63,-43,-49,-35,-51,-55,-63,-61,-70,NaN,-65,NaN,NaN,-67,NaN,-85,NaN,-65,NaN,NaN,NaN,-72,NaN,-83,NaN,-83,NaN,NaN,NaN,NaN,NaN,19
-61,-43,-49,-36,-54,-55,-66,-53,-71,-73,-66,NaN,NaN,-66,NaN,-87,NaN,-66,NaN,-67,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-69,-41,-49,-37,-52,-54,-65,-55,-71,-76,-65,NaN,NaN,-66,-74,-87,NaN,-64,NaN,NaN,NaN,-72,NaN,NaN,-78,-87,NaN,NaN,NaN,NaN,NaN,19
-64,-40,-52,-36,-52,-59,-64,-53,-68,NaN,-66,-74,NaN,-65,-75,-85,NaN,-64,NaN,-67,NaN,-73,NaN,NaN,-78,NaN,NaN,-94,NaN,NaN,NaN,19
-66,-38,-49,-35,-51,-55,NaN,-60,-69,-78,-67,-76,NaN,-69,-74,NaN,NaN,-64,NaN,-68,NaN,-72,NaN,NaN,-79,NaN,-82,NaN,NaN,NaN,NaN,19
-65,-41,-48,-37,-53,-53,-68,-54,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-69,NaN,-67,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,19
-63,-40,-48,-37,-53,-56,-63,-54,-69,NaN,NaN,NaN,NaN,-66,NaN,-79,NaN,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-60,-42,-50,-36,-51,-55,-66,NaN,-71,NaN,-65,-73,NaN,-68,-75,NaN,NaN,-73,NaN,-67,NaN,NaN,NaN,NaN,-78,-83,NaN,NaN,NaN,NaN,NaN,19
-62,-42,-51,-36,-51,-56,-65,-59,-72,-74,-65,NaN,NaN,-68,-74,-87,NaN,-68,NaN,-69,NaN,-73,NaN,NaN,-79,-78,-91,NaN,NaN,NaN,NaN,19
-62,-41,-51,-37,-53,-55,-62,-58,-71,-75,-65,NaN,NaN,NaN,-73,-84,NaN,-64,NaN,-69,NaN,-73,NaN,NaN,-79,-84,-81,NaN,NaN,NaN,NaN,19
-63,-42,-51,-36,-52,-56,-65,-57,-71,-75,-65,NaN,NaN,-66,-74,NaN,NaN,NaN,NaN,-69,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-62,-41,-52,-35,-52,-56,-66,-54,-73,-72,-69,NaN,NaN,-67,-74,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-62,-41,-50,-36,-50,-56,-64,-58,-71,-79,-63,-79,NaN,-64,-74,-87,NaN,NaN,NaN,NaN,NaN,-71,NaN,NaN,-78,-81,NaN,NaN,NaN,NaN,NaN,19
-61,-41,-49,-34,-50,-56,-65,-57,-73,NaN,-63,NaN,NaN,-66,-73,-81,NaN,-64,NaN,NaN,NaN,-72,NaN,NaN,NaN,-83,-83,NaN,NaN,NaN,NaN,19
-63,-40,-52,-35,-51,-56,-66,-54,-71,NaN,-63,NaN,NaN,-68,NaN,NaN,NaN,-60,NaN,-68,NaN,-72,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,19
-62,-41,-51,-36,-51,-56,-65,-53,-70,NaN,NaN,NaN,NaN,-61,NaN,NaN,NaN,-63,NaN,-70,NaN,-73,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,19
-63,-39,-52,-36,-50,-55,-66,-57,-70,NaN,-65,-75,NaN,-65,NaN,NaN,NaN,-64,NaN,NaN,NaN,-72,NaN,NaN,NaN,-83,-81,NaN,NaN,NaN,NaN,19
-64,-41,-52,-36,-51,-56,-68,-62,-70,NaN,-70,NaN,NaN,NaN,-76,-88,NaN,-67,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-64,-39,-53,-38,-51,-56,-65,-54,-61,-78,-67,NaN,NaN,-65,NaN,NaN,NaN,-63,NaN,-75,NaN,-72,NaN,-83,NaN,NaN,-85,NaN,NaN,NaN,NaN,19
-63,-42,-55,-35,-51,-54,-67,-53,-69,-76,-69,NaN,NaN,-60,NaN,NaN,NaN,-65,NaN,-75,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
-64,-42,-54,-33,-54,-55,-68,-53,-69,-73,NaN,-72,NaN,-64,-75,-86,NaN,-66,NaN,-75,NaN,-72,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,19
-63,-35,-51,-36,-52,-54,-67,-59,-70,NaN,NaN,NaN,NaN,-64,NaN,-86,NaN,-71,NaN,-74,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19
