04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:67:ab:cf_evarobot,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:9e:ab:5c_MMD,18:28:61:13:0d:9d_EROGLU,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-50,-51,-48,-65,-48,-52,NaN,-57,-57,-30,NaN,-42,-46,-55,-44,-48,-44,-63,-38,NaN,NaN,17
-50,-45,-48,-61,-47,-54,-45,-50,-58,-30,-56,-41,-48,-55,-43,-48,-44,-65,-38,NaN,NaN,17
-51,-44,-48,-66,-48,-52,-55,-52,-58,-30,-56,-43,-48,-56,-44,-49,-45,-62,-39,-61,-66,17
-51,-47,-52,-64,-48,-53,-55,-52,-59,-30,-57,-43,-48,-54,-44,-49,-44,-64,-40,NaN,-67,17
-49,-46,NaN,-63,-48,-51,-54,-51,-58,-30,-56,-42,-46,-53,-43,-48,-44,-58,-39,NaN,-62,17
-49,-44,-50,-64,-47,-50,-54,-51,-58,-30,-55,NaN,-47,NaN,-43,-63,NaN,NaN,-38,NaN,-67,17
-52,-47,-50,-62,-48,-47,-52,-51,-55,-30,-56,-41,-51,-54,-43,-48,-43,-66,NaN,NaN,-65,17
-51,NaN,-51,-65,-49,-51,-52,-55,-58,-31,-57,NaN,-48,-56,-44,-48,-45,-66,-39,NaN,NaN,17
-49,-48,-48,NaN,-48,-52,-55,-53,-58,-30,-57,-44,-48,-60,-44,-49,-45,-67,NaN,NaN,NaN,17
-56,-47,-52,-65,-48,-48,-52,-52,-58,-30,-56,-41,-47,-55,-43,-48,-43,-65,-38,NaN,-66,17
-50,-47,-52,NaN,-48,-46,-54,-49,-58,-30,NaN,-43,-49,NaN,-43,-48,-43,-64,-38,NaN,-64,17
-50,-47,-53,NaN,-47,-47,-54,-52,-57,-30,-56,-43,-51,NaN,-43,-48,-44,NaN,-38,NaN,NaN,17
-51,-45,-50,-65,-42,-47,-54,-51,-58,-30,-57,-42,-50,-55,-43,-48,-45,-61,-40,-64,-65,17
-50,-45,-49,-61,-48,-47,-54,-52,-57,-30,-56,-41,-51,-55,-42,-48,-43,-65,-38,-66,-65,17
-50,-47,-48,-61,-48,-50,-54,-51,-57,-30,-56,-42,-50,-56,-43,-48,-43,-65,-38,-66,-65,17
-51,-46,-49,-65,-52,NaN,-53,-51,-57,-30,NaN,-41,-50,-56,-43,-69,-43,-65,-38,-65,NaN,17
-52,-47,-51,-61,-49,-51,-55,-51,-58,-30,NaN,-41,-50,-59,-43,-48,-43,-66,-39,NaN,-65,17
-55,-48,-51,-66,-49,-49,-44,-52,-58,-31,-58,-41,-50,-57,-38,-48,-45,-66,-39,-54,-66,17
-53,-46,-51,-66,-49,-48,-55,-52,-58,-31,-57,-44,-51,-56,-44,-49,-43,-67,-39,-64,NaN,17
-53,-47,-51,-66,-48,-47,-54,-51,-58,-30,-57,-41,-50,-54,-43,-48,-42,-66,-38,NaN,-65,17
-52,-48,-49,-63,-48,-47,-53,-52,-58,-30,-56,-42,-50,-56,-43,-47,-44,-65,-38,-59,-65,17
-51,-47,-46,-65,-48,-56,-54,-51,-58,-30,-63,-43,-50,NaN,-43,-48,-44,-64,-38,-64,-65,17
-50,-48,-48,-64,-48,-48,-53,-52,-58,-30,-57,-42,-50,-52,-43,-48,-44,-65,-38,-64,NaN,17
-52,-48,-49,-65,-49,-49,-54,-52,-58,-30,NaN,-66,-51,-55,-43,-48,-44,-63,-38,NaN,-63,17
-53,-48,-47,-64,-49,-49,-53,-51,-57,-30,-56,-43,-50,NaN,-42,-48,-43,-64,-38,-65,-66,17
-52,NaN,-50,-64,-48,-49,NaN,-52,-57,-29,-56,-42,-46,-59,-42,-48,-44,-65,-38,-63,NaN,17
-54,-48,NaN,-65,-48,-48,-52,-52,-58,-29,NaN,-42,-48,-58,-43,-48,-44,-67,-39,-64,-64,17
-52,NaN,-50,-64,-49,-51,-56,-56,-59,-31,-58,-44,-45,-57,-43,-49,-44,-67,-39,-62,NaN,17
-51,-48,-50,-66,-49,NaN,-56,-52,-57,-30,-57,-42,-49,-57,-43,-48,-45,-58,-39,-62,-66,17
-50,-48,NaN,NaN,-49,-48,-44,-52,-57,-29,-56,-41,-47,-54,-42,-48,-44,-67,-38,NaN,NaN,17
-53,-47,-51,-65,-47,-45,-54,-52,-56,-30,-56,-42,-47,-55,-42,-48,-44,-67,-38,-62,-65,17
-52,NaN,NaN,-65,-48,-53,-55,-51,-57,-30,NaN,-42,-47,NaN,-43,-47,-44,-66,-38,NaN,-65,17
-51,-48,-51,-63,-47,-50,-55,-51,-57,-30,-56,-42,-48,NaN,-42,-48,-43,-65,-38,-65,NaN,17
-51,-48,-51,-65,-48,-49,-55,-52,-57,-29,NaN,-41,-50,-57,-42,-48,-44,-63,-38,-67,-64,17
-52,-48,-50,-60,-47,-48,-54,-52,-56,-29,-57,-42,-51,NaN,-43,-47,NaN,-65,-38,-62,-65,17
-58,-47,-50,-61,-52,-54,-71,-56,-65,-40,-60,-42,-55,-50,-50,-61,-55,-72,-54,-68,-72,18
-55,-51,-64,-57,-55,-49,-53,-57,-64,-35,NaN,-42,-54,-49,-50,-63,-56,NaN,-52,NaN,NaN,18
-57,-53,-60,-58,-54,-48,-67,-55,-61,-32,-59,-43,-54,-47,-49,-59,-57,NaN,-44,NaN,NaN,18
-56,-47,-60,-57,-54,-45,-65,-58,-64,-32,NaN,-43,-53,-47,-63,-59,-56,-73,-46,-66,-69,18
-56,-48,NaN,-56,-53,-49,-55,-57,-63,-34,-58,-43,-54,NaN,-65,-60,-58,-73,-50,-67,-69,18
-54,-53,-60,-55,-53,-42,-68,-58,-65,-37,-57,-43,-54,-47,-61,-59,-57,-74,-45,-65,-73,18
-55,-51,NaN,-56,-53,-45,-62,-62,-63,-35,-58,-42,-47,-50,-61,-56,-57,NaN,-45,-67,-70,18
-59,-52,-60,-54,-55,-46,-57,-58,-64,-31,-58,-43,-47,-47,-61,-59,-57,-71,-45,NaN,-71,18
-58,-52,-60,-57,-53,-51,-59,-58,-64,-31,-58,-42,-46,-51,-61,-59,-56,-72,-46,-64,-71,18
-57,-52,-60,-57,-53,-46,-60,-59,-63,-32,-57,-41,-48,-48,-60,-60,-56,-74,-46,NaN,-72,18
-55,-52,-61,-55,-54,NaN,-56,-62,-64,-32,NaN,-43,-46,-48,-61,-58,-56,-73,-46,NaN,-69,18
-58,-52,NaN,-56,NaN,NaN,NaN,-58,-64,-32,-57,-45,NaN,NaN,-61,-59,-57,NaN,-45,NaN,NaN,18
-57,-51,NaN,-63,-53,-45,-65,-57,-63,NaN,-56,-42,-46,-46,NaN,-58,-55,-67,-44,NaN,NaN,18
-55,-51,-60,-53,-53,-46,-57,-56,-63,NaN,-57,-42,-46,-44,-64,-57,-56,-72,-44,NaN,NaN,18
-57,-52,NaN,NaN,-54,-46,-68,-58,-64,-32,-66,-42,-47,-47,-56,-59,-59,-74,-45,NaN,NaN,18
-58,-53,NaN,-57,-55,-47,-61,-58,-64,-32,-57,-43,-44,-48,NaN,-59,-57,-72,-46,-66,NaN,18
-56,-52,-59,-57,-59,-46,-64,-57,-64,-32,-57,-44,-47,-47,-64,-59,-57,-72,-45,-62,-72,18
-58,NaN,NaN,-56,-53,-50,-59,NaN,-60,-32,-58,-40,-59,NaN,-63,-59,-57,-73,-45,-65,NaN,18
-58,-53,-59,-58,-53,-49,-70,-58,-66,-32,NaN,-41,-45,-47,-61,-59,-58,-70,-45,NaN,NaN,18
-56,-52,NaN,-57,-53,-47,-53,-58,-65,-32,NaN,-42,-55,NaN,-63,-59,-58,NaN,-48,NaN,NaN,18
-56,-49,NaN,-57,-55,-47,-54,-58,-65,-32,-59,-42,-55,-47,-57,-60,-58,-72,-45,-63,-76,18
-60,-52,-59,-57,-55,-52,-69,-57,-66,-32,NaN,-44,-54,-52,-62,-59,-57,-72,-45,NaN,-75,18
-54,-50,-58,-57,-53,-45,-62,-59,-67,-32,-58,-43,-54,-48,-60,-59,-56,-72,-46,NaN,-75,18
-56,NaN,-59,-56,-54,-47,NaN,-58,-65,-32,-61,-43,-55,-47,-61,-59,-56,-71,-45,NaN,NaN,18
-57,-53,-60,-57,-54,-52,NaN,NaN,-65,-32,-58,-43,-55,-48,NaN,-58,NaN,NaN,-46,NaN,NaN,18
-58,-52,-61,-57,-54,-45,-53,-57,-64,-31,-59,-42,-56,-48,-63,-59,-58,-72,-46,NaN,NaN,18
-54,-52,-65,-56,-54,-43,-66,-57,-62,-31,-57,-41,-54,-46,NaN,-58,NaN,-71,-44,NaN,NaN,18
-57,NaN,-58,-56,-54,-49,NaN,-56,-63,-30,-57,-42,-45,-47,-58,-55,-57,-70,-76,NaN,-60,18
-59,NaN,-66,-56,-53,-43,NaN,-57,-63,-65,-56,-44,-44,-51,-59,-59,-55,-72,-44,NaN,NaN,18
-59,-53,-68,-57,NaN,-45,NaN,-62,-64,-32,-58,-42,-47,-52,-65,-59,-54,NaN,-45,NaN,NaN,18
-59,-54,-60,-57,-53,-45,-55,-58,-64,-31,-58,-44,NaN,-52,NaN,-60,NaN,NaN,-45,NaN,NaN,18
-60,-54,-62,-57,-55,NaN,NaN,-59,-65,-33,-59,-43,-47,-48,-62,NaN,-55,-72,NaN,NaN,NaN,18
-66,-53,-62,-57,-53,-45,NaN,-58,-64,-31,-58,-43,NaN,-52,-61,-74,-56,NaN,-45,NaN,-73,18
-63,-53,-61,-57,-56,-46,NaN,-58,-64,-32,-57,-43,NaN,-46,NaN,-59,-56,NaN,-46,NaN,NaN,18
-60,-52,-62,-57,-55,NaN,NaN,-58,-63,-32,-58,-42,-46,-45,-62,NaN,NaN,NaN,-46,NaN,NaN,18
-62,NaN,-61,-57,-54,-44,-68,-58,-63,-32,-58,-43,-48,-52,-62,-59,-56,NaN,-45,NaN,NaN,18
-58,-52,-62,-57,-54,-48,-58,-58,-63,-32,-56,-43,-48,-47,-63,-58,-57,NaN,-45,NaN,NaN,18
-60,-53,-60,-57,-54,-45,NaN,-58,-63,-31,-58,-44,-51,-48,NaN,-58,NaN,NaN,-45,NaN,NaN,18
-60,-58,-60,-57,-55,-44,-68,-55,-63,-32,-57,-43,-48,NaN,-60,NaN,-54,NaN,-46,-63,-75,18
-57,-53,-61,-57,-55,NaN,-66,-57,-63,-66,-61,-43,-48,-47,-60,-60,-54,NaN,-49,-64,NaN,18
-58,-48,-60,-55,-54,-45,NaN,-57,-62,-32,NaN,-43,-51,-47,-59,-59,-56,NaN,-46,NaN,-73,18
-58,-53,-61,-57,-54,-48,-57,-57,-62,-37,-58,-42,-58,-51,NaN,-59,NaN,NaN,-45,NaN,-71,18
-60,-53,-59,-58,-52,-45,-68,-58,-63,-31,-58,-43,-55,NaN,NaN,-59,-57,-73,-49,NaN,NaN,18
-60,-53,-59,-56,-53,-72,-63,-58,-62,-31,-56,-42,-53,NaN,-58,-59,-58,NaN,-44,NaN,-75,18
-57,-51,NaN,-57,-53,NaN,NaN,-57,-63,-32,NaN,-45,-55,NaN,-59,NaN,-56,NaN,-46,NaN,NaN,18
-58,-53,NaN,NaN,NaN,-46,NaN,-58,-63,-32,-59,-43,-54,-50,-62,-67,-58,NaN,-46,NaN,NaN,18
-61,-56,-69,-57,-58,-45,-69,-58,-63,-32,-59,-41,-55,-50,NaN,-58,-60,NaN,-45,NaN,-70,18
-58,-55,-61,-57,-54,-46,-59,-59,-62,-31,-58,-42,-60,-55,-61,-63,-56,NaN,-48,NaN,-71,18
-57,-52,-65,-57,-54,-46,NaN,-58,-63,-32,-57,-42,-53,-48,NaN,-58,-56,NaN,-46,NaN,NaN,18
-57,-53,NaN,-57,-53,-45,NaN,-58,-64,-35,-57,-42,-56,-48,-58,-58,-55,NaN,-48,NaN,NaN,18
-56,-53,-60,-57,-53,-45,NaN,-58,-63,-32,-57,-42,-57,-48,-58,-58,-57,NaN,-49,-65,-71,18
-57,-50,-67,-55,NaN,-45,NaN,-57,-64,-32,-58,-43,-57,-48,-59,-61,-56,NaN,-46,NaN,NaN,18
-56,-53,NaN,-57,NaN,NaN,-70,-58,-64,-32,-58,-43,-57,-48,-59,-59,-55,NaN,-46,-64,NaN,18
-60,-53,-66,-57,-54,-45,-73,-58,-63,-32,NaN,-45,-56,-47,-59,-59,-57,-75,-45,-64,-75,18
-58,-60,-62,-57,-55,-46,NaN,-58,-65,-31,NaN,-43,-57,-47,-60,-59,-56,-75,NaN,NaN,-71,18
-59,-53,-60,-55,-54,-46,NaN,-58,-63,-31,-57,-42,-48,-47,-60,-59,-56,NaN,-46,NaN,-71,18
-59,-55,-68,-57,-54,-72,NaN,-58,-63,-32,-57,-45,-48,NaN,-57,-60,-56,NaN,-46,NaN,-72,18
-60,-55,-65,-57,-54,-44,NaN,-58,-64,-32,-60,-43,-48,-47,-60,-59,-57,-75,-46,NaN,-71,18
-56,-54,-61,-55,-54,-45,-63,-58,-65,-31,-57,-43,-48,-47,-59,-55,-58,-75,-45,-66,-70,18
-60,-53,-63,-56,-56,-45,-70,-57,-64,-32,-57,-42,-48,-48,-60,-59,-56,-75,-46,NaN,-69,18
-60,-54,-64,-54,-53,-44,-70,-58,-64,-69,-58,-43,-49,-47,-61,-59,-58,NaN,-46,NaN,-69,18
-57,-50,-65,-57,-54,-44,NaN,NaN,-64,-32,NaN,-43,-51,NaN,-59,-60,-58,NaN,-45,NaN,NaN,18
-60,NaN,NaN,-57,-56,-42,NaN,-57,-65,-32,-57,-42,-48,-48,-57,-59,-56,NaN,-46,NaN,NaN,18
-58,-54,-60,-57,-53,-44,NaN,-62,-64,-32,-57,-43,-48,-52,-60,-59,NaN,NaN,-46,NaN,NaN,18
-58,-53,-61,-57,-55,-49,-59,-58,-65,-31,-58,-41,-48,NaN,-60,-58,NaN,NaN,NaN,NaN,-70,18
-59,-54,NaN,-56,-54,-44,-54,-58,-64,NaN,-60,NaN,-49,-48,-54,-60,NaN,NaN,-46,NaN,NaN,18
-65,-53,-61,-57,-53,-44,-70,-59,-64,-29,-58,-46,-49,-48,-59,-60,-56,NaN,-45,NaN,NaN,18
-59,-65,-64,-55,-52,-44,NaN,-58,-63,-32,NaN,-43,-47,-48,-60,-61,-55,-69,-44,NaN,NaN,18
-59,-52,-61,-58,-54,NaN,NaN,-59,-64,-32,-58,-42,-48,-47,-59,-59,NaN,NaN,-46,NaN,NaN,18
-56,-59,-57,-57,-53,-45,NaN,-56,-60,-32,-58,-43,NaN,-46,-59,-58,-58,-70,-44,NaN,NaN,18
-60,-47,NaN,-55,-55,-44,-66,-58,-66,-32,NaN,-43,-49,-47,-59,-60,-56,NaN,-45,-66,-75,18
-57,NaN,-64,-57,-54,-45,-73,-59,-65,-33,-58,-42,-48,-48,-59,-58,-58,-70,-45,NaN,NaN,18
-56,-52,-60,-56,-54,-45,-65,-58,-64,-31,-58,-42,-48,-48,-59,-59,-59,-71,-45,-63,-69,18
-55,-52,NaN,-57,-54,NaN,NaN,-58,-65,-32,-58,-42,-47,-47,-65,-59,-59,NaN,-46,-65,-68,18
-55,-52,-61,-57,-53,-44,NaN,-58,-64,-31,-58,-43,-48,-98,NaN,-59,-59,-80,-46,NaN,NaN,18
-56,-52,-60,-57,-54,-43,NaN,-58,-65,-31,-58,-43,-48,-47,NaN,-59,NaN,-70,-45,NaN,NaN,18
-59,-52,-60,-57,-53,-45,-63,-58,-65,-70,-58,-43,NaN,-48,NaN,NaN,-59,NaN,-46,-65,-70,18
-56,-53,-63,-57,-54,-46,-59,-57,-66,-32,-58,-42,-47,-47,NaN,-71,-57,-71,-46,NaN,NaN,18
-57,NaN,-63,-57,-54,NaN,NaN,-59,-64,-32,-58,-43,-48,NaN,-59,-60,-59,NaN,-47,NaN,NaN,18
-62,-54,-62,-57,-54,-45,-59,-58,-64,-32,-59,-45,-48,-47,-61,-59,-57,NaN,-45,NaN,-74,18
-48,-53,-51,-64,-57,-48,NaN,-55,-55,-39,-60,-35,-52,-54,-65,-50,-44,-64,-46,NaN,-67,19
-49,-47,NaN,-63,-54,-50,NaN,NaN,-55,-36,-54,-34,-45,-46,-46,-52,-44,-62,-46,NaN,NaN,19
-47,-49,-55,-63,-51,-49,NaN,NaN,-54,-33,-52,-34,-49,-49,-46,-50,-45,NaN,-52,NaN,NaN,19
-47,-48,-54,NaN,-52,NaN,-59,-57,-54,-33,-57,NaN,-47,-48,-45,-50,-45,-62,-52,NaN,NaN,19
-48,NaN,-54,NaN,-52,-48,-60,-59,-54,-36,-53,-35,-48,-48,-44,-50,-46,-64,-52,NaN,NaN,19
-47,-46,-60,-63,-60,-50,-60,-59,-54,-70,-54,-34,-48,-48,-47,-49,-45,-62,-54,NaN,-75,19
-47,-49,-57,-63,-53,-55,-56,-59,-53,NaN,-51,-35,-49,-48,-45,NaN,-44,NaN,-51,NaN,NaN,19
-47,-47,NaN,-59,-54,-49,-61,-58,-53,-33,NaN,-35,-47,-47,-45,-50,-44,-60,-52,NaN,NaN,19
-47,-46,-54,-64,-53,-48,NaN,-60,-53,-33,-52,-77,NaN,NaN,-45,-50,-44,NaN,NaN,-66,NaN,19
-47,-56,-54,-60,-54,NaN,-57,-58,-53,-33,-50,-35,-48,-48,-45,-50,-45,-62,-52,-67,-65,19
-47,-49,NaN,-64,-49,NaN,-61,-59,-54,-35,-51,-35,-53,-48,-37,-50,-45,NaN,-52,NaN,-67,19
-46,-46,NaN,-59,-54,-49,-55,-60,-53,-32,-50,-35,-48,-48,-45,-50,-47,-62,-50,NaN,NaN,19
-46,-45,NaN,-64,-52,-49,NaN,NaN,-52,-33,NaN,NaN,-47,-50,-46,-50,-43,-59,-51,NaN,-66,19
-46,-47,-54,NaN,-54,NaN,-61,NaN,-54,-33,NaN,-35,-53,NaN,-45,-74,NaN,-55,-51,-65,NaN,19
-47,-44,-54,-64,-54,-49,NaN,-61,-54,-32,-52,-34,-52,-49,-46,-53,-46,-55,-50,NaN,-68,19
-47,-48,-55,-68,-52,-51,-61,-59,-54,-33,-50,-34,-53,-46,-46,-50,-45,-59,-53,-65,NaN,19
-46,-48,-54,-63,-53,-68,-49,-60,-53,-33,-52,-35,-48,-47,-46,-50,-44,NaN,-51,-65,NaN,19
-47,-46,-54,-63,-54,-50,-55,-61,-54,-33,-51,NaN,-54,NaN,-47,-50,-44,-61,-50,NaN,-68,19
-46,-47,-55,-64,-54,-48,-62,-58,-53,-33,-51,-35,-49,NaN,-46,-50,-44,NaN,-50,NaN,-66,19
-46,-47,NaN,-62,-53,-46,-56,-59,-54,-33,-52,-34,-48,-48,-44,-50,-44,-55,-51,-64,NaN,19
-47,-47,-52,NaN,-54,-46,-57,-58,-53,-33,-52,-35,-47,-51,-43,-48,-45,-61,-50,-65,NaN,19
-46,NaN,NaN,-63,-53,-47,-55,-59,-54,NaN,NaN,-35,-45,-47,-44,-50,-46,-60,-52,NaN,NaN,19
-46,-46,-53,NaN,-54,-45,NaN,-59,-54,-36,-52,-35,-55,-48,-44,-54,-48,-63,-51,NaN,NaN,19
-47,-47,-52,-64,-55,-44,NaN,-59,-54,NaN,-51,NaN,-48,-48,-64,-50,-44,NaN,-49,NaN,NaN,19
-51,NaN,NaN,NaN,-61,-47,-59,-59,-53,NaN,-51,-35,-48,NaN,-45,-50,-46,-63,-50,NaN,NaN,19
-52,-47,-52,-62,-53,-44,NaN,-59,-54,-33,-51,-36,-54,-46,-43,-50,-44,NaN,-50,NaN,-69,19
-48,-47,-53,-63,-53,-45,-61,-59,-54,-33,NaN,-35,-54,NaN,-46,-50,-44,-61,-51,NaN,-71,19
-47,-47,-54,-63,-53,-49,NaN,NaN,-53,-36,-51,-35,-53,-47,-44,-50,-45,-64,-50,-62,-68,19
-48,-47,NaN,-64,-54,-44,-60,-59,-54,-33,NaN,-35,-53,NaN,-49,-50,-44,-59,-51,NaN,NaN,19
-47,-47,NaN,-64,-53,-48,-56,NaN,-53,-33,-59,-35,-48,NaN,-48,-50,-43,-62,-50,NaN,NaN,19
-47,NaN,-51,-63,-54,-46,-58,-65,-53,-33,NaN,NaN,-53,-47,-50,-60,-44,NaN,-49,NaN,NaN,19
-46,-48,-55,-59,-53,-47,-63,-60,-53,-33,-51,-35,-49,-47,-48,-50,-44,-61,-51,NaN,-72,19
-47,-47,-51,-61,-54,-47,-58,-59,-53,-33,NaN,-35,NaN,-47,-48,-50,-44,NaN,-54,-62,NaN,19
-46,-47,-51,-63,-53,-44,-57,-58,-53,-33,NaN,-35,-47,-47,-49,-50,-43,-64,-50,-63,-73,19
-46,-47,-52,-62,-53,-47,-58,-57,-54,-33,-50,-35,-49,-47,-49,-51,-45,-58,-50,-64,NaN,19
-46,-47,-51,-63,-53,-48,NaN,-59,-54,-33,-51,-35,-47,-47,-47,-51,-44,-60,-49,NaN,-70,19
-49,-47,-51,-63,-61,-46,NaN,-58,-53,-33,-51,-35,-47,NaN,-45,-50,-45,NaN,-50,NaN,NaN,19
-50,-46,-51,-64,-52,-46,-55,-63,-54,-33,-52,-35,-47,-47,-44,-50,-45,-60,-50,-62,NaN,19
-46,-50,-51,NaN,-52,-51,NaN,-58,-54,NaN,-57,NaN,-49,-47,-46,-50,-44,-60,-57,NaN,NaN,19
-48,-47,-52,NaN,NaN,-48,NaN,-58,-54,-33,-50,-34,-54,-48,-46,-50,-44,-62,-50,NaN,NaN,19
-49,-47,NaN,-57,-54,-47,-62,-58,-53,-33,-43,-35,NaN,-48,-45,-50,-44,-60,-50,-64,NaN,19
-46,-69,-50,NaN,-53,-50,NaN,NaN,-53,-33,-50,-35,-54,-48,-45,-51,-44,-55,-50,NaN,NaN,19
-47,-48,-51,-56,-54,-51,-57,-60,-54,-33,-51,-35,-53,-50,-44,-50,-44,-56,-51,-63,-67,19
-52,-47,NaN,NaN,-53,-48,NaN,-59,-53,NaN,-51,-35,-49,-48,-44,-50,-44,NaN,NaN,NaN,NaN,19
-46,-47,-50,-62,-52,-48,-62,-58,-53,-33,-50,NaN,-54,-49,-45,-50,-45,NaN,-51,NaN,NaN,19
-46,-47,-52,-62,-53,-47,-61,-58,-53,-33,-51,-34,-47,-48,-45,-50,-46,NaN,-52,NaN,NaN,19
-47,-47,-51,-61,-52,NaN,NaN,NaN,-53,-33,NaN,-35,-53,-48,-44,-50,-45,-59,-51,-65,NaN,19
-47,-47,-50,-62,-53,-46,NaN,-58,-53,-33,-59,NaN,NaN,-47,-44,-50,-44,-60,-50,NaN,-66,19
-46,-48,-52,-62,-52,-47,NaN,-60,-53,-33,NaN,-35,-47,-49,-45,-50,-45,-57,-53,-65,-70,19
-47,-47,-51,-64,-52,-45,-59,-59,-53,-33,NaN,-35,-47,NaN,-44,-50,-44,-61,-50,-68,-69,19
-47,-48,-50,-59,-53,-47,-58,-58,-53,-33,-50,NaN,-53,-47,-44,-50,-45,-62,-49,-68,-65,19
-47,-49,-51,-63,-53,-51,-62,-55,-53,-33,-52,-35,-48,-49,-45,-50,-45,-58,-51,NaN,NaN,19
-47,-47,-51,-62,-53,-47,-58,-59,-53,-33,-48,-35,NaN,NaN,-43,-50,-43,NaN,-51,NaN,-65,19
-48,-47,-51,-63,-54,-46,-59,-62,-53,-33,-58,-35,-49,-48,-44,-50,-43,-61,-51,-68,-67,19
-47,-48,-52,-62,-61,-48,NaN,-57,-53,-33,-51,-35,-48,-47,-43,-68,-60,-59,-51,-66,-65,19
-47,-46,-50,-65,-54,-49,NaN,NaN,-54,NaN,-51,-35,-46,-54,-43,-49,-44,-57,-54,NaN,NaN,19
-48,-47,-51,-64,-56,-48,-55,-58,-53,-33,-51,-35,-44,NaN,-45,NaN,-46,-61,-50,NaN,NaN,19
-46,-47,-55,-61,-54,NaN,-62,-62,-53,-33,-52,-35,-47,-47,-45,-50,-44,-69,-50,NaN,-67,19
-47,-47,-51,-64,-54,-48,-56,-59,-53,NaN,-51,NaN,NaN,NaN,NaN,-50,-45,NaN,-51,NaN,NaN,19
-47,-48,NaN,NaN,-55,-48,-65,-58,-53,-32,-52,-35,-47,-47,-44,-52,-46,-64,-51,NaN,NaN,19
-47,-50,-52,NaN,-54,-49,-55,NaN,-53,NaN,-50,-35,NaN,-48,-46,-46,-44,-63,-50,NaN,-65,19
-55,-48,-52,-64,-53,-48,-64,NaN,-53,-33,NaN,-35,-48,-48,-46,-50,-47,NaN,-51,NaN,-67,19
-48,NaN,-51,NaN,-53,NaN,NaN,-59,-53,-33,-51,NaN,-54,NaN,NaN,-50,-46,NaN,-49,-66,NaN,19
-46,-48,-52,-63,-53,-48,NaN,-60,-53,-33,-58,NaN,-48,-52,-44,-50,-46,-61,-50,NaN,NaN,19
-48,-47,NaN,-64,-54,-48,NaN,-58,-53,-33,NaN,NaN,NaN,-48,-46,-50,-45,-60,-50,NaN,NaN,19
-49,-48,-52,-62,-54,-45,NaN,-58,-53,NaN,NaN,-35,NaN,-48,-48,-50,-46,-61,-51,NaN,NaN,19
-48,-47,-51,NaN,-54,-43,-58,-59,-53,-33,-58,-35,-48,-47,-48,-50,-47,-58,-50,-67,NaN,19
-54,-48,-53,-63,-54,-48,-66,-58,-53,-33,-51,-35,-90,-48,-50,-50,-48,-61,-51,-66,NaN,19
-48,-47,-54,-63,-61,-48,-56,-61,-53,-33,-59,-34,-52,NaN,-49,-49,NaN,-60,-51,NaN,NaN,19
-48,-47,-51,-60,-54,-44,NaN,-60,-53,-35,-51,NaN,-49,-47,NaN,-51,-47,NaN,-53,NaN,NaN,19
-48,-47,-51,-63,-53,-46,-55,-59,-54,-33,-51,-35,-47,-46,-47,-49,-46,-59,-54,NaN,NaN,19
-48,NaN,-52,-61,-63,-47,-64,-57,-53,-35,-54,-83,NaN,-50,-47,-50,-46,-60,-49,-65,-69,19
-48,-47,NaN,-64,-54,-43,NaN,-59,-53,-33,-51,-35,-50,-47,-47,-50,-46,-61,-48,-66,-67,19
-47,NaN,NaN,-64,-53,-47,-61,-59,-53,-33,NaN,NaN,-49,-45,NaN,-49,-47,-62,-50,NaN,NaN,19
-47,NaN,-51,NaN,-53,NaN,-56,-60,-53,-36,-50,-35,-50,-47,-48,-50,-48,-61,-50,NaN,NaN,19
-48,-47,-48,-63,-52,-47,-65,-58,-53,-33,-59,-35,-45,-46,-48,-49,-46,-64,-50,NaN,NaN,19
-49,-49,-51,NaN,-52,-45,NaN,-58,-53,-33,-51,-35,NaN,NaN,-49,-50,-47,-58,-53,NaN,NaN,19
-48,-47,-50,NaN,-53,-46,NaN,-59,-53,-33,NaN,-35,-46,-45,-48,-50,-46,NaN,-52,NaN,NaN,19
-47,-47,-52,NaN,-53,-46,-59,-60,-53,-33,NaN,-35,-46,-45,NaN,-52,-45,NaN,-54,NaN,NaN,19
-47,-45,NaN,-64,-53,NaN,-56,-59,-53,-33,-52,-34,-46,-45,-45,-50,-46,NaN,-54,NaN,NaN,19
-63,-54,-59,-62,-54,-54,-57,-64,-64,-46,-51,NaN,-43,-50,-52,-37,-45,-64,-58,NaN,-67,20
-60,-54,-60,NaN,NaN,-52,-71,-60,-67,-49,-51,-35,-44,-51,-54,-36,NaN,-63,-60,-57,NaN,20
