4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,06:18:d6:c2:98:24_inonet,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,c0:4a:00:0f:03:51_BilTAY Teknoloji,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,REF_POINT
-63,-53,-62,-57,-72,-59,-59,NaN,-38,-69,-43,NaN,NaN,-53,-54,-74,-69,-49,20
-66,-57,-61,-57,-70,-61,-61,NaN,-39,-66,-43,-53,NaN,-53,-57,-73,-69,-54,20
-66,-57,-65,-57,-71,-69,-59,NaN,-41,-66,-43,-53,-62,-52,-47,-72,NaN,-56,20
NaN,-55,-63,-59,-70,-61,-61,NaN,-42,-65,-46,-49,-62,-53,-61,-72,-72,-51,20
NaN,-55,-60,-57,-69,-60,-66,NaN,-38,-71,-47,-49,-64,-50,-61,-72,-72,-54,20
-66,-55,-61,-57,-71,-60,-63,NaN,-45,-71,-44,-51,-64,-49,-47,NaN,NaN,-52,20
-61,-62,-64,-60,-70,-60,-59,NaN,-41,NaN,-42,-49,NaN,-52,-47,NaN,NaN,-58,20
-71,-57,-62,-59,-69,-59,-60,NaN,-40,-70,-44,-49,NaN,-52,-52,-71,NaN,-55,20
-71,-57,-58,-58,-71,-59,-65,NaN,-40,-70,-43,-50,NaN,-53,-50,-71,NaN,-51,20
-62,-57,-61,-55,-69,-59,-61,NaN,-41,-66,-47,-50,NaN,-53,-55,-74,-69,-55,20
-66,-57,-64,-57,-70,-61,-59,NaN,-37,-66,-72,-49,NaN,-52,-64,-74,-69,-57,20
-66,-56,-63,-57,-71,-61,-60,NaN,-37,-66,-43,-50,-72,-53,-57,-74,NaN,-57,20
