@relation RFKON_train
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute c8:6c:87:46:62:1c_ZyXEL8908bS3 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:c7:6b:67_inonet numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:3e:4d:9f_ESOGU-WIFI numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 18:28:61:c7:6b:40_evarobot_wifi numeric
@attribute 98:fc:11:d7:73:e4_inonet-104 numeric
@attribute 18:28:61:72:86:cc_isimbulamadimp numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 08:37:3d:c7:8d:ea_B.B. numeric
@attribute 06:18:d6:c2:98:24_inonet-alt numeric
@attribute 04:18:d6:c1:98:24_inonet-alt numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 88:e3:ab:57:c1:14_VINNWiFi-c114 numeric
@attribute 4c:5e:0c:6f:73:41_feniks-2 numeric
@attribute 64:70:02:a4:35:04_regulateurrestaurant numeric
@attribute 'ba:b4:2e:cd:29:8a_BLU LIFE PLAY' numeric
@attribute e8:37:7a:6c:7f:55_TTNET_ZyXEL_CA3E numeric
@attribute c8:d7:19:bc:98:31_ numeric
@attribute 38:2d:d1:3e:15:9d_isimbulamadimxx numeric
@attribute '3c:33:00:50:6c:77_RC Leading-506c77' numeric
@attribute e4:8d:8c:95:5c:60_evarobot_wifi numeric
@attribute REF_POINT {1,6,7,8,9,10,11,12,50,51,52,53,54}

@data
-76,100,100,100,100,-50,-85,-69,-29,-69,-67,100,100,100,-90,-47,100,-51,100,100,100,-56,-80,100,100,100,-53,-59,100,100,100,100,100,-68,100,100,100,7
-76,-63,100,100,100,-51,100,100,-28,-72,100,100,100,100,-55,-52,100,-51,100,100,100,-56,-80,100,100,100,-56,-71,100,100,100,100,100,100,100,100,100,7
-75,-66,100,100,-88,-50,100,100,-28,-66,100,100,-77,100,-55,-51,100,-49,100,100,100,-53,-80,100,100,100,-56,-70,100,100,100,100,100,-67,100,100,100,7
100,-63,100,-88,100,-51,-84,-70,-29,-71,-67,100,-77,100,-55,-50,100,-52,100,100,100,-57,100,100,100,100,-53,-69,100,100,100,100,100,-67,100,100,100,7
-76,-67,100,100,100,-51,100,-72,-28,-67,-69,100,-77,100,-53,-50,100,-51,100,100,100,-51,100,100,100,100,-57,-69,100,100,100,100,100,-69,100,100,100,7
-78,-69,100,100,100,-51,-84,-79,-28,-70,-69,100,-73,100,-55,-41,100,-49,100,100,100,-57,-82,100,100,100,-57,-69,100,100,100,100,100,100,100,100,100,7
-79,-63,-86,-82,100,-50,100,-71,-28,-64,100,100,-79,100,-56,-47,100,-51,100,100,100,-53,100,100,100,100,-53,-69,100,100,100,100,100,-68,100,100,100,7
-81,-67,100,-83,100,-52,100,-70,-29,100,-69,100,-74,100,-55,-48,100,-50,100,100,100,-56,-75,100,100,100,-56,-71,100,100,100,100,100,100,100,100,100,7
-77,-65,100,100,100,-51,100,-71,-28,100,100,100,100,100,-60,-51,100,-51,100,100,100,-56,-81,100,100,100,-53,-70,100,100,100,100,100,100,100,100,100,7
-76,-64,100,100,100,-51,100,-71,-28,100,-68,100,-77,100,-56,-43,100,-52,100,100,100,-56,100,100,100,100,-55,-68,100,100,100,100,100,-69,100,100,100,7
100,-64,100,100,100,-50,100,-72,-28,100,-67,100,100,100,-56,-46,100,-52,100,100,100,-56,100,100,100,100,-55,-68,100,100,100,100,100,100,100,100,100,7
-76,-64,100,-85,-87,-52,100,-71,-28,-73,-67,100,-77,100,-55,-45,100,-50,100,100,100,-56,-74,100,100,100,-53,-69,100,100,100,100,100,-69,100,100,100,7
100,-63,100,-83,100,-53,100,-71,-77,100,-70,100,-76,100,-55,-49,100,-50,100,100,100,-57,-72,100,100,100,-52,-69,100,100,100,100,100,-73,100,100,100,7
-77,-63,100,-83,100,-52,100,-76,-28,-70,-69,100,-77,100,-55,-46,100,-51,100,100,100,-57,-73,100,100,100,-52,-69,100,100,100,100,100,-68,100,100,100,7
-76,-63,100,100,100,-53,100,-70,-29,100,-68,100,-79,100,-54,-48,100,-51,100,100,100,-57,-72,100,100,100,-56,-68,100,100,100,100,100,-60,100,100,100,7
100,-63,100,100,100,-52,100,100,-29,100,-68,100,100,100,-54,-47,100,-51,100,100,100,-57,100,100,100,100,-50,-61,100,100,100,100,100,100,100,100,100,7
100,-66,100,100,100,-52,100,-69,-28,-70,-68,100,-78,100,100,-48,100,-50,100,100,100,-57,-72,100,100,100,-57,-69,100,100,100,100,100,-68,100,100,100,7
-76,100,100,-81,-87,-52,-85,-69,-29,-69,-68,100,-79,100,-53,-45,100,-50,100,100,100,-56,-72,100,100,100,-53,-68,100,100,100,100,100,-68,100,100,100,7
100,100,100,-84,100,-52,100,-68,-28,100,-69,100,100,100,-54,-48,100,-50,100,100,100,-57,100,100,100,100,-54,-69,100,100,100,100,100,-68,100,100,100,7
-80,-62,100,-85,100,-50,-84,-72,-29,100,-70,100,100,100,-54,-53,100,-50,100,100,100,-56,-72,100,100,100,-53,-70,100,100,100,100,100,-68,100,100,100,7
100,-62,100,100,100,-53,-84,100,-29,-68,-68,100,100,100,-56,-47,100,-50,100,100,100,-55,-71,100,100,100,-57,-69,100,100,100,100,100,-67,100,100,100,7
100,100,100,-83,100,-52,-86,100,-45,100,100,100,100,100,-55,-46,100,-50,100,100,100,-54,-74,100,100,100,-54,-70,100,100,100,100,100,-68,100,100,100,7
-77,-63,100,-83,100,-52,-85,-69,-29,-73,-72,100,-78,100,-56,-43,100,-51,100,100,100,-57,-73,100,100,100,-55,-65,100,100,100,100,100,-68,100,100,100,7
-77,-63,-88,-84,100,-68,-72,-70,-29,-72,-68,100,-76,100,-55,-42,100,-51,100,100,100,-57,100,100,100,100,-52,-70,100,100,100,100,100,-68,100,100,100,7
-77,-60,100,-84,100,-55,100,-68,-29,100,100,100,100,100,-54,-44,100,-51,100,100,100,-57,-82,100,100,100,-52,-69,100,100,100,100,100,100,100,100,100,7
100,-64,100,-83,100,-53,100,-70,-29,100,100,100,100,100,-54,-45,100,-51,100,100,100,-56,100,100,100,100,-56,-69,100,100,100,100,100,100,100,100,100,7
100,-66,100,100,100,-52,100,100,100,100,100,100,100,100,-55,100,100,-52,100,100,100,100,100,100,100,100,-56,-70,100,100,100,100,100,100,100,100,100,7
100,-62,100,100,100,-54,100,-67,-29,100,-69,100,100,100,-55,-44,100,-47,100,100,100,-57,100,100,100,100,-57,-70,100,100,100,100,100,-70,100,100,100,7
-77,-62,100,100,100,-52,100,-69,-29,-73,-68,100,-77,100,-55,-51,100,-54,100,100,100,-57,-80,100,100,100,-55,-69,100,100,100,100,100,-69,100,100,100,7
-76,-62,100,100,100,-54,100,-69,-29,-72,-68,100,100,100,100,-43,100,-49,100,100,100,-57,100,100,100,100,-52,-70,100,100,100,100,100,-69,100,100,100,7
100,-65,100,-83,100,-56,100,-70,-28,-69,-67,100,-79,100,100,-45,100,-50,100,100,100,-57,-81,100,100,100,-53,-69,100,100,100,100,100,-69,100,100,100,7
100,-63,100,-83,100,-54,100,-68,-29,-73,-65,100,-78,100,-54,-43,100,-53,100,100,100,-58,100,100,100,100,-56,-70,100,100,100,100,100,-68,100,100,100,7
100,-63,100,100,100,-55,-84,-68,-28,-70,100,100,100,100,-57,-45,100,-56,100,100,100,-57,100,100,100,100,-57,-70,100,100,100,100,100,-72,100,100,100,7
-78,-61,100,-82,100,-54,-84,-68,-29,-69,100,100,100,100,-57,-45,100,-55,100,100,100,-57,-81,100,100,100,-55,-69,100,100,100,100,100,-69,100,100,100,7
100,-65,-87,-80,100,-48,100,-69,-29,-69,-69,100,-77,100,-56,-45,100,-54,100,100,100,-56,-81,100,100,100,-54,-70,100,100,100,100,100,-69,100,100,100,7
-81,-62,100,100,100,-53,100,-71,-29,-72,100,100,-79,100,-54,-49,100,-52,100,100,100,-56,-81,100,100,100,-57,-69,100,100,100,100,100,-70,100,100,100,7
-76,-62,100,-82,100,-53,-84,-69,-29,-84,100,100,100,100,-57,-48,100,-51,100,100,100,-57,-84,100,100,100,-55,-69,100,100,100,100,100,-69,100,100,100,7
-77,100,100,-83,100,-52,-84,-69,-29,100,-69,100,100,100,-56,-46,100,-51,100,100,100,-57,-82,100,100,100,-54,-69,100,100,100,100,100,-68,100,100,100,7
-79,-62,100,100,100,-51,100,-68,-29,-70,-69,100,-78,100,-54,-44,100,-51,100,100,100,-58,100,100,100,100,-51,-71,100,100,100,100,100,-70,100,100,100,7
-77,-61,100,-82,100,-54,100,100,-29,-70,100,100,100,100,-54,-53,100,-51,100,100,100,-83,-83,100,100,100,-54,-70,100,100,100,100,100,100,100,100,100,7
-76,-63,100,100,100,-53,-84,-69,-28,-70,-68,100,100,100,-53,-45,100,-50,100,100,100,-54,-81,100,100,100,-53,-69,100,100,100,100,100,-69,100,100,100,7
-76,-63,100,-82,100,-53,-84,-70,-29,-68,-69,100,-78,100,-55,-46,100,-51,100,100,100,-57,-81,100,100,100,-52,-67,100,100,100,100,100,-67,100,100,100,7
-78,-64,-87,-83,100,-52,100,-70,-29,-68,100,100,-69,100,-55,-46,100,-51,100,100,100,-57,100,100,100,100,-53,-61,100,100,100,100,100,100,100,100,100,7
100,-63,100,100,100,-54,100,-69,-70,100,100,100,100,100,-55,-52,100,-51,100,100,100,-57,100,100,100,100,-59,-68,100,100,100,100,100,100,100,100,100,7
100,-64,100,100,100,100,100,100,100,100,-63,100,100,100,-56,-46,100,-51,100,100,100,-54,100,100,100,100,-57,-69,100,100,100,100,100,100,100,100,100,7
100,-65,100,-84,-87,-53,100,-70,-28,-69,-67,100,-79,100,-52,-47,100,-50,100,100,100,-60,-81,100,100,100,-53,-67,100,100,100,100,100,-68,100,100,100,7
-82,-62,100,100,100,-54,100,-70,-29,100,-68,100,100,100,-54,-45,100,-50,100,100,100,-59,-81,100,100,100,-53,-67,100,100,100,100,100,-68,100,100,100,7
-77,-63,-87,-74,100,-52,100,-70,-29,-75,-69,100,-76,100,-54,-46,100,-52,100,100,100,-57,-79,100,100,100,-52,-67,100,100,100,100,100,-70,100,100,100,7
-81,-64,-88,100,100,-52,100,-69,-30,-70,-68,100,-79,100,100,-47,100,-53,100,100,100,-56,-83,100,100,100,-56,-68,100,100,100,100,100,-68,100,100,100,7
-77,-63,100,-83,100,-52,-85,-70,-29,-68,100,100,-79,100,-56,-45,100,-52,100,100,100,-57,-81,100,100,100,-57,-68,100,100,100,100,100,-67,100,100,100,7
100,-65,100,-84,100,-54,100,-71,-32,-74,100,100,100,100,-56,-46,100,-51,100,100,100,-56,100,100,100,100,-55,-67,100,100,100,100,100,-68,100,100,100,7
100,-64,100,-85,100,-54,-85,-71,-32,-73,100,100,-80,100,-55,-46,100,-51,100,100,100,-54,-81,100,100,100,-57,-68,100,100,100,100,100,-68,100,100,100,7
-76,-62,100,-83,100,-53,-85,-70,-29,-71,-68,100,-80,100,-54,-45,100,-51,100,100,100,-54,-73,100,100,100,-52,-69,100,100,100,100,100,-66,100,100,100,7
100,-62,100,-83,100,-53,-84,-81,-28,-70,100,100,100,100,-54,-45,100,-51,100,100,100,-55,100,100,100,100,-54,-69,100,100,100,100,100,-68,100,100,100,7
100,-60,100,100,100,-54,-84,-69,-33,-70,100,100,100,100,-54,-45,100,-51,100,100,100,-58,-72,100,100,100,-53,-68,100,100,100,100,100,-60,100,100,100,7
-78,-69,100,100,100,-49,100,-71,-36,-68,100,100,-78,100,-59,-41,100,-50,100,100,100,-54,-78,100,100,100,-51,-65,100,100,100,100,100,-70,100,100,100,11
-77,-70,100,100,100,-49,-85,-74,-36,100,-66,100,100,100,-59,-41,100,-47,100,100,100,-54,-80,100,100,100,-52,-66,100,100,100,100,100,-68,100,100,100,11
-77,-71,100,100,-84,-49,100,-78,-38,-68,-66,100,-75,100,-60,-42,100,-49,100,100,100,-54,-80,100,100,100,-50,-66,100,100,100,100,100,-68,100,100,100,11
100,-71,100,100,100,100,-82,100,-35,-70,100,100,100,100,-60,-42,100,-49,100,100,100,-53,100,100,100,100,-51,-66,100,100,100,100,100,-69,100,100,100,11
-77,-72,100,100,-83,-48,100,100,-36,100,-67,100,-79,100,-59,-43,100,-49,100,100,100,-50,-78,100,100,100,-50,-67,100,100,100,100,100,-68,100,100,100,11
-77,-71,100,-87,100,-49,100,-72,-39,-68,100,100,-82,100,-59,-40,100,-50,100,100,100,-54,100,100,100,100,-49,-67,100,100,100,100,100,100,100,100,100,11
100,-69,100,100,100,-50,100,100,-35,-69,-66,100,100,100,-59,-40,100,-49,100,100,100,-53,100,100,100,100,-50,-66,100,100,100,100,100,-69,100,100,100,11
100,100,100,100,100,-50,100,-74,-37,-68,-65,100,-73,100,-59,-42,100,-49,100,100,100,-52,-80,100,100,100,-50,-62,100,100,100,100,100,-68,100,100,100,11
100,-72,100,100,-81,100,100,-74,-37,100,100,100,100,100,-60,100,100,-47,100,100,100,-54,100,100,100,100,-50,-65,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,100,100,-73,-37,100,-62,100,100,100,-60,-42,100,-49,100,100,100,-53,100,100,100,100,-52,-65,100,100,100,100,100,100,100,100,100,11
-75,-70,100,100,100,-50,-85,-73,-37,100,-66,100,100,100,-60,-42,100,-49,100,100,100,100,-85,100,100,100,-50,-65,100,100,100,100,100,-70,100,100,100,11
-77,-70,100,100,100,-51,100,-73,-35,-69,-66,100,100,100,-59,-42,100,-50,100,100,100,-51,100,100,100,100,-49,-65,100,100,100,100,100,-69,100,100,100,11
100,-70,100,-85,100,-50,100,100,-37,-69,-65,100,-74,100,-59,-42,100,-50,100,100,100,-51,100,100,100,100,-51,-66,100,100,100,100,100,-68,100,100,100,11
100,-69,100,-83,100,-50,100,-71,-37,-68,-66,100,100,100,-59,-40,100,-51,100,100,100,-50,-81,100,100,100,-53,-66,100,100,100,100,100,-69,100,100,100,11
-77,-69,100,100,-83,-51,100,-71,-35,-69,-68,-91,-79,100,-65,-38,100,-51,100,100,100,-53,100,100,100,100,-51,-67,100,100,100,100,100,-70,100,100,100,11
-78,-69,100,-87,100,-50,100,-68,-34,100,-66,100,-77,100,100,-39,100,-51,100,100,100,-53,100,100,100,100,-52,-66,100,100,100,100,100,-69,100,100,100,11
-77,-69,100,100,100,-49,100,-71,-37,-67,-66,100,100,100,-58,-42,100,-50,100,100,100,-54,-80,100,100,100,-56,-67,100,100,100,100,100,100,100,100,100,11
100,-70,100,-85,100,-49,100,100,-33,-68,-67,100,-77,100,-58,-37,100,-50,100,100,100,-53,100,100,100,100,-51,-64,100,100,100,100,100,-70,100,100,100,11
100,-69,100,-86,100,-48,100,-72,-34,-67,-67,100,-74,100,-58,-40,100,-56,100,100,100,-53,-79,100,100,100,-53,-64,100,100,100,100,100,-70,100,100,100,11
100,100,100,100,100,-49,100,-71,-36,100,-67,100,-73,100,-58,-37,100,-52,100,100,100,-50,-79,100,100,100,-50,-64,100,100,100,100,100,-71,100,100,100,11
-75,-71,100,-88,100,-48,100,-82,-38,-68,100,100,-71,100,-60,-38,100,-51,100,100,100,-53,-77,100,100,100,-52,-63,100,100,100,100,100,-70,100,100,100,11
-78,-69,100,-86,100,-49,-85,-70,-36,-69,-67,-92,-77,100,-59,-37,100,-49,100,100,100,-53,100,100,100,100,-50,-64,100,100,100,100,100,-88,100,100,100,11
-78,-70,100,100,100,-50,-86,-81,-36,-69,-67,100,-78,100,-58,-38,100,-51,100,100,100,-53,100,100,100,100,-50,-63,100,100,100,100,100,-70,100,100,100,11
-78,-68,100,100,100,-49,100,-71,-36,100,-67,100,100,100,-58,-37,100,-51,100,100,100,-50,-75,100,100,100,-51,-63,100,100,100,100,100,100,100,100,100,11
100,-68,100,-81,100,100,100,-78,-37,100,100,-93,-79,100,-57,100,-95,-51,100,100,100,-51,-76,100,100,100,-56,-63,100,100,100,100,100,-72,100,100,100,11
100,100,100,100,100,100,100,-71,-37,100,100,100,100,100,-59,100,100,-51,100,100,100,-53,-74,100,100,100,-50,-63,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,-50,100,-72,-37,100,-67,100,100,100,-58,-37,100,-51,100,100,100,-53,100,100,100,100,-53,-64,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,100,100,100,-36,100,-66,-91,100,100,-57,-37,100,-52,100,100,100,-53,100,100,100,100,-51,-64,100,100,100,100,100,-70,100,100,100,11
-78,-67,100,100,100,-50,100,-71,-37,100,100,100,100,100,-58,-38,100,-51,100,100,100,-54,100,100,100,100,-51,-64,100,100,100,100,100,-70,100,100,100,11
-78,-68,100,-86,100,-50,-86,-80,-36,-70,-67,100,-75,100,-57,-38,100,-51,100,100,100,-53,-75,100,100,100,-51,-64,100,100,100,100,100,-70,100,100,100,11
-78,100,100,100,100,-50,-84,-71,-37,-70,-67,100,-80,100,-57,-38,100,-51,100,100,100,-49,100,100,100,100,-50,-64,100,100,100,100,100,100,100,100,100,11
100,-68,100,-86,100,-50,100,-70,-37,-71,-67,100,-81,100,100,-38,100,-51,100,100,100,-53,100,100,100,100,-51,-58,100,100,100,100,100,-72,100,100,100,11
-78,-68,100,-86,100,100,100,-69,-37,-70,100,100,-82,100,-58,-37,100,-52,100,100,100,-53,-78,100,100,100,-53,-63,100,100,100,100,100,100,100,100,100,11
-79,-68,100,-85,-83,-49,-86,-69,-37,100,-67,100,100,100,-58,-37,100,-51,100,100,100,-53,-77,100,100,100,-53,-63,100,100,100,100,100,-72,100,100,100,11
-79,-68,100,100,-83,-50,100,-70,-36,-68,-67,100,100,100,-58,-37,100,-49,100,100,100,-53,-81,100,100,100,-52,-64,100,100,100,100,100,-70,100,100,100,11
100,-72,100,-83,100,-49,100,-71,-37,100,-66,-91,100,100,-57,-38,100,-50,100,100,100,-53,100,100,100,100,-51,-63,100,100,100,100,100,-72,100,100,100,11
100,100,100,-83,100,-49,-83,-70,-34,-70,-67,100,100,100,-57,-38,100,-51,100,100,100,-52,-77,100,100,100,-51,-64,100,100,100,100,100,100,100,100,100,11
100,-69,100,-86,100,-84,-84,-70,-33,-70,100,100,-79,100,-57,-38,100,-49,100,100,100,-53,-77,100,100,100,-52,-64,100,100,100,100,100,-71,100,100,100,11
-78,-69,100,100,100,100,100,100,-37,-75,-66,100,-79,100,-57,-42,100,-51,100,100,100,-52,-79,100,100,100,-53,-63,100,100,100,100,100,-72,100,100,100,11
-79,-68,100,-83,100,-50,-84,-70,-37,-70,-66,100,-71,100,-58,-37,100,-51,100,100,100,-52,100,100,100,100,-53,-64,100,100,100,100,100,-72,100,100,100,11
100,-70,100,100,-81,-49,100,-70,-37,-69,-66,100,-78,100,-57,-82,100,-51,100,100,100,-52,-78,100,100,100,-52,-63,100,100,100,100,100,-70,100,100,100,11
100,-69,100,-84,100,-49,-84,-70,-34,-70,-67,100,-78,100,-57,-38,100,-49,100,100,100,-52,-79,100,100,100,-51,-63,100,100,100,100,100,-71,100,100,100,11
-78,-70,100,-85,100,-65,-84,-70,-37,-70,-66,100,-77,100,-83,-37,100,-49,100,100,100,-53,-79,100,100,100,-50,-63,100,100,100,100,100,-70,100,100,100,11
100,-68,100,-85,100,-49,100,-69,-37,100,-66,100,100,100,-57,-38,100,-51,100,100,100,-52,100,100,100,100,-52,-63,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,100,100,100,-37,100,100,100,100,100,-58,100,100,-50,100,100,100,-57,100,100,100,100,-51,-63,100,100,100,100,100,100,100,100,100,11
100,-76,100,100,100,-52,100,100,-37,100,-66,100,100,100,-57,100,100,-52,100,100,100,100,100,100,100,100,-52,-63,100,100,100,100,100,100,100,100,100,11
100,-70,100,-84,100,-49,-85,100,-37,-70,-66,100,-81,100,-57,-37,100,-51,100,100,100,100,-78,100,100,100,-52,-64,100,100,100,100,100,100,100,100,100,11
100,100,100,-83,-82,-49,100,-79,-38,-70,-66,100,-79,100,-57,-38,100,-52,100,100,100,-49,-79,100,100,100,-51,-64,100,100,100,100,100,-72,100,100,100,11
-77,100,100,-84,100,-49,-84,-68,-37,-69,-66,100,100,100,100,-38,100,-52,100,100,100,100,100,100,100,100,-54,-64,100,100,100,100,100,-69,100,100,100,11
-76,-70,100,-83,100,-48,100,100,-35,-71,100,100,-77,100,100,-38,100,-51,100,100,100,-53,100,100,100,100,-53,-64,100,100,100,100,100,-71,100,100,100,11
100,-70,100,-76,-84,-48,100,-73,-37,-71,-66,100,100,100,-63,-38,100,-50,100,100,100,-48,100,100,100,100,-52,-64,100,100,100,100,100,-71,100,100,100,11
100,100,100,100,100,-47,100,-70,-38,-75,-66,100,100,100,-57,-38,100,-51,100,100,100,-53,-83,100,100,100,-52,-64,100,100,100,100,100,-71,100,100,100,11
100,-70,-89,-83,100,-47,-77,-69,-36,-69,-66,100,100,100,100,-38,100,-51,100,100,100,-52,-83,100,100,100,-53,-64,100,100,100,100,100,-70,100,100,100,11
100,-68,100,100,100,-50,100,-70,-37,100,100,100,100,100,-57,-35,100,-52,100,100,100,-48,-82,100,100,100,-49,-64,100,100,100,100,100,-69,100,100,100,11
-78,-70,100,100,-82,-48,100,-69,-38,-69,-67,100,100,100,100,-38,100,-50,100,100,100,-52,-83,100,100,100,-51,-63,100,100,100,100,100,100,100,100,100,11
100,-69,100,-75,100,-48,100,-77,-37,-69,-66,100,100,100,-58,-42,100,-51,100,100,100,100,-81,100,100,100,-52,-64,100,100,100,100,100,-70,100,100,100,11
100,-68,100,100,-81,-49,100,-69,-37,-69,-66,100,-77,100,-59,-37,100,-52,100,100,100,-53,-73,100,100,100,-52,-65,100,100,100,100,100,-69,100,100,100,11
-78,-68,100,100,100,-50,100,-69,-37,-69,-67,100,-79,100,-58,-37,100,-49,100,100,100,-52,100,100,100,100,-51,-65,100,100,100,100,100,-69,100,100,100,11
-78,-69,-89,-86,100,-49,100,-69,-37,-74,-64,100,100,100,-57,-37,100,-52,100,100,100,-53,100,100,100,100,-52,-64,100,100,100,100,100,-69,100,100,100,11
-77,-67,100,-77,100,-50,-83,-68,-38,-67,-66,100,-77,100,-58,-38,100,-52,100,100,100,-52,-78,100,100,100,-50,-65,100,100,100,100,100,100,100,100,100,11
100,-69,100,100,100,-49,100,-69,-37,-69,-66,100,-71,100,-58,-37,100,-51,100,100,100,-52,-79,100,100,100,-50,-65,100,100,100,100,100,-71,100,100,100,11
-77,100,100,-86,100,-48,100,-70,-37,100,-66,100,-76,100,-58,100,100,-51,100,100,100,100,100,100,100,100,-53,-65,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,-49,100,100,-37,100,100,100,100,100,-58,-42,100,-51,100,100,100,100,100,100,100,100,-52,-64,100,100,100,100,100,100,100,100,100,11
100,-70,100,-86,100,-50,100,-66,-37,-70,-66,100,-77,100,-60,-38,100,-51,100,100,100,-50,100,100,100,100,-50,-65,100,100,100,100,100,-69,100,100,100,11
100,-69,100,-86,-82,-49,-84,-66,-37,-69,-66,100,-76,100,-59,-37,100,-51,100,100,100,-53,-79,100,100,100,-51,-65,100,100,100,100,100,-69,100,100,100,11
-78,-69,100,100,-82,-50,-83,-68,-38,-71,-65,100,-76,100,-57,-37,100,-52,100,100,100,-53,-76,100,100,100,-53,-66,100,100,100,100,100,-69,100,100,100,11
-77,-70,100,100,100,100,-77,-68,-37,-71,-66,100,-73,100,-59,100,100,-52,100,100,100,-53,100,100,100,100,-51,-65,100,100,100,100,100,-70,100,100,100,11
100,-70,100,100,-81,-51,-86,-68,-37,-72,-66,100,100,100,-59,-36,100,-52,100,100,100,-53,-78,100,100,100,-51,-65,100,100,100,100,100,-68,100,100,100,11
-77,-70,100,-87,100,-50,100,-69,-37,-72,-66,100,-75,100,100,-36,100,-52,100,100,100,100,100,100,100,100,-52,-65,100,100,100,100,100,-68,100,100,100,11
-77,-69,100,100,-82,-51,-85,-68,-37,-71,-66,100,-75,100,100,-36,100,-49,100,100,100,-52,100,100,100,100,-54,-64,100,100,100,100,100,-68,100,100,100,11
-77,-69,100,100,100,100,-86,-69,-38,-71,100,100,-73,100,-59,-36,100,-52,100,100,100,-53,-77,100,100,100,-52,-64,100,100,100,100,100,-70,100,100,100,11
100,-70,100,100,100,-52,100,-67,-37,-71,-66,100,-75,100,-59,-36,100,-49,100,100,100,-53,-77,100,100,100,-58,-65,100,100,100,100,100,100,100,100,100,11
-77,-71,100,100,100,-50,100,-67,-37,100,-66,100,-78,100,-57,-36,100,-51,100,100,100,-53,100,100,100,100,-52,-64,100,100,100,100,100,100,100,100,100,11
-80,-71,100,100,100,-50,100,-68,-39,-69,-66,100,100,100,-59,-36,100,-49,100,100,100,-52,-76,100,100,100,-53,-67,100,100,100,100,100,100,100,100,100,11
-77,-68,-85,100,100,-49,100,-71,-38,100,-66,100,100,100,-58,-36,100,-51,100,100,100,-52,-79,100,100,100,-53,-64,100,100,100,100,100,100,100,100,100,11
-69,-65,100,100,100,-46,100,-62,-33,100,-71,100,-70,100,-56,-34,100,-48,100,100,100,-57,100,100,100,100,-62,-69,100,100,100,100,100,100,100,100,100,51
-69,-65,100,100,100,-46,100,-62,-32,-66,100,100,100,100,-56,-63,100,-50,100,100,100,-58,100,100,100,100,-62,-70,100,100,100,100,100,100,100,100,100,51
-68,-65,100,-81,100,-46,-80,-62,-31,-66,-71,100,-71,100,-57,-35,100,-50,100,100,100,-55,100,100,100,100,-64,-70,100,100,100,100,100,-78,100,100,100,51
-69,-62,-83,-82,100,-46,-81,-61,-32,-66,-71,100,-71,100,-57,-34,100,-49,100,100,100,-58,-77,100,100,100,-54,-69,100,100,100,100,100,-75,100,100,100,51
-69,-66,100,-81,100,-46,100,-60,-32,-66,-71,100,-70,100,100,-35,100,-50,100,100,100,-59,-76,100,100,100,-55,-69,100,100,100,100,100,-73,100,100,100,51
-69,-64,100,100,100,-46,-82,-62,-28,100,-71,100,-70,100,-56,-35,100,-50,100,100,100,-56,100,100,100,100,-63,-69,100,100,100,100,100,100,100,100,100,51
100,-65,100,100,100,-47,-81,-64,-36,-66,100,100,-69,100,-57,-34,100,-50,100,100,100,-58,-74,100,100,100,-55,-70,100,100,100,100,100,-74,100,100,100,51
-69,-65,100,100,100,-46,100,-62,-32,-67,-73,100,-70,100,-58,-34,100,-51,100,100,100,-57,100,100,100,100,-55,-70,100,100,100,100,100,-74,100,100,100,51
100,-66,100,100,100,-46,100,-62,-32,-66,100,100,-71,100,-57,-34,100,-50,100,100,100,-58,-76,100,100,100,-55,-69,100,100,100,100,100,-74,100,100,100,51
100,-66,100,100,100,-46,-80,-63,-32,-67,100,100,-70,100,-56,-34,100,-52,100,100,100,-58,100,100,100,100,-55,-70,100,100,100,100,100,-73,100,100,100,51
-69,100,100,-82,100,-46,-81,-63,-32,-67,-73,100,-70,100,-57,-34,100,-50,100,100,100,-59,100,100,100,100,-58,-69,100,100,100,100,100,-74,100,100,100,51
