@relation SamsungTablet_Train

@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute c8:d7:19:bc:98:31_ numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 04:18:d6:3e:4d:9f_ESOGU-WIFI numeric
@attribute e4:8d:8c:95:5c:60_evarobot_wifi numeric
@attribute c8:6c:87:46:62:1c_ZyXEL8908bS3 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
-61,-32,-52,-57,-67,-62,-33,-56,100,-57,100,100,-63,-73,100,100,100,100,-77,100,100,100,100,100,51
-64,-33,-52,-64,-67,-60,100,-55,100,-54,100,-74,-59,100,100,-73,100,100,100,100,100,100,100,100,51
-64,-33,-53,-62,-68,-48,-33,-53,100,-54,100,100,-61,-77,-65,-72,100,100,-75,100,100,100,100,100,51
-64,-33,-52,-56,-67,100,-33,-54,100,-54,-63,100,100,-63,100,100,100,100,100,100,100,100,100,100,51
-64,-33,-52,-62,-67,-58,-36,-54,100,-53,100,100,-61,-62,100,100,100,100,100,100,100,100,100,100,51
-64,-39,-52,-62,100,-48,-36,-53,100,-55,100,100,-61,-70,-64,100,100,100,-74,100,100,100,100,100,51
-64,-33,-52,-62,-66,-60,-33,-54,100,-52,-72,100,-63,100,-59,-74,100,-86,-75,100,100,100,100,100,51
-64,-33,-52,-57,-68,-58,-68,-90,100,-54,100,-73,-63,-72,-66,100,100,100,-74,100,100,100,100,100,51
-64,-33,-52,-57,-67,-58,-33,-54,100,-55,-72,-72,-61,-71,-64,-72,100,-85,-75,100,100,100,100,100,51
-64,100,-52,-62,100,100,100,100,100,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,51
-66,100,-52,-64,100,100,-33,-50,-74,-52,100,100,-64,100,-67,100,100,100,-74,100,100,100,100,100,51
-64,-37,-51,-62,100,-58,-33,-52,100,-52,-73,100,100,100,-62,100,100,100,100,100,100,100,100,100,51
-64,-33,-52,-62,-67,-60,-32,-48,100,-56,100,-71,-63,100,-65,-74,100,100,100,100,100,100,100,100,51
-63,100,-52,-63,-67,-64,-36,100,100,-54,100,100,-62,100,100,-67,100,100,100,100,100,100,100,100,51
-63,-38,-51,-55,-69,-65,100,-55,-84,-54,100,100,100,100,-55,100,100,-87,100,100,100,100,100,100,51
-64,-33,-52,-56,-68,-72,100,-55,100,-55,-64,-74,-63,-64,100,-73,100,100,100,100,100,100,100,100,51
-64,100,-52,-63,-69,-60,-34,-55,-80,-54,100,-74,-63,-65,100,-79,100,100,100,100,100,100,100,100,51
-65,-33,-51,-60,-69,-48,-36,-52,-83,-53,100,100,100,100,-67,100,100,100,100,100,100,100,100,100,51
-69,-31,-43,-58,-63,-56,-35,-64,100,-50,-63,100,-60,-63,-67,100,-69,100,-75,100,100,100,100,100,8
-69,-36,-44,100,100,-54,-34,-63,100,-49,100,-72,-57,100,-66,100,-77,100,100,100,100,100,100,100,8
-69,-32,-44,-59,-62,-50,-35,-66,100,-49,-63,-72,-60,-63,-70,100,100,100,100,100,100,100,100,100,8
-69,-36,-44,-56,-62,-55,-35,-72,100,-50,-63,100,-59,-64,-70,100,-67,100,100,100,100,100,100,100,8
-69,-32,-44,-59,-63,-55,-34,-63,100,-54,-63,-70,100,100,100,100,100,100,-75,100,100,100,100,100,8
-70,-32,-43,-60,100,100,-34,100,100,-49,100,-71,-59,-63,-65,100,-67,100,-77,100,100,100,100,100,8
-72,-30,-42,-57,-62,-55,-35,-61,100,-46,100,-70,-60,-64,-66,-72,100,100,100,100,100,100,100,100,8
-73,-32,-44,-53,-61,-53,-34,-61,100,-47,-63,-74,-61,-63,100,-79,100,100,100,100,100,100,100,100,8
-72,-32,-44,-57,-62,-50,-35,-70,-83,-49,100,-71,100,-66,100,-78,100,100,-77,100,100,100,100,100,8
-71,100,-44,-57,100,-54,-35,-67,100,-52,-63,100,-60,-63,100,100,100,100,100,100,100,100,100,100,8
-71,-32,-43,100,100,-54,-35,-65,100,-49,100,100,-56,100,-66,100,-68,100,100,100,100,100,100,100,8
-71,-32,-44,-56,-63,-53,-34,-63,100,-47,-63,100,-60,-66,-62,100,-67,100,-76,100,100,100,100,100,8
-71,-32,-43,-57,100,-56,-34,-67,-81,-49,100,100,-57,100,-70,100,-74,100,100,100,100,100,100,100,8
-71,-32,-43,-59,100,-56,-35,-59,100,-51,100,100,-58,-63,-67,-77,-70,100,100,100,100,100,100,100,8
-70,-76,-44,100,-62,-54,-35,-63,100,-50,-63,100,-58,-63,-68,-76,-67,100,100,-90,100,100,100,100,8
-72,-33,-44,-60,-63,-55,-35,-68,100,-48,-63,100,-59,-63,-65,100,-68,100,100,100,100,100,100,100,8
-72,-30,-44,-60,-62,-56,-35,-60,100,-48,-59,-71,-56,-64,-66,100,100,100,100,100,100,100,100,100,8
-73,-37,-44,-56,100,-53,-35,-58,-82,-53,100,-73,-57,-63,-66,100,100,100,100,100,-85,100,100,100,8
-72,-32,-44,-57,-63,-51,-34,-59,-87,-49,-63,-75,-58,-63,-67,-76,100,100,100,100,-84,100,100,100,8
-72,-32,-44,-63,-62,-54,-35,-58,100,-52,-63,-73,-56,-63,-67,100,100,100,100,100,100,100,100,100,8
-70,-32,-44,-60,100,-53,-35,-60,-84,-49,-63,100,-63,-65,-67,100,100,100,100,100,-84,100,100,100,8
-71,-33,-43,-61,-63,-53,-35,100,100,-47,-62,100,-59,-65,-66,100,-66,100,100,100,100,100,100,100,8
-70,-32,-44,100,100,100,-62,-64,-84,-50,100,100,-60,100,-67,100,100,100,-76,100,100,100,100,100,8
-70,-30,-44,-61,100,-50,-35,-60,-87,-51,-62,100,-60,-64,-64,-74,-70,100,-76,100,100,100,100,100,8
-69,-30,-44,100,100,-55,-35,-63,100,-50,-63,-72,-59,-59,-64,-76,100,100,-76,100,100,100,100,100,8
-71,-32,-44,-68,-63,-51,100,-60,100,-47,-63,100,-59,-64,-64,100,-66,100,-78,100,100,100,100,100,8
-70,-33,-44,-60,-63,-50,-34,-60,100,-47,-63,-72,-57,-64,-65,-76,-66,100,-75,100,100,100,100,100,8
-70,-32,-44,-57,-62,-56,-34,-62,-85,-49,-61,100,100,100,-66,-74,100,100,-76,100,100,100,100,100,8
-70,-53,-44,-61,100,-54,-34,-62,-86,-48,-63,100,-58,100,-65,100,100,100,100,100,100,100,100,100,8
-69,-32,-43,-61,-61,-54,-35,-63,100,-46,100,-73,100,-64,-63,100,100,100,-77,-92,100,100,100,100,8
-70,-32,-43,-59,-61,-53,-35,-66,100,-48,100,100,-59,-64,-65,100,-65,100,-76,100,100,100,100,100,8
-69,-32,-44,100,-62,-50,-34,-64,100,-47,-62,-73,100,100,-65,-68,100,-79,100,100,100,100,100,100,8
-70,-30,-44,-60,-62,-54,-34,-60,-86,-46,-62,-73,-61,-64,-64,-75,-69,100,-76,100,100,100,100,100,8
-69,-32,-44,-59,-62,-55,-34,-57,-85,-47,-63,-71,-60,-64,-67,-69,100,100,-76,100,-84,100,100,100,8
-70,-32,-43,-61,-63,-55,-35,-61,100,-46,-63,100,-59,-64,-65,100,-66,100,100,100,100,100,100,100,8
-70,-33,-44,-59,-60,-55,-35,-58,-89,-50,100,-74,-60,100,-65,-74,-67,-85,-78,100,100,100,100,100,8
-71,-33,-44,-58,100,-55,-34,-58,100,-53,-63,-74,-59,-65,-66,100,-67,100,100,100,100,100,100,100,8
-71,-31,-42,100,100,-54,-34,-60,100,-46,-64,100,-60,100,-68,100,100,100,100,100,100,100,100,100,8
-71,-32,-44,100,100,-53,-35,-64,100,-51,-63,100,-58,-65,100,100,-70,100,100,100,100,100,100,100,8
-71,-32,-44,-60,100,-54,-34,-60,-85,-46,100,100,-61,-65,-63,100,-66,100,100,100,100,100,100,100,8
-70,-32,-44,-59,100,-53,-34,-58,100,-50,-63,100,100,-65,-65,-75,-70,-86,-75,100,-85,100,100,100,8
-70,-32,-44,-58,-61,-49,-35,-63,-86,-47,100,-74,-62,-66,-64,-74,100,100,100,100,100,100,100,100,8
-72,-52,-44,-58,-64,-52,-34,-62,-85,-49,-62,100,-59,-64,-63,-75,100,-86,-75,100,100,100,100,100,8
-72,-32,-44,-57,-62,-53,-35,-62,100,-48,-63,-74,-61,-64,-64,100,100,100,100,-92,100,100,100,100,8
-72,-33,-44,-59,100,-53,-33,-57,-85,-48,-64,100,100,-64,-65,100,-66,100,-77,100,100,100,100,100,8
-72,-34,-43,-63,-62,-51,-34,-60,100,-50,100,-73,-59,-64,-64,-76,-66,100,100,100,100,100,100,100,8
-71,-31,-43,-58,-65,-51,-33,100,100,-46,100,-75,-63,-66,-66,-74,-67,100,100,100,100,100,100,100,8
-72,-90,-43,-62,-63,-54,-35,-56,-65,-51,100,-74,-59,-62,-62,100,-71,100,-75,100,100,100,100,100,8
-70,-33,-44,-60,-62,-53,-37,-60,-85,-47,-63,-73,-60,-65,-64,-75,100,100,100,100,100,100,100,100,8
-70,-33,-44,-62,-62,-49,-37,-63,100,-49,-63,-73,-58,-63,-64,-77,-66,100,100,100,100,100,100,100,8
-69,-34,-44,-58,-61,-51,-37,-63,-87,-48,-63,-73,-61,-63,-64,-76,100,100,100,100,100,100,100,100,8
-70,-34,-43,-59,100,-54,-36,-59,100,-49,100,100,-60,-63,-64,100,-70,100,100,100,100,100,100,100,8
-69,-33,-43,-59,-63,-53,-36,-60,-84,-47,-63,-72,100,-64,-64,-76,-69,-84,100,100,100,100,100,100,8
-70,-34,-44,-60,-74,-50,-36,-67,100,-46,100,-73,-62,-64,-64,100,100,100,-75,100,100,100,100,100,8
-69,-34,-44,100,100,-49,-35,-66,100,-49,-62,100,-64,-64,-65,100,-69,100,100,100,100,100,100,100,8
-71,-33,-43,100,-61,-51,-35,-66,-83,-50,-59,100,-62,-64,-65,100,100,100,100,100,100,100,100,100,8
-70,-33,-44,-62,-61,-52,-36,-63,-77,-46,-63,-73,-62,-65,-65,-75,-69,100,-76,100,100,100,100,100,8
-70,-34,-44,-59,-61,-55,-37,-57,-85,-48,-62,100,-61,-63,-63,-75,-70,-84,-75,100,100,100,100,100,8
-70,-31,-44,-58,-61,-54,-37,-67,100,-47,-60,-71,-60,-64,-63,-74,-71,100,-76,100,-84,100,100,100,8
-71,-33,-44,-59,-62,-54,-37,-66,-66,-49,-63,-71,-61,-63,-63,-75,100,-85,-75,100,100,100,100,100,8
-71,-33,-44,-60,-61,-51,-36,-58,-85,-49,-63,100,-61,-63,-65,100,100,100,-75,100,100,100,100,100,8
-70,-63,-44,100,100,-56,-38,-60,-80,-50,100,100,-61,-63,-65,100,100,100,-73,100,100,100,100,100,8
-70,-33,-44,-59,-60,-54,-38,-57,100,-49,100,-72,-64,-63,-66,100,100,100,100,100,100,100,100,100,8
-71,-33,-44,-61,-61,-50,-36,100,-87,-51,100,-73,-58,-62,-65,100,-74,100,-74,100,100,100,100,100,8
-57,-33,-44,-60,-61,-50,-36,-62,100,-49,-64,-72,-60,-63,-66,-76,100,100,-75,100,100,100,100,100,8
-72,-32,-42,-62,-64,-54,-36,-60,100,-47,100,100,-60,-62,-65,-76,100,100,100,100,100,100,100,100,8
-72,-32,-43,-61,-62,-54,-42,-63,-87,-50,100,-73,-59,100,-65,100,100,100,100,100,100,100,100,100,8
-53,-31,-44,-62,-62,-48,-36,-62,100,-48,-63,-72,-58,-63,-64,-76,-70,100,100,100,-84,100,100,100,8
-73,-33,-44,-60,-62,-52,-36,-59,-86,-47,-63,-72,-60,-63,-65,-76,100,100,100,100,100,100,100,100,8
-72,-33,-44,-60,100,-55,-36,-62,-89,-48,-63,-72,-64,100,100,100,-66,100,-74,100,100,100,100,100,8
-71,-74,-44,-63,-61,-51,-35,-58,100,-47,-67,100,-60,-64,-67,100,-67,100,-76,100,100,100,100,100,8
-72,-33,-44,-59,-62,-55,-35,-61,100,-46,-63,100,100,100,-67,100,-70,100,100,100,100,100,100,100,8
-73,-32,-44,-62,-63,-51,-36,-59,100,-49,100,100,100,-63,-67,100,100,100,-76,100,100,100,100,100,8
-73,-32,-44,-62,100,-50,-35,-56,100,-46,-63,100,100,-64,-64,-77,100,100,-76,100,100,100,100,100,8
-73,-33,-43,-63,-62,-55,-35,-58,-88,-47,-63,-71,-62,-64,-66,-72,100,100,-77,100,100,100,100,100,8
-65,-37,-44,-55,100,-57,100,-44,-81,-56,100,100,-68,-63,-74,100,-69,100,100,100,100,100,100,100,10
-66,-39,-44,-56,100,-58,-31,-44,100,-54,-64,-70,-69,-64,-71,100,-68,100,-75,100,100,100,100,100,10
-65,-38,-41,100,100,-58,-31,-48,-80,-56,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,10
-65,-38,-44,-56,100,-55,-30,-45,100,-57,100,-69,100,100,100,-74,100,100,100,100,100,100,100,100,10
-65,-38,-44,-55,100,-58,-31,-45,-81,-55,100,100,100,-64,100,100,100,100,100,100,100,100,100,100,10
-64,100,-45,-55,-67,-54,-31,100,100,-48,100,-71,-66,-62,100,100,-62,100,-65,100,100,100,100,100,10
-64,-38,-43,-55,-67,-53,100,-44,100,-54,100,-71,100,-62,-72,100,100,100,100,100,100,100,100,100,10
-64,-41,-44,-55,-70,-60,100,100,100,-55,-64,-71,100,-63,-67,-75,-67,100,-68,100,100,100,100,100,10
-64,-40,-44,-61,-68,-59,-31,-46,-77,-53,100,100,-68,100,100,-76,-69,100,100,100,100,100,100,100,10
-65,100,-44,-54,-69,-60,-31,-44,-80,-54,100,-70,-66,100,-71,100,-65,100,100,100,100,100,100,100,10
-65,-39,-44,-56,-70,-61,-31,-43,-80,-54,-62,-71,100,-64,-70,-77,-68,100,100,100,100,100,100,100,10
-64,-37,-44,-54,-70,-60,-30,-48,-74,-54,-62,100,-68,100,100,100,100,100,100,100,100,100,100,100,10
-65,-37,-45,-56,100,-59,-30,100,100,-54,100,-70,-59,100,100,100,-68,100,100,100,100,100,100,100,10
-66,100,-45,-54,-71,-55,-31,-46,100,-54,-64,-72,100,-63,-69,100,100,100,100,100,100,100,100,100,10
-66,-41,-45,-57,100,-55,-30,-50,100,-54,-63,100,-64,100,100,100,-67,100,-74,100,100,100,100,100,10
-63,-40,-45,100,100,-60,-30,-45,100,-55,100,100,-66,-64,-73,-76,-69,100,-74,100,100,100,100,100,10
-65,-37,-45,-57,-69,-57,-30,-45,-77,-55,-61,100,-62,100,100,-78,-69,100,100,100,100,100,100,100,10
-67,-37,-45,-57,-68,-60,-29,-45,-80,-55,-65,-71,-63,-64,-75,100,-68,100,-73,100,100,100,100,100,10
-65,-39,-46,100,100,-63,-63,-45,-77,-57,100,-72,100,100,-75,100,100,100,100,100,100,100,100,100,10
-67,-37,-46,-57,-67,-65,-30,-45,100,-49,100,100,100,-65,-75,100,100,100,100,100,100,100,100,100,10
-66,-42,-45,-57,-68,-62,-30,-46,-76,-55,-63,100,100,-66,100,100,100,100,100,100,100,100,100,100,10
-66,-38,-45,100,100,100,-30,-46,100,-48,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,10
-67,100,-45,-56,-68,-61,-30,-46,-76,-53,-63,100,100,100,100,-75,100,100,100,100,100,100,100,100,10
-66,-77,-45,-55,-68,-59,-31,-45,100,-54,100,-74,-63,-65,100,-74,100,100,100,100,100,100,100,100,10
-67,-39,-45,-56,-68,-63,-30,100,100,-54,100,-69,-63,-66,-72,-71,100,-80,-70,100,100,100,100,100,10
-66,-38,-45,-55,-68,-60,-29,-50,-80,-53,-63,-70,-65,100,-71,100,100,100,-72,100,100,100,100,100,10
-65,-38,-45,-56,-68,-56,-29,-45,-78,-55,-65,100,-64,100,-72,-75,-76,100,100,100,100,100,100,100,10
-66,-38,-45,-56,-67,-66,-29,-46,-79,-55,-64,-69,-60,100,-73,-75,100,100,100,100,100,100,100,100,10
-65,-38,-45,-57,-68,-67,-29,-46,100,-55,-64,-73,-64,100,100,100,100,100,100,100,100,100,100,100,10
-66,-37,-43,-56,-68,-64,-30,-46,100,-55,-65,-71,100,100,-73,-75,100,100,-73,100,100,100,100,100,10
-66,-42,-45,-56,100,-62,-30,-45,-74,-55,-63,100,-66,100,100,100,100,100,100,100,100,100,100,100,10
-66,-38,-45,-57,100,-61,-29,-46,-76,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10
-65,-38,-45,-57,100,-63,-29,-46,100,-55,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,10
-64,-37,-45,-56,100,-60,-30,-46,-77,-56,100,100,-65,-67,-74,100,100,100,100,100,100,100,100,100,10
-65,-36,-46,-57,-67,-60,-28,-45,-79,-56,100,-70,-64,100,-69,100,100,100,100,100,100,100,100,100,10
-65,-37,-46,-56,-67,-57,-29,-45,-76,-55,-63,-67,-63,100,-72,-76,-74,-83,100,100,100,100,100,100,10
-65,-36,-45,-56,-66,-57,-29,-44,100,-57,-64,-70,-63,-65,-72,-76,-79,-77,-74,100,100,100,100,100,10
-67,-38,-46,-57,-67,-65,-30,-46,100,-56,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,10
-66,-38,-46,-57,100,-66,-30,-46,-66,-58,100,100,-66,-65,100,100,100,100,100,100,100,100,100,100,10
-65,-38,-46,-58,-67,-68,-70,-46,-67,-49,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,10
-65,-38,-45,-57,-68,-68,-38,-46,-80,-59,-64,-69,-65,100,-75,100,100,100,100,100,100,100,100,100,10
-67,-38,-44,-57,-66,-67,-30,-46,-67,-59,-61,100,-66,100,-71,-79,-75,100,-73,100,100,100,100,100,10
-65,100,-44,-58,100,-66,-30,-45,-79,-56,-63,-69,100,-65,-71,100,100,100,-60,100,100,100,100,100,10
-65,-37,-45,-56,-69,-65,-29,-46,-75,-56,100,-69,-64,-65,-74,-78,100,100,100,100,100,100,100,100,10
-66,-37,-46,-58,-70,-73,-29,-46,-79,-56,-64,-69,-66,100,100,-79,100,100,-72,100,100,100,100,100,10
-66,-38,-45,-58,-68,-67,-29,-46,-80,-56,-63,-70,-65,-65,-75,100,100,100,100,100,100,100,100,100,10
-66,-38,-45,-57,100,-69,-33,-46,-78,-55,-63,-69,100,100,-67,-79,-65,100,100,100,100,100,100,100,10
-67,-37,-46,-60,100,-67,-30,-46,-79,-55,100,-68,-65,100,100,100,100,100,100,100,100,100,100,100,10
-66,-37,-45,-59,-68,-69,-29,-45,-80,-56,-63,-70,100,100,-75,-79,-67,100,100,100,100,100,100,100,10
-60,-38,-45,100,100,-66,-29,-46,-74,-49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10
-65,-38,-46,100,100,-69,-29,-46,100,-55,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,10
-66,-37,-45,-57,-67,-69,-30,-45,100,-60,100,-69,100,100,-75,-79,100,100,100,100,100,100,100,100,10
-65,-43,-46,-59,-68,-69,-30,-47,100,-55,-64,100,-64,100,100,-79,-70,100,-73,100,100,100,100,100,10
-65,-38,-46,-59,100,-67,-29,100,-79,-49,-63,100,-64,100,100,-80,100,100,100,100,100,100,100,100,10
-65,-38,-46,-56,100,-64,-30,-45,-80,-53,100,100,-65,-65,-77,-79,100,100,-77,100,100,100,100,100,10
-66,-38,-45,-57,100,100,-30,-47,-68,-54,-62,-69,-65,100,-74,100,100,-83,100,100,100,100,100,100,10
-67,-38,-46,-57,100,-62,-29,-46,100,-54,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,10
-67,-38,-45,-58,-67,-62,-30,-47,100,-54,-64,100,-65,100,100,100,100,100,100,100,100,100,100,100,10
-67,-43,-45,-57,100,-64,-30,-47,-78,-52,100,-68,-64,-62,-70,100,100,100,-73,100,100,100,100,100,10
-65,-38,-46,-58,100,-67,-29,-46,100,-54,100,-65,-66,-64,100,100,100,100,100,100,100,100,100,100,10
-67,-38,-45,-57,-67,-66,-29,-51,-79,-54,100,-68,100,100,100,-79,100,100,100,100,100,100,100,100,10
-66,-38,-45,-57,-65,-56,-29,-47,100,-56,-64,100,-63,-64,100,100,100,100,100,100,100,100,100,100,10
-65,-38,-45,-56,-68,-65,-29,-47,-79,-48,100,100,100,-66,100,-79,-71,100,100,100,100,100,100,100,10
-65,-39,-43,-57,100,-66,-29,-46,100,-54,100,100,-64,-65,100,100,100,100,100,100,100,100,100,100,10
-65,-38,-45,-57,100,-66,-29,-45,100,-53,-64,-67,100,-65,100,-75,100,100,100,100,100,100,100,100,10
-65,-38,-45,-57,-67,-67,-29,-47,100,-48,100,-67,100,-64,100,100,100,100,100,100,100,100,100,100,10
-65,-38,-45,-56,-64,-65,-30,-50,-77,-54,100,100,100,100,-72,100,100,100,100,100,100,100,100,100,10
-67,-38,-46,100,100,-64,-29,-45,-80,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10
-64,-38,-45,-56,100,-64,-30,-46,100,-57,-62,100,-64,-65,-74,-80,100,-82,-75,100,100,100,100,100,10
-65,-38,-45,-56,100,-66,-30,-46,100,-58,-64,-68,100,-63,-72,100,100,100,-70,100,100,100,100,100,10
-64,-38,-43,-57,-66,-66,-30,100,-79,-54,100,-69,-65,100,100,-76,100,100,100,100,100,100,100,100,10
-62,-38,-45,-57,-68,-69,-29,-46,100,-48,100,-65,-65,-64,-67,100,100,100,-74,100,100,100,100,100,10
-64,-38,-46,-57,100,100,-30,-45,-89,-49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10
-60,-42,-46,-58,-85,-65,100,-50,100,-49,100,100,100,100,-72,100,100,100,100,100,100,100,100,100,10
-64,100,-46,100,-67,100,-33,100,100,-54,-65,100,-63,100,-73,-79,100,100,100,100,100,100,100,100,10
-67,-42,-61,-55,-70,-50,-28,-51,100,-55,-69,100,-63,-80,-63,-70,100,100,100,100,100,100,100,100,50
-67,-42,-61,-58,-70,-59,-27,-51,100,-60,-71,-76,-64,-74,-64,-69,100,100,-77,100,100,100,100,100,50
-66,-43,-61,-55,-69,100,-27,-50,100,-55,-70,-77,-64,100,-64,-71,-77,100,-77,100,-83,100,100,100,50
-67,-43,-62,100,-69,-53,-29,-50,100,-54,-70,100,-62,-75,-64,-71,-76,100,-78,100,100,100,100,100,50
-66,-43,-61,-54,100,-58,-28,-50,100,-56,-70,100,100,-75,-62,100,100,100,100,100,100,100,100,100,50
-67,-43,-61,-57,-69,-59,-28,-50,100,-55,-69,-77,100,100,-64,-67,100,100,-78,100,100,100,100,100,50
-67,-43,-59,-54,-70,-56,-29,-50,100,-54,-71,-77,-62,-74,-62,-70,-73,100,-78,100,-82,100,100,100,50
-66,-44,-61,-55,-67,-57,-28,-51,100,-54,-69,100,-62,-75,-64,100,-73,100,-77,100,-85,100,100,100,50
-67,-44,-59,-57,100,-59,-29,-50,100,-55,-67,100,-61,100,100,100,100,100,100,100,100,100,100,100,50
-67,-44,-61,100,100,-58,-33,-50,100,-56,-72,100,-62,100,-63,100,100,100,100,100,100,100,100,100,50
-67,-44,-61,-61,-69,-58,-28,-50,100,-55,-70,100,-62,-74,-64,100,100,100,-78,100,100,100,100,100,50
-67,-43,-61,-57,-70,-59,-28,-50,-90,-54,-79,-77,-63,-74,-67,100,-73,100,-77,100,-83,100,100,100,50
-66,-43,-61,-54,-73,-57,-28,-49,100,-55,100,100,-62,-74,-64,100,100,100,-77,-81,-83,100,100,100,50
-66,-43,-61,-55,-69,-57,-28,-50,100,-54,100,100,-66,-77,-63,100,100,-88,-77,100,100,100,100,100,50
-66,-44,-62,-57,100,-52,-28,-49,100,-54,-70,100,-66,-75,-64,-69,-72,-87,-77,100,-84,100,100,100,50
-66,-43,-62,-54,-69,-58,-27,-50,100,-55,-70,-77,-60,-75,-64,-69,100,100,100,100,-84,100,100,100,50
-66,-43,-60,-54,-69,-50,-28,-54,100,-56,-69,-78,-65,-75,-64,-70,100,100,100,100,100,100,100,100,50
-66,-43,-62,-54,-68,-57,-28,-50,100,-57,-79,100,-61,-74,-64,-70,100,100,100,100,100,100,100,100,50
-66,-42,-60,-59,100,-58,-27,-50,100,-54,-68,100,100,100,-66,100,100,100,-77,100,-83,100,100,100,50
-60,-42,-61,-58,100,-59,-27,-51,100,-55,-69,-84,-63,100,-64,-70,-71,100,100,100,-83,100,100,100,50
-65,-42,-60,-58,100,-51,-27,-50,100,-55,-69,100,-63,-75,-64,-70,100,100,-77,100,100,100,100,100,50
-65,-42,-62,-58,-68,-58,-28,-50,100,-54,-70,100,-62,-75,-64,100,100,100,100,100,-83,100,100,100,50
-66,-42,-60,-53,100,-57,-28,-50,100,-54,-69,100,-64,-75,-64,100,-72,100,-78,100,100,100,100,100,50
-66,-42,-60,-53,-68,-59,-26,-50,100,-53,-70,100,-63,-76,-64,100,-71,-89,-77,100,100,100,100,100,50
-66,-42,-61,-59,100,-59,-26,-51,100,-54,-69,-78,-62,-74,-64,-71,-76,100,-78,100,100,100,100,100,50
-67,-42,-60,-57,-69,-58,-27,-51,-90,-55,-69,100,-62,-74,-65,-71,-72,100,-78,100,-82,100,100,100,50
-66,-42,100,-53,100,-58,-27,-51,100,-53,-69,100,-63,-73,-65,-71,-70,100,-77,100,100,100,100,100,50
-66,-42,100,-54,-69,-59,-27,-51,100,-56,-68,100,-62,-73,-78,-71,100,100,-78,100,100,100,100,100,50
-66,-42,-63,-58,-70,-59,-27,-51,100,-53,-69,-78,100,100,100,-71,100,100,100,100,100,100,100,100,50
-66,-41,-63,-53,-69,-59,-27,-52,100,-53,100,-77,100,-72,-64,100,-76,100,100,-81,-83,100,100,100,50
-65,-43,-60,-53,-69,-53,-27,-52,100,-54,-70,-78,-62,-72,-64,-72,-76,100,-78,100,-83,100,100,100,50
-66,-42,-61,-53,-73,-51,-28,-51,-86,-54,-69,-76,-61,-66,-64,-82,100,100,-78,100,100,100,100,100,50
-67,-44,-60,-52,-70,-57,-27,-51,100,-54,-69,100,-64,-72,-63,-72,-73,100,-78,100,100,100,100,100,50
-65,-48,-59,-58,-69,-57,-28,-51,100,-53,-70,-76,-64,-71,-65,-72,-74,100,-75,100,100,100,100,100,50
-65,-42,-61,-53,-69,-55,-29,-51,-85,-55,-69,-77,-64,-72,-64,-71,-73,100,-77,100,100,100,100,100,50
-67,-41,-63,-54,-70,-59,-29,-52,100,-56,-69,100,-62,100,-64,-71,-77,100,-77,100,100,100,100,100,50
-67,-41,-61,-53,100,-59,-27,-51,-86,-54,-70,100,100,-73,-64,-71,-73,100,-76,100,100,100,100,100,50
-67,-43,-60,-54,-69,-54,-28,-51,100,-52,-70,-79,-63,-73,-67,-71,100,100,-77,100,100,100,100,100,50
-67,-42,-60,-54,-68,-61,-29,-50,100,-55,-69,100,-61,-71,-65,-72,-73,100,-79,-83,100,100,100,100,50
