LOCAL MAGNETIC FIELD X,LOCAL MAGNETIC FIELD Y,LOCAL MAGNETIC FIELD Z,ORIENTATION X,ORIENTATION Y,ORIENTATION Z,GLOBAL MAGNETIC FIELD X,GLOBAL MAGNETIC FIELD Y,GLOBAL MAGNETIC FIELD Z,REF_POINT
-14.17446136,7.545471191,-22.50747681,-1.02475121,-0.655286535,60.26257463,-3.7571E-07,16.02671942,-22.5295421,3
-13.73233795,7.091140747,-22.5982666,-1.024678853,-0.659211439,60.90379962,-1.14981E-06,15.41698667,-22.62431343,3
-14.26315308,7.091140747,-22.50728607,-1.028659573,-0.671782455,61.82791739,-5.63362E-08,15.87946843,-22.54201015,3
-14.97058868,6.636810303,-22.77965546,-1.026095797,-0.674937683,64.38996232,2.68218E-07,16.30285943,-22.83189115,3
-14.61677551,7.454299927,-22.41649628,-1.025030821,-0.681440236,61.29607788,3.39142E-07,16.3595063,-22.45178328,3
-13.82083893,7.090950012,-22.23491669,-1.024569357,-0.667525433,61.08620665,-1.46026E-06,15.4919591,-22.26404914,3
-13.73233795,7.363700867,-22.96142578,-1.024689525,-0.659614794,59.99770673,4.94166E-07,15.55081748,-22.98260964,3
-14.1746521,7.545471191,-22.96142578,-1.024610765,-0.652478847,60.23072546,-1.48354E-06,16.02735616,-22.98272887,3
-13.82083893,6.909561157,-22.68886566,-1.024545238,-0.659974766,61.64621386,-3.641E-07,15.40691924,-22.71935493,3
-13.64383698,7.454490662,-22.59807587,-1.028321585,-0.664025655,59.56478885,-1.64689E-07,15.51958758,-22.61723132,3
-13.37871552,7.363510132,-22.68886566,-1.029946103,-0.666240664,59.34393468,-6.18876E-07,15.24450733,-22.70684768,3
-13.73252869,7.091140747,-22.96123505,-1.026701336,-0.645192262,60.88330905,-1.6098E-09,15.42196967,-22.98364174,3
-14.52846527,6.637001038,-23.14300537,-1.024658896,-0.673995063,63.67592069,1.21173E-07,15.90452182,-23.18988937,3
-14.17446136,6.455421448,-22.77984619,-1.02468643,-0.663271986,63.73306205,-1.15595E-07,15.51149865,-22.82329124,3
-14.26296234,7.272720337,-22.77984619,-1.031437859,-0.666723793,61.23242734,4.52934E-07,15.96766694,-22.80963746,3
-14.1746521,6.909179688,-22.5982666,-1.026526846,-0.661144863,62.26331462,1.6804E-08,15.71914485,-22.63288901,3
-13.37871552,7.091331482,-22.77984619,-1.024701905,-0.662030226,60.23453671,2.90552E-07,15.10787597,-22.80242283,3
-13.37852478,7.181930542,-23.32458496,-1.024274058,-0.668257011,59.88869008,-1.14178E-06,15.15004065,-23.34689665,3
-13.555336,7.272720337,-22.96142578,-1.028322972,-0.658991059,59.95729933,-3.69934E-07,15.35298783,-22.98156726,3
-13.82045746,7.181930542,-22.87063599,-1.025543085,-0.671278996,60.73792165,-4.5017E-07,15.53378132,-22.89875104,3
-13.46664429,7.181930542,-23.50616455,-1.024815457,-0.659200553,60.04683628,-3.45279E-07,15.22945507,-23.52730552,3
-13.29021454,6.909370422,-23.23379517,-1.024284196,-0.677744143,60.62303787,-3.79714E-07,14.93492694,-23.26212366,3
-13.73252869,6.909179688,-22.77984619,-1.023985375,-0.671042821,61.47623778,-2.32656E-07,15.32495335,-22.81197724,3
-13.99803162,7.181930542,-22.50747681,-1.024244176,-0.665410903,61.08887726,2.88583E-07,15.69129592,-22.53652058,3
-13.82102966,7.545471191,-23.14300537,-1.02413564,-0.659744727,59.57214496,1.34135E-06,15.71859543,-23.16202608,3
-13.37871552,6.909370422,-23.14300537,-1.031859837,-0.647165653,60.8094269,7.64271E-07,15.02454611,-23.16443697,3
-14.08615112,6.546020508,-22.50747681,-1.026285869,-0.661645227,63.3079784,-5.34497E-07,15.47434333,-22.54775485,3
-14.35127258,7.272911072,-22.41649628,-1.02495793,-0.667515722,61.41867294,3.42156E-07,16.04432301,-22.44845796,3
-13.9093399,7.908821106,-22.5982666,-1.024564021,-0.660695778,58.64955716,6.93006E-09,15.98104835,-22.61209709,3
-13.02490234,-5.804824829,-24.4140625,-1.364566142,-1.361379005,112.7404275,5.73194E-07,13.48981158,-24.84784706,4
-12.84790039,-6.077575684,-24.32327271,-1.365659292,-1.366181268,114.1113557,2.02766E-07,13.436633,-24.76053229,4
-12.93621063,-5.895805359,-24.14188385,-1.365944346,-1.358751303,113.2545563,5.06614E-07,13.45303672,-24.57544354,4
-12.84770966,-5.714035034,-24.14169312,-1.365638695,-1.358438822,112.6863324,-6.22758E-07,13.30085746,-24.56872762,4
-12.84790039,-5.714035034,-24.86801147,-1.366011154,-1.352124312,112.6406453,-2.03902E-07,13.2809844,-25.29332301,4
-12.84770966,-5.986595154,-24.77722168,-1.365770923,-1.34411869,113.7166118,-7.84076E-07,13.3941623,-25.20734209,4
-12.84770966,-6.622695923,-24.59564209,-1.371770817,-1.346847564,116.1596612,-9.82887E-07,13.6658531,-25.04224058,4
-12.67089844,-6.531906128,-24.23248291,-1.368087104,-1.351334571,116.1717506,2.17515E-06,13.47768448,-24.67352253,4
-12.49389648,-6.168365479,-23.77853394,-1.366724161,-1.35648368,115.1209397,6.94626E-07,13.17352281,-24.20791513,4
-12.40539551,-5.895805359,-24.05090332,-1.370060709,-1.350278987,114.1729641,6.08178E-07,12.97273416,-24.47056349,4
-12.58239746,-5.532073975,-23.96011353,-1.366848492,-1.34405391,112.3961655,3.00715E-07,12.99729261,-24.37371521,4
-12.13989258,-5.713844299,-24.77722168,-1.359776578,-1.349615498,113.8920384,-6.05896E-07,12.63569546,-25.18481533,4
-12.75939941,-6.077575684,-24.14169312,-1.364034988,-1.356938421,114.2718447,1.19665E-07,13.36557037,-24.57482604,4
-13.02490234,-5.986785889,-23.96011353,-1.365083849,-1.344660836,113.4605822,-3.02469E-07,13.58180407,-24.39490366,4
-12.9360199,-5.805206299,-24.14169312,-1.365731329,-1.349215825,112.8933281,-1.83405E-08,13.42116691,-24.57101252,4
-12.67051697,-5.714225769,-24.05090332,-1.365849043,-1.34399724,112.9799691,-8.99785E-07,13.14617942,-24.47076406,4
-12.31689453,-5.895805359,-24.05090332,-1.358337863,-1.359774551,114.3616549,-1.99124E-07,12.89045794,-24.46933707,4
-12.58239746,-5.986785889,-24.59564209,-1.363499992,-1.354083509,114.2037887,-3.16946E-07,13.15399179,-25.02151956,4
-12.22839355,-5.986595154,-24.77741241,-1.370910427,-1.363098291,114.8362437,-1.08036E-07,12.82134111,-25.19734725,4
-12.40520477,-5.805015564,-24.68662262,-1.368562976,-1.36087229,113.7824002,5.16144E-08,12.91183865,-25.10579754,4
-13.11321259,-5.805015564,-24.14169312,-1.366446471,-1.356751231,112.6054151,9.69985E-07,13.58131932,-24.57689285,4
-12.75939941,-6.077575684,-24.50485229,-1.366045411,-1.352783318,114.2467028,7.76692E-07,13.35546776,-24.93709017,4
-12.58239746,-5.986785889,-24.14169312,-1.365654276,-1.352915547,114.2229747,-9.42493E-07,13.16828208,-24.56778428,4
-12.67089844,-6.531715393,-24.14169312,-1.369542682,-1.358917255,116.1787994,-6.22561E-07,13.47728333,-24.58453078,4
-12.58239746,-6.077384949,-24.4140625,-1.367262892,-1.36025277,114.57016,9.4412E-08,13.19397196,-24.84385005,4
-12.22839355,-6.349945068,-24.68643188,-1.365882127,-1.357077693,116.2998303,8.58276E-07,12.98434718,-25.11338406,4
-12.49389648,-6.622695923,-24.4140625,-1.365344677,-1.363696146,116.8625696,1.02464E-06,13.34988019,-24.85527504,4
-12.22839355,-5.623435974,-24.32327271,-1.365342969,-1.360003255,113.3798425,4.42237E-08,12.68953619,-24.7336594,4
-11.6973877,-5.895614624,-24.23248291,-1.365440513,-1.361444532,115.5288249,6.86648E-07,12.32127859,-24.63709546,4
-12.0513916,-6.168174744,-24.86801147,-1.365260473,-1.362641949,115.9170938,2.41572E-07,12.73767426,-25.28738951,4
-12.67089844,-5.714035034,-24.50485229,-1.367987853,-1.352157502,112.9553462,-4.95667E-07,13.12880094,-24.9263763,4
-12.93640137,-5.25970459,-24.32327271,-1.366222356,-1.362271305,110.7110895,-7.74056E-07,13.20804902,-24.74235253,4
-12.40539551,-5.805015564,-24.32327271,-1.365835596,-1.36577754,113.8102742,-9.70427E-07,12.9219469,-24.74342189,4
-12.40539551,-5.805397034,-23.77853394,-1.365497075,-1.366714556,113.8424649,-4.73113E-08,12.93891789,-24.19916429,4
-12.84790039,-6.350135803,-23.96011353,-1.365284272,-1.362167571,115.1782313,1.58113E-06,13.5633591,-24.40317806,4
-12.49370575,-6.531906128,-23.86932373,-1.36523422,-1.365774018,116.5412229,1.30379E-06,13.32557115,-24.30909809,4
-12.9360199,-6.168365479,-23.68774414,-1.365622046,-1.367035682,114.34182,-3.45752E-07,13.57390319,-24.12980974,4
-12.58220673,-5.895805359,-23.86932373,-1.365604757,-1.367304727,113.8864376,1.27905E-07,13.13398985,-24.29640659,4
-12.84790039,-6.077384949,-24.14169312,-1.365705716,-1.359822895,114.1152353,8.0075E-07,13.44475478,-24.57769451,4
-12.75939941,-6.168174744,-24.59564209,-1.365694404,-1.358391331,114.6002197,-1.06281E-06,13.38790507,-25.03114581,4
-11.8478775,-3.78112793,-29.01210785,-0.74511857,-0.716806902,106.4995812,-5.58479E-07,11.97719927,-29.20476381,5
-11.35940552,-3.470230103,-28.86486053,-0.744850538,-0.705264043,105.7001827,-3.60136E-08,11.42968255,-29.04515659,5
-11.87438965,-3.080749512,-29.04586792,-0.749227943,-0.691438246,103.1817827,2.12531E-07,11.83484243,-29.22483695,5
-12.13989258,-2.808189392,-29.04586792,-0.751573312,-0.683027668,101.6203741,1.28807E-07,12.03954632,-29.2228453,5
-12.31689453,-2.354049683,-29.04586792,-0.771785229,-0.690564995,99.30525415,-5.45317E-07,12.12548993,-29.22126585,5
-12.40539551,-3.352928162,-29.04586792,-0.779202495,-0.686451781,103.7742674,5.04626E-07,12.41351581,-29.23530457,5
-12.58239746,-3.988647461,-28.95507813,-0.766559441,-0.685284939,106.3910153,4.13331E-07,12.75351435,-29.15425278,5
-11.96289063,-3.353118896,-29.04586792,-0.764097798,-0.68835132,104.3159834,-2.35823E-07,11.98525956,-29.22961093,5
-11.87438965,-3.897857666,-28.86447906,-0.765257116,-0.692821519,106.9395888,7.38198E-08,12.04719815,-29.05542277,5
-11.78588867,-3.625488281,-29.50000763,-0.757795081,-0.697680078,105.7998556,7.55775E-07,11.87443946,-29.68668851,5
-12.22839355,-3.625488281,-29.3182373,-0.77631754,-0.688654677,105.1980272,9.51383E-09,12.30551324,-29.5095096,5
-12.67089844,-3.353118896,-28.59191895,-0.770443684,-0.685821002,103.5294939,-8.6101E-07,12.67962289,-28.78402449,5
-12.84770966,-3.353118896,-29.22744751,-0.774804547,-0.706059333,103.3163989,3.22227E-07,12.83157428,-29.42620328,5
-12.6707077,-3.534698486,-28.95507813,-0.785657184,-0.690589648,104.2770308,-7.52918E-08,12.71345773,-29.1514231,5
-12.58239746,-3.897857666,-28.77349854,-0.757258698,-0.696783829,106.0341994,1.90939E-07,12.72666148,-28.9733727,5
-12.22839355,-3.080558777,-29.04605865,-0.766808743,-0.691799712,102.7599433,-7.21977E-07,12.17753993,-29.23019836,5
-12.0513916,-3.443717957,-29.40940857,-0.772721766,-0.694765028,104.5945526,8.86642E-07,12.08380399,-29.59713206,5
-11.87438965,-2.898788452,-29.50000763,-0.786158349,-0.700818924,102.2126744,3.55887E-07,11.7792529,-29.68002283,5
-12.40539551,-3.080558777,-29.22744751,-0.78440251,-0.704444473,102.5351345,-2.91131E-07,12.33924862,-29.41717715,5
-12.49389648,-3.443908691,-28.86428833,-0.776925,-0.696943005,104.1015359,-7.5992E-07,12.51913535,-29.05815458,5
-11.78588867,-3.625488281,-28.77349854,-0.768814898,-0.694742617,105.8050602,-1.00741E-07,11.88547957,-28.96033374,5
-11.60888672,-3.262329102,-28.95507813,-0.750005464,-0.699482501,104.3595668,4.02908E-07,11.6174875,-29.13485156,5
-12.22839355,-3.171539307,-28.77349854,-0.757275293,-0.703682374,103.2181807,1.64224E-07,12.1972453,-28.96089942,5
-12.22839355,-3.353118896,-28.77349854,-0.757245197,-0.69164614,104.0389099,-8.96154E-07,12.24594338,-28.96080289,5
-12.31689453,-3.262329102,-28.86428833,-0.756375789,-0.691121923,103.5265023,8.0543E-07,12.30927212,-29.05129331,5
-12.13989258,-3.080749512,-29.04586792,-0.762921085,-0.686365603,102.859828,-1.05887E-06,12.09443873,-29.2276411,5
-12.0513916,-3.353118896,-29.22744751,-0.768222112,-0.695040317,104.1976162,-3.96644E-07,12.06446547,-29.413803,5
-11.87438965,-2.898979187,-29.13665771,-0.766697752,-0.687622998,102.2732036,6.01285E-07,11.79340249,-29.31323405,5
-12.13989258,-3.443908691,-29.3182373,-0.772809811,-0.685083715,104.4887189,-3.03692E-07,12.17570081,-29.50506477,5
-12.49389648,-3.262329102,-28.86428833,-0.780012993,-0.68451761,103.2793451,-7.43744E-07,12.48191372,-29.05321344,5
-12.40539551,-3.080558777,-29.04586792,-0.766301441,-0.684361903,102.5759107,-2.57861E-07,12.35397611,-29.23055589,5
-12.13989258,-3.353118896,-29.13665771,-0.774353114,-0.684214147,104.0789417,-4.76439E-07,12.15624711,-29.32219087,5
-11.96289063,-3.353118896,-28.41033936,-0.770705846,-0.693052251,104.3336394,1.88291E-07,11.99166507,-28.59548058,5
-12.13989258,-3.625488281,-29.13665771,-0.770028537,-0.693944765,105.3331215,-7.30073E-07,12.22113354,-29.32762989,5
-12.58239746,-3.353118896,-29.22744751,-0.753335288,-0.693071621,103.6368645,-2.69478E-07,12.58265036,-29.41905386,5
-12.13989258,-3.716278076,-29.22744751,-0.774512076,-0.687228128,105.72402,6.39344E-08,12.24675771,-29.41850316,5
-11.96289063,-3.625488281,-29.13665771,-0.76086237,-0.685425011,105.5718161,1.07945E-07,12.05600209,-29.32324255,5
-11.87438965,-3.534698486,-29.13665771,-0.76096034,-0.684421614,105.2655368,-9.66616E-08,11.94704127,-29.32078189,5
-11.96289063,-3.353118896,-29.3182373,-0.76954418,-0.692119344,104.292269,1.12092E-07,11.97861872,-29.50298105,5
-11.6973877,-3.080558777,-28.50112915,-0.763744496,-0.686529794,103.3684107,8.43439E-08,11.67130116,-28.67775817,5
-8.299064636,-6.356430054,-26.81770325,-1.242404793,-1.060623257,126.4887104,7.56403E-07,9.703345881,-27.09820959,6
-8.158302307,-6.441116333,-26.77555084,-1.249140534,-1.069984352,127.3930821,1.07234E-06,9.637504834,-27.05724486,6
-8.60042572,-6.350135803,-27.32067108,-1.251144661,-1.077831492,125.4138981,3.9061E-07,9.920382841,-27.60971966,6
-8.158493042,-6.531715393,-27.22988129,-1.251782216,-1.074328672,127.803795,-9.83606E-07,9.677729453,-27.51422,6
-7.627487183,-7.167625427,-27.77462006,-1.252355952,-1.053524983,132.656016,-8.60787E-07,9.675256283,-28.06015592,6
-8.246421814,-6.622505188,-28.22875977,-1.252395652,-1.041992849,127.8158571,-1.10142E-06,9.787160022,-28.51202245,6
-8.688735962,-6.077575684,-27.68383026,-1.252557549,-1.041701712,123.7463075,-1.13827E-06,9.842395486,-27.96341839,6
-8.335113525,-6.531906128,-27.41146088,-1.252738122,-1.050977749,127.1247922,-9.29415E-07,9.82153104,-27.69594971,6
-8.246803284,-6.077575684,-28.22875977,-1.257621494,-1.039280837,125.1902504,-3.01307E-07,9.462836971,-28.50025061,6
