@relation RFKON_train

@attribute 4c:5e:0c:71:a8:bf numeric
@attribute d4:ca:6d:bc:1d:73 numeric
@attribute 18:28:61:13:0d:9d numeric
@attribute 00:26:5a:52:0b:8c numeric
@attribute 18:28:61:58:78:6a numeric
@attribute 4c:5e:0c:6f:20:b2 numeric
@attribute 64:66:b3:d0:4a:8d numeric
@attribute dc:02:8e:c2:23:52 numeric
@attribute 4c:5e:0c:70:52:5a numeric
@attribute 18:28:61:9e:ab:5c numeric
@attribute 4c:5e:0c:6f:20:fa numeric
@attribute c8:6c:87:46:62:1c numeric
@attribute e4:8d:8c:20:4d:c1 numeric
@attribute 18:28:61:c7:6b:67 numeric
@attribute d4:ca:6d:c9:f1:c5 numeric
@attribute 4c:5e:0c:71:aa:15 numeric
@attribute 04:18:d6:3e:4d:9f numeric
@attribute 18:28:61:1c:0b:69 numeric
@attribute 18:28:61:c7:6b:40 numeric
@attribute 98:fc:11:d7:73:e4 numeric
@attribute 18:28:61:72:86:cc numeric
@attribute c0:4a:00:0f:03:51 numeric
@attribute 4c:5e:0c:23:44:33 numeric
@attribute 08:37:3d:c7:8d:ea numeric
@attribute 06:18:d6:c2:98:24 numeric
@attribute 04:18:d6:c1:98:24 numeric
@attribute 88:e3:ab:57:c1:14 numeric
@attribute 4c:5e:0c:6f:73:41 numeric
@attribute 64:70:02:a4:35:04 numeric
@attribute ba:b4:2e:cd:29:8a numeric
@attribute e8:37:7a:6c:7f:55 numeric
@attribute c8:d7:19:bc:98:31 numeric
@attribute 38:2d:d1:3e:15:9d numeric
@attribute 3c:33:00:50:6c:77 numeric
@attribute e4:8d:8c:95:5c:60 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
100,100,100,100,100,-57,100,-57,-33,100,-74,100,100,100,-63,-37,100,-50,100,100,100,-56,100,100,-71,-56,100,100,100,100,100,-76,100,100,-79,50
100,-67,100,100,100,-58,100,100,-34,-64,-70,100,-80,100,-60,-37,100,-51,100,100,100,-55,100,100,-71,-56,100,100,100,100,100,100,100,100,-78,50
100,-69,100,100,100,-59,-79,-57,-32,-63,-72,100,-77,100,100,-38,100,-50,100,100,100,-58,100,100,-70,-57,100,100,100,100,100,100,100,100,-78,50
-77,-67,100,100,100,-56,100,-57,-31,-63,-71,100,100,100,-61,-37,100,-50,100,100,100,100,100,100,-70,-58,100,100,100,100,100,-75,100,100,-79,50
-77,-66,100,-89,100,-59,100,-57,-31,-64,-75,100,-77,100,-63,-37,100,-47,100,100,100,-57,100,100,-70,-57,100,100,100,100,100,-76,100,100,-79,50
-77,-68,100,100,100,100,-79,-62,-31,-63,-69,100,100,100,-60,-55,100,-50,100,100,100,-56,-78,100,-70,-57,100,100,100,100,100,100,100,100,-77,50
100,100,100,100,100,-56,100,-57,-36,100,100,100,100,100,-61,-37,100,-47,100,100,100,-55,100,100,-69,-57,100,100,100,100,100,100,100,100,100,50
-78,-69,100,100,100,-57,100,-58,-32,-63,-70,100,100,100,-60,-37,100,-49,100,100,100,-56,100,100,-69,-58,100,100,100,100,100,100,100,100,100,50
100,100,100,100,100,-57,100,-57,-32,-64,100,100,100,100,-60,-38,100,-50,100,100,100,-55,-77,100,-69,-52,100,100,100,100,100,100,100,100,-77,50
-78,-67,100,100,100,-53,100,-62,-31,-64,-74,100,100,100,-61,-37,100,-50,100,100,100,-56,-78,100,-70,-58,100,100,100,100,100,100,100,100,100,50
-77,100,100,100,100,-56,100,100,-31,-63,-70,100,-76,100,-61,-37,100,-50,100,100,100,-55,-75,100,-64,-57,100,100,100,100,100,-75,100,100,-78,50
100,100,100,100,100,-60,100,-63,-32,-63,100,100,100,100,-61,-37,100,-50,100,100,100,-51,-77,100,-70,-58,100,100,100,100,100,100,100,100,-78,50
-77,100,100,100,100,-59,-79,100,-32,-63,100,100,100,100,-61,-36,100,-50,100,100,100,-55,-77,100,-70,-52,100,100,100,100,100,-78,100,100,-77,50
-77,100,100,100,100,-57,100,-62,-31,-64,100,100,100,100,100,-37,100,-50,100,100,100,-54,100,100,-71,-59,100,100,100,100,100,-77,100,100,-79,50
-76,-68,100,100,100,-58,100,-55,-32,100,-70,100,-78,100,100,-37,100,-50,100,100,100,-55,100,100,-70,-51,100,100,100,100,100,-77,100,100,100,50
100,-68,100,100,100,-58,-80,-62,-32,-64,100,100,100,100,-60,-37,100,-50,100,100,100,-54,100,100,-70,-57,100,100,100,100,100,100,100,100,100,50
-78,-69,-88,100,100,-57,100,-57,-32,-65,100,100,100,100,-61,-37,100,-49,100,100,100,-54,-72,100,-70,-58,100,100,100,100,100,100,100,100,-79,50
-77,-68,100,100,100,100,100,-62,-32,-64,100,100,-79,100,-62,-37,100,-51,100,100,100,-54,-71,100,-70,-53,100,100,100,100,100,-76,100,100,100,50
-78,-67,100,100,100,100,-80,-62,-31,-64,-70,100,100,100,-61,-36,100,-50,100,100,100,-54,-75,100,-70,-58,100,100,100,100,100,-79,100,100,-80,50
-78,100,100,100,100,-57,100,-62,-32,-64,100,100,-77,100,-60,-38,100,-48,100,100,100,-54,-72,100,-70,-59,100,100,100,100,100,-77,100,100,-79,50
-78,-67,100,100,100,-58,100,-57,-32,100,100,100,100,100,-61,-38,100,-50,100,100,100,-54,-72,100,-70,-58,100,100,100,100,100,100,100,100,-74,50
-78,-69,100,100,100,-57,-79,-57,-32,-63,-69,100,-81,100,-60,-41,100,-50,100,100,100,-54,-72,100,-70,-59,100,100,100,100,100,100,100,100,100,50
100,100,100,-90,100,-58,100,-57,-32,-63,-71,100,100,100,-60,-38,100,-50,100,100,100,-54,-73,100,-70,-57,100,100,100,100,100,100,100,100,-78,50
100,-70,100,100,100,-59,100,100,-32,100,-75,100,100,100,-60,-38,100,-50,100,100,100,-54,-73,100,-70,-57,100,100,100,100,100,100,100,100,100,50
100,-68,100,100,100,-59,100,-61,-32,-64,100,100,100,100,100,-38,100,-50,100,100,100,100,-75,100,-69,-57,100,100,100,100,100,100,100,100,100,50
100,100,100,-92,100,-58,100,-61,-32,-61,100,100,100,100,-60,-37,100,-50,100,100,100,-55,100,100,-70,-57,100,100,100,100,100,100,100,100,100,50
-77,-70,100,100,100,-70,-81,-57,-32,-63,100,100,100,100,-60,-38,100,-50,100,100,100,-55,100,100,-70,-56,100,100,100,100,100,-77,100,100,100,50
-78,-68,100,100,100,-59,100,-57,-32,-64,-70,100,-77,100,100,-38,100,-50,100,100,100,-56,100,100,-70,-58,100,100,100,100,100,-77,100,100,-80,50
100,100,100,100,100,-58,100,-59,-32,-63,-69,100,100,100,100,-37,100,-48,100,100,100,-56,-74,100,-61,-60,100,100,100,100,100,100,100,100,-80,50
-78,100,100,100,100,-54,-79,-57,-32,-63,100,100,-76,100,-60,-37,100,-48,100,100,100,-56,-72,100,-70,-57,100,100,100,100,100,-76,100,100,-81,50
-77,100,100,100,100,-58,100,100,-31,-64,-69,100,-76,100,100,-37,100,-48,100,100,100,-55,-73,100,-70,-58,100,100,100,100,100,100,100,100,-80,50
-77,100,100,-89,100,-58,100,-57,-31,100,-69,100,100,100,-60,-41,100,-50,100,100,100,-56,100,100,-67,-57,100,100,100,100,100,100,100,100,100,50
100,100,100,-89,100,-59,100,100,-31,-64,-70,100,-78,100,-60,100,100,-48,100,100,100,-55,100,100,-70,-56,100,100,100,100,100,100,100,100,100,50
100,100,100,100,100,-59,-80,-62,-32,100,-70,100,-78,100,-60,-37,100,-48,100,100,100,-55,-72,100,-70,-52,100,100,100,100,100,100,100,100,-80,50
-78,-68,100,100,100,-58,-79,-63,-31,-64,-69,100,-77,100,-60,-36,100,-50,100,100,100,-56,100,100,-70,-58,100,100,100,100,100,100,100,100,-81,50
-78,-68,100,100,100,-58,-79,-57,-31,-64,100,100,-76,100,-60,-37,100,-50,100,100,100,-56,-76,100,-70,-58,100,100,100,100,100,-76,100,100,-77,50
100,100,100,100,-90,-58,100,-57,-30,-64,-70,100,-76,100,-61,-37,100,-50,100,100,100,-56,100,100,-69,-58,100,100,100,100,100,-76,100,100,-82,50
-77,100,100,-90,100,-59,100,-57,-32,-63,-70,100,100,100,-60,-37,100,-48,100,100,100,-54,-77,100,-70,-58,100,100,100,100,100,100,100,100,-81,50
100,-71,-88,100,100,-59,100,-57,-31,-64,-70,100,100,100,-59,-37,100,-48,100,100,100,-54,100,100,-71,-56,100,100,100,100,100,-78,100,100,-75,50
100,100,100,-89,100,-57,100,-58,-31,-64,100,100,100,100,-61,-37,100,-48,100,100,100,-54,100,100,-70,-59,100,100,100,100,100,100,100,100,100,50
100,100,100,100,100,-57,100,-60,-32,100,100,100,100,100,-60,-38,100,-50,100,100,100,-52,-76,100,-70,-57,100,100,100,100,100,100,100,100,100,50
100,-67,100,100,100,-58,100,-59,-31,100,100,100,100,100,-59,-42,100,-49,100,100,100,-55,100,100,-70,-57,100,100,100,100,100,100,100,100,100,50
100,-68,100,100,100,-56,100,-58,-36,-64,100,100,-76,100,-60,-38,100,-50,100,100,100,-54,100,100,-70,-53,100,100,100,100,100,-79,100,100,100,50
100,-68,-86,-88,100,-58,100,-57,-31,-64,-70,100,100,100,-59,-37,100,-48,100,100,100,-53,100,100,-60,-51,100,100,100,100,100,-78,100,100,-80,50
100,-65,100,-88,100,-56,-80,-57,-31,100,-72,100,-76,100,-59,-38,100,-50,100,100,100,-54,100,100,-70,-52,100,100,100,100,100,-76,100,100,100,50
-77,-67,100,-75,100,-59,-80,-56,-32,-64,100,100,100,100,-59,-37,100,-50,100,100,100,100,-73,100,-71,-57,100,100,100,100,100,100,100,100,-82,50
-78,-68,100,-90,100,-60,-81,100,-31,100,-69,100,100,100,-60,-38,100,-50,100,100,100,-54,-73,100,-71,-57,100,100,100,100,100,100,100,100,-81,50
-78,100,100,100,100,-59,-81,-57,-32,-64,-69,100,100,100,-59,-38,100,-50,100,100,100,-54,-72,100,-70,-53,100,100,100,100,100,-76,100,100,-78,50
100,-69,100,100,100,-58,100,-57,-32,-64,-69,100,100,100,-60,-38,100,-48,100,100,100,-55,100,100,-70,-57,100,100,100,100,100,100,100,100,-77,50
-77,-68,100,-89,100,-58,-81,-57,-36,-63,-70,100,100,100,100,-38,100,-51,100,100,100,-54,-73,100,-70,-57,100,100,100,100,100,100,100,100,100,50
-78,-68,100,100,100,-57,-80,-58,-32,100,-69,100,-77,100,-61,-38,100,-50,100,100,100,-54,-72,100,-70,-57,100,100,100,100,100,100,100,100,-80,50
-78,-67,100,-88,-92,-59,100,-57,-32,-63,100,100,100,100,-59,-38,100,-48,100,100,100,-55,100,100,-70,-57,100,100,100,100,100,100,100,100,100,50
-78,-67,-86,100,100,-60,-79,-57,-32,-64,-69,100,-76,100,-60,-37,100,-50,100,100,100,-55,100,100,-71,-57,100,100,100,100,100,-76,100,100,-78,50
-79,-67,100,100,100,100,100,-62,-32,-64,-69,100,-78,100,100,-37,100,-50,100,100,100,100,-73,100,-70,-57,100,100,100,100,100,100,100,100,100,50
100,-68,100,100,100,-58,100,-63,-71,-64,-66,100,100,100,-60,-38,100,-50,100,100,100,-55,-73,100,-71,-52,100,100,100,100,100,100,100,100,-76,50
100,100,100,-89,100,-59,-79,-57,-32,-63,-68,100,-72,100,100,-41,100,-48,100,100,100,-54,100,100,-70,-59,100,100,100,100,100,100,100,100,-78,50
-77,100,100,-89,100,-59,100,-57,-32,-64,-69,100,100,100,-60,-37,100,-50,100,100,100,-54,100,100,-70,-53,100,100,100,100,100,100,100,100,100,50
100,100,100,100,100,-57,100,100,100,-64,-69,100,100,100,-60,-38,100,-48,100,100,100,-54,-72,100,-71,-57,100,100,100,100,100,100,100,100,100,50
100,-67,100,100,100,100,100,-58,-32,100,-69,100,100,100,-61,-38,100,-48,100,100,100,-53,100,100,-71,-53,100,100,100,100,100,100,100,100,100,50
100,-68,100,100,100,100,100,100,-32,100,100,100,100,100,-62,-36,100,-49,100,100,100,-55,100,100,-71,-58,100,100,100,100,100,100,100,100,100,50
-77,-68,100,100,100,100,100,-58,-32,-65,100,100,100,100,-61,-36,100,-51,100,100,100,-55,-72,100,-71,-58,100,100,100,100,100,-76,100,100,-78,50
-77,-68,100,100,100,100,100,100,-32,-64,-69,100,-77,100,-62,-37,100,-51,100,100,100,-55,100,100,-71,-57,100,100,100,100,100,-75,100,100,-77,50
-77,100,100,100,100,100,100,-57,-32,-64,100,100,-77,100,-61,-38,100,-51,100,100,100,-54,100,100,-71,-53,100,100,100,100,100,100,100,100,100,50
-77,-68,100,100,100,-58,100,-62,-32,-64,-69,100,-77,100,-64,-38,100,-51,100,100,100,-55,-65,100,-70,-58,100,100,100,100,100,-76,100,100,100,50
-77,-69,100,100,100,-62,-77,-62,-32,-64,100,100,100,100,-60,-38,100,-49,100,100,100,-54,-72,100,-71,-57,100,100,100,100,100,-76,100,100,-78,50
-78,-69,100,100,100,-59,-80,-63,-32,-64,-69,100,100,100,100,-38,100,-50,100,100,100,-54,100,100,-72,-57,100,100,100,100,100,-76,100,100,-77,50
-77,-68,100,-88,100,100,100,-62,-31,-64,100,100,-78,100,-62,-38,100,-49,100,100,100,-54,100,100,-72,-58,100,100,100,100,100,100,100,100,-74,50
100,-69,100,100,100,-60,100,-58,-36,-64,-69,100,-76,100,-61,-37,100,-51,100,100,100,-54,100,100,-70,-58,100,100,100,100,100,-75,100,100,100,50
100,100,100,100,100,-63,100,-58,-32,-64,100,100,100,100,-60,-38,100,-51,100,100,100,-54,100,100,-69,-53,100,100,100,100,100,100,100,100,100,50
100,-67,100,100,100,-76,100,100,-34,-66,-74,100,-72,100,-59,-40,100,-49,100,100,100,-53,100,100,-68,-50,100,100,100,100,100,-79,100,100,-73,9
100,-66,100,100,100,-49,100,100,-36,100,100,100,-69,100,-57,-40,100,-49,100,100,100,-53,100,100,-68,-51,100,100,100,100,100,100,100,100,100,9
-77,-66,100,100,100,-51,100,100,-35,100,-71,100,100,100,-58,-39,100,-48,100,100,100,-53,-77,100,-68,-51,100,100,100,100,100,100,100,100,100,9
100,-64,100,100,100,-49,100,-71,-35,-69,-70,100,-73,100,-59,-39,100,-49,100,100,100,-54,100,100,-69,-51,100,100,100,100,100,-74,100,100,-76,9
-77,-66,100,100,-87,-48,-87,-68,-35,-67,-69,100,-74,100,-58,-39,100,-49,100,100,100,-54,-74,100,-69,-56,100,100,100,100,100,100,100,100,-73,9
-77,-67,-89,100,100,-51,100,-69,-33,-69,-70,100,-73,100,100,-40,100,-50,100,100,100,-50,100,100,-69,-53,100,100,100,100,100,-73,100,100,-71,9
100,-67,100,100,100,-49,100,-70,-35,-69,100,100,100,100,100,-39,100,-49,100,100,100,-49,100,100,-69,-55,100,100,100,100,100,100,100,100,-73,9
100,-67,100,100,100,-49,-87,-73,-69,-67,-69,100,100,100,-59,-41,100,-49,100,100,100,-53,100,100,-68,-51,100,100,100,100,100,-76,100,100,-72,9
100,-67,-90,100,-86,-54,100,-68,-35,-67,-70,100,100,100,100,-39,100,-48,100,100,100,-54,-78,100,-69,-55,100,100,100,100,100,-74,100,100,-73,9
100,100,100,100,100,-51,100,-68,-36,-67,-69,100,-74,100,100,-39,100,-48,100,100,100,-54,-77,100,-68,-57,100,100,100,100,100,-73,100,100,-72,9
100,-68,100,100,100,-50,-86,-70,-35,-65,-70,100,-71,100,-60,-39,100,-49,100,100,100,-54,100,100,-68,-50,100,100,100,100,100,-73,100,100,-68,9
100,-67,100,-85,100,-50,100,-67,-35,-69,-70,100,-73,100,-60,-39,100,-48,100,100,100,-54,100,100,-68,-50,100,100,100,100,100,-75,100,100,-71,9
-74,-66,100,100,100,-49,100,-69,-35,-67,-71,100,-74,100,-60,-40,100,-48,100,100,100,-54,100,100,-68,-51,100,100,100,100,100,-76,100,100,-71,9
100,-67,-87,100,100,-50,100,-70,-35,-68,-71,100,-71,100,-57,-39,100,-48,100,100,100,-51,-78,100,-68,-51,100,100,100,100,100,-75,100,100,-69,9
-77,-68,100,-88,100,-48,100,-70,-35,-64,-69,100,-74,100,-61,-39,100,-49,100,100,100,-53,-75,100,-68,-50,100,100,100,100,100,100,100,100,-76,9
-74,-72,100,-84,100,-48,100,-64,-33,-69,-69,100,100,100,-67,-40,100,-48,100,100,100,-55,100,100,-68,-55,100,100,100,100,100,-77,100,100,-73,9
100,-72,100,100,100,-47,-83,-70,-32,-67,-70,100,-72,100,-62,-41,100,-48,100,100,100,-53,-73,100,-69,-58,100,100,100,100,100,-70,100,100,-73,9
100,-67,100,100,100,100,100,-63,-32,-66,-68,100,-76,100,-61,-40,100,-48,100,100,100,-54,-74,100,-68,-56,100,100,100,100,100,-78,100,100,-71,9
-77,-69,100,-86,100,-50,100,-64,-32,100,-69,100,-77,100,-59,-41,100,-48,100,100,100,-54,-70,100,-68,-67,100,100,100,100,100,100,100,100,-72,9
100,100,100,-87,100,-50,100,-64,-31,-68,-68,100,100,100,-61,-40,100,-47,100,100,100,-54,100,100,-68,-58,100,100,100,100,100,100,100,100,100,9
100,-64,100,-85,100,-50,100,-64,-33,100,-68,100,-77,100,-59,-39,100,-47,100,100,100,-55,-73,100,-68,-57,100,100,100,100,100,100,100,100,-74,9
100,-66,100,100,100,-50,100,-64,-32,-68,-69,100,100,100,-57,-40,100,-48,100,100,100,-54,-75,100,-68,-52,100,100,100,100,100,-75,100,100,-72,9
100,-66,100,100,100,-50,100,-64,-32,100,-68,100,100,100,-58,-41,100,-48,100,100,100,-55,-77,100,-68,-51,100,100,100,100,100,-77,100,100,-68,9
100,-67,100,100,100,-49,100,-63,-34,-67,-68,100,-77,100,-59,-41,100,-48,100,100,100,-55,100,100,-69,-55,100,100,100,100,100,100,100,100,100,9
-76,-67,100,100,100,-49,100,-66,-32,-68,100,100,100,100,100,-40,100,-48,100,100,100,-54,-73,100,-69,-56,100,100,100,100,100,-76,100,100,-72,9
100,-67,100,100,100,-49,100,-62,-32,100,100,100,100,100,-58,-40,100,-48,100,100,100,-47,100,100,-68,-56,100,100,100,100,100,100,100,100,-72,9
100,100,100,-83,100,-50,100,-65,-35,-61,100,100,100,100,-59,-40,100,-47,100,100,100,-55,100,100,-62,-56,100,100,100,100,100,100,100,100,-73,9
-76,-66,100,100,-86,-49,100,100,-32,-68,100,100,100,100,-60,-40,100,-48,100,100,100,-54,-72,100,-69,-54,100,100,100,100,100,-77,100,100,-73,9
100,100,100,100,-85,-49,-84,-68,-32,-67,100,100,-77,100,-60,-39,100,-48,100,100,100,-55,100,100,-68,-58,100,100,100,100,100,-76,100,100,-72,9
100,-67,100,100,100,-49,-85,-67,-32,-66,-69,100,-77,100,-59,-39,100,-48,100,100,100,-55,100,100,-68,-51,100,100,100,100,100,-75,100,100,-69,9
100,100,100,100,100,-51,-84,100,-32,-67,-68,100,100,100,-59,-39,100,-48,100,100,100,-55,-72,100,-68,-54,100,100,100,100,100,100,100,100,-73,9
-76,-68,100,-70,-84,-49,-84,-65,-32,-67,-73,100,-77,100,100,-39,100,-48,100,100,100,-56,-72,100,-69,-50,100,100,100,100,100,-73,100,100,-69,9
100,-66,100,100,100,-50,100,-65,-32,-68,-68,100,100,100,-59,-38,100,-48,100,100,100,-56,-72,100,-68,-50,100,100,100,100,100,-75,100,100,-72,9
100,-67,-88,-86,-84,-49,100,-67,-31,-70,-69,100,100,100,-61,-39,100,-48,100,100,100,-55,-73,100,-68,-52,100,100,100,100,100,-77,100,100,-71,9
100,-67,100,100,100,-49,100,-65,-33,-69,-68,100,100,100,-61,-39,100,-48,100,100,100,-54,-73,100,-69,-48,100,100,100,100,100,100,100,100,-71,9
100,-66,100,100,100,-50,100,-63,-32,100,100,100,100,100,-58,-39,100,-48,100,100,100,-56,100,100,-69,-52,100,100,100,100,100,100,100,100,-71,9
100,-71,100,100,100,-50,100,100,100,100,100,100,100,100,-59,-38,100,-48,100,100,100,-55,100,100,-69,-52,100,100,100,100,100,100,100,100,100,9
-76,-67,100,100,100,-50,-85,-70,-32,100,-69,100,100,100,-60,-39,100,-48,100,100,100,-55,-71,100,-69,-49,100,100,100,100,100,100,100,100,100,9
100,-66,100,100,100,-48,100,-67,-32,100,-70,100,100,100,100,-38,100,-48,100,100,100,-55,100,100,-69,-53,100,100,100,100,100,-74,100,100,-72,9
-76,-66,100,100,100,-48,100,100,-32,100,100,100,100,100,-59,-39,100,-48,100,100,100,-56,-79,100,-60,-53,100,100,100,100,100,-77,100,100,-72,9
-76,-66,100,100,100,-47,100,100,-32,100,100,100,100,100,-59,-39,100,-48,100,100,100,-54,-78,100,-68,-51,100,100,100,100,100,100,100,100,-71,9
-76,-66,100,100,100,-47,-85,-65,-32,-69,100,100,100,100,-58,-39,100,-48,100,100,100,-56,-78,100,-68,-51,100,100,100,100,100,100,100,100,100,9
100,-68,100,100,-83,-51,100,100,-32,-69,100,100,-77,100,-58,-39,100,-48,100,100,100,-56,100,100,-68,-52,100,100,100,100,100,-74,100,100,-72,9
100,-66,100,100,100,-69,-84,-63,-32,-69,-69,100,100,100,-58,-39,100,-48,100,100,100,-56,-78,100,-69,-57,100,100,100,100,100,-77,100,100,-71,9
100,-67,100,100,100,-51,100,100,-32,-70,100,100,100,100,-59,-38,100,-48,100,100,100,-56,100,100,-68,-54,100,100,100,100,100,-76,100,100,-67,9
100,100,-89,-87,100,-49,100,-67,-33,-68,-69,100,-76,100,-59,-38,100,-48,100,100,100,-56,-80,100,-68,-51,100,100,100,100,100,100,100,100,-67,9
100,-66,100,100,100,-48,-84,-64,-32,-68,-69,100,100,100,-59,-39,100,-48,100,100,100,-57,-79,100,-68,-53,100,100,100,100,100,-77,100,100,-72,9
100,-66,100,100,100,-48,100,-66,-32,-68,-69,100,-77,100,-60,-39,100,-48,100,100,100,-56,100,100,-68,-54,100,100,100,100,100,100,100,100,-73,9
100,-66,100,100,100,-52,100,-65,-32,-70,-69,100,100,100,-59,-38,100,-48,100,100,100,100,-78,100,-68,-54,100,100,100,100,100,100,100,100,100,9
-75,-66,100,-88,100,-47,100,-65,-32,-70,-70,100,-77,100,-59,-39,100,-48,100,100,100,-56,-79,100,-68,-51,100,100,100,100,100,100,100,100,100,9
-75,-65,100,100,100,-47,100,-64,-32,100,-69,100,100,100,-59,-39,100,-48,100,100,100,-56,-78,100,-69,-54,100,100,100,100,100,100,100,100,100,9
100,-66,100,100,100,-47,100,-68,-32,-71,-69,100,100,100,-58,-38,100,-46,100,100,100,-56,100,100,-68,-49,100,100,100,100,100,100,100,100,100,9
100,-67,100,100,100,-51,100,-64,-34,100,100,100,100,100,-58,-38,100,-48,100,100,100,-56,100,100,-68,-53,100,100,100,100,100,100,100,100,100,9
100,-66,100,100,100,-47,100,-67,100,100,-70,100,100,100,-59,-39,100,-48,100,100,100,-57,-79,100,-66,-54,100,100,100,100,100,100,100,100,-72,9
100,-66,100,100,-84,-48,100,-66,-32,-69,-69,100,-77,100,-59,-39,100,-48,100,100,100,-57,-79,100,-68,-50,100,100,100,100,100,100,100,100,-71,9
-72,-67,100,100,-84,-47,100,-67,-32,-70,100,100,100,100,-61,-39,100,-48,100,100,100,-56,100,100,-68,-50,100,100,100,100,100,100,100,100,-73,9
100,-67,100,100,100,-47,100,100,-33,-70,100,100,100,100,-59,-40,100,-48,100,100,100,100,-79,100,-68,-50,100,100,100,100,100,100,100,100,100,9
100,100,100,100,100,-47,100,-67,-32,-70,100,100,-76,100,-59,-40,100,-48,100,100,100,-57,100,100,-68,-50,100,100,100,100,100,100,100,100,-73,9
100,-67,100,100,100,-51,100,100,-32,100,100,100,100,100,-59,-39,100,-48,100,100,100,-56,100,100,-69,-54,100,100,100,100,100,100,100,100,-72,9
-76,-73,100,100,100,100,100,100,-32,-70,-70,100,100,100,-59,-39,100,-46,100,100,100,-57,100,100,-68,-54,100,100,100,100,100,-77,100,100,-72,9
100,-68,100,100,100,-51,100,100,-32,100,-74,100,-77,100,-59,-39,100,-45,100,100,100,-56,100,100,-69,-55,100,100,100,100,100,-77,100,100,-72,9
100,-67,100,100,-83,-47,100,-66,-32,-70,-69,100,100,100,-59,-39,100,-48,100,100,100,-56,-81,100,-69,-55,100,100,100,100,100,-77,100,100,-72,9
-75,-68,100,-85,100,-47,100,-64,-32,-69,-70,100,100,100,-59,-38,100,-47,100,100,100,-56,-80,100,-69,-55,100,100,100,100,100,100,100,100,-72,9
100,100,100,100,100,-48,100,-65,-32,-69,-69,100,-77,100,-61,-39,100,-46,100,100,100,-56,100,100,-69,-50,100,100,100,100,100,100,100,100,-72,9
-75,-67,100,100,100,-48,100,100,-32,100,-70,100,100,100,-59,-39,100,-48,100,100,100,-56,-79,100,-69,-54,100,100,100,100,100,100,100,100,-72,9
100,-67,100,100,100,-48,100,-66,-32,100,-68,100,100,100,-60,-39,100,-48,100,100,100,-57,100,100,-68,-54,100,100,100,100,100,100,100,100,-72,9
100,-67,100,100,100,-51,100,100,-32,-69,100,100,-77,100,-60,-39,100,-48,100,100,100,-56,100,100,-69,-50,100,100,100,100,100,-79,100,100,100,9
100,100,100,100,100,-47,100,-60,-33,-71,-69,100,-77,100,-60,-38,100,-47,100,100,100,-56,100,100,-70,-54,100,100,100,100,100,100,100,100,-71,9
100,100,100,100,100,-47,100,-67,-34,-71,-69,100,100,100,-60,-38,100,-48,100,100,100,-57,100,100,-69,-54,100,100,100,100,100,-77,100,100,-72,9
100,100,100,100,100,-47,100,-64,-32,100,100,100,100,100,-61,-39,100,-45,100,100,100,-57,-82,100,-69,-54,100,100,100,100,100,100,100,100,100,9
100,100,100,100,100,-47,100,100,-32,100,100,100,100,100,-59,-39,100,-46,100,100,100,-57,100,100,-68,-51,100,100,100,100,100,100,100,100,100,9
100,-68,100,-88,100,-47,100,-64,-34,-69,-69,100,100,100,-60,-39,100,-48,100,100,100,-57,-78,100,-68,-50,100,100,100,100,100,100,100,100,-72,9
-75,100,100,100,100,-48,100,-64,-32,-68,-70,100,100,100,-60,-39,100,-48,100,100,100,-57,100,100,-69,-54,100,100,100,100,100,100,100,100,-72,9
100,-67,100,100,100,-50,100,-64,-32,100,-70,100,-76,100,-60,-39,100,-48,100,100,100,-56,-72,100,-69,-55,100,100,100,100,100,-77,100,100,-73,9
100,-66,100,100,100,-47,100,-64,-32,-70,100,100,100,100,100,-39,100,-48,100,100,100,-57,-72,100,-68,-50,100,100,100,100,100,100,100,100,-71,9
100,100,100,100,-87,-49,-81,-67,-24,-69,100,100,-66,100,-65,-41,100,-66,100,100,100,-54,-78,100,-65,-57,100,100,100,100,100,-76,100,100,-81,54
100,-69,100,100,100,-50,100,-67,-23,100,-76,100,-66,100,-66,-38,100,-64,100,100,100,-54,-78,100,-67,-57,100,100,100,100,100,-75,100,100,-83,54
-72,-69,-90,-80,100,-50,-79,-70,-24,-68,-75,100,100,100,-67,-40,100,-63,100,100,100,-54,-82,100,-67,-56,100,100,100,100,100,100,100,100,-82,54
-72,-69,-89,-85,100,-49,-80,-65,-23,-69,-76,100,-67,100,-68,-39,100,-63,100,100,100,-54,-81,100,-68,-56,100,100,100,100,100,-72,100,100,-79,54
-71,100,100,-85,-88,-48,-81,-65,-24,-70,-74,100,-67,100,-68,-40,100,-62,100,100,100,-54,-79,100,-67,-56,100,100,100,100,100,-72,100,100,-82,54
100,-70,100,-87,100,-48,-82,-64,-24,-70,100,100,-67,100,-68,-38,100,-65,100,100,100,-55,100,100,-67,-57,100,100,100,100,100,-73,100,100,-82,54
100,-70,100,-87,100,-49,-80,-64,-24,-69,-74,100,-68,100,-68,-38,100,-64,100,100,100,-55,-78,100,-66,-57,100,100,100,100,100,100,100,100,-84,54
-72,-68,100,-86,-92,-49,-81,-66,-24,-69,-75,100,-63,100,-69,-39,100,-65,100,100,100,-50,-79,100,-67,-63,100,100,100,100,100,-73,100,100,-83,54
