06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e4:8d:8c:20:4d:c1_UPLAT,18:28:61:13:0d:9d_EROGLU,00:26:5a:52:0b:8c_RFKON_115,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-64,-59,-50,-47,-57,-41,-60,-63,-31,-74,-60,-69,-64,NaN,-51,-74,NaN,-75,-81,8
-65,-60,-87,-48,-58,-42,-60,-72,-31,-74,-60,-77,-64,-70,-50,-74,NaN,-77,-84,8
-64,-59,-52,-47,-58,-40,-58,-61,-31,-75,-63,-76,-65,-70,-49,-75,-81,-76,-84,8
-64,-59,-52,-47,-58,-42,-62,-61,-32,-77,-60,-78,-66,-70,-50,-75,-76,-76,-86,8
-64,-58,-51,-47,-58,-42,-60,-61,-32,-76,-60,-76,-67,-70,-50,-74,-76,-75,-86,8
-64,-59,-83,-47,-57,-42,-57,-57,-32,-77,-61,-76,-63,-70,-50,-72,-84,-76,-83,8
-64,-60,-51,-47,-57,-40,-59,-63,-31,-76,-60,-70,-64,-67,-50,-72,-79,-75,-83,8
-64,-58,-52,-44,-58,-41,-61,-58,-32,-77,-62,-70,-64,-67,-50,-75,-82,-75,NaN,8
-64,-62,-54,-47,-61,-42,-62,-72,-32,-76,-61,-79,-64,-70,-50,-75,-82,-75,-85,8
-64,-60,-52,-47,-57,-40,-62,-60,-31,-77,-61,-79,-64,-70,-49,-75,NaN,-76,-85,8
-64,-60,-51,-47,-57,-42,-63,-61,-32,-76,-60,NaN,-64,NaN,-48,-73,NaN,-76,NaN,8
-65,-62,-50,-47,-57,-40,-62,-60,-32,-78,-61,-72,-66,NaN,-50,-75,NaN,-76,NaN,8
-64,-61,-50,-47,-58,-41,-63,-63,-33,-75,-61,-72,-66,-69,-50,-72,NaN,-76,NaN,8
-58,-58,-50,-49,-65,-48,-54,-62,-43,NaN,-61,-69,-67,-71,-58,-66,-80,-79,-85,9
-65,-53,-45,-47,-61,-46,-55,-65,-39,-88,-58,-70,-65,-72,-55,-65,-77,-80,-80,9
-66,-53,-45,-46,-63,-52,-54,-66,-38,-88,-58,-73,-63,-70,-55,-65,-77,-85,-80,9
-65,-54,-45,-48,-62,-51,-53,-65,-38,NaN,-56,-74,-63,-69,-54,-65,-80,-86,NaN,9
-67,-53,-44,-48,-63,-52,-55,-65,-38,-86,-55,-74,-63,-71,-56,-65,-79,-84,-82,9
-65,-53,-44,-48,-63,-51,-55,-66,-38,-90,-55,NaN,-60,-71,-53,-65,-78,-84,-82,9
-59,-53,-44,-45,-64,-51,-55,-64,-38,-90,-55,NaN,-63,-70,-56,-65,-89,-84,NaN,9
-64,-53,-45,-48,-64,-53,-53,-64,-37,NaN,-56,-79,-64,-72,-56,-65,-77,-85,NaN,9
-65,-55,-83,-49,-62,-83,-55,-65,-39,NaN,-55,-74,-62,-70,-56,-65,-77,-85,NaN,9
-65,-53,-44,-49,-63,-52,-55,-65,-38,NaN,-55,-68,-63,-70,-56,-66,-77,-80,NaN,9
-64,-58,-44,-49,-63,-50,-55,-65,-37,-90,-55,-68,-64,-77,-55,-65,-77,-78,NaN,9
-64,-52,-42,-48,-64,-49,-53,-65,-38,-89,-55,-68,-63,-70,-54,-65,NaN,-84,-83,9
-64,-54,-44,-48,-64,-49,-52,-66,-38,-89,NaN,-68,-63,-70,-55,-65,NaN,-84,-83,9
-64,-54,-45,-52,-65,-83,-54,-64,-37,NaN,-56,-68,-63,-70,-53,-64,-77,NaN,-83,9
-63,-54,-42,-50,-65,-49,-53,-65,-38,NaN,-55,-68,-64,-72,-55,-65,-76,NaN,-83,9
-65,-52,-44,-48,-64,-49,-54,-65,-38,-89,-57,-69,-64,-70,-56,-64,-76,NaN,-82,9
-64,-53,-44,-48,-64,-48,-52,-66,-38,-89,-55,-72,NaN,-71,-55,-65,NaN,-86,-82,9
-64,-53,-45,-48,-63,-48,-55,-65,-38,-90,-56,-73,-63,-71,-56,-65,NaN,-82,NaN,9
NaN,-53,-45,-48,-64,-48,-63,-65,-36,-90,-56,-74,-64,NaN,-55,-65,NaN,-84,NaN,9
NaN,-53,-43,-48,-63,-49,-51,-66,-38,-90,-56,-68,-63,NaN,-56,-65,NaN,-84,NaN,9
-57,-52,-44,-48,-63,-49,-55,-65,-80,-89,-56,-68,-63,-70,-55,-65,-77,-79,NaN,9
-57,-53,-44,-48,-63,-50,-52,-65,-37,-91,-56,-74,-63,-71,-53,-65,-77,-85,-80,9
-57,-53,-45,-48,-63,-50,-52,-64,-37,-91,-56,-72,-62,-70,-55,-65,NaN,-79,-80,9
-64,-53,-44,-49,-63,-50,-55,-65,-36,NaN,-55,-66,-63,-70,-56,-55,-77,-79,NaN,9
-64,-52,-44,-48,-63,-49,-52,-66,-38,-89,-56,-68,-63,-78,-55,-65,-76,-80,NaN,9
-65,-53,-44,-48,-64,-48,-51,-68,-38,-89,-55,-68,-63,-72,-56,-65,-76,-83,NaN,9
-65,-54,-42,-47,-63,-48,-53,-65,-38,-89,-56,-68,-64,-70,-54,-65,-76,-84,-81,9
-66,-52,-44,-48,-64,-48,-54,-66,-38,-89,-56,-67,-63,-71,-57,-65,-77,-84,-82,9
-64,-52,-43,-48,-64,-47,-52,-66,-38,NaN,-55,-82,-63,-70,-53,-65,-77,-77,-82,9
-64,-53,-43,-46,-63,-48,-54,-66,-38,NaN,-56,-68,-63,-70,-56,-65,-77,-79,-84,9
-64,-57,-44,-49,-64,-47,-53,-66,-37,-89,-56,-68,-63,-71,-53,-65,NaN,-84,-84,9
-63,-57,-44,-45,-63,-49,-52,-70,-38,-89,-55,-68,-63,-70,-56,-64,-78,-84,NaN,9
-65,-53,-44,-48,-64,-48,-52,-64,-37,-89,-55,-68,-63,-70,-56,-65,-90,-84,NaN,9
-65,-53,-44,-48,-63,-47,-52,-65,-38,NaN,-56,-68,-62,-70,-56,-65,-90,-85,NaN,9
-64,-55,-44,-49,-64,-47,-55,-65,-38,NaN,-55,-68,-63,-71,-56,-64,-78,-85,NaN,9
-63,-53,-42,-49,-64,-47,-52,-66,-37,NaN,-55,-68,-63,-70,-56,-65,-78,-78,NaN,9
-64,-54,-45,-48,-64,-47,-52,-66,-38,NaN,-54,-68,-63,-67,-54,-64,-76,-84,NaN,9
-64,-54,-71,-84,-64,-48,-52,-66,-38,NaN,-56,-68,-63,-71,-56,-60,-76,-84,NaN,9
-65,-53,-41,-48,-64,-47,-52,-64,-38,NaN,-55,-68,-64,-71,-53,-64,NaN,NaN,NaN,9
-65,-54,-44,-48,-63,-47,-52,-66,-69,-89,-54,-68,-64,-78,-55,-64,-77,-85,NaN,9
-64,-52,-41,-48,-64,-47,-55,-65,-38,-85,-53,NaN,-63,-70,-55,-65,-76,-85,NaN,9
-65,-55,-66,-48,-62,-57,-59,-65,-34,NaN,-56,-68,-63,-71,-57,-66,-79,NaN,NaN,9
-62,-54,-43,-49,-57,-47,-52,-65,-39,-89,-60,-69,-64,-70,-54,-65,-79,-80,NaN,9
-65,-53,-43,-52,-60,-46,-55,-67,-36,-90,-58,-69,-60,-70,-53,-65,NaN,-85,-80,9
-61,-55,-44,-52,-60,-46,-51,-65,-36,-90,-58,-68,-62,-70,-55,-66,NaN,-85,-80,9
-64,-54,-44,-52,-60,-46,-55,-66,-34,NaN,-57,-76,-63,-72,-52,-65,NaN,-84,NaN,9
-65,-54,-44,-53,-60,-47,-55,-66,-36,-90,-57,-76,-63,-71,-54,-64,-74,-84,-82,9
-65,-53,-43,-52,-60,-48,-51,-67,-36,-90,-56,-72,-62,-70,-54,-64,-80,-83,-82,9
-65,-58,-43,-52,-60,-48,-54,-66,-37,-89,-54,-72,-62,-70,-52,-66,-80,-83,NaN,9
-63,-56,-43,-52,-60,-47,-54,-67,-36,-89,-58,-72,-63,-67,-55,-65,-77,-83,NaN,9
-63,-54,-43,-57,-59,-47,-55,-68,-36,-88,-57,-72,-63,-71,-54,-65,-78,-83,-83,9
-64,-55,-44,-51,-61,-47,-52,-67,-36,-88,-57,-73,-63,-71,-55,-65,-78,NaN,-83,9
-59,-55,-44,-52,-60,-48,-52,-66,-36,NaN,-56,-73,-62,-71,-54,-65,-78,-85,NaN,9
-64,-54,-43,-51,-60,-47,-55,-66,-35,NaN,-56,-73,-63,-80,-53,-66,NaN,-84,NaN,9
-64,-55,-44,-51,-60,-47,-53,-66,-36,-89,-57,-72,-63,-69,-52,-65,NaN,-78,-81,9
-65,-55,-49,-52,-60,-47,-51,-66,-36,-89,-56,-71,-69,-72,-54,-66,-75,-85,-82,9
-65,-54,-42,-52,-61,-47,-55,-65,-36,-88,-56,-72,-64,-67,-54,-65,-75,-85,-82,9
-64,-55,-43,-52,-61,-47,-53,-65,-35,-88,-56,-72,-69,-80,-54,-65,NaN,NaN,NaN,9
-65,-56,-44,-52,-60,-47,-52,-84,-36,NaN,-57,-68,-68,-72,-54,-66,NaN,NaN,NaN,9
-65,-54,-43,-52,-60,-47,-54,-66,-37,-89,-58,-68,-68,-80,-54,-63,-77,-84,-81,9
-65,-54,-44,-51,-60,-47,-55,-66,-36,-89,-57,-69,-64,-80,-52,-66,-77,-84,-81,9
-65,-55,-43,-52,-62,-47,-55,-67,-34,NaN,-56,-68,-63,-79,-54,-65,NaN,-85,-80,9
-67,-54,-43,-51,-60,-47,-52,-66,-35,NaN,-56,-67,-63,-79,-55,-66,-78,-84,-80,9
-66,-54,-43,-56,-65,-46,-55,-66,-36,NaN,-58,-68,-63,-72,-55,-65,-77,-84,NaN,9
-66,-54,-43,-51,-60,-46,-55,-67,-33,NaN,-57,-68,-63,-70,-54,-65,-77,NaN,NaN,9
-65,-57,-44,-53,-59,-47,-51,-66,-36,-89,-57,NaN,-63,-80,-54,-66,NaN,NaN,NaN,9
-65,-52,-41,-51,-60,-47,-56,-68,-36,-89,-56,-65,-63,-70,-54,-65,-79,-84,-80,9
-65,-53,-41,-51,-61,-47,-55,-68,-36,NaN,-56,-69,-69,-70,-54,-65,-79,-83,-81,9
-66,-58,-42,-51,-61,-48,-53,-65,-36,NaN,-53,-68,-63,-79,-54,-65,-79,-85,-81,9
-66,-56,-43,-52,-61,-47,-53,-65,-35,NaN,-58,-68,-63,-71,-52,-65,-79,-82,-82,9
-64,-54,-43,-52,-58,-48,-54,-69,-37,NaN,-59,-70,-63,-72,-55,-68,-78,-80,-81,9
-65,-53,-43,-52,-59,-49,-52,-67,-36,NaN,-67,-69,-63,-72,-53,-65,-78,-84,-81,9
-65,-53,-44,-53,-61,-49,-52,-67,-35,NaN,-57,-72,-63,-70,-54,-65,-79,-83,-81,9
-64,-55,-44,-52,-60,-48,-55,-66,-34,NaN,-58,-72,-63,-70,-55,-66,-79,-83,-81,9
-65,-54,-44,-53,-60,-49,-55,-68,-36,NaN,-57,-72,NaN,NaN,-54,-65,NaN,-83,-81,9
-65,-56,-43,-53,-61,-48,-52,-66,-36,NaN,-57,-73,-63,-71,-55,-65,-79,-83,NaN,9
-65,-54,-43,-53,-60,-49,-55,-66,-36,NaN,-57,-68,-63,-71,-54,-61,-79,-78,NaN,9
-65,-53,-44,-54,-60,-48,-54,-66,-34,-89,-57,-69,-63,NaN,-54,-65,NaN,-84,NaN,9
-67,-53,-44,-57,-60,-46,-55,-68,-37,-89,-57,-71,-71,NaN,-53,-66,NaN,-84,-81,9
-65,-57,-40,-52,-60,-49,-55,-66,-36,-90,-58,-69,-64,-72,-54,-65,-90,-83,-83,9
-57,-47,-48,-44,-58,-47,-56,-65,-42,-65,-62,-68,-64,-64,-57,-78,-77,-69,-81,10
-57,-48,-43,-44,-57,-50,-57,-59,-32,-76,-56,-67,-66,-64,-53,-73,-77,-69,NaN,10
-57,-47,-44,-44,-57,-47,-54,-60,-32,-67,-56,-67,-65,-64,-56,-64,-76,-70,-80,10
-58,-48,-45,-45,-60,-43,-55,-64,-40,-76,-57,-68,-65,NaN,-55,-71,-76,-70,-80,10
-58,-49,-45,-45,-57,-50,-52,-62,-32,-76,-56,-60,-60,-65,-56,-73,NaN,-71,NaN,10
-57,-50,-45,-47,-61,-45,-53,-63,-33,-78,-61,-60,-65,-65,-57,-72,NaN,-70,-78,10
-57,-48,-47,-46,-59,-46,-52,-63,-32,-77,-61,-69,-68,-67,-58,-72,NaN,-68,-77,10
-57,-48,-51,-46,-59,-44,-52,-62,-33,-77,-61,-69,-69,-67,-58,-72,NaN,-70,-77,10
-57,-50,-46,-45,-60,-46,-52,-68,-33,-79,-61,NaN,-69,-65,-58,-70,NaN,-69,NaN,10
-58,-49,-48,-47,-60,-46,-53,-62,-32,-79,-59,-65,-68,-65,-58,-69,NaN,-69,NaN,10
-58,-49,-47,-46,-60,-44,-52,-62,-32,-66,-60,-65,-60,-64,-58,-69,NaN,-69,NaN,10
-56,-49,-48,-46,NaN,-45,-55,-63,-32,-77,-60,NaN,-67,-62,-58,-69,NaN,-69,-79,10
-58,-49,-47,-47,NaN,-45,-56,-61,-32,-75,-59,-63,-72,-70,-58,-69,-79,-69,-79,10
-58,-50,-48,-47,-58,-45,-51,-61,-32,-78,-59,-63,-67,-59,-57,-70,-78,-69,NaN,10
-58,-49,-47,-47,-58,-45,-53,-63,-32,-66,-59,-63,-67,-59,-58,-69,-78,-69,NaN,10
-58,-48,-48,-47,-58,-45,-53,-63,-32,-77,-60,NaN,-68,-59,-58,-70,NaN,-69,NaN,10
-58,-49,-48,-47,-58,-44,-53,-63,-32,-77,-60,NaN,-68,-59,-56,-71,NaN,-69,NaN,10
-58,-48,-47,-47,-58,-45,-55,-63,-32,-77,-59,-66,-66,-66,-59,-72,NaN,-69,-79,10
-58,-48,-46,-47,-59,-63,-54,-63,-32,-77,-60,-66,-68,-66,-59,-72,NaN,-69,-80,10
-58,-48,-48,-48,-59,-45,-54,-63,-32,-78,-61,-65,-68,-66,-57,-72,-79,-70,-80,10
-58,-50,-46,-47,-59,-45,-53,-63,-32,-75,-59,-65,-66,-63,-59,-69,-75,-69,-78,10
-58,-49,-47,-47,-59,-44,-55,-63,-32,-79,-62,-69,-66,-66,-58,-70,-75,-69,-78,10
-58,-49,-48,-47,-59,-45,-56,-65,-32,-65,-59,-69,-66,-66,-59,-72,-78,-66,NaN,10
-58,-49,-48,-47,-59,-45,-53,-61,-32,-77,-59,-67,-61,-67,-59,-75,-78,-70,NaN,10
-53,-48,-47,-47,-86,-44,-54,-63,-33,-79,-65,-69,-67,-65,-58,-71,NaN,-70,-78,10
-54,-49,-47,-47,-86,-45,-54,-63,-32,-78,-65,-68,-67,-66,-58,-72,NaN,-70,-80,10
-58,-50,-46,-47,NaN,-40,-56,-64,-34,-77,-59,-66,NaN,-59,-59,-71,NaN,-78,-80,10
-57,-49,-47,-47,-59,-44,-55,-63,-32,-66,-57,-64,-66,-60,-58,-69,-78,-70,NaN,10
-58,-49,-79,-47,-60,-44,-52,-64,-33,-78,-54,-64,-66,-60,-59,-71,-78,-70,NaN,10
-58,-49,-47,-47,-61,-81,-52,-64,-33,-78,-58,NaN,-66,-65,-58,-70,-71,-70,NaN,10
-58,-49,-48,-47,-61,-43,-53,-64,-31,-66,-61,NaN,-69,-65,-59,-71,-82,-80,NaN,10
-57,-49,-48,-48,NaN,-45,-54,-63,-33,-78,-60,-64,-69,-66,-58,-75,-82,-70,NaN,10
-58,-48,-47,-47,-59,-48,-53,-61,-32,-78,-60,-64,-70,-66,-58,-70,NaN,-70,-78,10
-57,-49,-47,-46,-57,-45,-52,-87,-32,-77,-62,-64,-75,-66,-58,-72,-77,-70,-78,10
-57,-48,-48,-47,-57,-44,-53,-61,-32,-78,-63,-68,-62,-61,-58,-70,-77,-70,NaN,10
-57,-50,-52,-47,-58,-45,-54,-63,-31,-78,-62,-68,-67,-66,-59,-70,NaN,-69,NaN,10
-57,-50,-48,-46,-57,-45,-54,-63,-30,-78,-63,-61,-67,-66,-59,NaN,NaN,-71,-80,10
-57,-50,-49,-46,-57,-45,-54,-63,-32,-71,-62,-66,NaN,NaN,-58,-91,NaN,-69,-80,10
-57,-50,-47,-46,-57,-45,-54,-63,-32,-77,-62,-68,NaN,NaN,-58,-91,NaN,-71,NaN,10
-57,-49,-47,-46,NaN,-46,-53,-72,-31,-66,-61,-68,-68,-66,-57,-66,-77,-70,NaN,10
-57,-49,-48,-46,-58,-45,-53,-62,-32,-66,-64,-68,-67,-61,-56,-74,-77,-71,-81,10
-57,-49,-48,-48,-59,-46,-53,-63,-32,-66,-64,-67,-60,-60,-57,-74,NaN,-70,-81,10
-57,-53,-49,-45,-58,-47,-53,-62,-32,NaN,-60,-67,-67,-60,-56,-73,NaN,-70,NaN,10
-57,-49,-48,-46,-58,-46,-54,-61,-32,NaN,-65,-72,-69,-65,-58,-70,NaN,-72,NaN,10
-54,-50,-48,-45,-58,-45,-54,-63,-32,-79,-64,-65,-68,-62,-58,-69,-77,-71,NaN,10
-57,-49,-47,-46,-58,-46,-54,-62,-31,-79,-61,-65,-66,-62,-58,-69,-72,-71,NaN,10
-58,-48,-47,-46,-58,-47,-52,-56,-31,-78,-60,-61,-61,-66,-58,-75,-72,-70,NaN,10
-58,-49,-48,-46,-58,-46,-53,-63,-59,-78,-63,-61,-65,-66,-59,-73,-72,-70,NaN,10
-57,-50,-48,-47,-58,-43,-53,-68,-31,-76,-61,-69,-67,-66,-57,-69,NaN,-70,-78,10
-58,-48,-49,-46,-58,-47,-52,-63,-31,-79,-61,-69,-67,-66,-58,-75,NaN,-70,-79,10
-58,-48,-48,-47,-58,-46,-52,-61,-31,-77,-61,NaN,-67,-66,-54,-75,NaN,-71,-78,10
-52,-49,-46,-48,-58,-45,-55,-65,-31,-65,-59,-61,-68,-67,-64,-72,NaN,-70,-78,10
-58,-48,-48,-46,-59,-48,-53,-63,-31,-76,-63,-61,-68,-60,-57,-71,NaN,-70,NaN,10
-58,-49,-47,-47,-59,-44,-55,-61,-32,-76,-60,NaN,NaN,-60,-67,-72,-73,NaN,NaN,10
-57,-49,-45,-51,-58,-43,-51,-63,-31,-67,-58,-67,-60,-64,-57,-71,NaN,-71,-79,10
-57,-49,-46,-47,-59,-44,-50,-64,-31,-64,-62,-66,-69,-67,-58,-72,-78,-71,NaN,10
-57,-49,-80,-47,-59,-45,-52,-63,-31,-77,-62,-66,-70,-60,-58,-70,-78,-71,NaN,10
-57,-49,-46,-47,-60,-45,-53,-66,-31,-77,-63,-66,-69,-66,-58,-72,NaN,-71,NaN,10
-58,-49,-45,-47,-58,-44,-52,-66,-30,-77,-62,-61,-69,-66,-58,-71,-79,-71,NaN,10
-58,-48,-46,-47,-58,-43,-51,NaN,-31,-76,-63,-65,-69,-67,-58,-71,-72,-71,-80,10
-58,-49,-82,-47,-59,-43,-52,-63,-32,-77,-68,-64,-67,-59,-58,-71,-72,-71,-80,10
-57,-48,-45,-47,-58,-44,-52,-71,-31,-77,-60,-62,-67,-59,-58,-72,NaN,-71,NaN,10
-58,-49,-45,-46,-59,-43,-52,-65,-31,-65,-59,-65,-68,NaN,-56,-70,NaN,-70,NaN,10
-58,-48,-45,-51,-59,-44,-51,-64,-31,-65,-67,-65,-68,NaN,-57,-72,NaN,-70,NaN,10
-57,-48,-43,-46,-60,-42,-52,-63,-31,-77,-61,NaN,-68,-67,-56,-72,NaN,-71,NaN,10
-58,-49,-44,-48,-57,-44,-51,-65,-31,-77,-67,-66,-67,-68,-54,-71,-77,-71,-80,10
-58,-47,-45,-46,-57,-45,-50,-63,-68,-77,-60,-66,-69,-71,-55,-71,-72,-71,-80,10
-58,-47,-45,-47,-57,-45,-52,-64,-30,-78,-60,-65,-69,-66,-55,-71,-72,-71,NaN,10
-58,-47,-45,-47,-57,-43,-50,-64,-30,-65,-59,-68,-65,-66,-57,-71,NaN,-70,NaN,10
-58,-47,-45,-46,-59,-45,-52,-64,-30,-65,-60,-65,-64,-59,-57,-71,-74,-71,NaN,10
-58,-47,-49,-46,-57,-45,-51,-63,-30,-79,-60,-66,-69,-59,-57,-71,-74,-71,NaN,10
-58,-47,-45,NaN,-57,-45,-52,-65,-29,-79,-61,-66,-65,-61,-56,NaN,NaN,NaN,-71,10
-58,-47,-45,-47,-57,-44,-51,-64,-30,NaN,-61,-61,-65,-61,-55,NaN,NaN,-71,-71,10
-58,-46,-46,-44,-57,-45,-51,-64,-32,-79,-60,-66,-66,-68,-54,-73,-76,-71,NaN,10
-58,-47,-46,-47,-58,-45,-52,-63,-30,-80,-60,-70,-65,-68,-57,-72,-76,-70,-78,10
-58,-47,-45,-46,-57,-46,-51,-64,-30,-79,-59,-61,-59,-67,-57,-72,NaN,-71,-78,10
-58,-47,-45,-46,-57,-44,-50,-63,-30,-66,-59,-59,-59,-68,-56,-72,NaN,-71,-80,10
-58,-47,-45,-46,-57,-65,-51,-63,-30,-79,-60,-59,-59,-61,-56,-72,-76,-71,-80,10
-58,-47,-49,-47,-57,-44,-50,-64,-31,-78,-60,NaN,-62,-61,-57,NaN,-77,-68,NaN,10
-58,-48,-45,-42,-58,-43,-50,-63,-36,-65,-67,NaN,-65,-65,-55,-77,-76,-71,NaN,10
-56,-46,-42,-39,-49,-46,-53,-61,-32,-84,-53,-71,-65,-65,-65,-74,-74,-68,NaN,11
-55,-49,-43,-37,-47,-45,-53,-71,-35,NaN,-56,NaN,-57,NaN,-75,NaN,-74,-69,-74,11
-55,-51,-46,-37,-47,-45,-52,-57,-33,-83,-52,-68,-57,NaN,-68,-65,NaN,-73,-74,11
-56,-47,-46,-37,-53,-45,-52,-60,-33,-82,-50,-66,-58,-65,-70,-65,NaN,-73,NaN,11
-55,-48,-49,-44,-48,-43,-53,-65,-31,-82,-53,-67,-58,-67,-79,-65,-78,-71,NaN,11
-54,-45,-44,-89,-54,-43,-54,-65,-31,NaN,-52,-67,-58,-65,-79,-66,-78,-70,NaN,11
-54,-51,-43,-76,-48,-44,-53,-64,-30,NaN,-54,-68,-58,-63,-65,-64,-73,-66,NaN,11
-55,-49,-46,-38,-48,-43,-51,-65,-30,NaN,-54,-67,-58,-66,-67,-66,-73,-69,-74,11
-56,-49,-47,-38,-48,-44,-52,-65,-30,NaN,-54,-67,NaN,-67,-67,-65,NaN,-69,-73,11
-55,-51,-48,-38,-48,-43,-52,-66,-31,NaN,-51,NaN,-57,-67,-65,-65,-73,-67,-73,11
-55,-49,-50,-39,-47,-45,-52,-67,-32,-78,-58,-64,-60,-66,-66,-66,-73,-70,NaN,11
-56,-49,-48,-38,-47,-44,-53,-64,-32,-78,-54,-64,-60,-66,-64,-65,-74,-70,-75,11
-52,-52,-46,-40,-47,-45,-52,-65,-33,-77,-52,NaN,-61,-75,-65,-65,-72,-70,-75,11
-54,-50,-47,-38,-47,-45,-51,-63,-31,-77,-52,-65,-61,-75,-65,-66,-72,-69,-74,11
-54,-47,-44,-38,-47,-47,-49,-62,-73,-80,-53,-65,-58,NaN,-65,-66,NaN,-69,-74,11
-53,-48,-44,-38,-48,-44,-53,-61,-65,-80,-53,NaN,-57,NaN,-66,-66,NaN,-70,NaN,11
-54,-51,-45,-38,-48,-45,-54,-64,-31,-79,-53,-65,-58,-66,-68,-66,-73,-69,-74,11
-53,-48,-74,-37,-47,-45,-54,-63,-31,-81,-52,-66,-59,-67,-66,-67,-74,-70,-74,11
-54,-48,-45,-38,-47,-46,-54,-64,-31,-78,-53,-75,-59,-67,-68,-66,-75,-66,-74,11
-53,-50,-46,-37,-47,-45,-53,-66,-31,-80,-53,-75,-59,-66,-65,-66,-74,-70,-73,11
-54,-48,-45,-38,-48,-44,-53,-63,-31,-78,-53,NaN,-58,-66,-66,-67,-74,-70,-73,11
-54,-48,-89,-36,-47,-44,-53,-61,-72,-80,-52,-63,-58,-75,-66,-67,NaN,-71,NaN,11
-54,-49,-44,-38,-47,-43,-55,-83,-31,-82,-52,-66,-58,-64,-68,NaN,-74,-70,NaN,11
-54,-51,-47,-38,-48,-45,-52,-67,-31,-82,-53,-66,-57,-64,-67,-68,-74,-70,-72,11
-54,-48,-45,-38,-48,-47,-53,-67,-31,-82,-53,-66,-56,NaN,-66,-68,-74,-71,-74,11
-54,-54,-45,-42,-47,-48,-52,-62,-33,NaN,-55,-67,-58,NaN,-58,-65,-74,-70,-74,11
-54,-48,-72,-37,-47,-45,-52,-63,-30,NaN,-53,-67,-58,-63,-63,-67,-74,-70,-73,11
-54,-49,-58,-38,-47,-46,-54,-65,-33,-82,-53,-65,-62,-63,-64,-67,-74,NaN,-73,11
-54,-52,-45,-35,-48,-46,-52,-64,-30,-81,-50,-66,-57,-67,-59,-66,-74,-71,-73,11
-54,-49,-73,-37,-48,-45,-52,-63,-30,-81,-52,-65,-58,-67,-66,-66,-74,-70,NaN,11
-55,-59,-45,-36,-47,-47,-52,-59,-30,NaN,-55,-64,-58,-64,-64,-66,-76,-70,NaN,11
-54,-47,-45,-38,-47,-45,-53,-57,-34,NaN,-55,-59,-58,-68,-62,NaN,-76,-70,NaN,11
-55,-52,-47,-38,-48,-48,-53,-68,-31,NaN,-54,-59,-59,-66,-65,-66,-71,-70,-73,11
-54,-48,-46,-38,-47,-43,-53,-60,-30,-75,-53,-59,-58,-66,-65,-67,-71,-67,-73,11
-53,-49,-44,-37,-48,-42,-52,-62,-31,-75,-53,-59,-59,NaN,-63,-66,-72,-70,-72,11
-55,-49,-44,-37,-47,-45,-52,-64,-31,-81,-52,-59,-59,NaN,-63,-66,-74,-70,-72,11
-54,-49,-44,-36,-47,-46,-53,-63,-31,-82,-53,-60,-62,-65,-66,-66,-74,-69,-73,11
-54,-48,-45,-38,-47,-46,-53,-62,-30,-81,-53,-58,-62,-65,-66,-66,NaN,-69,-73,11
-54,-52,-47,-38,-48,-46,-52,-63,-34,-72,-53,-67,-62,-64,-59,-67,-74,-69,-72,11
-54,-52,-44,-37,-47,-45,-52,-62,-31,-80,-53,-67,-60,-66,-63,-67,-74,-70,-72,11
-54,-48,-45,-38,-47,-45,-52,-62,-31,-75,-52,-65,-58,-66,-65,-66,-73,-70,NaN,11
-55,-48,-44,-38,-47,-65,-52,-62,-26,-88,-53,-67,-63,-67,-65,-67,-74,NaN,NaN,11
-55,-54,-48,-38,-48,-46,-53,-59,-31,-82,-53,-72,-59,-63,-65,-67,-74,-69,NaN,11
-54,-47,-43,-38,-47,-46,-53,-58,-30,-82,-53,-74,-59,-63,-65,-67,NaN,-69,NaN,11
-54,-48,-43,-38,-47,-44,-52,-63,-30,-75,-53,-65,-58,-63,-66,-66,-75,-69,-72,11
-54,-49,-43,-38,-48,-44,-52,-67,-30,-82,-53,-65,-59,-66,-66,-65,-74,-66,-72,11
-55,-50,-44,-38,-48,-45,-52,-64,-30,-82,-53,-65,-59,-66,-64,-65,-73,-65,-73,11
-53,-48,-43,-38,-48,-45,-52,-60,-30,-82,-53,-66,-58,-65,-64,-65,-74,-70,-73,11
-54,-55,-43,-38,-47,-44,-52,-62,-31,-75,-53,-60,-58,-66,-66,NaN,-72,-71,NaN,11
-54,-49,-42,-38,-48,-45,-52,-59,-31,-82,-52,-60,-57,-67,-65,-66,-72,-67,NaN,11
-54,-48,-43,-38,-48,-44,-52,-61,-33,-79,-52,-65,-58,-67,-64,-67,NaN,-70,-73,11
