06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e4:8d:8c:20:4d:c1_UPLAT,18:28:61:13:0d:9d_EROGLU,00:26:5a:52:0b:8c_RFKON_115,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-71,-63,-47,-60,-78,-30,-59,-65,-39,-73,-67,NaN,-75,-67,-65,-80,NaN,-88,-82,3
-70,-65,-47,-60,NaN,-32,-72,-68,-38,-73,-67,NaN,-75,-69,-63,-80,NaN,-91,NaN,3
-66,-63,-47,-60,NaN,-32,-59,-67,-39,-73,-67,NaN,-74,-68,-65,-80,NaN,-91,NaN,3
-71,-62,-47,-60,NaN,-32,-59,-75,-39,-79,-67,NaN,-74,-68,-66,NaN,NaN,-87,NaN,3
-70,-63,-48,-60,NaN,-32,-59,-68,-39,-79,-63,NaN,-74,-68,-65,NaN,NaN,-87,NaN,3
-67,-64,-48,-61,NaN,-32,-59,-68,-38,-73,-67,-74,-74,-68,-65,NaN,NaN,NaN,NaN,3
-71,-62,-48,-60,-84,-31,-59,-60,-38,-73,-67,-74,-75,-68,-69,NaN,NaN,NaN,NaN,3
-71,-63,-48,-63,-84,-32,-59,-76,-39,-74,-67,NaN,-75,-69,-61,NaN,NaN,NaN,NaN,3
-70,-64,-49,-61,-82,-32,-60,-67,-39,-73,-67,-72,-73,-68,-65,-82,-88,-88,NaN,3
-70,-63,-82,-62,-82,-32,-58,-68,-38,-73,-67,-76,-82,-69,-68,-82,-88,-84,NaN,3
-70,-63,-49,-60,NaN,-32,-59,-67,-38,-72,-70,-74,-74,-69,-61,-82,NaN,-88,NaN,3
-70,-60,-49,-60,-78,-32,-58,-68,-38,-74,-67,-74,-75,-68,-67,-82,NaN,-88,NaN,3
-70,-62,-54,-60,-78,-32,-58,-67,-40,-73,-67,-74,-74,-68,-64,-82,NaN,NaN,NaN,3
-70,-62,-51,-61,-81,-32,-59,-68,-40,-72,-67,-73,-74,-66,-64,-81,NaN,NaN,NaN,3
-70,-64,-68,-63,-82,-32,-60,-68,-73,-74,-67,-73,-75,-75,-64,-81,NaN,NaN,NaN,3
-71,-62,-49,-62,-81,-32,-58,-68,-39,-72,-67,-73,-75,-70,-69,-81,NaN,NaN,-86,3
-70,-64,-49,-62,-81,-32,-60,-68,-38,-73,-67,-74,-75,-70,-65,-81,NaN,-87,-86,3
-69,-61,-51,-60,-78,-31,-59,-68,-38,-72,-67,-77,NaN,-69,-63,-81,NaN,-87,NaN,3
-69,-61,-51,-60,-80,-32,-59,-69,-38,-73,-66,-77,NaN,-69,-65,-80,NaN,NaN,NaN,3
-71,-66,-49,-60,-81,-32,-58,-74,-38,-73,-67,NaN,-74,-68,-67,-90,-89,-87,NaN,3
-70,-60,-49,-61,-81,-32,-59,-68,-39,-73,-68,-74,-74,-68,-67,-90,-89,-87,-85,3
-69,-59,-50,-59,-81,-31,-59,-68,-39,-72,-67,-74,-73,-68,-61,NaN,NaN,-86,-85,3
-69,-63,-50,-59,-78,-32,-59,NaN,-38,-74,-67,-74,-75,NaN,-66,NaN,NaN,-83,-86,3
-68,-62,-50,-60,-78,-32,-59,-76,-38,-75,-68,-74,-75,-69,-74,NaN,NaN,-88,-86,3
-70,-63,-51,-60,-77,-32,-59,-68,-39,-72,-68,-73,-74,-69,-67,NaN,NaN,-88,NaN,3
-69,-67,-49,-59,-77,-32,-58,-68,-38,-74,-68,-74,-74,-68,-66,-82,NaN,NaN,NaN,3
-69,-62,-51,-60,NaN,-32,-71,-68,-40,-72,-68,-74,NaN,-69,-64,-82,NaN,-87,NaN,3
-70,-60,-51,-60,-78,-32,-60,-67,-38,-74,-67,-74,-75,-68,-65,NaN,NaN,-87,NaN,3
-69,-64,-50,-60,-78,-31,-59,-67,-38,-74,-67,-75,-75,-68,-66,NaN,NaN,NaN,NaN,3
-70,-64,-50,-60,NaN,-31,-58,-66,-39,-74,-67,-75,-73,-68,-66,NaN,NaN,-87,NaN,3
-70,-58,-50,-59,NaN,-32,-59,-68,-38,-73,-67,NaN,-75,-68,-66,NaN,NaN,-86,NaN,3
-70,-60,-51,-59,-79,-31,-59,-67,-39,-75,-67,NaN,-75,-67,-66,NaN,NaN,-89,NaN,3
-69,-65,-50,-64,-79,-32,-58,-68,-38,-74,-66,-73,-75,-75,-65,NaN,NaN,-87,-84,3
-70,-59,-50,-64,NaN,-32,-59,-75,-40,-74,-67,-73,-75,-75,-66,NaN,NaN,-87,-84,3
-70,-58,-50,-60,-80,-32,-59,-67,-39,-73,-65,-76,-75,-68,-65,-82,NaN,-88,NaN,3
-70,-60,-50,-60,-81,-32,-59,-66,-38,-74,-66,-76,-75,-68,-67,-82,NaN,-85,NaN,3
-70,-65,-50,-63,-79,-32,-58,-68,-35,-73,-67,NaN,-76,-68,-66,NaN,NaN,-86,NaN,3
-69,-67,-49,-61,-77,-32,-58,-69,-38,-71,-67,-72,-75,-69,-64,-78,NaN,-86,NaN,3
-68,-59,-49,-61,-84,-31,-59,-66,-38,-75,-67,-73,-75,-68,-67,-78,NaN,-89,NaN,3
-69,-65,-85,-60,-80,-31,-58,-66,-38,-74,-66,-73,-74,-67,-65,-78,NaN,-89,NaN,3
-70,-65,-47,-60,-80,-32,-59,NaN,-38,-75,-68,-73,-74,-67,-65,-81,NaN,NaN,-85,3
-70,-59,-49,-61,NaN,-32,-59,NaN,-38,-73,-68,-73,-75,-69,-65,-81,-79,NaN,-85,3
-69,-66,-49,-60,-82,-31,-58,-71,-38,-72,-68,-73,-75,-68,-66,NaN,-79,-87,NaN,3
-70,-66,-49,-60,-82,-31,-58,-68,-38,-74,-68,-71,-75,-68,-67,NaN,NaN,-87,NaN,3
-70,-61,-49,-62,-79,-31,-60,-69,-45,-73,-69,-77,-75,-68,-66,NaN,NaN,-87,NaN,3
-70,-62,-51,-63,-79,-33,-59,-69,-45,-73,-68,-77,-76,-68,-66,-83,NaN,-87,-85,3
-72,-62,-49,-61,NaN,-31,-59,-69,NaN,-73,-68,-74,-75,-69,-66,-81,NaN,-86,-86,3
-71,-59,-51,-61,NaN,-32,-59,-73,-79,-73,-69,-78,-73,-68,-67,-81,NaN,-86,-83,3
-70,-65,-50,-60,-82,-31,-59,-68,-38,-74,-68,-78,-75,-68,-66,-80,NaN,-87,-84,3
-70,-61,-48,-60,-82,-32,-58,-66,-39,-74,-65,NaN,-75,-68,-67,-80,NaN,-87,-84,3
-72,-67,-50,-60,-82,-32,-58,-69,-38,-73,-67,NaN,-75,-68,-67,-82,-89,-87,NaN,3
-71,-65,-48,-60,-82,-31,-58,-69,-39,-74,-67,NaN,-75,-68,-67,-82,-88,-86,NaN,3
-70,-60,-85,-60,-82,-32,-59,-86,-39,-73,-67,-76,-75,-69,-64,-83,-88,-86,NaN,3
-71,-61,-48,-60,NaN,-32,-59,-86,-39,-74,-67,-76,-74,-69,-66,-83,-88,-86,NaN,3
-68,-56,-50,-60,-74,-40,-63,-76,-84,-77,-76,-77,-75,-66,-52,-82,-85,-85,NaN,4
-68,-59,-48,-60,-70,-37,-61,-73,-43,-83,NaN,-75,-77,-71,-70,NaN,-86,-84,NaN,4
-69,-57,-47,-59,-74,-41,-65,-71,-43,-82,-80,-75,-75,-70,-69,-75,-85,-87,-90,4
-68,-58,-47,-60,-73,-40,-61,-69,-43,-82,-80,-75,-74,-69,-66,-73,-85,-87,-90,4
-68,-57,-46,-61,-73,-41,-63,-70,-44,-82,-76,-75,-74,-69,-67,-76,NaN,-87,NaN,4
-68,-59,-46,-60,-72,-41,-63,-69,-45,-82,-75,-76,-71,-68,-64,-75,NaN,-86,NaN,4
-68,-58,-46,-59,-73,-40,-65,-72,-46,-80,-75,-76,-74,-67,-65,-75,NaN,-86,NaN,4
-68,-59,-46,-60,-73,-42,-62,-72,-45,-82,NaN,-77,-74,-70,-67,-76,NaN,-87,NaN,4
-67,-59,-46,-59,-74,-41,-62,-71,-44,-82,-76,-78,-74,-70,-69,-76,-85,-86,NaN,4
-68,-59,-47,-61,-73,-38,-63,-70,-40,-81,-76,-74,-73,-70,-67,-76,-85,-86,NaN,4
-70,-58,-46,-60,-74,-37,-66,-70,-38,-82,-77,-78,-73,-70,-65,-72,NaN,-86,NaN,4
-69,-59,-46,-61,-73,-38,-65,-71,-42,-81,-78,-76,-73,-69,-67,-76,NaN,-87,NaN,4
-70,-58,-46,-61,-70,-36,-61,-73,-41,-80,-82,-76,-73,-69,-65,-75,-85,-86,NaN,4
-69,-58,-47,-62,-70,-37,-64,-73,-41,-79,-78,-71,-73,-71,-65,-76,-85,-86,NaN,4
-68,-61,-47,-60,-72,-38,-65,-71,-42,-81,-78,-72,-74,-71,-64,-75,NaN,-87,NaN,4
-66,-59,-48,-61,-72,-38,-63,-73,-42,-79,-77,-71,-74,-70,-65,-75,-83,-84,NaN,4
-67,-56,-47,-62,-71,-38,-64,-65,-41,-79,-76,-72,-73,-70,-65,-76,-88,-86,NaN,4
-67,-61,-46,-62,-71,-38,-65,-72,-42,-81,-75,-73,-75,-69,-66,-75,-88,-82,NaN,4
-68,-58,-48,-59,-69,-37,-65,-70,-42,-82,-74,-73,-74,-70,-66,-74,NaN,-86,NaN,4
-67,-56,-48,-59,-69,-37,-61,-71,-41,-82,-75,NaN,-74,-71,-65,-76,NaN,-84,NaN,4
-64,-59,-49,-72,-73,-39,-64,-72,-41,-82,-74,-70,-70,-67,-65,-75,-86,-85,NaN,4
-67,-57,-48,-59,-73,-39,-60,-72,-41,-79,-74,-70,-70,-70,-65,-73,-86,-87,NaN,4
-67,-58,-48,-61,-77,-37,-60,NaN,-41,-82,-77,-70,-74,-68,-63,-73,NaN,-87,NaN,4
-68,-58,-46,-66,-76,-37,-60,-69,-41,-81,-76,-71,-69,-69,-64,-78,-87,-87,NaN,4
-68,-58,-47,-64,-76,-36,-58,-70,-40,-81,-80,-70,-74,-71,-64,-76,-84,-85,NaN,4
-68,-55,-46,-62,-76,-37,-60,-70,-39,-81,-76,-71,-74,-71,-65,-75,-86,-85,NaN,4
-67,-57,-46,-63,-73,-37,-60,NaN,-42,-78,-74,-71,-74,-71,-65,-75,-86,NaN,NaN,4
-69,-58,-48,-60,-75,-39,-59,-72,-40,-79,-74,NaN,-75,-71,-65,-76,-87,-86,NaN,4
-69,-59,-48,-64,-75,-34,-62,-70,-41,-81,-80,-75,-76,-69,-65,-76,-85,-86,NaN,4
-68,-60,-48,-63,-75,-37,-63,-72,-40,-81,-73,-76,-74,-70,-65,-75,-86,-86,NaN,4
-69,-58,-47,-60,-74,-37,-63,-72,-41,-80,-76,-77,-76,-69,-65,-74,-87,NaN,NaN,4
-68,-57,-45,-61,-74,-38,-65,NaN,-40,-81,-76,-77,-74,-69,-65,-76,-87,NaN,NaN,4
-70,-57,-45,-63,-74,-38,-64,-69,-40,-80,-75,-77,-74,-70,-64,-78,NaN,NaN,NaN,4
-68,-61,-45,-63,-74,-38,-60,-70,-41,-80,-81,-77,-74,-70,-65,-78,NaN,-84,NaN,4
-68,-60,-45,-61,-74,-35,-61,-69,-40,-80,-77,NaN,-75,-70,-64,NaN,-86,-81,NaN,4
-68,-57,-45,-61,-74,-40,-63,-69,-41,-81,-73,-77,-73,-71,-64,-75,-86,-85,NaN,4
-68,-60,-46,-57,-73,-39,-61,-71,-40,-81,-76,-76,-70,-70,-66,-75,NaN,-85,NaN,4
-69,-58,-46,-61,-74,-39,-65,-71,-41,-78,-76,-76,-74,-70,-65,-76,NaN,-85,NaN,4
-68,-59,-46,-63,-74,-40,-60,-72,-41,-81,-75,NaN,-84,-70,-65,-77,NaN,-85,NaN,4
-69,-58,-45,-61,NaN,-39,-63,-70,-42,-80,-76,-76,-74,-70,-65,-76,NaN,NaN,NaN,4
-69,-59,-47,-61,-73,-40,-64,-71,-41,-81,-77,-72,-73,-70,-65,-77,NaN,-87,NaN,4
-68,-61,-47,-61,-73,-40,-61,-71,-40,-80,-76,-72,-74,-65,-65,-90,-87,-87,NaN,4
-69,-59,-47,-60,-73,-39,-66,-63,-42,-82,-78,-72,-74,-69,-64,-76,-87,NaN,NaN,4
-68,-59,-47,-60,-73,-40,-66,-72,-42,-80,-77,-72,-74,-69,-64,-76,NaN,-85,NaN,4
-68,-59,-47,-61,-73,-40,-61,-70,-41,-80,-79,-73,-83,-69,-65,-76,NaN,-85,NaN,4
-68,-59,-48,-63,-73,-39,-61,-71,-42,-80,-79,-73,-73,-70,-65,NaN,NaN,NaN,NaN,4
-69,-63,-47,-60,NaN,-40,-65,-72,-41,NaN,-80,-76,-74,-66,-64,NaN,NaN,-88,NaN,4
-68,-58,-47,-61,-73,-38,-64,-70,-42,-81,-77,-75,-74,-69,-65,-76,NaN,-88,NaN,4
-63,-57,-47,-60,-73,-39,-60,-72,-41,-83,-79,-73,-76,-72,-62,-76,-88,-88,NaN,4
-69,-59,-47,-61,-73,-39,-66,-72,-42,-81,-78,-75,-73,-71,-65,-76,-88,-89,NaN,4
-68,-57,-47,-61,-73,-39,-66,-72,-41,-81,-76,-77,-70,-70,-65,-76,-87,-88,NaN,4
-68,-58,-47,-59,-72,-37,-65,-72,-42,-82,-76,-74,-75,-70,-64,-75,-87,-84,NaN,4
-64,-57,-47,-60,-71,-39,-63,-72,-42,-81,-78,-75,-72,-70,-64,-75,-85,-84,NaN,4
-68,-58,-47,-59,-73,-74,-59,-71,-42,-82,-78,-73,-72,-70,-65,-76,-83,-86,NaN,4
-68,-57,-46,-60,-73,-39,-63,-71,-41,-83,-77,-72,-73,-71,-64,-75,-83,-87,NaN,4
-68,-56,-46,-61,NaN,-39,-62,NaN,-81,-82,-74,-72,-73,-71,-65,-76,NaN,-86,NaN,4
-68,-57,-46,-60,-72,-39,-64,-72,-42,-81,-77,-72,-74,-71,-65,-76,NaN,-88,NaN,4
-68,-58,-47,-61,-72,-39,-60,-70,-41,-82,-76,-72,-75,-70,-64,-75,-85,-85,NaN,4
-67,-57,-47,-60,-73,-38,-65,-66,-42,-81,-73,NaN,-75,-70,-65,-74,-85,-85,NaN,4
-68,-59,-46,-60,-72,-40,-60,-73,-41,-82,-79,-71,-75,-74,-65,-75,NaN,-85,NaN,4
-68,-57,-46,-62,-72,-41,-65,-71,-41,-82,-79,-77,-75,-71,-65,-71,-85,-86,NaN,4
-69,-59,-46,-61,-72,-37,-64,-72,-40,-82,-75,-77,-73,-70,-65,-71,-85,-87,NaN,4
-68,-60,-46,-61,-72,-40,-65,-71,-41,-82,-74,-77,-73,-70,-65,NaN,NaN,-86,NaN,4
-68,-60,-46,-61,-72,-39,-60,-79,-41,-82,-77,-77,-72,-69,-63,NaN,NaN,-86,NaN,4
-69,-58,-46,-61,-72,-39,-65,-71,-41,-80,-77,-76,-74,-70,-64,NaN,-86,-86,NaN,4
-69,-59,-46,NaN,-73,-41,-64,-71,-40,-83,-78,-76,-75,-69,-64,NaN,-86,-86,NaN,4
-69,-59,-47,NaN,-72,-39,-61,-71,-42,-82,-73,-75,-75,-69,-64,NaN,NaN,-87,NaN,4
-69,-58,-47,NaN,-72,-38,-64,-71,-42,-82,-73,-72,-73,-70,-64,-77,NaN,-89,NaN,4
-69,-58,-47,-63,NaN,-39,-64,-72,-40,-82,-75,-72,-74,-70,-65,-70,-86,-88,NaN,4
-69,-59,-46,-61,-72,-39,-63,-74,-42,-80,-76,-72,-74,-70,-64,-76,-86,-86,-90,4
-69,-60,-51,-61,-71,-39,-59,-73,-41,-81,-79,-72,-73,-71,-64,-76,NaN,-86,-90,4
-69,-59,-48,-62,-71,-39,-68,-73,-41,-78,-74,-71,-74,-70,-61,-76,-86,NaN,NaN,4
-69,-58,-48,-61,-71,-36,-68,-70,-42,-80,-77,-72,-74,-70,-62,NaN,-81,-86,NaN,4
-68,-58,-48,-61,-72,-37,-67,-71,-42,-81,-78,-74,-74,-70,-63,-85,-86,-87,NaN,4
-69,-59,-47,-60,-72,-40,-67,-71,-40,-79,-78,-75,-75,-70,-64,-76,-87,-87,NaN,4
-69,-58,-48,-61,-72,-39,-66,-71,-42,-80,-78,-77,-74,-71,-65,-76,-87,-87,NaN,4
-68,-57,-48,-61,-71,-39,-67,-70,-41,-81,-77,-77,-74,-70,-65,-78,NaN,NaN,NaN,4
-69,-58,-48,-60,-71,-38,-66,-72,-41,-81,-77,-77,-75,-70,-65,-75,NaN,-86,NaN,4
-69,-57,-48,-61,-72,-39,-66,-72,-41,-82,-76,-75,-74,-69,-65,-72,NaN,-85,NaN,4
-68,-57,-49,-61,-72,-39,-66,NaN,-42,-80,-79,-73,-72,-70,-64,-76,NaN,-87,NaN,4
-67,-51,-51,-67,-75,-37,-63,-71,-32,-74,-64,-69,-72,-66,-50,-73,-85,-84,NaN,5
-70,-53,-54,-61,-70,-37,-58,-71,-32,-73,-63,-69,-77,-66,-51,-73,-83,-84,NaN,5
-70,-52,-54,-60,-71,-37,-56,-71,-32,-74,-63,-70,-69,-66,-49,NaN,-83,-81,NaN,5
-71,-53,-53,-61,-70,-36,-56,-70,-32,-66,-64,-70,-76,-65,-51,-72,NaN,-81,-81,5
-71,-53,-54,-60,-70,-37,-56,-70,-32,-72,-64,-70,-76,-66,-51,-71,-83,-80,-81,5
-71,-53,-54,-59,-69,-37,-55,-74,-32,-73,-63,-70,-75,-67,-51,-71,-83,-79,-81,5
-71,-52,-53,-61,-69,-37,-55,-71,-32,-74,-63,NaN,-77,-67,-51,-72,NaN,-81,NaN,5
-71,-52,-53,-60,-68,-36,-55,-72,-81,-66,-62,-71,-76,-66,-51,-72,-82,-81,NaN,5
-71,-53,-54,-60,-68,-36,-56,-72,-70,-74,-64,-71,-76,-66,-51,-72,-82,-80,NaN,5
-71,-53,-54,-61,NaN,-37,-56,NaN,-32,-74,-64,NaN,NaN,-67,-52,NaN,NaN,-81,NaN,5
-71,-53,-53,-62,NaN,-35,-56,NaN,-32,-73,-63,-71,-74,-66,-51,-72,NaN,-81,NaN,5
-61,-53,-54,-64,NaN,-37,-56,NaN,-32,-73,-63,-70,-75,-66,-51,-72,-83,-82,-81,5
-70,-54,-54,-61,NaN,-37,-56,NaN,-32,-69,-64,-68,-75,-67,-51,-72,-85,-81,-82,5
-70,-54,-54,-63,NaN,-36,-56,-71,-31,-71,-63,-71,-75,-67,-51,-72,-81,-72,-82,5
-71,-53,-54,-64,-69,-37,-56,-72,-31,-70,-63,-70,-76,-67,-51,-72,-81,-81,NaN,5
-71,-53,-54,-63,-69,-37,-55,-72,-32,-70,-64,-69,-76,-66,-51,-73,NaN,-81,NaN,5
-70,-53,-54,-61,-69,-37,-56,-70,-70,-73,-61,-70,-75,-68,-51,-72,NaN,-80,NaN,5
-70,-52,-55,-61,-68,-37,-55,-71,-32,-72,-60,-70,-76,-67,-51,-72,NaN,-80,NaN,5
-71,-52,-54,-62,-69,-36,-56,-70,-32,-73,-67,-70,-76,-65,-52,-72,NaN,-81,-80,5
-70,-52,-54,-64,-68,-36,-56,-71,-32,-73,-64,-70,NaN,-65,-49,-73,-83,-70,-80,5
-70,-52,-54,-61,-68,-37,-56,-70,-32,-73,-64,-71,-76,-65,-51,-73,-83,-70,NaN,5
-70,-52,-54,-61,-68,-57,-56,-71,-32,-73,-62,-70,-76,-67,-51,-72,NaN,-81,-80,5
-70,-53,-54,-61,-68,-38,-55,-72,-32,-73,-63,-76,-77,-67,-51,-72,NaN,-81,-80,5
-70,-53,-53,-62,-69,-37,-56,-70,-32,-73,-63,-69,-70,-65,-51,-71,NaN,-81,-80,5
-71,-52,-53,-63,-69,-37,-55,-72,-31,-69,-63,-69,-76,-67,-49,-72,-84,-81,-80,5
-71,-52,-54,-61,-69,-37,-55,-71,-32,-72,-62,-76,-77,-67,-51,-73,-83,-79,NaN,5
-72,-52,-54,-62,-67,-37,-55,-70,-32,-73,-64,-76,-77,-67,-51,-69,-83,-83,NaN,5
-71,-51,-54,-63,-69,-37,-56,-70,-30,-69,-64,-73,NaN,NaN,-51,-72,NaN,-83,NaN,5
-70,-52,-53,-64,-69,-37,-56,-71,-32,-74,-63,-76,-78,-65,-50,-73,NaN,-71,NaN,5
-71,-52,-54,-64,-69,-37,-56,-71,-32,-72,-63,-68,-77,-66,-51,-72,NaN,-71,NaN,5
-71,-52,-54,NaN,NaN,-37,-56,-71,-32,-72,-63,-71,-77,-66,-51,-72,NaN,NaN,NaN,5
-71,-53,-53,-64,-69,-37,-56,-75,-32,-70,-63,-71,-68,NaN,-51,-72,-81,-79,-82,5
-71,-52,-53,-64,-70,-63,-56,-75,-31,-73,-63,-71,-68,-66,-51,-72,-81,-79,-81,5
-71,-53,-53,-64,-69,-36,-56,-71,-31,-72,-61,-68,-69,-65,-51,-73,NaN,NaN,-80,5
-71,-54,-53,-63,-70,-36,-57,-71,-32,-69,-63,-69,-81,-67,-51,-72,NaN,-81,-80,5
-71,-54,-53,-62,-70,-36,-56,-71,-31,-73,-63,-70,-81,-67,-51,-72,NaN,-75,NaN,5
-71,-53,-53,-62,-70,-37,-55,NaN,-32,-70,-63,-71,NaN,-67,-51,-72,NaN,-78,-81,5
-71,-54,-53,-62,-70,-37,-56,-72,-81,-73,-63,-68,NaN,-65,-52,-72,NaN,-81,-68,5
-71,-54,-54,-63,-70,-37,-55,-70,-32,-73,-63,-68,-76,-65,-51,-72,NaN,-80,-68,5
-71,-52,-53,-63,-70,-36,-56,-71,-32,-74,-63,-72,-74,-66,-51,-72,-82,-80,-82,5
-71,-54,-53,-63,-70,-36,-56,-71,-31,-73,-64,-72,-70,-66,-51,-72,-82,-72,-82,5
-71,-54,-52,-63,-70,-37,-56,-72,-32,-74,-63,NaN,-70,-66,-51,-72,NaN,-81,NaN,5
-71,-54,-53,-63,-70,-37,-56,-72,-32,-73,-64,NaN,-70,-70,-51,-69,-83,-81,NaN,5
-71,-54,-53,-64,NaN,-36,-55,-72,-31,-71,-63,-70,-70,-70,-49,-69,-83,-81,NaN,5
-71,-52,-53,-64,-76,-36,-56,-71,-32,-73,-63,-70,-76,-66,-51,-73,NaN,-81,NaN,5
-71,-53,-54,-63,-76,-39,-54,-70,-31,-73,-62,-69,-76,-64,-51,-72,NaN,-80,NaN,5
-60,-51,-53,-63,-70,-36,-53,-70,-32,-73,-63,-67,NaN,-67,-51,-72,-82,-80,NaN,5
-71,-53,-54,-63,-70,-36,-54,-70,-32,-72,-63,-67,NaN,-66,-49,-72,-82,-80,NaN,5
-71,-52,-53,-62,-69,-37,-56,-71,-31,-73,-63,-70,NaN,-65,-49,-71,NaN,-80,NaN,5
-59,-53,-53,-63,-70,-70,-56,-70,-31,-73,-63,-70,NaN,-71,-49,-72,NaN,-80,NaN,5
-71,-52,-52,-62,-86,-37,-54,-72,-32,-73,-63,-70,-75,-71,-50,-72,-83,-81,-80,5
-71,-51,-53,-62,-70,-36,-55,-70,-30,-69,-63,-70,-75,NaN,-51,-72,-83,-81,-80,5
-57,-51,-82,-64,-69,-36,-55,-70,-32,-73,-63,-70,-75,NaN,-51,-72,NaN,-80,NaN,5
-71,-53,-53,-63,-70,-36,-54,-71,-32,-73,-63,-70,-76,-67,-49,-73,NaN,-81,NaN,5
-71,-53,-54,-60,-69,-36,-55,-71,-32,-73,-64,-70,-76,-67,-49,-73,NaN,-81,NaN,5
-62,-53,-53,-60,-69,-67,-56,NaN,-80,-73,-65,-69,NaN,-67,-51,-72,NaN,-81,NaN,5
-71,-52,-54,-62,-69,-35,-56,-71,-32,-73,-63,-69,NaN,-67,-51,-72,NaN,-82,NaN,5
-71,-53,-53,-62,NaN,-36,-55,-72,-32,-74,-63,-69,-78,-67,-51,-72,NaN,-81,NaN,5
-70,-53,-53,-62,-69,-67,-56,-70,-31,-73,-64,-69,-78,-67,-51,-72,NaN,-80,NaN,5
-71,-52,-53,-59,-68,-36,-54,-90,-31,-74,-63,-69,NaN,-67,-51,-70,NaN,-83,-85,5
-70,-54,-54,-62,-69,-37,-56,-72,-32,-73,-63,-69,NaN,-57,-51,-70,NaN,-81,-85,5
-58,-52,-54,-61,-70,-36,-54,-72,-32,-71,-63,-70,NaN,-72,-51,-72,NaN,-81,NaN,5
-61,-51,-54,-63,-69,-36,-56,-71,-31,-67,-63,-69,NaN,-72,-49,-72,NaN,NaN,-80,5
-71,-52,-53,-62,-69,-36,-56,-71,-32,-73,-62,-66,-68,NaN,-49,-73,NaN,-82,-80,5
-71,-53,-53,-63,-70,-37,-54,-70,-31,-74,-64,-66,-68,NaN,-49,-73,NaN,-81,NaN,5
-70,-54,-53,-63,-70,-39,-56,-71,-30,-72,-63,NaN,-76,-71,-51,-72,NaN,-81,NaN,5
-71,-53,-51,-64,NaN,-37,-56,-71,-32,-73,-64,-67,-76,-65,-51,-72,NaN,-81,NaN,5
-60,-53,-53,-63,-69,-36,-56,-71,-30,-69,-64,-67,-75,-68,-51,-74,NaN,-81,NaN,5
-72,-53,-53,-65,-70,-37,-56,-72,-29,-69,-64,-71,-75,-68,-51,-72,NaN,-81,NaN,5
-71,-53,-54,-63,-70,-37,-56,-72,-32,-72,-64,-71,-76,NaN,-49,-72,NaN,NaN,NaN,5
-71,-53,-54,-63,-70,-37,-56,-66,-32,-73,-64,NaN,-76,NaN,-51,-70,NaN,-79,NaN,5
-72,-53,-54,-62,-70,-37,-56,-71,-32,-69,-63,-70,-76,-67,-49,-72,NaN,-71,NaN,5
-72,-52,-54,-62,-70,-37,-56,-71,-32,-71,-64,-70,-76,-67,-51,-72,NaN,-81,NaN,5
-72,-52,-53,-61,-68,-39,-56,-70,-31,-71,-64,NaN,-76,-67,-51,-73,NaN,-81,NaN,5
-71,-54,-60,-62,-69,-36,-56,-71,-31,-72,-64,-71,-72,-67,-51,-72,NaN,-82,-78,5
-71,-56,-54,-62,-68,-36,-56,-70,-31,-73,-64,-71,-80,NaN,-51,-73,NaN,-81,-78,5
-61,-53,-55,-61,-69,-37,-56,-70,-32,-73,-64,-71,-76,-67,-50,-72,NaN,-81,NaN,5
-71,-53,-54,-61,-69,-36,-56,-70,-32,-73,-68,-70,-76,-67,-51,-73,NaN,NaN,NaN,5
-72,-53,-55,-62,-69,-37,-56,-70,-31,-68,-64,-70,NaN,-68,-51,-73,NaN,NaN,NaN,5
-71,-52,-53,-63,NaN,-37,-56,NaN,-34,-68,-63,-71,NaN,-67,-51,NaN,NaN,NaN,NaN,5
-67,-51,-46,-60,-59,-37,-56,-67,-41,-74,-74,-71,-75,-67,-51,NaN,NaN,-81,NaN,6
-68,-50,-49,-60,-63,-34,-57,-60,-32,-76,-70,-73,-74,-68,-48,-75,NaN,NaN,NaN,6
-68,-51,-46,-59,-63,-34,-59,-60,-31,-74,-70,-78,-77,-70,-53,-75,NaN,NaN,NaN,6
-66,-55,-48,-63,-62,-35,-59,-60,-32,-74,NaN,-78,-77,-68,-54,-77,NaN,NaN,NaN,6
-61,-51,-47,-61,-64,-35,-56,-59,-32,-74,-70,-78,NaN,-68,-51,-78,NaN,-85,NaN,6
-67,-52,-47,-61,-63,-34,-60,-63,-30,-72,-70,NaN,NaN,-70,-54,-76,NaN,-85,NaN,6
