@relation 'LogDosyasi_Samsung_Tablet_Train_WiFi-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-47,-44,-50,-33,-60,-50,-41,-49,-62,-51,-44,-38,-53,?,-61,?,?,-57,?,-61,?,-77,-77,13
-47,-43,-50,-32,-58,-44,-45,-57,-64,-50,-44,-39,-64,?,?,?,?,-67,?,?,?,?,-77,13
-47,-44,-52,-32,?,-50,-42,-51,-64,-50,-44,-38,-53,?,?,?,?,-57,?,?,?,?,?,13
-47,-44,-53,-32,-59,-51,-41,-53,-62,-50,-45,-37,-54,?,-61,?,?,-57,?,?,?,?,?,13
-46,-43,-50,-32,?,-50,-43,-50,-60,-50,-46,-37,?,-68,?,?,?,?,?,?,?,?,?,13
-46,-45,-52,-33,-61,-52,-42,-49,-55,-50,-44,-38,-56,?,-57,?,?,-67,?,-72,?,?,?,13
-47,-44,-50,-32,-61,-51,-42,-52,-64,-50,-44,-42,-53,-68,?,?,?,-57,?,-64,?,?,-74,13
-47,-44,-52,-32,-61,-50,-40,-51,-64,-50,-47,-38,-54,-67,-68,?,?,-50,?,?,?,?,?,13
-47,-44,-52,-32,-61,-50,-41,-51,-61,-50,-47,-39,-53,?,?,?,?,?,?,?,?,?,?,13
-45,-44,-67,-32,-60,-50,-42,-51,-60,-50,-46,-38,?,-67,?,?,?,-64,-66,-68,?,-77,?,13
-47,-44,-53,-32,-60,-45,-42,-51,-63,-50,-44,-38,-53,?,-60,?,?,-64,?,-68,?,?,?,13
-47,-44,-53,-32,-61,-50,-41,-52,-65,-50,-44,-39,-55,?,-60,?,-77,-66,-67,?,?,-79,?,13
-45,-48,-48,-32,-69,-49,-42,-55,-59,-50,-44,-38,-66,-68,-61,?,?,-59,-67,-63,?,?,?,13
-47,-46,-52,-32,-59,-44,-42,-52,-64,-50,-45,-38,-54,?,-60,?,?,?,-66,?,?,?,?,13
-47,-45,-52,-32,-60,-50,-42,-52,-64,-50,-45,-38,-53,-68,-59,?,?,-64,?,-64,?,?,?,13
-47,-42,-54,-32,-63,-50,-41,-52,-64,-50,-44,-38,-67,?,?,?,?,-60,?,?,?,?,?,13
-46,-45,-52,-32,-59,-51,-42,-56,-65,-50,-45,-38,-55,?,-59,?,?,-57,?,-60,?,?,?,13
-48,-44,-55,-32,-61,-53,-44,-51,-65,-49,-46,-38,-56,-70,-71,?,?,-61,?,-60,?,?,?,13
-47,-42,-55,-33,-61,-49,-49,-50,-64,-48,-44,-39,?,?,?,?,?,-60,?,-57,?,?,?,13
-45,-44,-56,-33,?,-51,-50,-52,-66,-47,-44,-38,?,?,-60,?,?,-57,?,?,?,?,?,13
-40,-42,-54,-34,-92,-45,-43,-52,-66,-47,-44,-37,-63,?,?,?,?,-58,?,?,?,?,?,13
-48,-46,-55,-33,-62,-51,-43,-51,-68,-48,-44,-39,-59,?,-60,?,?,-58,?,?,?,?,-77,13
-48,-44,-56,-33,-60,-52,-43,-53,-63,-47,-43,?,?,?,?,?,?,-66,?,?,?,?,?,13
-46,-44,-55,-33,-63,-51,-43,?,-64,-47,-45,-38,?,?,-60,?,?,-65,?,?,?,-77,?,13
-47,-44,-56,-72,?,-43,-43,?,-65,-48,-44,-37,-60,?,-59,?,?,-65,?,?,?,?,?,13
-48,-43,-54,-35,?,-51,-43,-53,-65,-48,-44,-37,-55,?,-69,?,?,?,?,?,?,?,?,13
-47,-43,-53,-33,-65,-45,-43,-67,-63,-47,-44,-37,-68,-69,-70,?,-70,?,?,?,-87,?,?,13
-46,-44,-55,-33,-64,-51,-43,-54,-66,-47,-44,-38,-55,-69,-57,-73,?,?,?,-61,?,?,?,13
-47,-43,-54,-32,-66,-50,-43,-52,-65,-47,-43,-38,-68,?,-60,-81,?,-70,-67,-62,?,?,?,13
-45,-46,-47,-32,-56,-49,-41,-48,-62,-50,-45,-43,-66,-68,-59,-76,?,-63,?,-61,?,?,?,13
-44,-48,-53,-32,-61,-50,-43,-47,-64,-48,-40,-46,-71,-69,?,?,?,-61,-67,-65,?,-77,-76,13
-44,-48,-51,-32,-59,-52,-43,-47,-61,-49,-44,-45,-56,?,?,-73,?,-63,?,-65,?,?,?,13
-44,-48,?,-33,?,-45,-50,-53,-62,-48,-43,-45,-57,-67,-59,-79,?,-62,-65,-65,?,-77,-77,13
-44,-49,-54,-32,-58,-51,-45,-51,-59,-49,-43,-45,-57,-65,?,?,?,-57,?,-66,?,?,?,13
-44,-47,?,-32,-61,-50,-45,-48,-63,-49,-44,-45,?,?,?,?,?,-65,?,-65,?,-73,?,13
-44,-47,-49,-33,-58,-52,-44,-48,-61,-49,-46,-42,?,?,?,?,?,-61,?,-60,?,?,?,13
-48,-51,-49,-33,-61,-54,-44,-58,-43,-61,-39,-42,-49,-66,-50,?,?,-57,?,-58,-88,-77,-74,14
-49,-49,-50,-33,-59,-57,-49,-48,-46,-53,-39,-40,-56,-68,-54,-62,?,-53,?,-48,?,-72,-72,14
-49,-47,-51,-32,-65,-55,-54,-58,-44,-62,-39,-41,-56,-68,-54,-68,?,-57,?,-50,?,?,-71,14
-46,-45,-48,?,-64,-54,-54,-50,-46,-64,-38,?,?,-70,-52,?,?,-58,?,-50,?,?,?,14
-48,-44,-49,-33,-63,-49,?,-49,-46,-62,-39,-42,-56,-68,-51,?,?,-57,-68,-50,?,-71,-71,14
-47,-44,-49,-33,-63,-51,-49,-49,-44,-62,-38,-40,-55,-66,?,?,?,-58,?,-49,?,-73,-73,14
-48,-45,-45,-33,-62,-48,-53,-50,-44,-62,-74,-41,?,-47,-55,?,?,-57,-66,-49,?,-72,-71,14
-48,-44,-50,?,-63,-54,-51,-87,-45,-52,-75,-42,-57,?,?,?,?,-58,?,-49,?,-71,?,14
-47,-45,-50,-33,-64,-53,?,-50,-44,-62,-38,-41,-58,?,?,?,?,-59,?,-49,?,-72,-72,14
-47,-46,?,-37,?,-54,-48,?,-45,-62,-39,-42,-58,?,-48,?,?,-59,?,?,?,-72,?,14
-47,-44,-48,-33,?,-55,-50,?,-44,-62,-38,-41,-57,-74,-52,?,?,-58,-67,?,?,-71,-71,14
-45,-43,-47,-34,-64,-55,-51,-58,-44,-63,-39,-41,-58,-68,-54,-69,?,-59,-66,-50,?,?,-71,14
-49,-52,-67,-33,-65,-55,-59,-48,-45,-62,-39,-40,-58,-69,-51,?,?,-56,?,-50,?,-73,-73,14
-51,-44,-48,-32,-64,-54,-50,-49,-45,-61,-39,-41,-56,-71,-50,?,?,-58,?,-50,?,?,?,14
-47,-44,?,?,-64,-53,-51,-49,-46,-61,-38,-42,-54,-69,-50,-68,?,-58,?,-49,?,?,-81,14
-49,-43,-46,-33,-61,-53,-50,-51,-46,-61,-39,-40,-56,-69,-51,-69,?,-58,?,-50,?,-71,-71,14
-48,-45,?,-34,-65,-55,?,-58,-46,-61,-38,-40,-58,-70,?,-64,?,-59,-66,-51,?,-72,-71,14
-47,-44,-47,-33,-63,-49,-49,-50,-46,-62,-37,-41,-56,-69,-54,-67,-77,-57,?,-49,?,-70,-71,14
-46,-43,-49,-34,-73,-54,-51,-49,-46,-61,-38,-41,-52,-67,-52,?,?,-58,-67,-51,?,?,-75,14
-46,-44,-48,-33,-64,-54,-52,-49,-46,-61,-39,-45,-53,-68,-52,?,-80,-56,-73,-49,?,-69,-70,14
-46,-44,-47,-33,-64,-55,-50,-49,-45,-61,-39,-42,-55,-68,-52,-69,?,?,-68,-49,?,-73,-71,14
-46,-44,-51,-33,-64,-54,-50,-50,-45,-62,-36,-41,-58,-69,-55,?,-81,-59,-68,-50,?,-72,-82,14
-46,-41,-49,-33,-61,-49,-52,-49,-44,-62,-39,-41,-58,-68,-53,-63,?,-62,?,-49,?,-71,-82,14
-48,-43,-47,-33,-64,-54,-50,-57,-45,-62,-38,-42,-58,-68,?,-66,?,-58,?,-53,?,-71,-71,14
-46,-41,-47,-33,-64,-53,-51,-49,-45,-62,-38,?,-57,-67,-55,-59,?,-58,?,-56,?,-70,-72,14
-48,-43,-49,-33,?,?,-50,-57,-45,-63,-39,-41,-60,?,-51,?,-77,-58,-70,-55,?,-69,-69,14
-48,-43,-48,?,-63,-55,-51,?,-45,-61,-38,-41,-59,?,-52,?,?,-57,?,-52,?,-72,?,14
-48,-44,-47,-33,?,-50,-51,-49,-45,-61,-39,-41,-51,-67,-52,?,?,-54,-68,-50,?,-72,?,14
-49,-43,-47,-33,-64,-49,-51,-49,-45,-62,-38,-41,?,-68,-52,?,?,-58,-68,-52,?,?,?,14
-46,-44,-48,-34,-63,?,-51,-57,-44,-62,-38,-41,-58,?,?,-70,?,-60,?,-52,?,?,?,14
-49,-43,-50,-34,?,?,-51,?,-44,-62,-38,-41,-58,-72,-52,?,?,-55,?,-47,?,-71,?,14
-47,-44,-47,-33,-63,-55,-50,?,-46,-62,-37,?,-58,-69,-53,?,?,-59,-69,-49,?,?,?,14
-47,-43,-48,-34,-64,-53,-51,-57,-45,-62,-38,-41,?,-69,?,-54,-80,-58,?,-49,?,-72,-73,14
-54,-43,-48,-33,-63,-54,-49,-50,-45,-62,-38,-41,-65,-68,-52,-67,-76,-52,?,-51,?,-73,-71,14
-49,-43,-48,-33,-61,-53,-53,-49,-44,-62,-39,-41,-58,-65,?,-71,?,-59,-67,-52,?,-68,-72,14
-47,-42,?,-33,-64,-53,-49,-49,-46,-61,-39,-42,-57,-65,-53,?,?,-59,-67,-51,?,?,-71,14
-45,-44,-49,-33,-65,-54,-51,-49,-45,-61,-39,-41,?,-70,-52,-68,?,-58,-68,-52,?,?,?,14
-48,-44,-48,-34,-64,-52,-50,-49,-44,-61,-39,-40,?,-68,-53,?,?,-62,?,-51,?,?,?,14
-47,-44,-48,-33,?,-54,-50,-49,-45,-62,-38,-41,-58,?,-52,-63,?,-51,?,-51,?,-72,?,14
-47,?,-48,-33,-64,-50,-50,-49,-46,-62,?,-41,?,?,-52,?,?,-50,?,-50,?,-66,-72,14
-48,-43,-49,-33,-63,-51,-51,-50,-44,-62,-39,-41,-59,-69,-51,?,?,-51,?,-50,?,-71,-71,14
-48,-45,-50,-33,-61,-52,-50,-50,-44,-62,-39,-40,-59,-71,-52,?,?,-59,-69,-50,?,?,?,14
-47,-51,-53,-33,-67,-54,-50,-52,-45,-59,-39,-41,?,-68,-53,-67,?,-60,-67,-51,?,-73,-72,14
-47,-40,?,-36,?,-57,-49,-55,-45,-62,-34,-40,-57,-66,-52,?,?,-57,?,?,?,?,?,14
-48,-44,-49,-33,-64,-54,?,-49,-44,-62,-39,-40,?,?,-52,?,?,-53,-67,?,?,?,?,14
-47,-43,-47,?,-65,-48,-51,-49,-45,-62,-38,-40,-56,-68,-53,-69,-75,-58,?,-53,?,-72,-70,14
-48,-44,-48,-33,-64,-54,-51,-49,-44,-58,-39,-41,-57,-67,-52,-62,-76,-54,?,-53,?,?,?,14
-47,-44,-48,-33,?,-47,-51,?,-46,-62,-38,-41,-56,-68,-53,?,?,-60,-67,?,?,?,?,14
-46,-44,-48,-33,?,-54,-51,?,-46,-62,-39,-40,-58,-66,-53,?,?,-57,-68,-52,?,?,?,14
-49,-43,-50,-34,-62,-54,-50,-58,-46,-62,-39,-40,-56,?,-52,-69,?,-52,?,?,?,?,?,14
-47,-43,-47,-33,-64,-54,-51,-49,-47,-62,-38,?,-58,-68,-53,-69,?,-50,-66,-52,?,-71,-69,14
-47,-43,-48,-33,-64,-54,-51,-49,-44,-62,-39,-40,-56,-69,-56,?,-76,-54,?,-50,-88,?,-77,14
-47,-43,?,?,-63,-54,-51,-49,-49,-62,-38,-41,-60,?,-53,-71,?,-59,-66,-50,?,?,?,14
-45,-44,-48,-34,-61,-48,-49,-50,-47,-62,-75,-41,-56,-69,?,-69,?,-59,-68,-50,?,-81,?,14
-48,-44,-48,-34,-65,-54,-51,-49,-44,-62,-38,-41,-56,-68,-52,-68,?,-78,?,-50,?,?,?,14
-49,-45,-48,-34,-65,-53,-50,-50,-44,-62,-38,-41,-56,-67,-53,-68,?,-59,?,-49,?,?,?,14
-44,-43,-49,-33,-63,-51,-51,-48,-44,-51,-39,-40,-59,-68,-53,?,?,-53,?,-51,?,-71,-71,14
-48,-44,-50,-33,-62,-51,-52,-49,-45,-62,-39,-40,-60,-70,?,?,-79,-59,-68,-50,?,-70,-84,14
-50,-43,-50,-33,-64,-54,-50,-49,-44,-63,-39,-40,-57,-69,-53,-70,?,-59,-67,-57,?,-83,-84,14
-49,-44,?,-33,-64,-54,-52,-49,-45,-62,-39,-41,-57,-67,-52,?,?,-58,?,-48,?,-71,-71,14
-43,-44,-49,-37,?,-54,-52,-49,-44,-63,-40,-41,-57,-71,-56,-81,?,-59,?,?,?,?,?,14
-48,-43,-48,-33,-65,-55,-52,-59,-45,-62,-38,-41,-57,-71,-53,?,?,-59,?,?,?,?,?,14
-49,-43,-50,-33,-62,-53,-52,-49,-45,-61,-38,-40,-57,-69,-55,-71,-73,-69,-67,-49,-89,-71,-72,14
-47,-45,-50,-32,?,-48,-49,-49,-44,-61,-39,-40,-57,-67,-53,-61,-78,-60,-64,-51,?,?,?,14
-48,-45,-47,-33,-65,-54,-49,?,-66,-62,-39,-40,-59,-70,-53,?,?,-60,?,?,?,?,?,14
-43,-45,-48,-33,?,-54,-51,?,-44,-62,-39,-41,-59,-70,-53,?,?,-59,-68,?,?,?,?,14
-49,-42,-47,-33,-66,-54,-51,-49,-46,-62,-39,-44,-57,-69,-53,?,?,-60,?,-50,?,-72,-82,14
-43,-42,-47,-32,-65,-53,-50,-49,-45,-61,?,-40,-57,?,-52,-64,?,-57,-66,-50,?,-71,?,14
-48,-43,-46,-32,-63,-53,-46,-48,-48,-50,-38,-40,-57,-73,?,-65,?,-59,?,-50,-88,?,?,14
-44,-44,?,-32,-64,-53,-51,-57,-43,-62,-37,-40,-57,-67,-53,-68,?,-56,-66,-46,?,-69,-70,14
-47,-43,-49,-32,-66,-54,-52,-59,-45,-61,-39,-40,-60,-68,-52,-69,?,-59,-67,-51,?,?,-82,14
-48,-44,-48,-33,-66,-54,-53,-49,-45,-62,-39,-41,-58,-69,-52,-69,?,-60,?,-50,?,?,-70,14
-47,-44,-49,-33,-66,-54,-51,-49,-45,-61,-39,-41,-68,?,?,-68,?,-57,?,-50,?,?,?,14
-47,-44,-47,-33,-66,-48,-53,-49,-46,-62,-39,-41,-57,-71,-53,-71,-77,-60,?,-50,?,-72,-73,14
-48,-44,-48,-33,-65,-54,-52,-49,-44,-62,-38,-41,-58,?,-56,?,?,-58,?,-49,?,?,?,14
-48,-44,-46,-33,-64,-48,-53,-49,-44,-62,-39,-41,-58,-70,-53,?,?,-49,-67,-50,?,-81,-70,14
-48,-46,-50,-37,-64,-54,-51,-49,-45,-51,-38,-41,-57,?,?,?,-75,-59,-68,-51,?,-70,-83,14
-48,-44,-49,-33,?,-54,-51,-49,-45,-61,?,-40,?,-69,-53,?,?,-58,?,-50,?,-82,?,14
-49,-43,-48,-38,-66,-55,-48,-50,-45,-61,-39,-40,-57,-69,-53,-70,?,-61,?,?,?,-71,-86,14
-49,-43,-53,-35,-66,-47,-52,-50,-44,-63,-39,-40,-58,?,-53,-68,?,-70,-67,-50,?,?,?,14
-47,-43,-46,-40,-72,-57,-52,-49,-56,-47,-51,-50,-53,-65,-56,-68,?,-61,?,-51,?,-72,-83,15
-47,-43,-49,-41,-64,-56,-46,-49,-53,-47,?,-48,-49,-59,-49,-69,?,?,?,-47,?,-71,?,15
-48,-42,?,-38,-60,-58,-47,-45,-54,-48,-42,-52,-51,?,?,?,?,-65,?,-46,?,?,?,15
-46,-43,-50,-39,-62,-53,-47,-46,-53,-48,-41,-51,?,?,?,-61,?,?,?,-47,?,?,?,15
-47,-45,-49,-38,-60,-54,-46,-50,-53,-48,-41,-52,-51,?,-51,-66,?,-64,-67,?,?,?,?,15
-47,-43,-46,-36,-64,-58,-50,-45,-53,-48,-42,-52,?,?,-52,?,-68,-69,?,-45,?,?,?,15
-46,?,-46,-39,-61,-60,-50,-47,-52,-48,-41,-52,-48,?,?,?,?,-70,?,-48,?,-72,-72,15
-47,-43,-47,-39,-60,-57,-47,-46,-52,-48,-42,-53,?,?,?,-66,?,-69,?,-47,?,?,-71,15
-46,-47,-46,-39,-64,-61,-48,-46,-53,-48,-41,-53,?,-61,?,?,-66,-65,-65,-49,?,-71,?,15
-49,-43,?,-74,-64,-51,-48,-47,-53,-47,-41,-52,-51,-61,-48,-65,-67,-68,?,-47,?,-71,-71,15
-46,-44,-45,-93,-61,-58,?,-48,?,-48,-40,-47,-49,-63,-54,?,?,-65,?,-49,?,-70,-68,15
-43,-42,-48,-37,-63,-58,-49,-46,-52,-48,-41,-52,-55,-64,-52,-67,?,-65,-71,-46,?,?,?,15
-44,-43,-50,-39,-62,-52,-51,-46,-52,-48,-42,-59,?,-61,-52,?,?,-77,-66,-46,?,?,?,15
-45,-43,-49,-39,-64,-57,-47,-46,-52,-48,-42,-52,-60,?,-51,-65,?,?,-64,-44,?,?,-71,15
-44,-64,-64,-34,-65,?,-54,-56,?,-47,-41,-52,-56,-60,?,?,?,-68,?,-47,?,?,?,15
-45,-44,?,-39,-66,?,-46,-46,-52,-48,-42,-51,?,-61,?,?,?,-68,-67,-47,?,-72,-71,15
-44,-43,-47,-39,?,?,-48,-45,-48,-48,-38,-52,-60,?,-52,-66,?,-68,?,-45,?,-68,-68,15
-45,-44,-48,-69,-62,-60,-48,-50,-52,-48,-41,-52,-60,-61,-61,-62,?,-73,?,-47,?,?,-72,15
-44,?,-47,?,-66,-57,-48,-45,-67,-48,-41,-52,-62,?,?,?,?,?,-66,-47,?,-72,-72,15
-45,-42,-48,-39,-60,-58,-47,-50,-54,-48,-41,-52,-61,-61,?,-66,?,?,-67,-47,?,?,?,15
-43,-43,-48,-36,-61,-55,-65,-46,-53,-48,-42,-53,-58,?,-52,-65,?,-67,-66,-47,?,?,?,15
-45,?,-48,?,-62,-61,-47,-51,-52,-48,-41,-53,-60,-60,?,-61,?,-71,?,-47,?,-69,-70,15
-45,-43,-49,-39,-80,-57,-47,-46,-49,-48,-41,-51,-60,-64,-51,-67,?,-69,?,-46,?,?,?,15
-45,-43,-46,-37,-61,-56,-47,-45,-52,-48,-41,-52,?,-60,-52,-67,-67,-70,?,-47,?,?,?,15
-44,-44,-47,-38,-65,-55,-46,-45,-66,-48,-42,-52,-59,-61,-53,-64,-68,-64,-66,-47,?,-71,-71,15
-47,-42,-44,-37,-66,-58,-48,-45,-52,-48,-42,-51,?,-64,-53,-66,-70,-65,-66,-47,?,-73,-71,15
-45,-43,-61,-38,-64,-62,-47,-45,-52,-48,-42,-52,-62,-61,-55,-66,-68,-66,?,-46,?,-75,?,15
-45,-43,-48,-39,-66,-59,-46,-46,-53,-48,-43,-52,-56,-60,-53,-65,?,-63,?,-49,?,?,?,15
-47,-45,-49,-37,-62,-59,-48,-45,-51,-50,-42,-52,-58,-61,-54,?,-67,-67,-66,-47,?,-70,-70,15
-46,-43,-46,-36,-68,-51,-46,-45,-51,-48,-41,-51,-56,-63,?,?,-66,-65,-66,-47,?,?,-70,15
-46,-44,-48,-38,-65,-56,-47,-45,-52,-48,-42,-51,-58,-63,-52,?,?,?,-68,-46,?,-73,?,15
-45,-42,-48,-38,-66,-54,-47,-44,-53,-48,-41,-52,-60,-65,-54,-69,?,-69,-68,-46,?,-70,-71,15
-45,-44,-47,-38,-64,-55,-48,-50,-67,-47,-42,-52,?,?,-52,-66,?,-69,?,-47,?,?,-72,15
-45,-43,-49,-38,-60,-62,-48,-50,-53,-47,-42,-51,-61,-61,-52,-61,?,?,?,-53,?,-72,?,15
-45,-44,-47,-38,-65,-60,-48,-50,-53,-47,-42,-50,-61,-61,-65,-65,?,-67,-66,-46,?,-72,-70,15
-45,-43,-46,-42,-65,-56,-49,-45,-68,-48,-43,-51,-58,-62,?,-65,-66,-67,-68,-46,?,?,?,15
-46,-43,-45,?,-62,?,-47,-45,-52,-48,-43,-52,?,-61,?,?,?,-66,-66,-47,?,?,?,15
-45,-43,-47,-38,-64,-62,-48,-45,-52,-48,-43,-52,-58,-64,-53,-66,?,-66,-66,-47,?,?,?,15
-45,-43,-47,?,-61,-49,?,-46,-51,-47,-41,-51,?,-62,-51,?,?,-63,-65,-48,?,?,-72,15
-45,-45,-45,-37,-65,-56,-48,-46,-53,-48,-41,-51,-58,-61,-54,-65,-68,-66,-67,-47,?,?,-70,15
-45,-43,-48,-38,-61,-59,-46,-47,-51,-48,-42,-52,-65,?,?,?,?,-70,?,-48,?,?,?,15
-45,-42,-47,-38,-62,-58,-46,-46,-53,-48,-42,-51,?,-61,-64,-67,?,-69,?,-47,?,-72,-72,15
-45,-43,-46,-38,-60,-58,-47,-47,?,-47,-41,-51,-52,-61,-62,-61,?,-68,-69,-47,?,-72,-71,15
-45,-43,-46,-38,-61,-61,-46,-46,-52,-48,-42,-52,-51,-60,-52,-61,?,-72,-69,-48,?,-71,-71,15
-46,-43,-45,-38,-62,-63,-46,-46,-61,-48,-42,-51,?,-63,-52,-64,?,-69,-70,-48,?,?,-71,15
-47,-41,-45,-37,-64,-61,-62,-45,-52,-48,-42,-51,-52,?,?,-65,-67,-68,-70,-48,?,?,?,15
-46,-43,-46,-38,-59,-61,-47,-46,-53,-48,-41,-51,?,-66,-52,?,?,?,-71,-47,?,?,?,15
-45,-42,-46,-39,-63,-54,-47,-46,-50,-48,-42,-51,-51,-61,?,?,?,-68,?,-43,?,?,-71,15
-45,-41,-49,-37,-67,-60,-46,-43,-51,-48,-41,-52,-51,?,-52,-67,?,-66,-67,-48,?,?,?,15
-46,-44,-48,-36,-62,-51,-46,-46,-53,-48,-41,-51,-58,-64,?,?,?,-69,-66,-48,?,-71,?,15
-45,-43,-46,-39,?,?,-48,-49,-52,-48,-43,-52,-58,-60,?,-65,?,-62,?,-47,?,?,?,15
-45,-43,-46,-39,-62,-62,-47,-46,-52,-48,-40,-51,-59,-63,?,?,?,?,?,-48,?,-73,?,15
-46,-42,-46,-37,-62,-63,-49,-46,-66,-48,-42,-52,?,-62,-52,-65,?,-70,-67,-63,?,-71,-71,15
-45,-42,-46,-38,-61,-60,-47,-45,-53,-49,-41,-52,-65,?,-54,?,-66,-68,-67,-48,?,-74,-68,15
-45,-43,-46,-39,?,?,-47,-46,-52,-48,-41,?,-60,-64,?,-67,?,-68,?,-47,?,?,?,15
-46,-43,-45,-39,-62,-63,-47,-45,-60,-48,-41,-51,-62,?,-63,?,?,-72,?,-45,?,?,?,15
-45,-44,-41,-39,-62,-52,-47,-45,-52,-48,-40,-51,-52,-61,-65,-66,?,-70,-67,-49,?,?,?,15
-45,-43,-46,-39,-62,-63,-47,-46,-51,-48,-41,-51,-53,?,?,-66,?,?,-68,-48,?,?,?,15
-45,-43,-46,-39,-62,-64,-47,-46,-51,-48,-41,-51,-52,-62,-52,-68,?,-68,-66,-48,?,?,-72,15
-46,-43,-46,-39,-62,-63,-47,-46,-52,-48,-42,-51,-52,-61,-53,-67,-69,-69,-68,-47,?,-70,-70,15
-46,-43,-47,-38,-62,-63,-47,-46,-51,-48,-41,-51,?,?,-53,-66,-66,-78,-66,-47,?,-70,-71,15
-45,-44,-46,-39,?,-51,-47,-50,-52,-48,-41,-51,-53,-61,-63,-66,-66,-69,-69,-47,?,-71,-71,15
-45,-42,-45,-38,-61,-61,-47,-45,-52,-48,-41,-51,?,-64,-52,-68,?,-69,-67,-47,?,-69,-71,15
-45,-44,-46,-39,-63,-64,-46,-45,-51,-47,-42,-52,-51,?,-53,?,?,-69,-68,-47,?,?,-72,15
-46,-43,-47,-38,-62,-55,-47,-46,-51,-48,-39,-50,?,-60,-53,-66,-66,-70,?,-46,?,-72,-71,15
-45,-43,-46,-38,-62,?,-46,-46,-52,-48,-40,-51,-52,-62,?,-67,-67,-70,-70,-53,?,-71,?,15
-45,-41,?,-38,-93,-51,-47,-46,-53,-48,-41,-51,-52,?,-64,?,-67,-69,?,-53,?,?,?,15
-45,-46,?,-39,-62,?,?,-47,-73,-47,-42,-52,?,?,-53,-66,-68,-71,?,-53,?,?,-70,15
-45,-42,-46,?,?,?,-47,-46,-66,-48,-41,-51,?,?,-53,-66,?,-68,?,-48,?,?,?,15
-45,-44,-46,-39,-62,-64,-46,-46,-51,-47,-42,-52,-51,?,?,-63,?,-61,?,-52,?,?,?,15
-45,-42,-46,-38,-63,-57,-46,-46,-53,-48,-40,-52,-52,-60,-54,-71,?,-70,-70,-54,?,?,?,15
-45,-45,-46,-39,-62,-63,-46,-45,-52,-47,-41,-52,-51,-60,-64,-66,-66,-70,?,-54,?,-71,-71,15
-46,?,-47,?,-65,-56,-47,-46,?,-47,-42,?,-51,-60,-53,?,?,-68,?,-49,?,-71,-71,15
-46,-46,-46,-39,-65,?,-47,-45,-77,-47,-42,-51,?,-61,?,?,?,-68,?,-55,?,-73,?,15
-45,-43,-47,-39,-61,-57,-46,-47,-52,-47,-40,-50,-52,-63,-52,?,-68,-65,-71,-51,?,-70,?,15
-47,-43,-46,-36,-66,-62,-47,-46,-52,-48,?,-46,-51,-61,-56,?,?,-66,-69,-56,?,-74,-70,15
-46,-47,-48,-39,-73,-59,-48,-46,-51,-47,-42,-51,?,-61,?,-65,?,?,-68,-54,?,-71,-70,15
-48,-49,-86,-76,-73,?,-50,-47,-53,-48,-42,-51,?,-60,?,-60,-69,-69,-70,-49,?,?,-72,15
-46,-43,-46,-36,-71,-49,-51,-48,-53,-47,-42,-52,-54,-61,-54,-82,-75,-57,?,-54,-90,-73,-73,15
-47,-43,-52,-39,-64,-62,-48,-44,-53,-48,-42,-51,?,-61,-53,-66,-67,-60,?,-53,?,-70,-72,15
-50,-52,-49,-36,-61,-55,-51,-54,-62,-59,-41,-43,-50,-59,-47,-66,-67,-53,-70,-50,?,-76,?,16
-54,-66,-45,-41,-64,-50,-48,-46,-55,-62,-39,-45,-48,?,-52,-64,?,-53,?,-50,?,?,?,16
-50,-50,?,-36,-60,-50,-69,-46,-57,-59,-40,-43,?,-58,-52,-64,?,-55,-69,-51,?,?,?,16
