4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,e4:8d:8c:20:4d:c1_UPLAT,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,64:66:b3:d0:4a:8d_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,18:28:61:9e:ab:5c_MMD,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,REF_POINT
-46,-50,-52,-60,-57,-58,-53,-63,-53,-34,-65,-78,-56,-50,-78,-63,-59,-58,-44,NaN,NaN,15
-45,-50,-51,-58,-59,-59,-53,-63,-53,-34,-66,-80,-51,-69,-78,-64,NaN,-58,-45,NaN,NaN,15
-45,-80,-49,-61,-58,-58,-52,-63,-53,-33,-67,-79,-51,-52,-81,-61,-58,-58,-45,-71,NaN,15
-45,-50,-52,-62,-57,-59,-51,-71,-55,-33,-67,-79,-51,-68,-81,-63,-57,-58,-44,-71,NaN,15
-49,-51,-51,-60,-58,-58,-50,-61,-56,-33,-64,-78,-50,-54,-78,-63,-58,-58,-45,-71,NaN,15
-45,-51,-52,-62,-58,-59,-51,-63,-56,-81,-67,-67,-52,-68,-78,NaN,-58,-57,-45,-71,NaN,15
-45,-50,-55,-62,-57,-59,-52,-62,-57,-34,-66,-87,-47,-55,-78,-63,-57,-58,-45,NaN,-76,15
-43,-51,-55,-63,-59,-59,-52,-63,-56,-71,-66,-79,-50,-56,-78,-63,-57,-58,-45,NaN,-76,15
-43,-81,-52,-61,-57,-58,-51,-62,-55,-33,-60,-79,-52,-53,-79,-63,-57,-57,-43,NaN,NaN,15
-46,-52,-55,-61,-58,-58,-51,-62,-55,-33,-60,-78,-52,-55,-79,-63,-58,-57,-45,NaN,NaN,15
-46,-51,-51,-62,-57,-58,-52,-63,-57,-32,NaN,-79,-50,-54,-77,-63,-59,-57,-45,-72,-76,15
-62,-49,-51,-61,-57,-58,-51,-63,-56,-33,-66,-79,-50,-55,-79,-63,-57,-57,-44,-73,-75,15
-45,-51,-51,-63,-59,-58,-49,-63,-55,-33,-64,-79,-50,-54,-79,-63,-55,-57,-46,-72,-76,15
-45,-71,-51,-63,-59,-58,-49,-62,-60,-32,-64,-74,-49,-54,-79,-64,-57,-60,-46,-71,-76,15
-47,-51,-56,-61,-58,-59,-47,-70,-56,-33,NaN,-78,-52,-54,-80,-64,-63,-57,-45,-71,NaN,15
-46,-51,-57,-60,-57,-58,-47,-64,-55,-32,-64,-72,-51,NaN,-80,NaN,-58,-58,-45,-71,NaN,15
-44,-51,-52,-61,-58,-58,-48,-63,-72,-33,-64,-72,-51,-56,NaN,-63,-64,-58,-45,-71,NaN,15
-46,-51,-56,-61,-57,-58,-53,-64,-51,-33,-64,-78,-51,-52,-79,-63,-64,-59,-46,NaN,NaN,15
-46,-45,-51,-60,-59,-58,-53,-64,-55,-33,-69,-80,-81,-54,-79,-66,-59,-58,-46,-76,NaN,15
-53,-50,-57,-61,-58,-58,-52,-64,-54,-33,-67,-75,-51,-54,-79,-63,-63,-58,-45,-76,-74,15
-64,-50,-57,-57,-58,-58,-52,-64,-56,-33,-66,-79,-51,-54,-80,-64,-63,-57,-45,NaN,-78,15
-46,-51,-52,-63,-57,-58,-52,-63,-56,-33,-67,-74,-51,-54,-80,-63,-62,-74,-45,NaN,-78,15
-45,-50,-56,-61,-57,-58,-49,-62,-55,-33,-64,-79,-51,-53,NaN,-63,-56,-58,-45,-71,NaN,15
-44,-50,-56,-61,-57,-58,-47,-63,-56,-33,-64,-79,-51,-56,-80,-63,-58,-56,-45,-71,NaN,15
-45,-50,-56,-61,-57,-58,-47,-63,-56,-33,NaN,-73,-50,-55,-80,-63,-58,-58,-45,NaN,NaN,15
-45,-51,-52,-64,-58,-58,-49,-63,-57,-33,-67,-77,-51,-67,-75,NaN,-57,-57,-49,-73,-77,15
-45,-59,-52,-62,-57,-59,-52,-63,-56,-32,-67,-80,-51,-56,-79,NaN,-57,-57,-45,-72,-74,15
-46,-49,-51,-60,-57,-57,-51,-63,-53,-32,-67,-74,-51,-51,-71,-63,-59,-58,-45,-72,-74,15
-45,-50,-57,-59,-57,-58,-53,-63,-53,-33,-67,-77,-52,-55,-78,-64,-59,-58,-45,NaN,-72,15
-46,-51,-57,-60,-56,-58,-53,-63,-53,-33,NaN,-74,-56,-54,-79,-65,-58,-57,-45,NaN,-73,15
-46,-52,-57,-61,-58,-58,-54,-63,-54,-33,-68,-78,-49,-54,-81,-64,-58,-58,-45,NaN,-74,15
-46,-51,-54,-60,-57,-58,-60,-63,-55,-33,-69,-77,-49,-54,-81,-63,-58,-58,-45,NaN,-74,15
-45,-52,-52,-61,-57,-58,-49,-63,-55,-33,-69,-78,-51,-55,-80,-64,-59,-58,-46,NaN,NaN,15
-44,-52,-52,-61,-57,-58,-55,-63,-52,-33,NaN,-78,-51,-55,-80,-82,-58,-58,-45,-71,NaN,15
-45,-51,-56,-72,-58,-58,-52,-62,-53,-81,-66,-77,-58,-68,-67,-82,-57,-58,-44,-71,NaN,15
-45,-52,-52,-61,-59,-58,-54,-63,-63,-32,-65,-78,-50,-55,-67,-63,-57,-57,-45,-70,NaN,15
-41,-53,-58,-63,-58,-58,-52,-63,-56,-34,-73,-78,-48,-66,NaN,-63,-58,-59,-45,-70,NaN,15
-45,-52,-51,-61,-58,-57,-52,-64,-55,-32,-65,-78,-50,-66,-78,-63,-58,-58,-45,NaN,-74,15
-45,-51,-54,-64,-57,-57,-50,-63,-60,-34,-65,-78,-52,NaN,-78,-63,-59,-57,-44,NaN,-74,15
-63,-51,-57,-60,-57,-58,-51,-70,-55,-34,-66,NaN,-49,-53,-78,-63,-64,-57,-44,NaN,NaN,15
-46,-48,-52,-63,-58,-58,-64,-64,-55,-33,-66,-79,-52,-53,-79,-63,-64,-58,-44,NaN,-75,15
-46,-51,-57,-61,-58,-58,-48,-64,-54,-34,-66,-74,-52,-68,-79,NaN,-57,-57,-44,-70,-79,15
-45,-51,-52,-63,-57,-59,-49,-61,-61,-33,-66,-77,-52,-67,-73,NaN,-64,-58,-44,-70,-79,15
-45,-52,-56,-60,-57,-57,-47,-63,-56,-82,-79,-77,-52,-67,-73,NaN,-64,-57,-43,-72,-75,15
-46,-51,-49,-61,-59,-59,-47,-63,-55,-33,-65,-78,-52,-54,-77,-63,-64,-57,-46,-72,-80,15
-45,-52,-56,-64,-58,-58,NaN,-63,-54,-32,-65,-78,-53,-54,-77,-64,-57,-58,-45,-70,-80,15
-45,-50,-51,-61,-57,-59,-54,-63,-56,-32,-67,-77,-51,NaN,-79,-63,-63,-57,-45,-79,NaN,15
-50,-57,-57,-57,-57,-58,-55,-60,-50,-34,-63,-74,-42,-54,-79,-60,-51,-60,-45,-72,-78,16
-51,-48,-52,-57,-56,-59,-51,-63,-55,-31,-56,-75,-39,-52,-72,-67,-52,-57,-43,NaN,NaN,16
-49,-57,-51,-57,-58,-59,-59,-64,-55,-31,-57,-76,-37,-57,-72,-60,-52,-57,-43,-67,-68,16
-51,-58,-51,-60,-58,-59,-50,-62,-54,-31,-59,-75,-37,-49,-72,-60,-52,-57,-43,-67,-68,16
-50,-57,-51,-59,-60,-59,-54,-60,-51,-31,-58,-71,-37,-52,-70,NaN,-52,-59,-44,NaN,NaN,16
-52,-57,-51,-58,-55,-59,-55,-62,-68,-31,-56,-75,-37,-53,-69,-62,-53,-67,-43,-77,-66,16
-51,-58,-51,-59,-56,-59,-51,-61,-51,-31,-59,-75,-37,-52,-72,-61,-53,-56,-42,-69,-68,16
-51,-58,-51,-59,-57,-59,-55,-61,-51,-31,-59,-70,-37,-53,-72,-61,-52,-58,-44,-67,-68,16
-52,-58,-51,-58,-55,-59,-51,-62,-52,-31,-59,-75,-37,-53,-69,-61,-52,-64,-44,-66,-68,16
-52,-62,-51,-61,-87,-59,-53,-62,-52,-78,-59,-76,-37,-58,-72,-61,-52,-57,-44,-66,NaN,16
-52,-57,-51,-60,-56,-60,-51,-62,-48,-31,-59,-76,-37,-54,-70,-65,-52,-57,-44,NaN,NaN,16
-49,-56,-51,-60,-56,-60,-52,-75,-52,-31,-56,-77,-38,-54,-73,-64,-50,-57,-44,-68,NaN,16
-51,-62,-51,-60,-56,-59,-51,-75,-53,-31,-59,-75,-37,-53,-70,-64,-50,-57,-44,-66,-67,16
-53,-58,-51,-56,-55,-59,-51,-62,-51,-34,-59,-76,-36,-51,-65,-66,-53,-57,-43,-68,-69,16
-51,-57,-51,-60,-56,-60,-51,-60,-53,-33,-56,-76,-38,-52,-70,-65,-53,-57,-43,-66,-67,16
-52,-57,-52,-60,-58,-59,-53,-60,-52,-31,-56,-75,-38,-53,-70,-68,-53,-57,-43,-69,-66,16
-51,-57,-52,-60,-55,-59,-53,-60,-54,-31,-59,-76,-38,-54,-72,-66,-53,-57,-44,-66,-66,16
-52,-58,-52,-60,-56,-59,-52,-61,-50,-31,-58,-70,-40,-54,-72,-67,-92,-57,-44,-67,-69,16
-52,-56,-51,-55,-56,-59,-55,-63,-51,-31,-58,-76,-38,-51,-73,-61,-51,-53,-43,-66,-72,16
-51,-58,-57,-60,-58,-59,-51,-61,-54,-31,-59,-76,-39,-51,-73,-66,-53,-57,-43,-67,-72,16
-52,-58,-51,-59,-56,-59,-51,-61,-49,-32,-58,-76,-38,-59,-72,-66,-52,-56,-44,-67,NaN,16
-53,-59,-51,-61,-59,-59,-51,-61,-52,-31,-59,-75,-38,-55,-73,-61,-52,-57,-44,-67,NaN,16
-53,-59,-51,-60,-55,-59,-51,-61,-51,-31,-57,-75,-38,-52,-72,-66,-50,-56,-45,-67,-76,16
-53,-59,-51,-59,-57,-60,-51,-60,-51,-31,-59,-76,-37,-53,-70,-66,-52,-57,-45,-72,-67,16
-52,-60,-51,-59,-55,-60,-51,-62,-51,-35,-60,-75,-40,-53,-72,NaN,-52,-56,-42,-72,-67,16
-53,-58,-51,-58,-56,-59,-50,-61,-51,-31,-58,-71,-60,-52,-72,-64,-52,-57,-44,NaN,NaN,16
-53,-58,-51,-59,-56,-59,-50,-67,-47,-31,-56,-75,-40,-52,NaN,-63,-52,-57,-44,NaN,NaN,16
-52,-60,-51,-56,-63,-60,-51,-61,-51,-31,-60,-75,-39,-59,NaN,-66,-55,-56,-43,-66,NaN,16
-50,-59,-51,-58,-55,-60,-52,-60,-51,-31,-55,-76,-85,-58,NaN,-64,-50,-71,-44,-66,NaN,16
-52,-64,-51,-59,-56,-59,-52,-60,-52,-31,-57,-77,-39,-58,-70,-64,-50,-56,-44,NaN,NaN,16
-51,-64,-51,-55,-58,-59,-52,-62,-51,-31,-57,-73,-39,-56,-70,-62,-51,-55,-44,-66,NaN,16
-51,-59,-51,-59,-58,-60,-54,-58,-52,-31,-57,-73,-39,-56,-70,-67,-54,-58,-44,-66,NaN,16
-51,-59,-52,-59,-56,-59,-55,-61,-51,-31,-58,-72,-40,-51,-73,-63,-51,-58,-43,-67,NaN,16
-51,-59,-52,-58,-56,-59,-53,-62,-52,-31,-58,-75,-40,-51,-73,-64,-51,-61,-59,-67,NaN,16
-52,-60,-50,-58,-58,-59,-50,-60,-52,-31,-57,-75,-40,-51,-73,-64,-52,-57,-44,NaN,NaN,16
-51,-59,-54,-58,-57,-59,-56,-57,-66,-59,-58,NaN,-38,-52,NaN,-64,-54,-57,-44,NaN,NaN,16
-53,-44,-58,-55,-60,-58,-55,-60,-52,-31,-56,-75,-37,-52,-74,-64,-53,-56,-47,NaN,NaN,16
-50,-61,-51,-59,-56,-59,-51,-59,-51,-31,-58,-76,-37,-52,-72,-64,-63,-56,-44,-67,-68,16
-51,-60,-51,-60,-56,-59,-53,-60,-51,-31,-58,-76,-38,-56,-73,-63,-51,-56,-44,-67,-72,16
-50,-57,-51,-60,-55,-59,-54,-60,-67,-30,-56,-74,-78,-53,-71,-63,-49,-56,-44,-68,-70,16
-52,-58,-49,-58,-60,-59,-51,-60,-48,-31,-89,-75,-37,-61,-73,-63,-61,-55,-44,-68,-70,16
-50,-58,-51,-58,-54,-59,-51,-59,-48,-31,-57,-76,-38,-51,-73,-61,-47,-52,-44,-67,NaN,16
-51,-56,-51,-58,-55,-60,-54,-63,-50,-31,-60,-77,-37,-51,-73,-61,-53,-57,-44,-67,-70,16
-49,-56,-50,-60,-55,-57,-52,-61,-54,-31,-59,-76,-37,-50,-72,NaN,-50,-56,-45,-67,-70,16
-68,-56,-50,-61,-57,-59,-52,-61,-52,-33,-58,-76,-37,-50,-73,-62,-51,-55,-43,-66,-70,16
-52,-59,-50,-59,-55,-60,-53,-64,-51,-30,-57,-76,-38,-52,-73,-62,-52,-57,-44,-66,-67,16
-52,-58,-51,-57,-69,-60,-51,-61,-52,-35,-57,-76,-37,-50,-73,-63,-49,-57,-44,NaN,-68,16
-51,-59,-51,-60,-58,-59,-51,-64,-52,-31,-57,-76,-37,-50,-73,-62,-51,-63,-44,NaN,-69,16
-52,-58,-50,-59,-60,-59,-54,-69,-53,-31,-59,-75,-38,-50,NaN,-60,-50,-56,-44,-69,-68,16
-52,-58,-51,-60,-57,-59,-52,-67,-52,-31,-58,-76,-38,-52,-73,-63,-52,-56,-45,-69,-67,16
-51,-58,-51,-60,-54,-59,-51,-63,-53,-31,-57,-76,-36,-51,-73,-61,-52,-56,-43,NaN,-68,16
-51,-58,-51,-57,-55,-59,-53,-64,-52,-35,-59,-90,-37,-51,NaN,-66,-54,-57,-43,NaN,-68,16
-52,-63,-49,-60,-61,-59,-50,-65,-53,-30,-59,-77,-37,-47,-73,-61,-53,-57,-43,-70,-69,16
-52,-60,-52,-56,-58,-59,-50,-63,-53,-31,-58,-77,-37,-56,-73,-60,-58,-56,-46,-69,-69,16
-48,-59,-52,-58,-54,-59,-51,-63,-53,-31,-57,-72,-41,-56,-74,-62,-52,-56,-44,-70,-69,16
-51,-59,-53,-60,-57,-58,-51,-64,-52,-31,-58,-76,-39,-52,-73,-60,-51,-57,-44,-70,-68,16
-51,-55,-51,-61,-77,-59,-51,-65,-54,-31,-57,-76,-37,-52,-73,-61,-53,-56,-44,NaN,-68,16
-70,-58,-51,-60,-55,-59,-54,-64,-52,-31,-60,-76,-38,-50,-72,-62,-53,-56,-43,NaN,NaN,16
-49,-59,-52,-61,-57,-58,-51,-64,-55,-77,-57,-76,-37,-53,-73,-62,-53,-56,-44,-76,-67,16
-49,-62,-57,-60,-55,-59,-55,-64,-53,-31,-59,-78,-37,-52,-73,-63,-49,-56,-48,-68,-67,16
-51,-62,-52,-61,-54,-59,-55,-63,-52,-31,-60,-77,-38,-52,-72,-65,-53,-55,-44,-69,-67,16
-69,-57,-52,-59,-55,-58,-51,-64,-49,-31,-58,-77,-36,-51,-74,-59,-51,-56,-44,-69,-67,16
-50,-56,-52,-57,-58,-59,-51,-64,-49,-31,-59,-77,-37,-51,-74,-69,-51,-56,-44,-71,-67,16
-51,-58,-51,-67,-58,-59,-50,-63,-52,-31,-58,-76,-37,-54,-71,-60,-53,-57,-44,-71,NaN,16
-52,-59,-52,-60,-54,-59,-51,-67,-53,-31,-57,-75,-39,-54,-73,-63,-52,-56,-44,-66,-70,16
-53,-57,-60,-58,-63,-60,-51,-63,-53,-67,-57,-71,-40,-51,-73,-64,-51,-57,-44,-66,-70,16
-53,-58,-52,-60,-55,-60,-49,-63,-53,-31,-59,-71,-36,-51,-73,-68,-52,-57,-43,NaN,NaN,16
-60,-57,-52,-61,-54,-59,-54,-63,-52,-31,-59,-74,-37,-52,-69,-61,-52,-55,-44,NaN,-67,16
-52,-57,-58,-62,-55,-59,-51,-64,-53,-30,-58,-77,-40,-56,-69,-61,NaN,-64,-44,-67,-67,16
-53,NaN,-53,-61,-56,-59,-52,-64,-54,-31,-57,-76,-37,-51,-72,-66,NaN,-57,-44,-62,-69,16
-52,NaN,-53,-60,-56,-59,-54,-63,-53,-31,-58,-78,-37,-51,-73,-66,-55,-56,-44,-62,-68,16
-53,-66,-51,-61,-57,-59,-54,-63,-53,-31,-60,-78,-37,-53,-73,NaN,-55,-57,-44,NaN,-68,16
-51,-57,-51,-60,-55,-59,-52,NaN,-53,-69,-60,-76,-37,-51,-73,NaN,-53,-57,-44,NaN,NaN,16
-53,-58,-52,-60,-55,-59,-51,-63,-53,-31,-57,-76,-37,-48,-72,NaN,-51,-56,-44,-69,-69,16
-53,-77,-52,-59,-57,-59,-53,-63,-53,-31,-59,-78,-37,-51,-72,-60,-54,-64,-44,-67,-71,16
-53,-59,-55,-62,-55,-59,-52,-64,-53,-31,-59,-76,-38,-52,-72,-60,-53,-57,-44,-69,-71,16
-54,-66,-52,-59,-56,-60,-54,-64,-53,-31,-58,-77,-37,-49,-72,-60,-53,-56,-44,-69,NaN,16
-52,-57,-52,-59,-56,-60,-54,-64,-76,-31,-58,-84,-39,-53,-71,-58,-51,-57,-43,-68,-67,16
-52,-56,-53,-58,-55,-58,-51,-63,-52,-31,-59,-78,-37,-53,-72,-60,-52,-56,-44,-68,-67,16
-51,-58,-52,-61,-58,-59,-52,-64,-54,-31,-59,-77,-68,-52,-72,-61,-52,-57,-45,-68,-70,16
-52,-59,-52,-63,-58,-67,-76,-56,-49,-39,-87,-75,-45,-59,-84,-70,-57,-71,-55,-67,-73,17
-48,-50,-51,-64,-57,-66,-56,-56,-51,-47,-73,-77,-43,-60,-84,-66,-56,-73,-51,-67,-73,17
-45,-47,-53,-65,-57,-62,-55,-57,-51,-48,-66,-79,-43,-63,-83,-76,-57,-70,-54,-65,-75,17
-47,-48,-53,-65,-59,-63,-57,-56,-65,-42,-66,-82,-47,-61,-83,-70,-55,-74,-54,-65,-69,17
-50,-50,-52,-65,-58,-66,-55,-60,-55,-47,NaN,-81,-44,-61,-82,-70,-64,-73,-52,-65,-72,17
-51,-49,-51,-64,-57,-66,-56,-56,-49,-48,-68,-76,-43,NaN,-82,-66,-64,-73,-52,-65,-70,17
-52,-48,-51,-61,-58,-67,-56,-59,-49,-47,-66,-76,-44,-63,-83,-67,-64,-71,-53,-66,-70,17
-50,-49,-51,-62,-59,-67,-58,-57,-64,-47,-63,NaN,-44,-63,-82,-68,-56,-72,-53,-66,-68,17
-51,-49,-52,-60,-59,-67,-55,-57,-53,-48,-69,-80,-45,-66,-81,-69,-57,-72,-52,-65,-72,17
-51,-49,-52,-64,-58,-66,-56,-57,-51,-48,-68,-69,-47,-66,-84,-69,-55,-72,-53,-65,-73,17
-52,-55,-51,-64,-58,-67,-56,-58,-51,-48,-68,-78,-47,NaN,-83,NaN,-57,-70,-53,-63,-69,17
-50,-55,-63,-65,-57,-66,-56,-58,-51,-48,-68,-71,-43,-66,-83,NaN,-57,-73,-52,-66,-69,17
-51,-48,-51,-65,-58,-66,-57,-57,-51,-48,-68,-71,-42,-65,NaN,-68,-56,-73,-52,-66,NaN,17
-50,-48,-51,-65,-58,-68,-56,-58,-51,-46,-65,-82,-47,-61,NaN,-68,-56,-72,-53,-64,NaN,17
-51,-77,-53,-66,-58,-68,-55,-57,-47,-47,-66,-82,-46,-63,-82,-65,-56,-72,-53,-64,NaN,17
-51,-46,-52,-66,-58,-68,-56,-58,-49,-48,-74,-80,-45,-63,-81,-66,-63,-72,-51,-65,NaN,17
-52,-46,-53,-65,-57,-67,-55,-57,-49,-48,-70,-80,-45,-65,-82,-69,-63,-72,-53,-65,-74,17
-53,-50,-52,-65,-58,-67,-55,-58,-50,-48,-67,-84,-46,-63,-82,-65,-63,-73,-52,-65,-74,17
-51,-48,-51,-64,-58,-68,-54,-57,-50,-48,-67,-82,-45,-63,NaN,-65,-63,-72,-52,-65,NaN,17
-51,-49,-60,-67,-58,-68,-55,-57,-50,-48,-66,-81,-43,-62,-80,-66,-57,-71,-53,NaN,NaN,17
-49,-48,-51,-63,-58,-67,-55,-57,-50,-48,-66,-82,-45,-56,-81,-65,-57,-73,-53,NaN,-73,17
-51,-49,-52,-63,-58,-66,-55,-57,NaN,-48,-66,-82,-46,-56,-79,-63,-58,-70,-52,-66,-73,17
-54,-50,-52,-63,-58,-67,-55,-56,-49,-48,-67,-84,-47,-61,-81,-66,-58,-69,-52,-66,-73,17
-51,-50,-53,-65,-58,-67,-55,-57,-49,-48,-68,-84,-45,-62,-81,-66,-57,-76,-52,-65,NaN,17
-51,-49,-52,-64,-58,-67,-57,-57,-51,-48,-66,-82,-45,-61,-79,-66,-57,-70,-53,-65,-68,17
-51,-50,-51,-64,-58,-67,-55,-57,-50,-47,-65,-82,-45,-62,-71,-67,-56,-72,-51,-64,-68,17
-52,-49,-51,-64,-57,-65,-55,-56,-50,-48,-66,-72,-46,-61,-81,-67,-57,-70,-57,-64,-72,17
-52,-50,-61,-64,-58,-67,-56,-57,-50,-48,-66,-79,-46,-60,-81,-67,-63,-72,-53,-64,-73,17
-51,-49,-52,-61,-58,-67,-55,-57,-49,-65,-68,-79,-45,-62,-81,-69,-56,-71,-53,-65,-72,17
-66,-49,-61,-65,-59,-68,-55,-58,-50,-46,-64,-78,-45,-62,-79,-69,-57,-71,-53,-65,-74,17
-51,-48,-57,-65,-58,-67,-56,-58,-50,-48,-64,-78,-45,NaN,-79,NaN,-57,-71,-53,-65,-77,17
-52,-48,-51,-65,-57,-67,-56,-57,-49,-48,-65,-79,-45,NaN,-83,NaN,NaN,-72,NaN,-65,-77,17
-52,-49,-52,-65,-58,-67,-56,-58,-50,-48,-72,-80,-44,-64,-83,-65,-56,-72,-53,-65,NaN,17
-52,-49,-53,-65,-58,-67,-55,-57,-49,-48,-66,-78,-45,-63,-81,-66,-57,-73,-52,-64,NaN,17
-50,-48,-62,-66,-57,-67,-55,-58,-50,-47,-67,-79,-45,-61,-80,-66,-57,-73,-54,-64,NaN,17
-52,-49,-51,-63,-58,-67,-56,-57,-47,-48,-66,-79,-52,-61,-80,NaN,-54,-72,-54,NaN,NaN,17
-50,-49,-52,-65,-58,-67,-60,-61,-47,-48,-66,-79,-45,-62,NaN,-68,-56,-73,-54,-67,NaN,17
-66,-49,-51,-65,-58,-68,-56,-57,-49,-48,-66,-79,-44,-62,NaN,-66,-56,-71,-57,-65,NaN,17
-52,-49,-52,-64,-58,-67,-56,-57,-50,-49,-66,-79,-45,-61,-81,-66,-56,-72,-57,-65,-69,17
-52,-49,-51,-65,-58,-67,-60,-57,-49,-48,-67,-72,-45,-61,-83,-66,-58,-68,-52,-65,-73,17
-53,-50,-53,-64,-58,-67,-56,-57,-50,-49,-69,-81,-44,-61,-71,NaN,-55,-72,-54,-65,-73,17
-52,-72,-53,-63,-58,-67,-55,-57,-49,-46,-67,-79,-43,-54,-71,NaN,-58,-77,-52,-72,NaN,17
-51,-49,-52,-69,-57,-67,-55,-58,-50,-48,-66,-77,-45,-58,-79,-66,-53,-70,-52,-72,-74,17
-49,-57,-52,-65,-58,-67,-56,-56,-50,-48,-67,-80,-51,-53,-79,-64,-58,-72,-53,-65,-73,17
-51,-56,-51,-67,-57,-67,-55,-57,-49,-77,-64,-79,-45,-62,-81,-69,-56,-69,-53,-65,-73,17
-51,-48,-50,-65,-58,-67,-61,-58,-49,-48,-64,-79,-45,-63,-81,-67,-57,-72,-53,NaN,NaN,17
-51,-48,-51,-66,-57,-67,-56,-58,-49,-44,-68,NaN,-44,-60,-71,-66,-57,-72,-52,-65,-72,17
-50,-49,-51,-67,-58,-67,-56,-58,-49,-46,-68,-80,-46,-65,-82,-66,-54,-71,-53,-65,-73,17
-65,-49,-51,-67,-58,-67,-55,-56,-50,-47,-69,-78,-46,-64,-80,-68,-59,-71,-51,NaN,-73,17
-52,-49,-52,-66,-59,-67,-60,-57,-50,-48,-66,-79,-45,-64,-81,-67,-57,-70,-52,NaN,-73,17
-51,-49,-51,-66,-57,-67,-56,-57,-49,-48,-67,-77,-42,-64,-81,-64,-57,-71,-53,NaN,-76,17
-51,-54,-52,-66,-57,-67,-56,-57,-50,-48,-67,-78,-45,NaN,NaN,-65,-56,-71,-58,NaN,-71,17
-51,-49,-51,-67,-58,-68,-61,-56,-50,-47,-68,-78,-46,NaN,NaN,-65,-57,-71,-52,-65,-68,17
-51,-48,-51,-68,-58,-68,-56,-57,-50,-48,-66,NaN,-45,-64,-83,NaN,-57,-69,-53,-65,-68,17
-50,-49,-51,-66,-58,-68,-56,-57,-50,-48,-67,NaN,-45,-64,-82,-68,-62,-71,-53,-65,NaN,17
-51,-49,-54,-67,-58,-67,-55,-57,-50,-48,-68,-78,-45,-63,-84,-68,-56,-71,-52,-65,-70,17
-55,-48,-52,-67,-58,-67,-56,-56,NaN,NaN,-66,-78,-45,-63,-82,NaN,-55,-81,-52,-65,-70,17
-51,-50,-52,-67,-58,-68,-56,-56,-50,-48,-67,-75,-45,-65,-82,-61,-53,-71,-52,NaN,NaN,17
-51,-50,-52,-65,-58,-68,-56,-57,-49,-48,-65,-77,-45,-67,-80,-65,-57,-72,-53,-65,NaN,17
-51,-50,-51,-65,-58,-67,-56,-57,-50,-48,-66,-81,-46,-63,-81,-65,-57,-72,-53,-65,-69,17
-50,-49,-68,-67,-58,-67,-55,-58,-50,-48,-66,-80,-45,-60,-81,-69,-56,-72,-52,-65,-69,17
-50,-49,-53,-65,-58,-67,-56,-56,-57,-46,-68,-78,-45,-59,-69,-69,-56,-89,-52,-65,-78,17
-64,-49,-52,-68,-59,-67,-56,-57,-51,-46,-68,-76,-44,-62,-69,-64,-56,-72,-52,-65,-78,17
-51,-50,-52,-66,-58,-67,-56,-56,-50,-47,-67,-80,-45,-63,-83,-65,-57,-72,-53,NaN,NaN,17
-51,-48,-52,-65,-57,-67,-55,-57,-49,-47,-66,-72,-45,-66,-82,-65,-57,-72,-51,-65,-73,17
-50,-56,-54,-66,-58,-67,-56,-58,-64,-47,-66,-79,-45,-63,-82,-65,-57,-72,-52,-65,-73,17
-51,-50,-52,-66,-58,-66,-56,-57,-50,-48,-66,-79,-45,-63,NaN,-65,-57,-73,-53,-65,NaN,17
-55,-49,-58,-67,-58,-67,-56,-57,-50,-48,-68,-77,-46,-63,-81,-65,-56,-81,-51,NaN,-71,17
-77,-46,-51,-64,-58,-66,-56,-57,-50,-48,-66,-77,-45,-64,-82,NaN,-56,-69,-52,-64,-74,17
-49,-50,-51,-66,-59,-67,-56,-57,-50,NaN,-66,-79,-45,-65,-80,-65,-56,-71,-53,-64,-69,17
-65,-49,-51,-65,-58,-66,-55,-57,-50,-48,-66,-81,-45,-68,-80,-64,NaN,-72,-53,NaN,-69,17
-51,-48,-63,-65,-58,-67,-61,-56,-47,-48,-67,-81,-46,-63,NaN,-64,-56,-72,-53,NaN,-71,17
-50,-49,-63,-62,-57,-66,-61,-58,-50,-48,-68,NaN,-45,-63,NaN,-65,-53,-72,-53,-64,-72,17
-51,-50,-63,-65,-58,-67,-60,-58,-64,-48,-69,-79,-45,-63,-81,-64,-53,-73,-53,-65,-74,17
-51,-55,-52,-67,-58,-66,-61,-57,-50,-48,-68,-79,-45,-62,-81,-65,-57,-70,-53,-65,-74,17
-50,-49,-51,-65,NaN,-67,-56,-57,-57,-47,-68,-79,-45,-62,NaN,-64,-55,-72,-53,-64,NaN,17
-51,-50,-51,-65,-58,-67,-60,-58,-48,-48,-67,NaN,-46,-63,-81,-64,-64,-72,-52,-65,NaN,17
