@relation 'Sony_Xperia_Train_WiFi-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-45,-44,-43,-44,-43,?,-62,-51,-49,-49,-41,-62,-46,-78,-60,?,?,-66,-77,-60,?,-84,-86,12
-44,-44,-41,-43,-43,?,-59,-52,-45,-48,-39,-63,-46,-74,-61,-77,-73,-66,-77,-59,?,-84,-86,12
-45,-45,-43,-43,-43,-72,-59,-52,-48,-51,-38,-63,-46,-76,-64,-75,-73,-61,?,-62,?,?,?,12
-48,-43,-49,-46,-55,?,-50,-61,-45,-51,-32,-59,-45,-61,-55,?,-74,-62,-79,-62,?,-78,-78,13
-52,-40,-46,-46,-52,?,-55,-56,-45,-50,-33,?,-48,-61,-56,-70,-75,-65,?,-64,?,?,?,13
-51,-38,-44,-44,-52,?,-53,-56,?,-49,-32,-63,-47,-59,-56,-73,-75,-62,?,-61,?,?,?,13
-52,-36,-46,-45,-52,?,-50,-56,-46,-52,-32,-61,-48,-59,-56,-73,?,-62,?,-63,?,-83,-83,13
-52,-36,-46,-45,-52,-74,-53,-46,-47,-50,-31,-61,-47,-60,-56,?,?,-64,?,-63,?,-80,-83,13
-50,-36,-46,?,-52,-74,-64,-55,-47,-51,-32,?,-47,-59,?,?,?,-62,?,-61,?,-80,-83,13
-50,-36,-45,?,-55,?,-55,-56,-46,-49,-32,?,-47,-58,-55,-65,?,-58,?,-65,?,?,?,13
-50,-36,-46,-46,-52,?,-53,-54,-47,-44,-32,-60,-47,-58,-55,-69,?,-61,?,-64,?,-84,?,13
-49,-35,-49,-46,-52,?,-54,-57,-46,-51,-30,-60,-49,-66,-64,-69,?,-61,?,-62,?,-83,?,13
-52,-37,-46,?,-52,-74,-53,-55,-45,-44,-32,?,-47,-59,-55,?,?,-56,?,-62,?,-83,?,13
-50,-36,-46,?,-51,-74,-54,-52,-45,-48,-33,?,-47,-59,-55,?,?,-62,?,-62,?,?,?,13
-52,-36,-45,-45,-51,?,-54,-54,-45,-49,-33,?,-46,-53,?,?,?,-62,?,-64,?,?,?,13
-52,-36,-48,-45,-52,?,-54,-46,-46,-51,-31,?,-46,-59,-52,?,?,-63,?,-64,?,?,?,13
?,-37,-46,-45,-52,?,-53,-46,-47,-47,-32,?,-46,-59,-53,?,?,-63,?,?,?,?,?,13
-50,-36,-48,-46,-52,?,-55,-55,-46,-48,-32,-66,-47,?,-54,-71,?,-60,?,-63,?,?,?,13
-49,-35,-46,-45,-52,?,-54,-45,-49,-48,-30,-68,-47,?,-54,-71,-74,-62,?,-60,?,?,?,13
-50,-36,-45,-45,-52,?,-52,-45,-46,-48,-31,-68,-47,-52,?,-69,-74,-60,?,-62,?,?,?,13
-50,-36,-46,-45,-52,?,-53,-57,-47,-48,-69,?,-47,-58,-54,-67,?,-60,?,-62,?,?,?,13
-50,-35,-46,-46,-52,-72,-54,-52,-46,-49,-32,?,-46,-59,-54,-67,?,-61,-78,-62,?,?,?,13
-51,-36,-46,-46,-52,-72,-53,-46,-46,-47,-32,-65,-47,-59,-52,-71,?,-63,-78,-61,?,?,?,13
-53,-36,-46,-45,-52,?,-53,-56,-46,-48,-32,-65,-47,-50,-64,-71,?,-63,?,-62,?,?,?,13
-50,-36,-46,-75,-52,?,-53,-52,-46,-49,-31,-66,-47,-60,-64,-70,?,-62,?,-61,?,?,?,13
-50,-36,-46,-45,-52,?,-52,-46,-44,-48,-32,-66,-47,-60,-63,-70,?,-61,?,-59,?,?,?,13
-50,-36,-45,-46,-49,?,-52,-57,-46,-48,-32,-66,-47,-60,-55,?,?,-66,?,-59,?,?,?,13
-49,-36,-45,-52,-52,-71,-52,-46,-45,-49,-32,-64,-46,-60,-56,?,?,-64,?,-62,?,?,?,13
-50,-36,-48,-45,-52,-72,-54,-53,-44,-48,-31,-69,-47,-58,-55,?,?,-63,?,-60,?,?,?,13
-51,-36,-45,-44,-52,-72,-54,-55,-45,-51,-32,-69,-47,-58,-63,?,?,-60,?,-63,?,?,?,13
-50,-36,-49,-44,-50,?,-54,-56,-46,-48,-31,?,-46,-58,-63,?,?,-61,?,-60,?,?,?,13
-50,-35,-46,-42,-52,-69,-52,-56,-46,-49,-32,?,-46,?,-63,?,-74,-62,?,-62,?,?,?,13
-51,-36,-46,-43,-52,-69,-53,-52,-45,-52,-32,-70,-46,-60,-56,-74,-74,-65,?,-58,?,?,?,13
-49,-36,-46,-75,-52,?,-53,-56,-46,-52,-32,-64,-46,-60,-54,-74,?,-61,?,-60,?,?,?,13
-48,-35,-45,-44,-52,?,-53,-57,-49,-49,-32,-61,-46,-60,-54,?,?,-61,?,-63,?,?,?,13
-51,-36,-45,-44,-52,-71,-53,-57,-44,-49,-32,-61,-46,-60,?,?,?,?,?,-61,?,?,?,13
-50,-35,-46,-44,-52,-71,-53,-47,-45,-46,-31,-65,-47,-60,?,?,?,-58,?,-63,?,?,?,13
-50,-36,-46,-45,-52,?,-54,-57,-47,-49,-32,-65,-47,-48,?,?,?,-63,?,-59,?,?,?,13
-52,-36,-46,-44,-52,?,-52,-56,-46,-49,-31,-62,-47,-59,-53,?,?,-63,?,-59,?,?,?,13
-49,-36,-46,-45,-55,?,-55,-57,-43,-47,-32,-66,-48,-59,-55,?,?,-61,?,?,?,?,?,13
-50,-36,-46,-44,-52,?,-54,-56,-44,-48,-31,-66,-47,-59,-54,?,?,-61,?,-61,?,?,?,13
-50,-36,-46,-51,-52,-65,-53,-51,-44,-52,-32,?,-46,-59,-54,?,?,-63,?,-61,?,?,?,13
-49,-36,-46,-44,-50,-65,-52,-56,-46,-48,-32,-64,-47,-58,?,?,?,-63,?,?,?,?,?,13
-50,-37,-46,-45,-52,?,-53,-47,-45,-48,-32,-65,-46,-58,?,-72,-74,-62,?,-62,?,?,?,13
-49,-37,-49,-45,-52,?,-54,-56,-45,-49,-32,-67,-48,-59,?,-72,-75,-62,-80,-60,?,?,?,13
-50,-37,-46,-43,-52,?,-55,-61,-45,-50,-32,-67,-46,-59,?,?,-75,-62,-80,-63,?,?,?,13
-50,-38,-46,-45,-52,-69,-53,-57,-45,-48,-32,-66,-47,-52,-53,?,?,?,?,-59,?,?,?,13
-50,-38,-46,-44,-52,-69,-54,-58,-45,-48,-32,-66,-47,-59,-53,?,?,?,?,-62,?,?,?,13
-49,-37,-45,-44,-52,?,-54,-59,-45,-49,-32,-61,-47,-59,?,?,?,?,?,-60,?,?,?,13
-53,-39,-46,-43,-54,?,-52,-59,-45,-55,-31,-61,-48,-59,-50,?,-72,-66,?,-58,?,?,?,13
-49,-38,-45,-46,-56,?,-54,-60,-48,-47,-31,-61,-47,?,-55,?,-72,-63,?,-60,?,?,?,13
-51,-37,-48,-46,-56,-68,-54,-59,-48,-51,-33,?,-47,-59,-55,?,?,-61,?,-59,?,?,?,13
-50,-40,-44,-45,-54,-70,-53,-57,-42,-51,-31,-65,-50,-58,-55,?,?,-64,?,-63,?,-83,?,13
-48,-37,-46,-46,-55,-70,-53,-53,-46,-51,-32,-65,-48,-58,-55,?,?,-62,?,-60,?,-86,?,13
-61,-37,-45,-45,-56,?,-54,-60,-45,-51,-32,?,-48,-59,?,?,?,-62,?,-60,?,-86,?,13
-48,-36,-45,-45,-55,-69,-54,-61,-46,-50,-32,-67,-48,-59,-52,?,?,?,?,-63,?,?,?,13
-48,-36,-45,-45,-56,-69,-54,-58,-47,-50,-69,-67,-49,-59,-52,?,?,?,?,-62,?,?,?,13
-49,-36,-45,-45,-57,-68,-55,-62,-46,-51,-32,-60,-50,-59,?,?,?,?,?,-63,?,?,?,13
-46,-36,-47,-45,-56,-68,-52,-46,-47,-48,-31,-63,-44,-60,-52,-88,?,-65,-77,-60,?,?,?,13
-50,-36,-47,-44,-56,?,-54,-59,-47,-48,-31,-63,-45,-60,-52,-71,?,-60,-77,-61,?,?,?,13
-50,-36,-47,-45,-56,?,-54,-48,-47,-48,-33,-64,-45,?,?,-71,?,-65,?,-59,?,?,?,13
-51,-36,-47,-43,-56,?,-59,-58,-46,-46,-31,-64,-45,-60,-53,-73,?,-65,?,-62,?,?,?,13
-51,-35,-45,-48,-56,?,-53,-45,-46,-50,-32,-64,-45,-60,-53,-70,?,-62,?,-66,?,?,?,13
-51,-44,-45,-48,-53,?,-55,-63,-44,-51,-31,-64,-48,-60,-51,-70,?,-62,?,-63,?,?,?,13
-51,-39,-44,-53,-52,?,-51,-60,-46,-63,-32,-62,-79,-59,-51,-75,?,-63,?,-63,?,?,?,13
-51,-37,-48,-47,-53,-68,-53,-48,-46,-48,-33,-62,-46,-59,-52,-72,?,-64,?,-62,?,?,?,13
-49,-38,-43,-46,-52,-69,-52,-63,-45,-52,-31,?,-44,-59,-54,-72,?,-64,?,-60,?,?,?,13
-49,-35,-48,-46,-53,-69,-55,-57,-43,-50,-31,?,-46,-59,-54,?,?,?,?,-62,?,?,?,13
-53,-37,-51,-54,-60,?,-54,-57,-44,-51,-30,?,-46,-62,-54,?,?,?,?,-62,?,?,?,13
-54,-40,-52,-43,-54,?,-54,-57,-45,-53,-31,-66,-50,-60,-57,?,?,-65,?,-70,?,?,?,13
-54,-48,-49,-43,-53,?,-54,-57,-45,-53,-31,-66,-50,-60,-57,?,?,-65,?,-70,?,?,?,13
-52,-39,-50,-48,-51,-70,-53,-59,-42,-52,-33,?,-55,-60,-57,?,?,-62,?,-63,?,?,?,13
-54,-38,-55,-46,-51,-70,-62,-57,-42,-52,-32,?,-53,-60,-61,-72,?,-65,?,-63,?,?,?,13
-51,-38,-48,-48,-53,?,-56,-55,-42,-59,-31,?,-50,-60,-57,-77,?,-65,?,-66,?,?,?,13
-52,-44,-50,-48,-52,?,-62,-63,-41,-59,-33,-69,-47,-60,-57,-77,?,?,?,-64,?,?,?,13
-52,-38,-47,?,-54,?,-52,-55,-41,-56,-29,-69,-52,-63,-56,?,?,-66,?,-63,?,?,?,13
?,-39,-48,-45,-53,?,-52,-62,-41,-54,-30,-61,-52,-64,-55,?,?,-66,?,-64,?,?,?,13
-49,-40,-46,-51,-56,?,-57,-54,-41,-54,-31,-61,-48,-62,-61,?,-80,-63,?,-61,?,?,?,13
-51,-39,-46,-51,-51,?,-53,-59,-42,-51,-31,?,-54,-62,-57,?,-80,-69,?,-64,?,?,?,13
-47,-41,-47,-48,-54,-70,-55,-57,-41,-53,-30,?,-49,-57,-57,?,?,-69,?,-64,?,?,?,13
-48,-40,-52,-50,-54,-70,-54,-54,-41,-53,-30,-71,-53,-61,-63,?,?,-65,?,-65,?,?,?,13
-50,-37,-47,-47,-52,?,-53,-53,-41,-51,-30,-70,-53,-61,-63,?,?,-65,?,-65,?,?,?,13
-49,-37,-46,-47,-55,-66,-56,-53,-44,-50,-31,-66,-52,-62,?,?,?,-66,?,-63,?,?,?,13
-57,-52,-51,-55,-63,-66,-52,-64,-45,-54,-44,-57,-53,-56,-52,-70,-68,-62,-79,-63,?,?,-78,14
-56,-46,-49,-54,-62,-65,-56,-57,-40,-50,-34,-57,-51,-54,-55,-70,-68,-60,?,-61,?,?,?,14
-57,-45,-51,-53,-64,-64,-55,-59,-40,-50,-38,-56,-50,-53,-51,?,-67,-65,?,-60,?,-75,?,14
-52,-43,-52,-51,-65,-64,-52,-57,-39,-50,-38,-56,-49,-54,-52,-70,-67,-65,?,-60,?,-75,?,14
-53,-43,-50,-48,-65,?,-53,-64,-39,-51,-38,?,-50,-53,-52,-70,-67,?,?,-60,?,?,-82,14
-52,-43,-51,-51,-55,?,-56,-58,-43,-49,-38,-55,-49,-54,-54,?,-68,-64,?,-60,?,?,-82,14
-54,-42,-51,-47,-63,?,-58,-60,-40,-51,-38,-54,-49,-54,-53,?,-68,-64,?,-60,?,-74,-74,14
-54,-43,-51,-48,-64,-67,-51,-61,-40,-51,-39,-55,-50,-51,-54,?,?,-77,?,-60,?,-74,-74,14
-55,-45,-50,-47,-64,-67,-51,-51,-41,-52,-39,-52,-50,-54,-55,?,-66,-77,?,-62,?,?,?,14
-53,-42,-50,-47,-63,?,-54,-60,-40,-51,-38,-55,-49,-62,-55,-75,-68,?,?,-59,?,-75,-78,14
-50,-42,-50,-47,-63,-64,-53,-63,-39,-50,-39,-54,-49,-54,-51,-74,-68,-63,?,-61,?,-75,-78,14
-52,-41,-50,-67,-64,-64,-53,-62,-40,-51,-39,-54,-51,-54,-51,-74,-67,-63,?,-61,?,-74,-78,14
-55,-67,-50,-52,-63,-77,-46,-61,-40,-50,-40,-54,-49,-54,-51,?,-67,-64,?,-59,?,-74,-78,14
-52,-43,-51,-47,-63,-68,-57,-57,-42,-49,-38,-55,-48,-63,-53,-70,-67,-57,?,-60,?,?,-76,14
-55,-42,-51,-50,-63,-70,-54,-59,-40,-50,-39,-52,-46,-55,-51,-70,-68,-63,?,-58,?,?,-76,14
-53,-40,-51,-51,-63,-67,-53,-58,-39,-50,-37,-59,-49,-54,-54,-69,-68,-64,?,-59,?,-75,-78,14
-53,-42,-51,-48,-64,-67,-53,-59,-39,-51,-40,-59,-49,-53,-54,-69,?,-62,?,-60,?,-77,-78,14
-53,-41,-51,-49,-63,-68,-52,-59,-40,-50,-39,-54,-49,-54,-55,-71,?,-62,-86,-60,?,-75,-75,14
-53,-42,-50,-50,-63,-68,-57,-57,-39,-50,-39,-54,-49,-54,-55,-69,-67,-59,-81,-60,?,-75,-74,14
-54,-42,-50,-50,-63,?,-53,-59,-40,-50,-39,-55,-49,-61,-55,-69,-67,-57,-81,-62,?,-78,-74,14
-53,-42,-51,-48,-63,?,-52,-60,-40,-50,-40,-54,-49,-54,-55,-71,-67,-59,?,-61,?,-78,?,14
-55,-42,-52,-50,-55,-68,-54,-60,-39,-50,-38,-58,-49,-54,-57,-70,-67,-59,-73,-61,?,-74,-74,14
-55,-41,-50,-52,-63,-67,-52,-60,-40,-44,-37,-55,-50,-55,-56,-64,?,-58,-82,-61,?,-74,-74,14
-58,-42,-50,-50,-63,-67,-52,-60,-40,-50,-37,-54,-49,-52,-69,-71,?,-58,-82,?,?,-74,-77,14
-54,-43,-50,-47,?,?,-52,-58,-40,-50,-41,-54,-47,-60,-54,-65,?,-59,?,-61,?,-74,-74,14
-51,-40,-49,-48,-55,?,-54,-49,-40,-50,-40,-55,-49,-53,-54,-65,?,-57,?,-61,?,-74,-74,14
-51,-62,-51,-67,-63,?,-53,-57,-40,-59,-39,-55,-48,-52,-50,-71,-67,-59,?,-58,?,-74,-74,14
-52,-42,-51,-48,-63,-67,-53,-59,-39,-49,-39,-55,-49,-54,-51,-71,-67,-59,-82,-61,?,-74,-74,14
-52,-42,-50,-49,-64,-70,-52,-59,-39,-50,-40,-58,-47,-54,-56,-64,-67,-58,-82,-60,?,-74,-74,14
-50,-42,-51,-48,-64,-69,-53,-59,-40,-50,-39,-56,-50,-54,-53,-64,?,-58,-82,-62,?,-71,-74,14
-50,-43,-51,-49,-63,-69,-52,-59,-40,-51,-38,-55,-48,-54,-55,?,-67,-57,?,-60,?,-73,-78,14
?,-45,-49,-49,-63,?,-53,-60,-40,-51,-38,-55,-48,-54,-54,-70,-67,-51,?,-63,?,-73,-61,14
-56,-45,-51,-68,-63,?,-54,-60,-42,-61,-36,-57,-50,-54,-55,-70,-67,-51,?,-63,?,-73,-61,14
-54,-44,-51,-48,-63,?,-49,-59,-40,-50,-40,-56,-49,-54,-51,-75,-67,-61,?,?,?,?,-75,14
-53,-41,-50,-49,-63,-66,-53,-59,-41,-50,-41,-60,-49,-50,-49,-67,-68,-66,?,-62,?,?,-78,14
-54,-41,-51,-48,-63,-68,-53,-59,-40,-50,-39,-57,-49,-54,-49,-67,-68,-66,?,-62,?,?,-74,14
-54,-41,-52,-48,-63,-68,-56,-58,-41,-49,-39,-60,-48,-54,-51,-65,?,?,?,-62,?,-74,-74,14
-52,-42,-51,-47,-63,-67,-55,-56,-40,-50,-39,-57,-48,-54,-51,-65,-68,-59,?,-62,?,-73,-72,14
-50,-42,-50,-48,-65,-66,-53,-56,-41,-50,-39,-56,-70,-51,-51,?,-68,-63,-79,-61,?,-78,-74,14
-52,-42,-51,-48,-63,-66,-52,-56,-40,-50,-40,-57,-70,-51,-55,?,-68,-62,-82,-63,?,-78,-77,14
-58,-42,-51,-68,-64,-66,-52,-59,-37,-50,-39,-57,-49,-54,-51,?,-67,-65,-82,-63,?,-77,-78,14
-54,-45,-51,-50,-63,-65,-53,-58,-41,-49,-37,?,-48,-51,-55,?,-67,-63,?,-60,?,-79,-77,14
-56,-45,-51,-50,-64,-65,-53,-57,-40,-50,-40,?,-49,-53,-54,?,-68,-63,?,-62,?,-79,-78,14
-56,-41,-51,-50,-64,?,-53,-59,-39,-50,-38,-56,-49,-54,-55,-71,-68,-64,?,-62,?,-79,-78,14
-52,-42,-51,-49,-63,?,-55,-61,-41,-50,-37,-56,-48,-54,-55,-71,?,-64,?,-60,?,-79,?,14
-51,-41,-50,-49,-63,?,-53,-60,-41,-50,-40,-56,-49,-55,-55,?,?,?,?,-64,?,?,-74,14
-54,-42,-51,-48,-63,-66,-54,-56,-40,-49,-40,-56,-48,-54,-54,?,-67,-63,?,-61,?,-74,-78,14
-55,-42,-51,-48,-63,-66,-53,-60,-40,-50,-40,-56,-49,-54,-56,-66,-67,-63,?,-62,?,-74,-78,14
-54,-41,-53,-49,-63,-78,-53,-58,-41,-49,-40,-56,-49,-54,-54,-66,?,?,?,-76,?,?,?,14
-53,-42,-51,-49,-64,-67,-54,-59,-41,-50,-74,-59,-49,-51,-55,?,-66,?,?,-61,?,-74,-74,14
-53,-41,-47,-49,-63,-67,-53,-56,-41,-50,-40,-59,-50,-51,-55,?,-66,-62,-74,-61,?,-74,-80,14
-54,-41,-51,-52,-63,-69,-54,-51,-39,-50,-39,-57,-49,-52,-55,-65,-67,-63,-81,-62,?,-74,-79,14
-54,-42,-50,-50,-63,-67,-54,-56,-41,-51,-39,-56,-49,-54,-55,-76,-66,-66,-81,-59,?,?,-74,14
-53,-42,-51,-50,-63,-67,-52,-59,-39,-50,-39,-56,-49,-54,-54,-65,-66,-62,?,-59,?,?,-74,14
-53,-42,-52,-50,-63,-68,-51,-56,-38,-51,-37,-56,-49,-54,-56,-66,-66,-63,?,-61,-90,-76,-79,14
-53,-42,-51,-50,-63,-68,-54,-60,-41,-50,-40,?,-49,-54,-54,-66,?,-63,?,-61,-90,-76,-79,14
-52,-41,-51,-49,?,?,-54,-55,-39,-49,-40,-55,-49,-58,-54,-66,?,-62,?,-60,?,-77,?,14
-52,-42,-51,-49,-64,?,-53,-59,-39,-50,-41,-53,-50,-54,-51,?,?,-64,?,-62,?,-77,-76,14
-55,-38,-52,-49,-64,-69,-54,-58,-40,-51,-40,-55,-50,-54,-51,?,?,-64,?,-62,?,?,-79,14
-55,-40,-51,-48,-64,-66,-53,-58,-41,-51,-37,-58,-49,-54,-51,?,-67,-58,-79,-57,?,?,-79,14
-52,-40,-51,-49,-64,-66,-54,-58,-40,-50,-39,-58,-49,-53,-51,?,-67,-57,-79,-57,?,?,?,14
-52,-41,-51,-52,-63,-64,-56,?,-40,-49,-39,-57,-50,-54,-51,?,-66,-57,?,?,?,?,?,14
-52,-41,-50,-68,-63,-64,-52,-57,-39,-50,-39,-56,-49,-54,-51,?,-66,-63,?,-59,?,?,?,14
-53,-42,-51,-49,-63,-66,-54,-55,-39,-50,-40,-55,-48,-54,-51,-75,-67,-63,?,-58,?,?,?,14
-53,-39,-50,-50,-63,-78,-52,-55,-42,-50,-40,-55,-48,-50,-51,-65,-67,-62,-79,-61,?,-65,-64,14
-54,-42,-50,-49,-63,-67,-54,-58,-39,-59,-40,-57,-49,-50,-51,-75,-67,-56,-79,-57,?,-65,-64,14
-53,-42,-50,-52,?,-64,-54,-50,-39,-50,-41,-57,-49,-53,-52,-70,?,-60,?,-61,?,?,?,14
-63,-42,-50,-48,?,-65,-53,-60,-40,-50,-40,-59,-48,-54,-50,-65,-68,-63,?,-62,?,?,?,14
-63,-42,-51,-68,-63,-65,-53,-51,-41,-50,-40,-56,-48,-54,-51,-76,-68,-61,?,-63,?,-73,-74,14
?,-67,-50,-49,-57,-64,-53,-56,-40,-50,-39,-56,-48,-51,-50,-76,?,-61,?,-85,?,-73,-74,14
-53,-42,-51,-49,-63,-64,-52,-59,-39,-50,-40,-55,-49,-50,-52,?,-68,?,?,-62,?,?,?,14
-52,-67,-51,-50,-63,?,-53,-59,-41,-50,-41,-56,-49,-54,-51,-79,-68,-63,?,-57,?,-79,-79,14
-53,-67,-51,-51,-63,-71,-53,-60,-40,-50,-70,-56,-49,-54,-51,-79,-68,-62,?,-62,?,-79,-79,14
-53,-41,-51,-51,-54,-71,-51,-60,-41,-50,-40,-56,-50,-53,-52,-72,-68,-62,?,-62,?,-79,?,14
-52,-42,-50,-48,-54,?,-53,-58,-41,-51,-40,-56,-50,-50,-49,-72,?,?,?,-58,?,-62,-79,14
-51,-57,-50,-49,?,-66,-53,-60,-40,-49,-39,-58,-49,-53,-51,?,-68,-62,?,-63,?,-74,-74,14
-53,-57,-50,-49,-64,-66,-54,-57,-39,-60,-39,-55,-49,-50,-52,?,-68,-61,?,-63,?,-74,-74,14
-53,-42,-51,-51,-64,?,-53,-59,-40,-50,-40,-56,-48,-54,-55,-68,-67,-62,-80,-63,?,-78,-73,14
-54,-42,-51,-50,-63,?,-56,-60,-41,-50,-38,-56,-49,-54,-54,-68,-67,-61,-80,-63,?,-78,-73,14
-71,-41,-50,-48,-63,?,-53,-59,-41,-50,-37,-63,-49,-54,-54,?,-67,-62,?,-63,?,-74,-79,14
-50,-48,-50,-45,-51,-67,-58,-64,-56,?,-34,-53,-47,-61,-71,-66,-67,-61,?,-66,?,-79,-72,15
-52,-47,-51,-44,-49,-67,-57,-67,-54,-57,-30,-51,-44,-58,-66,-66,-63,-59,?,-68,?,-79,-72,15
-53,-45,-50,-45,-49,?,-56,-63,-52,-71,-30,-51,-44,-58,-65,?,-63,-60,?,-70,?,?,?,15
-52,-46,-46,-46,-50,?,-57,-59,-54,-65,-34,?,-44,-60,-73,?,-66,-62,?,-69,?,?,-74,15
-53,-47,-50,-46,-52,?,-57,-68,-53,-64,-32,?,-44,-60,-65,?,-66,-62,?,-68,?,?,-74,15
-53,-48,-48,-46,-50,?,-57,-64,-56,-57,-32,-70,-45,-60,-65,-72,?,-61,?,-58,?,?,?,15
-53,-46,-50,-45,-53,?,-57,-64,-55,-75,-30,-70,-43,-60,?,-71,?,-60,-76,-67,?,-74,?,15
-53,-50,-49,-45,-53,-70,-56,-63,-58,-60,-30,-57,-44,-59,-69,-71,?,-60,-76,-65,?,-74,?,15
-56,-46,-50,-48,-54,-70,-55,-63,-55,-59,-32,-58,-42,-60,-64,?,?,-57,?,-66,?,?,?,15
-53,-47,-48,-45,-53,?,-57,-66,-55,-73,-34,-58,-44,-60,-64,?,-70,-59,?,-65,?,-73,-80,15
-53,-47,-49,-45,-53,-66,-57,-60,-53,-62,-32,-54,-44,-58,?,-71,-67,-58,?,-65,?,-73,-80,15
?,-45,-48,-44,-55,-66,-61,-66,-51,-59,-33,-53,-44,-64,-56,-72,-67,-58,?,-64,?,-79,-80,15
-51,-49,-48,-44,-53,-68,-57,-59,-55,-63,-30,-54,-44,-61,-56,-70,?,-58,?,-65,?,-79,?,15
-55,-46,-49,-81,-53,-64,-58,-62,-54,-62,-30,-54,-44,-61,?,-62,-67,-59,?,-66,?,-80,-74,15
-52,-48,-49,-43,-52,-69,-58,-63,-54,-62,-32,-54,-48,-57,?,-71,-66,-59,?,-68,?,-81,-74,15
-52,-48,-49,-45,-52,-64,-60,-63,-55,-62,-32,-55,-44,-60,-59,-71,-66,-60,?,-65,?,-81,-74,15
-58,-48,-48,-44,-52,-64,-58,-65,-54,-64,-33,-55,-44,-59,-59,?,-67,-59,?,-66,?,?,-74,15
-53,-46,-48,-45,-53,-64,-61,-64,-68,-60,-32,-55,-44,-60,-60,-71,-66,-59,?,-66,?,-73,-73,15
-53,-47,-48,-44,-53,-64,-57,-64,-54,-60,-34,-55,-44,-61,-60,-72,-66,-60,?,-65,?,-75,-81,15
-52,-47,-48,-44,-53,?,-57,-64,-50,-62,-32,-55,-45,-60,-60,-72,?,-65,?,-66,?,-75,-74,15
-57,-46,-51,-44,-53,-68,-58,-64,-50,-63,-31,-55,-45,-62,-61,-68,-69,-58,?,-66,?,?,-75,15
-53,-48,-48,-44,-53,-65,-57,-61,-54,-61,-30,-55,-44,-63,-64,-72,-69,-61,?,-66,?,-75,-76,15
-55,-50,-48,-44,-53,-65,-57,-61,-51,-61,-31,-58,-44,-62,-64,-72,?,-60,?,-68,?,-76,-76,15
-53,-48,-50,-45,-53,-63,-57,-66,-55,-60,-30,-56,?,-60,-59,?,-66,-60,?,-66,-89,-76,?,15
-53,-50,-50,-51,-53,-63,-59,-66,-58,-59,-30,-57,-45,-61,-56,?,-66,-60,?,-67,-89,?,-81,15
-52,-49,-49,-44,-53,-63,-61,-66,-52,-59,-69,-55,-44,-60,-56,?,?,-60,?,-67,?,?,-81,15
-52,-48,-51,-43,-52,-64,-58,-63,-57,-60,-33,-56,-45,-60,?,?,?,-58,?,-66,?,?,?,15
-51,-47,-48,-43,-52,-65,-56,-58,-56,-64,-31,-56,-43,-60,-59,?,?,-60,?,-68,?,-75,-74,15
-52,-60,-50,-43,-52,-65,-59,-63,-51,-59,-32,-56,-45,-61,-55,?,?,-58,?,-67,?,-75,-74,15
-53,-48,-49,-44,-52,-65,-57,-60,-54,-57,-30,-56,-48,-59,-57,?,?,-59,?,-68,?,-79,?,15
-49,-45,-50,-46,-52,-63,-57,-64,-54,-63,-33,-56,-45,-59,-57,?,-66,-59,?,-69,?,-74,?,15
-50,-45,-48,-46,-52,-63,-57,-63,-58,-67,-33,-56,-45,-61,?,-69,-66,-58,?,-71,?,-81,?,15
-52,-51,-48,-46,-51,-62,-57,-64,-87,-60,-33,-56,-45,-60,-68,-72,-66,-60,?,-69,?,-80,-79,15
-50,-48,-51,-44,-52,-68,-61,-63,-54,-59,-33,-88,-45,-60,-66,-71,-66,-60,-79,-68,?,-79,-80,15
